Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Каслинская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	360	6	5	7	8	15	13	11	17	8	8	13	13	5	10	10	0	5	15	13	3	12	5	3	3	3	16	13	10	5	3	3	3	3	4	5	10	3	3	3	25	10	3	3	3	15	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	288	6	5	5	7	13	11	9	16	6	7	10	13	3	7	9	0	2	13	13	0	9	5	0	0	0	11	12	10	2	0	0	0	0	3	5	10	3	3	3	24	10	3	1	3	15	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	319	1	2	2	4	2	7	6	7	11	6	2	4	2	3	4	0	0	4	8	0	8	1	3	2	6	1	0	3	59	7	6	6	18	1	3	3	3	3	1	9	2	3	5	3	6	80	2					
14	Число погашенных неиспользованных открепительных удостоверений	72	0	0	2	1	2	2	2	1	2	1	3	0	2	3	1	0	3	2	0	3	3	0	3	3	3	5	1	0	3	3	3	3	3	1	0	0	0	0	0	1	0	0	2	0	0	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	1	0	0	0	1	0	0	0	0	0	1	3	3	1	1	0	0	1	1	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	9	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3121	121	135	121	136	95	127	103	112	107	89	91	80	51	76	77	4	34	192	202	18	63	67	6	9	18	59	99	58	32	33	13	20	12	17	59	87	14	13	16	174	75	19	23	22	78	27	37					
		21.09%	27.56%	31.69%	26.30%	29.31%	21.89%	27.08%	25.31%	23.88%	25.66%	18.02%	22.92%	19.37%	13.90%	21.29%	20.98%	10.81%	19.32%	23.91%	20.53%	31.58%	18.00%	18.77%	11.32%	15.52%	15.25%	13.59%	18.00%	15.93%	14.81%	27.05%	12.26%	23.26%	19.67%	13.71%	17.20%	26.52%	7.29%	18.06%	25.40%	26.01%	15.92%	12.10%	19.17%	15.07%	20.26%	12.62%	18.23%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2081	66	69	61	53	70	64	75	64	73	106	67	80	89	82	79	9	18	79	94	9	47	57	10	7	7	33	38	46	28	19	20	17	15	11	51	49	18	2	8	86	68	21	9	11	43	24	29					
		14.06%	15.03%	16.20%	13.26%	11.42%	16.13%	13.65%	18.43%	13.65%	17.51%	21.46%	16.88%	19.37%	24.25%	22.97%	21.53%	24.32%	10.23%	9.84%	9.55%	15.79%	13.43%	15.97%	18.87%	12.07%	5.93%	7.60%	6.91%	12.64%	12.96%	15.57%	18.87%	19.77%	24.59%	8.87%	14.87%	14.94%	9.38%	2.78%	12.70%	12.86%	14.44%	13.38%	7.50%	7.53%	11.17%	11.21%	14.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	133	4	5	5	3	8	3	3	5	2	3	0	6	1	1	2	0	5	7	6	0	2	5	0	0	1	2	3	3	1	4	1	3	1	1	4	6	1	2	0	7	3	2	2	2	3	3	2					
		0.90%	0.91%	1.17%	1.09%	0.65%	1.84%	0.64%	0.74%	1.07%	0.48%	0.61%	0.00%	1.45%	0.27%	0.28%	0.54%	0.00%	2.84%	0.87%	0.61%	0.00%	0.57%	1.40%	0.00%	0.00%	0.85%	0.46%	0.55%	0.82%	0.46%	3.28%	0.94%	3.49%	1.64%	0.81%	1.17%	1.83%	0.52%	2.78%	0.00%	1.05%	0.64%	1.27%	1.67%	1.37%	0.78%	1.40%	0.99%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2432	76	56	87	66	72	57	71	73	38	72	61	47	37	36	58	3	31	139	188	6	106	99	2	6	14	99	131	62	30	6	13	12	5	26	18	64	18	17	9	163	90	26	15	36	50	16	25					
		16.43%	17.31%	13.15%	18.91%	14.22%	16.59%	12.15%	17.44%	15.57%	9.11%	14.57%	15.37%	11.38%	10.08%	10.08%	15.80%	8.11%	17.61%	17.31%	19.11%	10.53%	30.29%	27.73%	3.77%	10.34%	11.86%	22.81%	23.82%	17.03%	13.89%	4.92%	12.26%	13.95%	8.20%	20.97%	5.25%	19.51%	9.38%	23.61%	14.29%	24.36%	19.11%	16.56%	12.50%	24.66%	12.99%	7.48%	12.32%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	267	11	9	17	9	13	10	9	11	9	9	10	4	6	10	5	0	1	26	21	0	9	7	0	0	2	7	3	6	2	2	0	1	1	5	6	2	1	0	0	12	3	1	0	1	5	0	1					
		1.80%	2.51%	2.11%	3.70%	1.94%	2.99%	2.13%	2.21%	2.35%	2.16%	1.82%	2.52%	0.97%	1.63%	2.80%	1.36%	0.00%	0.57%	3.24%	2.13%	0.00%	2.57%	1.96%	0.00%	0.00%	1.69%	1.61%	0.55%	1.65%	0.93%	1.64%	0.00%	1.16%	1.64%	4.03%	1.75%	0.61%	0.52%	0.00%	0.00%	1.79%	0.64%	0.64%	0.00%	0.68%	1.30%	0.00%	0.49%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6439	150	137	163	181	158	182	135	195	179	206	156	188	176	143	143	21	85	339	453	23	119	119	35	36	76	227	259	186	121	51	56	33	25	58	197	111	138	37	30	218	221	82	69	73	201	143	105					
		43.51%	34.17%	32.16%	35.43%	39.01%	36.41%	38.81%	33.17%	41.58%	42.93%	41.70%	39.29%	45.52%	47.96%	40.06%	38.96%	56.76%	48.30%	42.22%	46.04%	40.35%	34.00%	33.33%	66.04%	62.07%	64.41%	52.30%	47.09%	51.10%	56.02%	41.80%	52.83%	38.37%	40.98%	46.77%	57.43%	33.84%	71.88%	51.39%	47.62%	32.59%	46.92%	52.23%	57.50%	50.00%	52.21%	66.82%	51.72%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	59	1	5	2	1	2	3	2	3	2	2	3	0	1	3	0	0	1	6	1	0	1	0	0	0	0	1	2	1	0	0	2	0	1	2	2	1	2	0	0	1	2	1	0	1	0	0	1					
		0.40%	0.23%	1.17%	0.43%	0.22%	0.46%	0.64%	0.49%	0.64%	0.48%	0.40%	0.76%	0.00%	0.27%	0.84%	0.00%	0.00%	0.57%	0.75%	0.10%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.23%	0.36%	0.27%	0.00%	0.00%	1.89%	0.00%	1.64%	1.61%	0.58%	0.30%	1.04%	0.00%	0.00%	0.15%	0.42%	0.64%	0.00%	0.68%	0.00%	0.00%	0.49%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
