Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Каслинская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975					
		67.11%	63.27%	62.50%	59.46%	60.29%	63.13%	68.26%	59.37%	66.80%	71.34%	70.15%	68.87%	72.21%	72.24%	68.42%	75.37%	67.16%	68.24%	64.39%	62.50%	72.88%	73.38%	67.71%	70.59%	71.62%	73.97%	67.02%	67.97%	66.05%	78.54%	76.00%	82.69%	77.08%	55.70%	64.56%	72.99%	47.46%	80.81%	73.75%	61.19%	61.13%	70.12%	68.81%	66.17%	73.89%	68.90%	80.36%	68.85%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	157	4	10	14	1	12	4	14	4	3	5	4	3	2	3	3	1	1	16	9	1	1	0	0	0	0	2	3	1	1	1	2	1	1	0	4	2	0	0	0	11	6	1	0	0	4	1	1					
		0.94%	0.73%	1.92%	2.68%	0.18%	2.23%	0.71%	2.76%	0.78%	0.62%	0.84%	0.85%	0.57%	0.57%	0.69%	0.63%	1.49%	0.59%	1.71%	0.96%	1.69%	0.25%	0.00%	0.00%	0.00%	0.00%	0.43%	0.47%	0.26%	0.38%	0.80%	1.28%	2.08%	1.27%	0.00%	1.07%	0.60%	0.00%	0.00%	0.00%	1.56%	1.02%	0.50%	0.00%	0.00%	0.96%	0.60%	0.55%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
