Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Советская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	4	0	0	0	0	1	0	0	1	1	0	0	0	1									
		0.10%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.38%	0.51%	0.00%	0.00%	0.00%	0.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	2	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	1.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3	0	1	0	0	0	0	0	0	1	0	1	0	0									
		0.07%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.35%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	425	19	17	37	10	2	184	16	30	12	6	27	12	53									
		10.51%	3.89%	8.25%	12.59%	6.54%	2.70%	14.94%	11.85%	11.36%	6.09%	4.72%	9.44%	7.64%	12.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	3	0	1	0	0	1	0	0	1	0	0	0	0	0									
		0.07%	0.00%	0.49%	0.00%	0.00%	1.35%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	78	17	2	0	14	0	11	11	2	4	0	1	3	13									
		1.93%	3.48%	0.97%	0.00%	9.15%	0.00%	0.89%	8.15%	0.76%	2.03%	0.00%	0.35%	1.91%	3.04%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
