Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																								
Дата голосования: 04.12.2011																																																																								
																																																																								
Наименование Избирательной комиссии:    Павловская																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1883	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	982	34	21	17	31	20	19	19	26	16	20	23	21	25	21	10	21	30	23	18	18	25	23	19	19	22	16	17	0	19	16	16	16	17	17	16	16	16	5	13	17	10	2	1	21	7	7	5	5	5	16	3	16	3	9	17	17	9	17	17	7	1	2	2	3	22					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	793	32	19	17	30	19	19	18	15	12	14	23	21	24	21	9	19	28	22	18	11	24	11	17	15	14	4	12	0	18	15	16	16	13	16	14	16	16	1	13	15	9	1	1	18	0	6	0	1	4	12	0	7	2	9	9	17	9	12	3	1	0	0	2	2	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1199	19	25	15	50	24	46	30	100	49	112	134	82	27	19	13	7	13	7	14	23	7	4	14	12	11	7	19	2	19	9	23	7	11	11	7	10	5	7	17	32	9	5	3	11	5	6	3	2	5	8	7	3	5	5	2	7	3	7	6	3	3	2	14	7	25					
14	Число погашенных неиспользованных открепительных удостоверений	189	2	2	0	1	1	0	1	11	4	6	0	0	1	0	1	2	2	1	0	7	1	12	2	4	8	12	5	0	1	1	0	0	4	1	2	0	0	4	0	2	1	1	0	3	7	1	5	4	1	4	3	9	1	0	8	0	0	5	14	6	1	2	0	1	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	511	15	20	14	24	18	19	3	12	10	27	27	24	28	9	3	9	5	8	10	14	10	5	16	17	12	7	11	0	2	5	5	4	4	4	4	3	1	0	9	13	9	3	0	4	0	1	1	0	1	4	0	9	3	12	10	3	0	6	5	0	0	1	0	0	8					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6136	147	161	141	180	197	138	120	175	87	133	188	158	216	94	118	110	134	147	146	134	151	153	175	188	186	82	127	26	72	90	90	62	77	6	68	54	50	9	187	79	120	47	31	82	26	37	6	6	14	86	0	84	15	41	95	92	30	124	91	42	2	17	11	26	155					
		10.53%	11.21%	10.66%	16.91%	16.81%	17.48%	13.57%	8.84%	9.87%	9.66%	9.27%	11.05%	14.68%	11.37%	10.82%	12.07%	11.14%	7.75%	11.83%	14.50%	10.14%	11.65%	13.13%	10.56%	12.01%	10.81%	9.23%	11.38%	5.23%	6.69%	8.12%	7.98%	7.85%	6.94%	0.68%	9.87%	6.78%	8.58%	10.34%	11.01%	13.37%	9.84%	12.81%	16.58%	7.73%	8.02%	13.60%	5.88%	5.45%	10.53%	8.99%	0.00%	9.59%	16.30%	7.72%	12.45%	8.53%	11.36%	11.96%	9.53%	12.32%	4.08%	9.83%	7.14%	13.33%	11.15%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5368	111	134	126	137	129	149	98	135	67	108	149	154	176	68	70	64	123	109	116	117	122	145	178	156	130	72	110	30	83	67	63	64	71	82	78	63	43	2	142	124	88	28	18	94	27	24	6	14	24	100	5	75	12	54	94	80	34	130	87	52	2	8	8	20	119					
		9.21%	8.47%	8.87%	15.11%	12.79%	11.45%	14.65%	7.22%	7.61%	7.44%	7.53%	8.75%	14.31%	9.27%	7.83%	7.16%	6.48%	7.11%	8.77%	11.52%	8.85%	9.41%	12.45%	10.74%	9.97%	7.55%	8.11%	9.86%	6.04%	7.71%	6.04%	5.59%	8.10%	6.40%	9.34%	11.32%	7.90%	7.38%	2.30%	8.36%	20.98%	7.22%	7.63%	9.63%	8.86%	8.33%	8.82%	5.88%	12.73%	18.05%	10.46%	7.94%	8.56%	13.04%	10.17%	12.32%	7.41%	12.88%	12.54%	9.11%	15.25%	4.08%	4.62%	5.19%	10.26%	8.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	397	8	13	6	7	13	9	6	2	3	6	11	2	23	3	9	8	16	6	10	14	10	5	15	9	16	7	17	2	7	5	8	5	6	2	4	3	0	1	9	5	5	2	1	7	1	0	1	4	1	8	0	4	1	3	5	7	3	10	7	5	0	0	0	0	11					
		0.68%	0.61%	0.86%	0.72%	0.65%	1.15%	0.88%	0.44%	0.11%	0.33%	0.42%	0.65%	0.19%	1.21%	0.35%	0.92%	0.81%	0.93%	0.48%	0.99%	1.06%	0.77%	0.43%	0.91%	0.58%	0.93%	0.79%	1.52%	0.40%	0.65%	0.45%	0.71%	0.63%	0.54%	0.23%	0.58%	0.38%	0.00%	1.15%	0.53%	0.85%	0.41%	0.54%	0.53%	0.66%	0.31%	0.00%	0.98%	3.64%	0.75%	0.84%	0.00%	0.46%	1.09%	0.56%	0.66%	0.65%	1.14%	0.96%	0.73%	1.47%	0.00%	0.00%	0.00%	0.00%	0.79%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15268	219	452	203	319	383	336	338	426	246	276	391	304	470	282	315	311	559	389	370	408	318	352	478	428	572	296	302	89	335	324	341	200	346	261	196	209	157	15	301	151	207	48	42	160	83	53	15	24	28	195	17	131	6	145	195	320	85	164	133	77	7	38	40	44	343					
		26.20%	16.70%	29.91%	24.34%	29.79%	33.98%	33.04%	24.91%	24.03%	27.30%	19.23%	22.97%	28.25%	24.75%	32.45%	32.21%	31.51%	32.33%	31.30%	36.74%	30.86%	24.54%	30.21%	28.85%	27.35%	33.24%	33.33%	27.06%	17.91%	31.13%	29.22%	30.23%	25.32%	31.17%	29.73%	28.45%	26.22%	26.93%	17.24%	17.73%	25.55%	16.98%	13.08%	22.46%	15.08%	25.62%	19.49%	14.71%	21.82%	21.05%	20.40%	26.98%	14.95%	6.52%	27.31%	25.56%	29.66%	32.20%	15.81%	13.93%	22.58%	14.29%	21.97%	25.97%	22.56%	24.68%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	882	13	22	20	36	30	26	23	34	14	21	27	19	28	18	17	9	48	31	22	13	29	15	26	24	30	16	25	4	9	13	19	6	9	13	6	9	0	1	22	6	7	5	0	12	5	1	3	1	1	9	0	2	0	4	8	11	0	9	6	3	5	2	0	6	29					
		1.51%	0.99%	1.46%	2.40%	3.36%	2.66%	2.56%	1.69%	1.92%	1.55%	1.46%	1.59%	1.77%	1.47%	2.07%	1.74%	0.91%	2.78%	2.49%	2.18%	0.98%	2.24%	1.29%	1.57%	1.53%	1.74%	1.80%	2.24%	0.80%	0.84%	1.17%	1.68%	0.76%	0.81%	1.48%	0.87%	1.13%	0.00%	1.15%	1.30%	1.02%	0.57%	1.36%	0.00%	1.13%	1.54%	0.37%	2.94%	0.91%	0.75%	0.94%	0.00%	0.23%	0.00%	0.75%	1.05%	1.02%	0.00%	0.87%	0.63%	0.88%	10.20%	1.16%	0.00%	3.08%	2.09%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	29336	771	714	320	365	351	338	745	977	474	870	917	429	960	388	431	480	833	552	327	626	605	477	760	740	773	401	522	342	558	596	572	438	579	495	327	448	302	58	1016	215	784	236	92	687	171	153	71	59	64	551	41	572	52	278	357	557	108	590	619	153	33	108	95	98	715					
		50.33%	58.81%	47.25%	38.37%	34.08%	31.14%	33.24%	54.90%	55.10%	52.61%	60.63%	53.88%	39.87%	50.55%	44.65%	44.07%	48.63%	48.18%	44.41%	32.47%	47.35%	46.68%	40.94%	45.87%	47.28%	44.92%	45.16%	46.77%	68.81%	51.86%	53.74%	50.71%	55.44%	52.16%	56.38%	47.46%	56.21%	51.80%	66.67%	59.84%	36.38%	64.32%	64.31%	49.20%	64.75%	52.78%	56.25%	69.61%	53.64%	48.12%	57.64%	65.08%	65.30%	56.52%	52.35%	46.79%	51.62%	40.91%	56.89%	64.82%	44.87%	67.35%	62.43%	61.69%	50.26%	51.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	227	6	8	6	10	8	5	4	10	3	3	6	5	6	4	5	2	6	3	4	2	7	5	11	7	3	2	3	1	3	5	5	5	1	6	3	4	0	1	5	2	2	0	1	6	1	0	0	0	1	4	0	1	2	0	3	5	2	3	5	1	0	0	0	1	4					
		0.39%	0.46%	0.53%	0.72%	0.93%	0.71%	0.49%	0.29%	0.56%	0.33%	0.21%	0.35%	0.46%	0.32%	0.46%	0.51%	0.20%	0.35%	0.24%	0.40%	0.15%	0.54%	0.43%	0.66%	0.45%	0.17%	0.23%	0.27%	0.20%	0.28%	0.45%	0.44%	0.63%	0.09%	0.68%	0.44%	0.50%	0.00%	1.15%	0.29%	0.34%	0.16%	0.00%	0.53%	0.57%	0.31%	0.00%	0.00%	0.00%	0.75%	0.42%	0.00%	0.11%	2.17%	0.00%	0.39%	0.46%	0.76%	0.29%	0.52%	0.29%	0.00%	0.00%	0.00%	0.51%	0.29%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
