Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Звениговская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	700	50	50	50	50	50	10	20	20	20	20	40	10	10	40	15	10	5	20	20	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	206	13	13	17	12	22	2	3	4	6	10	11	0	0	21	15	2	2	18	2	0	2	2	0	3	0	4	0	0	1	6	3	0	10	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	185	10	4	6	6	8	12	4	9	19	5	2	2	3	12	5	2	1	13	5	2	1	1	0	10	4	3	2	0	5	9	1	3	3	2	7	4					
14	Число погашенных открепительных удостоверений	494	37	37	33	38	28	8	17	16	14	10	29	10	10	19	0	8	3	2	18	10	8	8	10	7	10	6	10	10	19	14	7	10	0	10	10	8					
15	Число открепительных удостоверений выданных ТИК	30	5	2	1	1	3	0	0	2	0	2	0	0	0	2	0	3	1	2	2	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0					
16	Число утраченных бюллетеней	27	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	381	26	27	22	17	19	1	8	14	16	18	15	8	4	24	18	7	5	18	6	12	13	5	0	5	0	8	1	9	24	3	3	11	7	0	3	4					
		1.94%	1.87%	2.60%	1.65%	1.68%	1.82%	0.21%	0.92%	1.73%	2.03%	2.4%	1.57%	2.57%	4.04%	1.99%	2.71%	3.43%	4.0%	1.91%	1.02%	2.59%	3.95%	2.80%	0.0%	1.34%	0.0%	3.06%	2.85%	3.84%	2.83%	0.50%	0.86%	3.51%	1.47%	0.0%	2.05%	1.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	237	19	13	19	14	21	8	16	14	12	12	10	1	0	15	0	0	2	5	6	4	5	1	0	4	0	4	1	1	16	4	3	2	1	0	2	2					
		1.20%	1.36%	1.25%	1.42%	1.39%	2.01%	1.72%	1.84%	1.73%	1.52%	1.6%	1.05%	0.32%	0.0%	1.24%	0.0%	0.0%	1.6%	0.53%	1.02%	0.86%	1.51%	0.56%	0.0%	1.07%	0.0%	1.53%	2.85%	0.42%	1.89%	0.67%	0.86%	0.63%	0.21%	0.0%	1.36%	0.85%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	421	38	29	43	27	40	8	24	9	12	18	21	2	1	15	8	3	0	14	16	6	2	2	0	10	5	3	0	5	16	11	7	6	9	0	3	8					
		2.14%	2.73%	2.79%	3.23%	2.68%	3.83%	1.72%	2.77%	1.11%	1.52%	2.4%	2.20%	0.64%	1.01%	1.24%	1.20%	1.47%	0.0%	1.48%	2.73%	1.29%	0.60%	1.12%	0.0%	2.69%	7.69%	1.14%	0.0%	2.13%	1.89%	1.84%	2.01%	1.91%	1.89%	0.0%	2.05%	3.41%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	389	47	32	48	36	32	9	27	18	13	10	16	1	0	9	9	0	0	25	9	3	2	3	1	4	1	7	0	4	7	3	0	3	6	1	0	3					
		1.98%	3.38%	3.08%	3.60%	3.57%	3.07%	1.94%	3.12%	2.22%	1.65%	1.33%	1.68%	0.32%	0.0%	0.74%	1.35%	0.0%	0.0%	2.65%	1.54%	0.64%	0.60%	1.68%	2.17%	1.07%	1.53%	2.68%	0.0%	1.70%	0.82%	0.50%	0.0%	0.95%	1.26%	0.92%	0.0%	1.28%					
22	"5. ""За Русь Святую"""	107	5	7	7	7	7	8	7	4	6	3	7	1	0	3	3	1	2	1	0	2	0	5	1	3	0	1	0	0	4	2	1	5	2	0	1	1					
		0.54%	0.35%	0.67%	0.52%	0.69%	0.67%	1.72%	0.80%	0.49%	0.76%	0.4%	0.73%	0.32%	0.0%	0.24%	0.45%	0.49%	1.6%	0.10%	0.0%	0.43%	0.0%	2.80%	2.17%	0.80%	0.0%	0.38%	0.0%	0.0%	0.47%	0.33%	0.28%	1.59%	0.42%	0.0%	0.68%	0.42%					
23	"6. ""Объединенная Российская партия ""Русь"""	65	6	4	3	1	1	0	5	1	26	1	0	0	0	1	2	2	1	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1					
		0.33%	0.43%	0.38%	0.22%	0.09%	0.09%	0.0%	0.57%	0.12%	3.31%	0.13%	0.0%	0.0%	0.0%	0.08%	0.30%	0.98%	0.8%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.11%	0.16%	0.28%	0.31%	0.21%	0.0%	0.68%	0.42%					
24	"7. ""Новый курс - Автомобильная Россия"""	87	5	8	4	6	4	2	5	2	6	7	3	0	0	6	1	2	1	5	8	0	0	0	0	2	0	2	0	0	4	1	1	2	0	0	0	0					
		0.44%	0.35%	0.77%	0.30%	0.59%	0.38%	0.43%	0.57%	0.24%	0.76%	0.93%	0.31%	0.0%	0.0%	0.49%	0.15%	0.98%	0.8%	0.53%	1.36%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.76%	0.0%	0.0%	0.47%	0.16%	0.28%	0.63%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	32	2	2	1	1	0	1	1	1	1	2	0	1	0	3	0	0	0	0	2	0	0	0	0	3	0	0	0	2	2	2	1	2	2	0	0	0					
		0.16%	0.14%	0.19%	0.07%	0.09%	0.0%	0.21%	0.11%	0.12%	0.12%	0.26%	0.0%	0.32%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.0%	0.85%	0.23%	0.33%	0.28%	0.63%	0.42%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	66	0	3	10	5	4	0	12	2	6	4	5	0	0	1	2	1	0	3	0	1	1	0	0	0	0	1	0	1	1	2	0	0	0	0	0	1					
		0.33%	0.0%	0.28%	0.75%	0.49%	0.38%	0.0%	1.38%	0.24%	0.76%	0.53%	0.52%	0.0%	0.0%	0.08%	0.30%	0.49%	0.0%	0.31%	0.0%	0.21%	0.30%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.42%	0.11%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%					
27	"10. ""Аграрная партия России"""	835	44	32	57	46	50	6	22	10	28	32	26	11	2	28	20	4	9	29	7	46	36	5	2	17	6	29	1	15	66	51	36	18	24	1	5	14					
		4.25%	3.16%	3.08%	4.28%	4.57%	4.79%	1.29%	2.54%	1.23%	3.56%	4.26%	2.73%	3.53%	2.02%	2.33%	3.01%	1.96%	7.2%	3.07%	1.19%	9.95%	10.94%	2.80%	4.34%	4.58%	9.23%	11.11%	2.85%	6.41%	7.80%	8.57%	10.34%	5.75%	5.06%	0.92%	3.42%	5.98%					
28	"11. ""Истинные патриоты России"""	23	3	2	0	1	0	0	0	2	1	2	1	0	0	1	0	1	0	0	2	0	0	0	0	2	0	2	0	1	0	2	0	0	0	0	0	0					
		0.11%	0.21%	0.19%	0.0%	0.09%	0.0%	0.0%	0.0%	0.24%	0.12%	0.26%	0.10%	0.0%	0.0%	0.08%	0.0%	0.49%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.76%	0.0%	0.42%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	252	15	24	17	8	29	6	6	7	9	11	14	4	0	10	6	4	3	11	11	11	8	1	0	0	4	7	1	2	9	4	2	0	2	1	3	2					
		1.28%	1.07%	2.31%	1.27%	0.79%	2.78%	1.29%	0.69%	0.86%	1.14%	1.46%	1.47%	1.28%	0.0%	0.83%	0.90%	1.96%	2.4%	1.16%	1.88%	2.38%	2.43%	0.56%	0.0%	0.0%	6.15%	2.68%	2.85%	0.85%	1.06%	0.67%	0.57%	0.0%	0.42%	0.92%	2.05%	0.85%					
30	"13. ""Демократическая партия России"""	57	2	2	5	4	1	1	2	0	4	0	0	2	0	6	2	3	0	1	0	7	0	0	0	3	0	0	0	2	4	1	2	1	1	0	1	0					
		0.29%	0.14%	0.19%	0.37%	0.39%	0.09%	0.21%	0.23%	0.0%	0.50%	0.0%	0.0%	0.64%	0.0%	0.49%	0.30%	1.47%	0.0%	0.10%	0.0%	1.51%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.0%	0.85%	0.47%	0.16%	0.57%	0.31%	0.21%	0.0%	0.68%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	35	1	1	0	2	1	0	3	4	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	3	1	2	0	0	2	1	1	0	4	2	0	2					
		0.17%	0.07%	0.09%	0.0%	0.19%	0.09%	0.0%	0.34%	0.49%	0.0%	0.26%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.21%	0.0%	0.0%	0.0%	0.80%	1.53%	0.76%	0.0%	0.0%	0.23%	0.16%	0.28%	0.0%	0.84%	1.85%	0.0%	0.85%					
32	"15. ""Партия СЛОН"""	38	1	0	0	1	3	2	2	1	2	0	2	2	0	3	1	3	0	1	1	1	0	0	1	5	0	0	0	1	2	0	0	1	2	0	0	0					
		0.19%	0.07%	0.0%	0.0%	0.09%	0.28%	0.43%	0.23%	0.12%	0.25%	0.0%	0.21%	0.64%	0.0%	0.24%	0.15%	1.47%	0.0%	0.10%	0.17%	0.21%	0.0%	0.0%	2.17%	1.34%	0.0%	0.0%	0.0%	0.42%	0.23%	0.0%	0.0%	0.31%	0.42%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1236	104	93	122	86	103	25	52	55	52	77	61	7	1	50	50	9	2	53	29	11	10	8	0	11	5	17	1	16	43	22	10	8	16	4	9	14					
		6.30%	7.48%	8.97%	9.16%	8.54%	9.88%	5.39%	6.01%	6.80%	6.62%	10.26%	6.40%	2.25%	1.01%	4.16%	7.53%	4.41%	1.6%	5.62%	4.96%	2.38%	3.03%	4.49%	0.0%	2.96%	7.69%	6.51%	2.85%	6.83%	5.08%	3.69%	2.87%	2.55%	3.37%	3.70%	6.16%	5.98%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	90	6	3	4	2	5	2	5	4	5	3	1	0	0	4	6	2	1	3	3	5	0	0	0	4	0	5	1	6	3	1	2	0	2	0	1	1					
		0.45%	0.43%	0.28%	0.30%	0.19%	0.47%	0.43%	0.57%	0.49%	0.63%	0.4%	0.10%	0.0%	0.0%	0.33%	0.90%	0.98%	0.8%	0.31%	0.51%	1.08%	0.0%	0.0%	0.0%	1.07%	0.0%	1.91%	2.85%	2.56%	0.35%	0.16%	0.57%	0.0%	0.42%	0.0%	0.68%	0.42%					
35	"18. ""ЛДПР"""	2187	199	130	168	133	127	37	55	58	59	64	122	35	11	93	85	22	12	121	97	58	39	15	6	24	2	12	3	38	133	50	33	17	69	11	8	41					
		11.15%	14.31%	12.54%	12.62%	13.22%	12.18%	7.99%	6.35%	7.17%	7.51%	8.53%	12.81%	11.25%	11.11%	7.74%	12.80%	10.78%	9.6%	12.84%	16.60%	12.55%	11.85%	8.42%	13.04%	6.46%	3.07%	4.59%	8.57%	16.23%	15.72%	8.40%	9.48%	5.43%	14.55%	10.18%	5.47%	17.52%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	461	32	24	32	32	23	8	30	30	22	19	21	8	1	10	21	5	13	21	17	7	8	2	0	12	1	6	1	5	13	15	3	3	2	3	6	5					
		2.35%	2.30%	2.31%	2.40%	3.18%	2.20%	1.72%	3.46%	3.71%	2.80%	2.53%	2.20%	2.57%	1.01%	0.83%	3.16%	2.45%	10.4%	2.22%	2.91%	1.51%	2.43%	1.12%	0.0%	3.23%	1.53%	2.29%	2.85%	2.13%	1.53%	2.52%	0.86%	0.95%	0.42%	2.77%	4.10%	2.13%					
37	"20. ""Политическая партия ""Единая Россия"""	7469	440	346	453	314	291	281	423	437	364	296	349	113	20	332	253	81	56	441	233	192	121	76	19	183	15	91	20	65	282	237	154	141	149	55	67	79					
		38.10%	31.65%	33.39%	34.03%	31.21%	27.92%	60.69%	48.90%	54.08%	46.36%	39.46%	36.65%	36.33%	20.20%	27.64%	38.10%	39.70%	44.8%	46.81%	39.89%	41.55%	36.77%	42.69%	41.30%	49.32%	23.07%	34.86%	57.14%	27.77%	33.33%	39.83%	44.25%	45.04%	31.43%	50.92%	45.89%	33.76%					
38	"21. ""Российская Конституционно-демократическая партия"""	56	6	3	5	3	2	3	2	2	2	0	1	1	0	3	0	0	2	2	0	1	0	1	1	0	0	0	0	2	4	0	2	3	5	0	0	0					
		0.28%	0.43%	0.28%	0.37%	0.29%	0.19%	0.64%	0.23%	0.24%	0.25%	0.0%	0.10%	0.32%	0.0%	0.24%	0.0%	0.0%	1.6%	0.21%	0.0%	0.21%	0.0%	0.56%	2.17%	0.0%	0.0%	0.0%	0.0%	0.85%	0.47%	0.0%	0.57%	0.95%	1.05%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	43	4	10	3	3	4	0	2	0	3	3	2	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0					
		0.21%	0.28%	0.96%	0.22%	0.29%	0.38%	0.0%	0.23%	0.0%	0.38%	0.4%	0.21%	0.32%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.16%	0.28%	0.31%	0.21%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3671	244	164	201	167	196	38	103	83	95	112	212	96	52	515	133	34	5	136	79	68	68	43	11	53	20	46	4	46	145	147	64	61	147	14	33	36					
		18.72%	17.55%	15.83%	15.10%	16.60%	18.80%	8.20%	11.90%	10.27%	12.10%	14.93%	22.26%	30.86%	52.52%	42.88%	20.03%	16.66%	4.0%	14.43%	13.52%	14.71%	20.66%	24.15%	23.91%	14.28%	30.76%	17.62%	11.42%	19.65%	17.13%	24.70%	18.39%	19.48%	31.01%	12.96%	22.60%	15.38%					
																																											
41	Против всех	914	107	46	88	72	62	13	36	32	27	36	42	9	3	40	32	7	6	38	35	18	8	4	2	9	0	8	0	11	40	21	16	11	12	10	2	11					
		4.66%	7.69%	4.44%	6.61%	7.15%	5.95%	2.80%	4.16%	3.96%	3.43%	4.8%	4.41%	2.89%	3.03%	3.33%	4.81%	3.43%	4.8%	4.03%	5.99%	3.89%	2.43%	2.24%	4.34%	2.42%	0.0%	3.06%	0.0%	4.70%	4.72%	3.52%	4.59%	3.51%	2.53%	9.25%	1.36%	4.70%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
