Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Тоцкая																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	136	6	4	0	11	13	0	0	4	4	4	2	10	7	4	5	4	1	2	2	1	2	0	1	2	2	1	3	2	1	0	1	0	1	0	1	2	5	2	0	1	2	15	2	3	3									
14	Число погашенных неиспользованных открепительных удостоверений	52	0	0	0	0	0	0	11	3	0	12	7	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	1	0	3	2	0	0	5	0	0	0	1	0	0	0	0	0	1	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	51	1	1	1	0	4	0	1	1	4	2	2	7	22	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	126	10	5	6	6	7	0	3	8	9	12	6	6	6	7	5	1	0	1	2	4	0	1	1	0	0	0	0	1	0	2	0	1	1	0	1	2	6	0	2	0	2	0	0	0	2									
		0.89%	1.47%	0.66%	0.80%	0.91%	1.02%	0.00%	0.82%	1.38%	1.29%	1.60%	1.03%	1.05%	0.85%	1.17%	0.90%	0.53%	0.00%	0.62%	1.74%	1.22%	0.00%	0.47%	0.31%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	1.32%	0.00%	0.47%	0.75%	0.00%	0.91%	1.68%	1.18%	0.00%	1.10%	0.00%	0.97%	0.00%	0.00%	0.00%	0.95%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	464	27	18	29	26	24	5	10	17	15	11	16	11	22	25	17	3	6	3	3	19	3	5	11	2	7	3	1	5	6	7	3	14	7	2	7	3	19	0	4	6	11	18	6	4	3									
		3.27%	3.98%	2.37%	3.85%	3.93%	3.51%	6.25%	2.72%	2.94%	2.16%	1.47%	2.75%	1.92%	3.11%	4.19%	3.05%	1.58%	3.80%	1.85%	2.61%	5.81%	3.80%	2.36%	3.40%	2.99%	5.11%	7.69%	2.70%	2.38%	5.22%	4.64%	2.48%	6.64%	5.26%	1.90%	6.36%	2.52%	3.73%	0.00%	2.21%	2.65%	5.34%	4.68%	4.84%	3.15%	1.42%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	185	8	11	10	7	8	1	7	12	10	0	3	6	5	13	11	2	2	1	2	7	1	5	7	0	4	0	0	1	1	0	1	2	2	0	0	1	4	1	3	0	11	10	2	0	3									
		1.31%	1.18%	1.45%	1.33%	1.06%	1.17%	1.25%	1.91%	2.07%	1.44%	0.00%	0.52%	1.05%	0.71%	2.18%	1.97%	1.05%	1.27%	0.62%	1.74%	2.14%	1.27%	2.36%	2.16%	0.00%	2.92%	0.00%	0.00%	0.48%	0.87%	0.00%	0.83%	0.95%	1.50%	0.00%	0.00%	0.84%	0.79%	1.67%	1.66%	0.00%	5.34%	2.60%	1.61%	0.00%	1.42%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6564	289	512	370	290	314	39	115	276	324	380	267	247	296	234	257	108	107	82	50	137	30	110	140	50	49	12	20	153	51	82	55	70	47	45	48	69	206	31	73	85	83	141	56	49	115									
		46.31%	42.63%	67.28%	49.07%	43.81%	45.97%	48.75%	31.34%	47.67%	46.62%	50.73%	45.96%	43.18%	41.81%	39.26%	46.06%	56.84%	67.72%	50.62%	43.48%	41.90%	37.97%	51.89%	43.21%	74.63%	35.77%	30.77%	54.05%	72.86%	44.35%	54.30%	45.45%	33.18%	35.34%	42.86%	43.64%	57.98%	40.47%	51.67%	40.33%	37.61%	40.29%	36.62%	45.16%	38.58%	54.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	52	3	3	1	3	3	0	1	6	8	3	4	4	4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0									
		0.37%	0.44%	0.39%	0.13%	0.45%	0.44%	0.00%	0.27%	1.04%	1.15%	0.40%	0.69%	0.70%	0.56%	0.00%	0.18%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.20%	0.00%	0.00%	0.00%	0.00%	0.52%	0.81%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	1	2	1	0	2	0	2	0	2	1	1	3	0	3	1	0	0	1	0	0	2	1	1	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	1	0	1	0	0									
		0.22%	0.15%	0.26%	0.13%	0.00%	0.29%	0.00%	0.54%	0.00%	0.29%	0.13%	0.17%	0.52%	0.00%	0.50%	0.18%	0.00%	0.00%	0.62%	0.00%	0.00%	2.53%	0.47%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.47%	0.00%	0.00%	0.00%	1.68%	0.20%	0.00%	0.00%	0.00%	0.49%	0.00%	0.81%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3543	187	98	159	157	172	25	139	165	180	216	181	160	225	152	124	43	22	39	37	81	19	47	80	12	37	6	4	14	29	22	19	51	33	20	17	19	135	9	66	71	52	106	28	46	39									
		24.99%	27.58%	12.88%	21.09%	23.72%	25.18%	31.25%	37.87%	28.50%	25.90%	28.84%	31.15%	27.97%	31.78%	25.50%	22.22%	22.63%	13.92%	24.07%	32.17%	24.77%	24.05%	22.17%	24.69%	17.91%	27.01%	15.38%	10.81%	6.67%	25.22%	14.57%	15.70%	24.17%	24.81%	19.05%	15.45%	15.97%	26.52%	15.00%	36.46%	31.42%	25.24%	27.53%	22.58%	36.22%	18.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	37	0	0	2	2	4	1	0	2	2	2	2	5	2	2	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	1									
		0.26%	0.00%	0.00%	0.27%	0.30%	0.59%	1.25%	0.00%	0.35%	0.29%	0.27%	0.34%	0.87%	0.28%	0.34%	0.18%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	1.10%	0.00%	0.49%	0.26%	0.00%	0.00%	0.47%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	79	2	1	3	8	6	2	2	3	2	4	0	5	5	9	3	3	0	0	0	3	0	1	2	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	3	1	0	4									
		0.56%	0.29%	0.13%	0.40%	1.21%	0.88%	2.50%	0.54%	0.52%	0.29%	0.53%	0.00%	0.87%	0.71%	1.51%	0.54%	1.58%	0.00%	0.00%	0.00%	0.92%	0.00%	0.47%	0.62%	0.00%	0.73%	0.00%	0.00%	0.00%	0.87%	0.66%	0.00%	0.47%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.44%	0.49%	0.78%	0.81%	0.00%	1.90%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	29	0	1	0	1	1	0	1	0	2	0	1	6	1	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	3	0	0	2									
		0.20%	0.00%	0.13%	0.00%	0.15%	0.15%	0.00%	0.27%	0.00%	0.29%	0.00%	0.17%	1.05%	0.14%	0.50%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	1.27%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.65%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.78%	0.00%	0.00%	0.95%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	83	3	3	1	5	9	0	0	6	7	4	3	8	5	5	3	1	0	0	1	2	0	1	0	0	0	0	0	0	0	1	1	2	2	1	0	0	5	0	0	0	1	0	0	1	2									
		0.59%	0.44%	0.39%	0.13%	0.76%	1.32%	0.00%	0.00%	1.04%	1.01%	0.53%	0.52%	1.40%	0.71%	0.84%	0.54%	0.53%	0.00%	0.00%	0.87%	0.61%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.83%	0.95%	1.50%	0.95%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.79%	0.95%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2298	123	85	142	127	114	6	45	54	75	83	63	74	89	109	106	15	19	27	19	68	21	23	62	3	33	16	11	29	25	32	26	56	34	24	27	22	112	12	28	56	35	88	22	23	35									
		16.21%	18.14%	11.17%	18.83%	19.18%	16.69%	7.50%	12.26%	9.33%	10.79%	11.08%	10.84%	12.94%	12.57%	18.29%	18.99%	7.89%	12.03%	16.67%	16.52%	20.80%	26.58%	10.85%	19.14%	4.48%	24.09%	41.03%	29.73%	13.81%	21.74%	21.19%	21.49%	26.54%	25.56%	22.86%	24.55%	18.49%	22.00%	20.00%	15.47%	24.78%	16.99%	22.86%	17.74%	18.11%	16.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	75	4	1	5	3	1	0	6	1	6	1	5	6	7	3	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	4	0	0	6	0	0	1	2	2	1	0	2									
		0.53%	0.59%	0.13%	0.66%	0.45%	0.15%	0.00%	1.63%	0.17%	0.86%	0.13%	0.86%	1.05%	0.99%	0.50%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.75%	3.81%	0.00%	0.00%	1.18%	0.00%	0.00%	0.44%	0.97%	0.52%	0.81%	0.00%	0.95%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	362	10	12	25	18	14	1	30	11	22	23	18	21	26	16	15	7	1	5	1	3	1	18	6	0	5	0	1	4	1	0	0	5	4	8	1	0	7	0	1	5	4	5	3	3	1									
		2.55%	1.47%	1.58%	3.32%	2.72%	2.05%	1.25%	8.17%	1.90%	3.17%	3.07%	3.10%	3.67%	3.67%	2.68%	2.69%	3.68%	0.63%	3.09%	0.87%	0.92%	1.27%	8.49%	1.85%	0.00%	3.65%	0.00%	2.70%	1.90%	0.87%	0.00%	0.00%	2.37%	3.01%	7.62%	0.91%	0.00%	1.38%	0.00%	0.55%	2.21%	1.94%	1.30%	2.42%	2.36%	0.47%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
