Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Успенская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №5501	УИК №5502	УИК №5503	УИК №5504	УИК №5505	УИК №5506	УИК №5507	УИК №5508	УИК №5509	УИК №5510	УИК №5511	УИК №5512	УИК №5513	УИК №5514	УИК №5515	УИК №5516	УИК №5517	УИК №5518	УИК №5519	УИК №5520	УИК №5521	УИК №5522	УИК №5523	УИК №5524	УИК №5525									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	74	8	0	9	6	0	2	3	2	0	1	5	2	0	0	0	0	0	2	0	1	1	21	6	5	0									
		0.33%	0.55%	0.00%	0.51%	0.30%	0.00%	0.73%	0.25%	0.16%	0.00%	0.08%	0.75%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.21%	0.25%	1.95%	0.51%	0.67%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2132	146	175	130	164	133	35	78	106	138	108	67	4	19	2	7	7	107	32	68	46	17	183	177	145	38									
		9.43%	10.08%	8.87%	7.31%	8.30%	12.81%	12.77%	6.45%	8.38%	9.50%	8.46%	9.99%	1.12%	6.15%	1.92%	5.83%	3.70%	13.48%	3.59%	5.41%	9.64%	4.23%	16.99%	15.06%	19.57%	10.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	10	6	5	0	0	1	1	1	0	1	0	0	0	0	0	0	3	8	7	3	0	8	2	3	2									
		0.27%	0.69%	0.30%	0.28%	0.00%	0.00%	0.36%	0.08%	0.08%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.90%	0.56%	0.63%	0.00%	0.74%	0.17%	0.40%	0.57%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	842	56	121	61	94	19	15	2	15	10	43	12	8	11	7	9	8	79	34	4	16	12	30	29	125	22									
		3.73%	3.86%	6.13%	3.43%	4.76%	1.83%	5.47%	0.17%	1.19%	0.69%	3.37%	1.79%	2.24%	3.56%	6.73%	7.50%	4.23%	9.95%	3.81%	0.32%	3.35%	2.99%	2.79%	2.47%	16.87%	6.30%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
