Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Cараевская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795									
15	Число открепительных удостоверений выданных ТИК	12	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0									
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
18	"1. ""ЕДИНЕНИЕ"""	156	1	1	2	12	2	4	8	4	6	2	3	0	4	4	8	1	0	0	5	0	1	4	2	8	0	2	6	2	4	20	16	4	6	8	1	5									
		1.46%	0.43%	0.54%	1.18%	3.98%	0.98%	2.33%	4.08%	1.55%	6.74%	1.29%	2.22%	0.0%	0.96%	1.35%	1.32%	0.35%	0.0%	0.0%	0.74%	0.0%	0.25%	1.36%	0.62%	5.55%	0.0%	1.23%	2.22%	1.39%	1.25%	1.92%	2.26%	1.41%	1.43%	2.97%	0.48%	2.25%									
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	157	1	1	9	11	4	4	6	7	0	1	4	3	1	4	9	2	0	2	3	1	2	4	3	1	0	2	4	3	13	17	14	15	1	3	1	1									
		1.47%	0.43%	0.54%	5.32%	3.65%	1.96%	2.33%	3.06%	2.72%	0.0%	0.64%	2.96%	1.76%	0.24%	1.35%	1.49%	0.71%	0.0%	0.52%	0.44%	0.38%	0.51%	1.36%	0.94%	0.69%	0.0%	1.23%	1.48%	2.09%	4.06%	1.63%	1.98%	5.30%	0.23%	1.11%	0.48%	0.45%									
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	922	8	7	13	5	8	2	31	29	5	5	15	8	53	22	54	24	20	71	81	48	44	50	8	12	23	13	47	4	15	75	57	11	10	20	6	18									
		8.63%	3.49%	3.84%	7.69%	1.66%	3.92%	1.16%	15.81%	11.28%	5.61%	3.22%	11.11%	4.70%	12.80%	7.43%	8.94%	8.54%	10.69%	18.73%	12.0%	18.46%	11.34%	17.06%	2.51%	8.33%	16.54%	8.02%	17.40%	2.79%	4.68%	7.21%	8.06%	3.88%	2.39%	7.43%	2.89%	8.10%									
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	78	1	0	1	2	0	0	1	7	0	2	0	2	1	1	1	2	2	2	3	7	0	0	5	2	1	2	1	0	5	9	8	5	0	3	1	1									
		0.73%	0.43%	0.0%	0.59%	0.66%	0.0%	0.0%	0.51%	2.72%	0.0%	1.29%	0.0%	1.17%	0.24%	0.33%	0.16%	0.71%	1.06%	0.52%	0.44%	2.69%	0.0%	0.0%	1.57%	1.38%	0.71%	1.23%	0.37%	0.0%	1.56%	0.86%	1.13%	1.76%	0.0%	1.11%	0.48%	0.45%									
22	"5. ""За Русь Святую"""	62	2	0	2	4	1	6	1	1	0	0	2	1	1	2	0	1	2	6	2	3	1	3	1	1	0	0	0	2	1	4	5	1	1	2	0	3									
		0.58%	0.87%	0.0%	1.18%	1.32%	0.49%	3.50%	0.51%	0.38%	0.0%	0.0%	1.48%	0.58%	0.24%	0.67%	0.0%	0.35%	1.06%	1.58%	0.29%	1.15%	0.25%	1.02%	0.31%	0.69%	0.0%	0.0%	0.0%	1.39%	0.31%	0.38%	0.70%	0.35%	0.23%	0.74%	0.0%	1.35%									
23	"6. ""Объединенная Российская партия ""Русь"""	20	0	1	0	0	0	0	2	0	0	0	0	1	0	0	3	1	0	2	0	0	1	0	2	0	0	0	1	0	0	3	0	1	1	1	0	0									
		0.18%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.49%	0.35%	0.0%	0.52%	0.0%	0.0%	0.25%	0.0%	0.62%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.28%	0.0%	0.35%	0.23%	0.37%	0.0%	0.0%									
24	"7. ""Новый курс - Автомобильная Россия"""	37	1	1	0	4	0	0	1	2	2	3	1	0	3	0	3	2	0	1	0	1	1	0	0	0	0	0	0	1	2	4	2	2	0	0	0	0									
		0.34%	0.43%	0.54%	0.0%	1.32%	0.0%	0.0%	0.51%	0.77%	2.24%	1.93%	0.74%	0.0%	0.72%	0.0%	0.49%	0.71%	0.0%	0.26%	0.0%	0.38%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%	0.62%	0.38%	0.28%	0.70%	0.0%	0.0%	0.0%	0.0%									
25	"8. ""Народно-республиканская партия России"""	39	1	0	1	0	0	0	2	1	0	1	4	1	1	4	4	0	0	1	4	1	1	3	1	0	0	0	0	1	0	1	1	0	3	2	0	0									
		0.36%	0.43%	0.0%	0.59%	0.0%	0.0%	0.0%	1.02%	0.38%	0.0%	0.64%	2.96%	0.58%	0.24%	1.35%	0.66%	0.0%	0.0%	0.26%	0.59%	0.38%	0.25%	1.02%	0.31%	0.0%	0.0%	0.0%	0.0%	0.69%	0.0%	0.09%	0.14%	0.0%	0.71%	0.74%	0.0%	0.0%									
26	"9. ""Российская экологическая партия ""Зеленые"""	21	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	2	0	1	1	2	0	0	0	0	0	2	0	0	2	0	0	2									
		0.19%	0.87%	0.54%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.29%	0.76%	0.0%	0.34%	0.31%	1.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.47%	0.0%	0.0%	0.90%									
27	"10. ""Аграрная партия России"""	1670	15	24	31	50	18	17	38	34	7	19	27	19	115	49	64	111	42	42	76	15	73	33	98	20	42	38	23	29	30	106	84	32	80	38	95	36									
		15.64%	6.55%	13.18%	18.34%	16.61%	8.82%	9.94%	19.38%	13.22%	7.86%	12.25%	20.0%	11.17%	27.77%	16.55%	10.59%	39.50%	22.45%	11.08%	11.25%	5.76%	18.81%	11.26%	30.81%	13.88%	30.21%	23.45%	8.51%	20.27%	9.37%	10.19%	11.88%	11.30%	19.18%	14.12%	45.89%	16.21%									
28	"11. ""Истинные патриоты России"""	21	2	0	0	0	1	0	0	1	0	3	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	3	2	0	1	0	0	0									
		0.19%	0.87%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.38%	0.0%	1.93%	0.0%	1.17%	0.24%	0.0%	0.16%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.23%	0.0%	0.0%	0.31%	0.28%	0.28%	0.0%	0.23%	0.0%	0.0%	0.0%									
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	109	9	2	1	4	2	0	0	1	0	0	3	0	3	3	2	10	0	3	8	6	6	5	4	0	0	1	2	2	5	13	3	4	3	3	0	1									
		1.02%	3.93%	1.09%	0.59%	1.32%	0.98%	0.0%	0.0%	0.38%	0.0%	0.0%	2.22%	0.0%	0.72%	1.01%	0.33%	3.55%	0.0%	0.79%	1.18%	2.30%	1.54%	1.70%	1.25%	0.0%	0.0%	0.61%	0.74%	1.39%	1.56%	1.25%	0.42%	1.41%	0.71%	1.11%	0.0%	0.45%									
30	"13. ""Демократическая партия России"""	29	1	0	0	1	1	0	0	0	1	1	0	2	0	1	2	0	1	0	6	1	1	2	2	0	0	0	0	1	0	1	3	0	1	0	0	0									
		0.27%	0.43%	0.0%	0.0%	0.33%	0.49%	0.0%	0.0%	0.0%	1.12%	0.64%	0.0%	1.17%	0.0%	0.33%	0.33%	0.0%	0.53%	0.0%	0.88%	0.38%	0.25%	0.68%	0.62%	0.0%	0.0%	0.0%	0.0%	0.69%	0.0%	0.09%	0.42%	0.0%	0.23%	0.0%	0.0%	0.0%									
31	"14. ""Великая Россия - Евразийский Союз"""	14	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	2	0	0	0	0	2	1									
		0.13%	0.43%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.24%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.25%	0.34%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.31%	0.19%	0.0%	0.0%	0.0%	0.0%	0.96%	0.45%									
32	"15. ""Партия СЛОН"""	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0									
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.53%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.14%	0.0%	0.0%	0.74%	0.0%	0.0%									
33	"16. ""Родина"" (народно-патриотический союз)"""	451	13	7	3	14	11	1	16	6	3	6	5	4	12	7	15	8	4	10	23	12	13	9	8	7	0	4	14	4	20	78	51	10	32	7	8	6									
		4.22%	5.67%	3.84%	1.77%	4.65%	5.39%	0.58%	8.16%	2.33%	3.37%	3.87%	3.70%	2.35%	2.89%	2.36%	2.48%	2.84%	2.13%	2.63%	3.40%	4.61%	3.35%	3.07%	2.51%	4.86%	0.0%	2.46%	5.18%	2.79%	6.25%	7.5%	7.21%	3.53%	7.67%	2.60%	3.86%	2.70%									
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	1	3	1	0	1	0	0	3	2	0	0	0	0	2	6	1	0	1	2	2	2	0	0	0	1	1	0	0	1	3	4	0	1	2	0	0									
		0.37%	0.43%	1.64%	0.59%	0.0%	0.49%	0.0%	0.0%	1.16%	2.24%	0.0%	0.0%	0.0%	0.0%	0.67%	0.99%	0.35%	0.0%	0.26%	0.29%	0.76%	0.51%	0.0%	0.0%	0.0%	0.71%	0.61%	0.0%	0.0%	0.31%	0.28%	0.56%	0.0%	0.23%	0.74%	0.0%	0.0%									
35	"18. ""ЛДПР"""	990	20	19	16	17	29	12	13	23	10	9	10	18	38	25	75	16	20	24	29	16	36	32	16	20	19	7	27	29	43	121	79	40	33	10	8	31									
		9.27%	8.73%	10.43%	9.46%	5.64%	14.21%	7.01%	6.63%	8.94%	11.23%	5.80%	7.40%	10.58%	9.17%	8.44%	12.41%	5.69%	10.69%	6.33%	4.29%	6.15%	9.27%	10.92%	5.03%	13.88%	13.66%	4.32%	10.0%	20.27%	13.43%	11.63%	11.17%	14.13%	7.91%	3.71%	3.86%	13.96%									
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	154	7	8	4	9	3	5	1	1	1	3	1	1	11	7	3	3	3	3	4	2	2	5	2	0	0	0	4	7	5	19	7	2	10	7	1	3									
		1.44%	3.05%	4.39%	2.36%	2.99%	1.47%	2.92%	0.51%	0.38%	1.12%	1.93%	0.74%	0.58%	2.65%	2.36%	0.49%	1.06%	1.60%	0.79%	0.59%	0.76%	0.51%	1.70%	0.62%	0.0%	0.0%	0.0%	1.48%	4.89%	1.56%	1.82%	0.99%	0.70%	2.39%	2.60%	0.48%	1.35%									
37	"20. ""Политическая партия ""Единая Россия"""	3376	96	72	49	99	52	94	61	93	18	32	26	28	114	114	208	46	60	129	268	95	101	96	127	53	17	28	89	21	110	331	176	97	162	86	59	69									
		31.62%	41.92%	39.56%	28.99%	32.89%	25.49%	54.97%	31.12%	36.18%	20.22%	20.64%	19.25%	16.47%	27.53%	38.51%	34.43%	16.37%	32.08%	34.03%	39.70%	36.53%	26.03%	32.76%	39.93%	36.80%	12.23%	17.28%	32.96%	14.68%	34.37%	31.82%	24.89%	34.27%	38.84%	31.97%	28.50%	31.08%									
38	"21. ""Российская Конституционно-демократическая партия"""	31	0	1	1	2	0	0	0	1	0	0	2	0	1	1	1	1	1	1	1	0	2	3	0	0	0	0	2	1	1	3	0	0	3	1	0	1									
		0.29%	0.0%	0.54%	0.59%	0.66%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	1.48%	0.0%	0.24%	0.33%	0.16%	0.35%	0.53%	0.26%	0.14%	0.0%	0.51%	1.02%	0.0%	0.0%	0.0%	0.0%	0.74%	0.69%	0.31%	0.28%	0.0%	0.0%	0.71%	0.37%	0.0%	0.45%									
39	"22. ""Развитие предпринимательства"""	28	1	2	0	2	0	0	1	2	0	0	0	0	0	0	1	1	1	2	2	0	1	0	1	2	0	1	1	0	1	0	2	0	2	1	0	1									
		0.26%	0.43%	1.09%	0.0%	0.66%	0.0%	0.0%	0.51%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.35%	0.53%	0.52%	0.29%	0.0%	0.25%	0.0%	0.31%	1.38%	0.0%	0.61%	0.37%	0.0%	0.31%	0.0%	0.28%	0.0%	0.47%	0.37%	0.0%	0.45%									
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1754	20	26	29	53	52	16	9	32	26	64	22	72	40	34	113	32	17	57	125	42	72	31	25	7	27	53	36	30	44	167	162	51	54	63	21	30									
		16.42%	8.73%	14.28%	17.15%	17.60%	25.49%	9.35%	4.59%	12.45%	29.21%	41.29%	16.29%	42.35%	9.66%	11.48%	18.70%	11.38%	9.09%	15.03%	18.51%	16.15%	18.55%	10.58%	7.86%	4.86%	19.42%	32.71%	13.33%	20.97%	13.75%	16.05%	22.91%	18.02%	12.94%	23.42%	10.14%	13.51%									
																																															
41	Против всех	382	19	6	5	10	15	8	5	7	8	4	7	4	9	13	28	11	5	12	18	3	22	4	10	5	8	5	11	2	16	45	24	6	6	10	4	7									
		3.57%	8.29%	3.29%	2.95%	3.32%	7.35%	4.67%	2.55%	2.72%	8.98%	2.58%	5.18%	2.35%	2.17%	4.39%	4.63%	3.91%	2.67%	3.16%	2.66%	1.15%	5.67%	1.36%	3.14%	3.47%	5.75%	3.08%	4.07%	1.39%	5.0%	4.32%	3.39%	2.12%	1.43%	3.71%	1.93%	3.15%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
