Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Междуреченская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	77	33	3	1	9	7	2	1	2	10	2	7	0					
		1.89%	2.68%	1.46%	0.63%	2.36%	2.25%	1.03%	1.02%	0.58%	2.80%	0.76%	1.51%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1706	518	90	64	177	149	83	50	104	137	84	219	31					
		42.04%	42.07%	43.90%	40.76%	46.57%	47.90%	43.00%	51.02%	30.40%	38.37%	32.18%	47.50%	50.0%					
38	"21. ""Российская Конституционно-демократическая партия"""	5	0	0	1	2	0	0	0	0	0	0	2	0					
		0.12%	0.0%	0.0%	0.63%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%					
39	"22. ""Развитие предпринимательства"""	11	3	1	0	1	0	3	0	0	1	0	1	1					
		0.27%	0.24%	0.48%	0.0%	0.26%	0.0%	1.55%	0.0%	0.0%	0.28%	0.0%	0.21%	1.61%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	357	103	9	29	28	38	10	4	18	21	29	67	1					
		8.79%	8.36%	4.39%	18.47%	7.36%	12.21%	5.18%	4.08%	5.26%	5.88%	11.11%	14.53%	1.61%					
																			
41	Против всех	149	54	10	6	17	6	3	4	17	16	6	7	3					
		3.67%	4.38%	4.87%	3.82%	4.47%	1.92%	1.55%	4.08%	4.97%	4.48%	2.29%	1.51%	4.83%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
