Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Нижнесергинская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	349	5	5	10	9	10	5	5	5	5	5	10	10	10	10	10	5	10	10	5	10	10	10	10	10	5	5	10	5	5	10	5	5	5	5	5	5	5	5	5	5	8	5	5	5	10	7	5	5	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	61	0	1	1	4	2	0	0	1	1	0	1	3	3	0	1	0	1	7	0	2	1	1	2	1	1	0	0	2	0	0	0	3	0	0	2	0	3	0	1	1	0	2	0	0	2	7	2	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	77	1	1	2	1	1	0	0	14	4	2	2	6	3	3	2	0	1	0	0	3	2	2	5	2	4	0	2	0	0	1	2	1	0	0	0	0	0	0	3	1	1	2	0	0	1	0	0	2	0	0					
14	Число погашенных открепительных удостоверений	288	5	4	9	5	8	5	5	4	4	5	9	7	7	10	9	5	9	3	5	8	9	9	8	9	4	5	10	3	5	10	5	2	5	5	3	5	2	5	4	4	8	3	5	5	8	0	3	5	5	8					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	158	2	1	3	7	2	2	1	1	1	4	7	2	7	4	6	0	9	4	1	10	2	4	14	7	4	2	1	0	0	2	1	3	1	0	1	4	2	0	3	2	5	0	5	1	0	0	0	4	3	13					
		0.93%	0.54%	0.46%	0.52%	1.16%	0.40%	0.66%	0.51%	0.48%	0.24%	1.21%	1.05%	0.29%	1.23%	0.72%	1.39%	0.0%	1.25%	0.48%	0.25%	1.36%	0.29%	0.97%	2.95%	1.53%	1.68%	2.70%	0.28%	0.0%	0.0%	0.50%	0.78%	3.84%	1.21%	0.0%	0.69%	2.87%	1.16%	0.0%	1.25%	1.04%	1.36%	0.0%	2.04%	1.78%	0.0%	0.0%	0.0%	1.32%	1.19%	2.43%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	294	2	6	12	20	14	12	1	7	8	4	9	20	6	2	1	2	9	23	4	13	18	6	8	7	4	0	4	3	1	8	3	1	2	0	1	2	3	1	7	3	6	3	1	1	1	2	1	3	2	17					
		1.73%	0.54%	2.77%	2.11%	3.32%	2.84%	4.0%	0.51%	3.39%	1.96%	1.21%	1.35%	2.97%	1.06%	0.36%	0.23%	0.84%	1.25%	2.79%	1.0%	1.76%	2.62%	1.45%	1.68%	1.53%	1.68%	0.0%	1.13%	1.78%	2.27%	2.01%	2.36%	1.28%	2.43%	0.0%	0.69%	1.43%	1.75%	1.42%	2.91%	1.57%	1.64%	1.58%	0.40%	1.78%	0.26%	0.57%	0.75%	0.99%	0.79%	3.18%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	756	18	11	26	36	40	7	13	10	31	12	37	31	21	19	15	6	55	63	29	52	43	18	25	8	5	0	12	8	0	5	5	2	3	1	4	4	2	7	12	2	4	6	6	0	7	7	1	7	6	14					
		4.47%	4.87%	5.09%	4.58%	5.99%	8.13%	2.33%	6.70%	4.85%	7.61%	3.65%	5.56%	4.60%	3.71%	3.45%	3.49%	2.54%	7.67%	7.65%	7.25%	7.07%	6.27%	4.37%	5.27%	1.75%	2.10%	0.0%	3.39%	4.76%	0.0%	1.25%	3.93%	2.56%	3.65%	1.01%	2.79%	2.87%	1.16%	9.99%	5.0%	1.04%	1.09%	3.17%	2.45%	0.0%	1.88%	2.0%	0.75%	2.31%	2.38%	2.62%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	308	4	3	16	17	18	14	5	4	3	5	14	15	12	3	3	1	26	26	8	8	29	4	5	9	1	1	1	4	0	4	2	3	0	9	0	0	0	1	2	4	1	4	1	0	1	2	2	2	3	8					
		1.82%	1.08%	1.38%	2.82%	2.82%	3.65%	4.66%	2.57%	1.94%	0.73%	1.52%	2.10%	2.22%	2.12%	0.54%	0.69%	0.42%	3.62%	3.15%	2.0%	1.08%	4.23%	0.97%	1.05%	1.97%	0.42%	1.35%	0.28%	2.38%	0.0%	1.00%	1.57%	3.84%	0.0%	9.09%	0.0%	0.0%	0.0%	1.42%	0.83%	2.09%	0.27%	2.11%	0.40%	0.0%	0.26%	0.57%	1.50%	0.66%	1.19%	1.50%					
22	"5. ""За Русь Святую"""	76	2	4	4	2	0	1	0	0	0	0	1	6	5	4	1	3	3	4	3	7	8	0	0	2	1	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	3	0	2	1	2					
		0.44%	0.54%	1.85%	0.70%	0.33%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.15%	0.89%	0.88%	0.72%	0.23%	1.27%	0.41%	0.48%	0.75%	0.95%	1.16%	0.0%	0.0%	0.43%	0.42%	0.0%	0.28%	0.0%	0.0%	0.75%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.26%	0.85%	0.0%	0.66%	0.39%	0.37%					
23	"6. ""Объединенная Российская партия ""Русь"""	40	0	0	2	1	2	1	0	1	0	2	3	2	2	0	0	1	3	2	2	3	0	3	3	2	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.23%	0.0%	0.0%	0.35%	0.16%	0.40%	0.33%	0.0%	0.48%	0.0%	0.60%	0.45%	0.29%	0.35%	0.0%	0.0%	0.42%	0.41%	0.24%	0.5%	0.40%	0.0%	0.72%	0.63%	0.43%	0.0%	0.0%	0.56%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	97	0	2	4	5	1	3	0	1	3	3	6	5	4	3	3	4	6	6	3	5	0	1	7	2	1	0	1	0	1	5	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	2	0	2	1	3					
		0.57%	0.0%	0.92%	0.70%	0.83%	0.20%	1.0%	0.0%	0.48%	0.73%	0.91%	0.90%	0.74%	0.70%	0.54%	0.69%	1.69%	0.83%	0.72%	0.75%	0.68%	0.0%	0.24%	1.47%	0.43%	0.42%	0.0%	0.28%	0.0%	2.27%	1.25%	0.0%	0.0%	0.0%	1.01%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.57%	0.0%	0.66%	0.39%	0.56%					
25	"8. ""Народно-республиканская партия России"""	30	2	0	2	2	0	1	1	0	0	1	2	0	0	3	0	0	0	0	1	0	1	2	1	1	0	0	1	0	0	1	0	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0					
		0.17%	0.54%	0.0%	0.35%	0.33%	0.0%	0.33%	0.51%	0.0%	0.0%	0.30%	0.30%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.14%	0.48%	0.21%	0.21%	0.0%	0.0%	0.28%	0.0%	0.0%	0.25%	0.0%	1.28%	0.0%	2.02%	0.69%	0.0%	0.58%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.79%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	27	1	0	1	1	1	2	0	1	0	1	0	2	1	1	1	1	1	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0					
		0.15%	0.27%	0.0%	0.17%	0.16%	0.20%	0.66%	0.0%	0.48%	0.0%	0.30%	0.0%	0.29%	0.17%	0.18%	0.23%	0.42%	0.13%	0.24%	0.0%	0.27%	0.14%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.28%	0.0%	0.66%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	770	14	4	13	21	9	11	4	6	15	7	25	21	12	19	18	3	12	18	10	12	23	19	5	11	25	2	17	5	1	39	9	3	6	19	8	16	28	12	28	24	37	7	7	0	61	39	14	37	7	7					
		4.55%	3.79%	1.85%	2.29%	3.49%	1.82%	3.66%	2.06%	2.91%	3.68%	2.13%	3.75%	3.12%	2.12%	3.45%	4.19%	1.27%	1.67%	2.18%	2.5%	1.63%	3.35%	4.62%	1.05%	2.41%	10.54%	2.70%	4.81%	2.97%	2.27%	9.82%	7.08%	3.84%	7.31%	19.19%	5.59%	11.51%	16.37%	17.14%	11.66%	12.56%	10.13%	3.70%	2.86%	0.0%	16.44%	11.14%	10.52%	12.25%	2.77%	1.31%					
28	"11. ""Истинные патриоты России"""	49	0	0	0	0	0	0	0	0	0	0	1	1	4	0	1	3	1	1	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	2	0	0	0	1	6	11	4	1	0	2	1	0	0	2	2					
		0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.14%	0.70%	0.0%	0.23%	1.27%	0.13%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.84%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	1.39%	0.0%	0.0%	0.0%	0.41%	3.14%	3.01%	2.11%	0.40%	0.0%	0.53%	0.28%	0.0%	0.0%	0.79%	0.37%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	253	10	8	13	12	14	2	0	2	13	2	7	16	9	6	6	4	7	4	5	12	18	8	10	4	2	3	3	0	0	7	6	0	0	2	1	0	1	1	2	6	2	3	5	0	1	3	1	3	4	5					
		1.49%	2.71%	3.70%	2.29%	1.99%	2.84%	0.66%	0.0%	0.97%	3.19%	0.60%	1.05%	2.37%	1.59%	1.09%	1.39%	1.69%	0.97%	0.48%	1.25%	1.63%	2.62%	1.94%	2.10%	0.87%	0.84%	4.05%	0.84%	0.0%	0.0%	1.76%	4.72%	0.0%	0.0%	2.02%	0.69%	0.0%	0.58%	1.42%	0.83%	3.14%	0.54%	1.58%	2.04%	0.0%	0.26%	0.85%	0.75%	0.99%	1.58%	0.93%					
30	"13. ""Демократическая партия России"""	49	7	0	1	0	0	0	0	1	0	1	1	7	1	1	1	4	1	3	2	1	2	1	1	2	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1					
		0.28%	1.89%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.30%	0.15%	1.04%	0.17%	0.18%	0.23%	1.69%	0.13%	0.36%	0.5%	0.13%	0.29%	0.24%	0.21%	0.43%	1.68%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.75%	0.0%	0.79%	0.18%					
31	"14. ""Великая Россия - Евразийский Союз"""	96	2	0	0	2	0	1	0	0	0	0	0	1	3	1	2	0	1	3	1	3	1	0	0	0	1	0	0	0	0	0	2	0	0	0	14	0	1	0	3	7	0	12	0	1	27	3	1	0	1	2					
		0.56%	0.54%	0.0%	0.0%	0.33%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.53%	0.18%	0.46%	0.0%	0.13%	0.36%	0.25%	0.40%	0.14%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	1.57%	0.0%	0.0%	0.0%	9.79%	0.0%	0.58%	0.0%	1.25%	3.66%	0.0%	6.34%	0.0%	1.78%	7.27%	0.85%	0.75%	0.0%	0.39%	0.37%					
32	"15. ""Партия СЛОН"""	27	2	0	0	1	3	3	0	0	0	0	2	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	1	0					
		0.15%	0.54%	0.0%	0.0%	0.16%	0.60%	1.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.59%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.78%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	1.42%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.66%	0.39%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	931	28	15	33	47	20	27	12	11	25	15	47	52	40	27	23	2	49	83	21	58	52	32	15	21	9	5	6	1	1	30	4	2	2	3	2	2	9	2	13	3	5	3	2	0	8	8	2	12	14	28					
		5.50%	7.58%	6.94%	5.82%	7.82%	4.06%	9.0%	6.18%	5.33%	6.14%	4.57%	7.06%	7.72%	7.07%	4.90%	5.36%	0.84%	6.83%	10.08%	5.25%	7.89%	7.59%	7.78%	3.16%	4.61%	3.79%	6.75%	1.69%	0.59%	2.27%	7.55%	3.14%	2.56%	2.43%	3.03%	1.39%	1.43%	5.26%	2.85%	5.41%	1.57%	1.36%	1.58%	0.81%	0.0%	2.15%	2.28%	1.50%	3.97%	5.55%	5.25%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	53	2	2	0	1	0	0	1	0	0	0	1	1	0	1	1	2	2	3	1	3	1	1	1	1	0	0	0	0	1	4	0	0	2	0	4	2	1	0	0	1	3	2	1	0	1	0	1	3	0	2					
		0.31%	0.54%	0.92%	0.0%	0.16%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.15%	0.14%	0.0%	0.18%	0.23%	0.84%	0.27%	0.36%	0.25%	0.40%	0.14%	0.24%	0.21%	0.21%	0.0%	0.0%	0.0%	0.0%	2.27%	1.00%	0.0%	0.0%	2.43%	0.0%	2.79%	1.43%	0.58%	0.0%	0.0%	0.52%	0.82%	1.05%	0.40%	0.0%	0.26%	0.0%	0.75%	0.99%	0.0%	0.37%					
35	"18. ""ЛДПР"""	2713	65	39	105	100	74	52	47	39	66	72	96	112	100	93	67	34	158	162	98	159	113	72	100	85	39	15	67	40	5	43	21	14	20	7	13	19	12	10	12	6	23	9	11	5	13	29	7	36	19	110					
		16.04%	17.61%	18.05%	18.51%	16.63%	15.04%	17.33%	24.22%	18.93%	16.21%	21.95%	14.43%	16.64%	17.69%	16.90%	15.61%	14.40%	22.03%	19.68%	24.5%	21.63%	16.49%	17.51%	21.09%	18.68%	16.45%	20.27%	18.98%	23.80%	11.36%	10.83%	16.53%	17.94%	24.39%	7.07%	9.09%	13.66%	7.01%	14.28%	5.0%	3.14%	6.30%	4.76%	4.50%	8.92%	3.50%	8.28%	5.26%	11.92%	7.53%	20.63%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	437	11	4	20	13	18	7	4	5	11	9	16	14	16	12	16	9	30	22	13	14	17	11	14	7	7	1	11	2	1	7	2	1	0	4	6	7	1	1	3	8	11	4	3	0	5	12	2	8	4	13					
		2.58%	2.98%	1.85%	3.52%	2.16%	3.65%	2.33%	2.06%	2.42%	2.70%	2.74%	2.40%	2.08%	2.83%	2.18%	3.72%	3.81%	4.18%	2.67%	3.25%	1.90%	2.48%	2.67%	2.95%	1.53%	2.95%	1.35%	3.11%	1.19%	2.27%	1.76%	1.57%	1.28%	0.0%	4.04%	4.19%	5.03%	0.58%	1.42%	1.25%	4.18%	3.01%	2.11%	1.22%	0.0%	1.34%	3.42%	1.50%	2.64%	1.58%	2.43%					
37	"20. ""Политическая партия ""Единая Россия"""	6879	157	69	207	225	192	108	76	92	168	89	233	219	189	206	186	130	218	235	122	240	242	168	225	240	108	33	186	81	30	198	60	41	37	41	63	75	96	27	137	91	166	78	139	30	138	199	58	161	125	245					
		40.68%	42.54%	31.94%	36.50%	37.43%	39.02%	36.0%	39.17%	44.66%	41.27%	27.13%	35.03%	32.54%	33.45%	37.45%	43.35%	55.08%	30.40%	28.55%	30.5%	32.65%	35.32%	40.87%	47.46%	52.74%	45.56%	44.59%	52.69%	48.21%	68.18%	49.87%	47.24%	52.56%	45.12%	41.41%	44.05%	53.95%	56.14%	38.57%	57.08%	47.64%	45.47%	41.26%	56.96%	53.57%	37.19%	56.85%	43.60%	53.31%	49.60%	45.96%					
38	"21. ""Российская Конституционно-демократическая партия"""	42	1	0	0	1	2	0	3	2	0	1	0	1	0	1	0	2	1	1	0	2	1	5	1	1	0	0	0	2	2	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	2					
		0.24%	0.27%	0.0%	0.0%	0.16%	0.40%	0.0%	1.54%	0.97%	0.0%	0.30%	0.0%	0.14%	0.0%	0.18%	0.0%	0.84%	0.13%	0.12%	0.0%	0.27%	0.14%	1.21%	0.21%	0.21%	0.0%	0.0%	0.0%	1.19%	4.54%	0.25%	0.78%	0.0%	0.0%	0.0%	0.69%	0.0%	0.58%	0.0%	0.41%	0.0%	0.27%	0.0%	0.40%	0.0%	0.26%	0.28%	0.0%	0.33%	0.0%	0.37%					
39	"22. ""Развитие предпринимательства"""	35	0	0	2	0	1	1	0	0	1	0	1	5	1	1	0	0	0	5	0	1	3	3	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	2					
		0.20%	0.0%	0.0%	0.35%	0.0%	0.20%	0.33%	0.0%	0.0%	0.24%	0.0%	0.15%	0.74%	0.17%	0.18%	0.0%	0.0%	0.0%	0.60%	0.0%	0.13%	0.43%	0.72%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.28%	0.0%	0.0%	0.0%	0.37%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2133	34	33	73	64	64	34	20	15	44	87	133	111	114	117	67	22	85	88	56	82	88	36	24	22	15	9	36	15	1	25	7	3	4	4	12	6	7	2	12	22	76	45	56	15	91	31	37	15	46	28					
		12.61%	9.21%	15.27%	12.87%	10.64%	13.00%	11.33%	10.30%	7.28%	10.81%	26.52%	20.0%	16.49%	20.17%	21.27%	15.61%	9.32%	11.85%	10.69%	14.0%	11.15%	12.84%	8.75%	5.06%	4.83%	6.32%	12.16%	10.19%	8.92%	2.27%	6.29%	5.51%	3.84%	4.87%	4.04%	8.39%	4.31%	4.09%	2.85%	5.0%	11.51%	20.82%	23.80%	22.95%	26.78%	24.52%	8.85%	27.81%	4.96%	18.25%	5.25%					
																																																									
41	Против всех	450	4	9	21	13	10	10	6	8	13	4	8	13	17	17	7	3	32	52	13	34	14	15	7	10	3	3	3	4	0	4	2	4	4	3	6	1	4	1	4	5	6	8	2	2	6	2	1	1	4	27					
		2.66%	1.08%	4.16%	3.70%	2.16%	2.03%	3.33%	3.09%	3.88%	3.19%	1.21%	1.20%	1.93%	3.00%	3.09%	1.63%	1.27%	4.46%	6.31%	3.25%	4.62%	2.04%	3.64%	1.47%	2.19%	1.26%	4.05%	0.84%	2.38%	0.0%	1.00%	1.57%	5.12%	4.87%	3.03%	4.19%	0.71%	2.33%	1.42%	1.66%	2.61%	1.64%	4.23%	0.81%	3.57%	1.61%	0.57%	0.75%	0.33%	1.58%	5.06%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
