Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Обливская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК  1125	УИК  1126	УИК  1127	УИК  1128	УИК  1129	УИК  1130	УИК  1131	УИК  1132	УИК  1133	УИК  1134	УИК  1135	УИК  1136	УИК  1137	УИК  1138	УИК  1139	УИК  1140	УИК  1141	УИК  1142	УИК  1143	УИК  1144	УИК  1145	УИК  1146	УИК  1147					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	143	27	14	19	9	1	12	2	0	10	6	2	6	0	11	0	0	2	0	8	0	8	5	1					
		1.07%	1.23%	0.95%	0.90%	0.78%	0.28%	2.21%	0.37%	0.0%	1.79%	1.54%	0.33%	6.0%	0.0%	2.14%	0.0%	0.0%	0.64%	0.0%	1.54%	0.0%	2.22%	1.84%	0.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	75	27	6	6	13	0	5	2	0	1	1	0	0	0	3	3	1	0	0	3	0	3	1	0					
		0.56%	1.23%	0.40%	0.28%	1.13%	0.0%	0.92%	0.37%	0.0%	0.17%	0.25%	0.0%	0.0%	0.0%	0.58%	0.85%	0.45%	0.0%	0.0%	0.57%	0.0%	0.83%	0.36%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	184	67	21	35	10	3	2	8	0	4	2	8	1	0	10	0	2	2	1	2	0	2	2	2					
		1.37%	3.07%	1.42%	1.67%	0.87%	0.85%	0.36%	1.50%	0.0%	0.71%	0.51%	1.34%	1.0%	0.0%	1.94%	0.0%	0.90%	0.64%	0.38%	0.38%	0.0%	0.55%	0.73%	0.88%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	101	24	5	25	4	4	2	5	0	2	5	10	0	2	3	2	1	1	0	4	0	0	2	0					
		0.75%	1.10%	0.34%	1.19%	0.34%	1.14%	0.36%	0.93%	0.0%	0.35%	1.28%	1.68%	0.0%	1.78%	0.58%	0.56%	0.45%	0.32%	0.0%	0.77%	0.0%	0.0%	0.73%	0.0%					
22	"5. ""За Русь Святую"""	24	6	2	2	5	3	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0					
		0.17%	0.27%	0.13%	0.09%	0.43%	0.85%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	1.15%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	5	5	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.11%	0.22%	0.34%	0.0%	0.26%	0.28%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	43	9	6	5	5	1	2	1	0	2	1	4	4	0	0	0	0	0	0	0	0	2	1	0					
		0.32%	0.41%	0.40%	0.23%	0.43%	0.28%	0.36%	0.18%	0.0%	0.35%	0.25%	0.67%	4.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.36%	0.0%					
25	"8. ""Народно-республиканская партия России"""	8	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0					
		0.05%	0.04%	0.13%	0.04%	0.0%	0.0%	0.0%	0.18%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.36%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	4	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0					
		0.08%	0.18%	0.13%	0.04%	0.08%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	696	70	159	38	25	23	24	2	1	28	37	72	3	6	28	18	5	29	6	33	15	56	18	0					
		5.21%	3.20%	10.81%	1.81%	2.18%	6.59%	4.43%	0.37%	0.81%	5.01%	9.51%	12.14%	3.0%	5.35%	5.44%	5.12%	2.27%	9.29%	2.30%	6.37%	10.94%	15.59%	6.64%	0.0%					
28	"11. ""Истинные патриоты России"""	18	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	8	0	2	1	2	0	0	0					
		0.13%	0.13%	0.0%	0.04%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.63%	0.0%	0.76%	0.19%	1.45%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	54	12	11	11	4	3	2	6	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0					
		0.40%	0.55%	0.74%	0.52%	0.34%	0.85%	0.36%	1.12%	0.0%	0.17%	0.0%	0.0%	1.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.19%	0.72%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	18	4	0	5	1	2	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0					
		0.13%	0.18%	0.0%	0.23%	0.08%	0.57%	0.18%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	2	4	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0					
		0.08%	0.09%	0.27%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	10	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0					
		0.07%	0.09%	0.06%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.32%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	386	146	42	82	31	8	7	4	0	14	5	5	2	1	15	2	6	2	3	2	0	4	4	1					
		2.89%	6.69%	2.85%	3.91%	2.71%	2.29%	1.29%	0.75%	0.0%	2.50%	1.28%	0.84%	2.0%	0.89%	2.91%	0.56%	2.72%	0.64%	1.15%	0.38%	0.0%	1.11%	1.47%	0.44%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	3	3	1	1	1	1	2	0	1	1	0	0	1	1	0	0	0	0	5	0	1	0	0					
		0.16%	0.13%	0.20%	0.04%	0.08%	0.28%	0.18%	0.37%	0.0%	0.17%	0.25%	0.0%	0.0%	0.89%	0.19%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.27%	0.0%	0.0%					
35	"18. ""ЛДПР"""	855	184	33	176	19	39	54	50	4	42	40	18	3	10	27	20	14	34	29	17	5	22	10	5					
		6.40%	8.43%	2.24%	8.40%	1.66%	11.17%	9.98%	9.38%	3.27%	7.52%	10.28%	3.03%	3.0%	8.92%	5.25%	5.69%	6.36%	10.89%	11.15%	3.28%	3.64%	6.12%	3.69%	2.21%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	103	22	0	16	8	5	1	10	0	3	6	0	0	0	9	13	0	0	0	2	1	4	3	0					
		0.77%	1.00%	0.0%	0.76%	0.69%	1.43%	0.18%	1.87%	0.0%	0.53%	1.54%	0.0%	0.0%	0.0%	1.75%	3.70%	0.0%	0.0%	0.0%	0.38%	0.72%	1.11%	1.10%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	9398	1262	1073	1492	884	238	371	378	105	409	272	448	76	79	368	265	160	193	199	409	107	212	187	211					
		70.37%	57.86%	72.99%	71.21%	77.34%	68.19%	68.57%	70.91%	86.06%	73.29%	69.92%	75.54%	76.0%	70.53%	71.59%	75.49%	72.72%	61.85%	76.53%	78.95%	78.10%	59.05%	69.00%	93.36%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	1	2	2	3	1	1	2	0	1	0	0	0	1	2	0	0	1	0	1	0	1	0	0					
		0.14%	0.04%	0.13%	0.09%	0.26%	0.28%	0.18%	0.37%	0.0%	0.17%	0.0%	0.0%	0.0%	0.89%	0.38%	0.0%	0.0%	0.32%	0.0%	0.19%	0.0%	0.27%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	9	3	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0					
		0.06%	0.13%	0.0%	0.04%	0.0%	0.0%	0.0%	0.18%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	792	212	39	121	79	11	16	41	10	25	8	19	2	10	27	21	6	42	11	14	6	35	31	6					
		5.93%	9.72%	2.65%	5.77%	6.91%	3.15%	2.95%	7.69%	8.19%	4.48%	2.05%	3.20%	2.0%	8.92%	5.25%	5.98%	2.72%	13.46%	4.23%	2.70%	4.37%	9.74%	11.43%	2.65%					
																														
41	Против всех	192	28	33	24	25	2	5	14	2	5	1	3	2	1	7	5	10	2	1	11	0	6	5	0					
		1.43%	1.28%	2.24%	1.14%	2.18%	0.57%	0.92%	2.62%	1.63%	0.89%	0.25%	0.50%	2.0%	0.89%	1.36%	1.42%	4.54%	0.64%	0.38%	2.12%	0.0%	1.67%	1.84%	0.0%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
