Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Кировская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469					
		0.17%	0.65%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.2%	0.39%	0.0%	0.14%	0.18%	0.43%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	2.10%	0.28%	0.13%	0.0%	0.0%	0.17%					
32	"15. ""Партия СЛОН"""	17	2	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0					
		0.15%	0.65%	0.64%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.2%	0.0%	0.18%	0.14%	0.18%	0.21%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.67%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	652	14	2	7	0	1	1	14	1	39	28	23	61	45	35	71	5	5	13	15	9	2	4	11	2	11	0	6	2	7	64	47	25	82					
		5.98%	4.56%	1.28%	2.86%	0.0%	0.84%	0.62%	3.38%	0.82%	7.8%	5.51%	4.29%	8.72%	8.41%	7.65%	8.44%	1.77%	2.80%	4.24%	2.66%	3.34%	2.85%	4.39%	4.88%	2.56%	6.32%	0.0%	2.37%	2.10%	1.97%	8.66%	7.87%	7.46%	13.96%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	24	0	1	1	0	1	0	1	0	1	0	0	4	0	2	1	0	1	0	2	2	0	0	1	1	0	0	0	0	1	1	0	3	0					
		0.22%	0.0%	0.64%	0.40%	0.0%	0.84%	0.0%	0.24%	0.0%	0.2%	0.0%	0.0%	0.57%	0.0%	0.43%	0.11%	0.0%	0.56%	0.0%	0.35%	0.74%	0.0%	0.0%	0.44%	1.28%	0.0%	0.0%	0.0%	0.0%	0.28%	0.13%	0.0%	0.89%	0.0%					
35	"18. ""ЛДПР"""	2095	23	22	32	10	26	17	117	25	111	106	157	134	115	78	154	37	11	80	106	56	11	19	43	7	13	6	35	16	73	200	98	60	97					
		19.23%	7.49%	14.10%	13.11%	16.39%	22.03%	10.69%	28.32%	20.66%	22.2%	20.86%	29.34%	19.17%	21.49%	17.06%	18.31%	13.16%	6.17%	26.14%	18.82%	20.81%	15.71%	20.87%	19.11%	8.97%	7.47%	13.63%	13.83%	16.84%	20.56%	27.06%	16.41%	17.91%	16.52%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	203	3	3	8	0	2	2	11	1	12	6	9	18	12	9	13	1	2	8	6	11	2	4	1	1	4	0	10	1	6	11	8	6	12					
		1.86%	0.97%	1.92%	3.27%	0.0%	1.69%	1.25%	2.66%	0.82%	2.4%	1.18%	1.68%	2.57%	2.24%	1.96%	1.54%	0.35%	1.12%	2.61%	1.06%	4.08%	2.85%	4.39%	0.44%	1.28%	2.29%	0.0%	3.95%	1.05%	1.69%	1.48%	1.34%	1.79%	2.04%					
37	"20. ""Политическая партия ""Единая Россия"""	3843	97	83	106	30	54	97	127	64	169	193	194	217	163	141	272	164	92	108	235	118	34	27	66	15	85	17	119	55	132	168	170	101	130					
		35.27%	31.59%	53.20%	43.44%	49.18%	45.76%	61.00%	30.75%	52.89%	33.8%	37.99%	36.26%	31.04%	30.46%	30.85%	32.34%	58.36%	51.68%	35.29%	41.74%	43.86%	48.57%	29.67%	29.33%	19.23%	48.85%	38.63%	47.03%	57.89%	37.18%	22.73%	28.47%	30.14%	22.14%					
38	"21. ""Российская Конституционно-демократическая партия"""	30	0	0	0	0	1	2	1	0	0	6	0	0	2	1	0	3	3	2	1	0	1	0	1	1	1	0	0	0	0	0	0	2	2					
		0.27%	0.0%	0.0%	0.0%	0.0%	0.84%	1.25%	0.24%	0.0%	0.0%	1.18%	0.0%	0.0%	0.37%	0.21%	0.0%	1.06%	1.68%	0.65%	0.17%	0.0%	1.42%	0.0%	0.44%	1.28%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.34%					
39	"22. ""Развитие предпринимательства"""	29	1	2	1	0	0	0	0	0	2	0	2	1	0	0	9	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	4	0	2					
		0.26%	0.32%	1.28%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.37%	0.14%	0.0%	0.0%	1.07%	0.0%	0.0%	0.32%	0.0%	0.74%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.67%	0.0%	0.34%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1615	87	22	34	9	9	14	51	10	55	62	50	115	84	76	118	18	37	28	75	20	6	12	56	21	33	15	35	8	69	115	107	54	110					
		14.82%	28.33%	14.10%	13.93%	14.75%	7.62%	8.80%	12.34%	8.26%	11.0%	12.20%	9.34%	16.45%	15.70%	16.63%	14.03%	6.40%	20.78%	9.15%	13.32%	7.43%	8.57%	13.18%	24.88%	26.92%	18.96%	34.09%	13.83%	8.42%	19.43%	15.56%	17.92%	16.11%	18.73%					
																																								
41	Против всех	466	13	2	9	0	11	2	20	5	12	8	24	27	22	22	30	10	6	14	26	18	0	8	14	6	8	1	9	6	13	47	28	16	29					
		4.27%	4.23%	1.28%	3.68%	0.0%	9.32%	1.25%	4.84%	4.13%	2.4%	1.57%	4.48%	3.86%	4.11%	4.81%	3.56%	3.55%	3.37%	4.57%	4.61%	6.69%	0.0%	8.79%	6.22%	7.69%	4.59%	2.27%	3.55%	6.31%	3.66%	6.35%	4.69%	4.77%	4.94%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
