Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
"Наименование Избирательной комиссии:    Пенза, Ленинская"																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №786									
		2.70%	2.38%	3.24%	2.87%	3.41%	2.47%	1.60%	2.95%	3.38%	3.04%	2.72%	4.64%	3.97%	3.28%	2.65%	2.26%	2.27%	1.65%	1.91%	3.25%	2.65%	2.45%	3.78%	4.22%	1.92%	3.78%	1.74%	2.46%	2.44%	3.31%	2.29%	2.77%	2.02%	2.44%	2.12%	0.69%	2.87%	2.86%	1.84%	2.79%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	652	12	13	16	17	23	24	21	18	20	16	9	15	19	6	20	8	10	16	24	24	19	16	19	22	18	15	21	16	27	26	16	26	0	19	15	12	15	14	5									
		2.05%	2.04%	2.21%	2.19%	2.41%	2.03%	2.13%	2.21%	1.74%	2.03%	1.74%	1.39%	2.13%	1.95%	0.84%	2.82%	1.40%	1.83%	2.35%	3.25%	2.54%	2.45%	2.08%	2.17%	2.11%	1.84%	1.64%	2.35%	1.30%	2.42%	2.71%	2.22%	3.28%	0.00%	2.37%	2.59%	1.72%	2.15%	1.52%	1.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13070	257	245	363	346	406	456	344	399	396	372	234	254	341	292	244	249	278	235	273	362	282	298	280	408	341	436	336	685	522	328	315	374	450	341	210	262	247	465	144									
		41.11%	43.63%	41.74%	49.66%	49.15%	35.83%	40.50%	36.25%	38.55%	40.16%	40.52%	36.22%	36.03%	34.94%	40.67%	34.46%	43.53%	51.01%	34.46%	36.94%	38.31%	36.34%	38.80%	31.93%	39.19%	34.83%	47.55%	37.63%	55.60%	46.73%	34.20%	43.63%	47.16%	61.06%	42.52%	36.21%	37.59%	35.34%	50.38%	50.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	326	8	9	5	4	13	14	17	6	18	7	5	6	11	6	5	6	3	7	6	12	16	13	13	9	6	9	7	14	8	6	5	10	3	10	5	5	9	9	1									
		1.03%	1.36%	1.53%	0.68%	0.57%	1.15%	1.24%	1.79%	0.58%	1.83%	0.76%	0.77%	0.85%	1.13%	0.84%	0.71%	1.05%	0.55%	1.03%	0.81%	1.27%	2.06%	1.69%	1.48%	0.86%	0.61%	0.98%	0.78%	1.14%	0.72%	0.63%	0.69%	1.26%	0.41%	1.25%	0.86%	0.72%	1.29%	0.98%	0.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	65	0	0	1	0	2	3	0	0	3	2	0	2	0	4	1	4	4	1	1	2	1	0	3	3	3	1	0	2	4	4	1	2	0	1	1	6	1	2	0									
		0.20%	0.00%	0.00%	0.14%	0.00%	0.18%	0.27%	0.00%	0.00%	0.30%	0.22%	0.00%	0.28%	0.00%	0.56%	0.14%	0.70%	0.73%	0.15%	0.14%	0.21%	0.13%	0.00%	0.34%	0.29%	0.31%	0.11%	0.00%	0.16%	0.36%	0.42%	0.14%	0.25%	0.00%	0.12%	0.17%	0.86%	0.14%	0.22%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4053	78	130	139	118	153	140	146	129	108	120	92	99	111	91	84	96	73	119	113	143	94	91	130	127	139	83	105	95	117	105	72	76	45	77	67	96	89	104	59									
		12.75%	13.24%	22.15%	19.02%	16.76%	13.50%	12.43%	15.38%	12.46%	10.95%	13.07%	14.24%	14.04%	11.37%	12.67%	11.86%	16.78%	13.39%	17.45%	15.29%	15.13%	12.11%	11.85%	14.82%	12.20%	14.20%	9.05%	11.76%	7.71%	10.47%	10.95%	9.97%	9.58%	6.11%	9.60%	11.55%	13.77%	12.73%	11.27%	20.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	402	16	5	9	6	15	14	9	9	10	8	6	6	13	11	17	4	4	11	8	13	9	10	7	13	16	13	11	12	13	8	4	15	5	7	16	17	20	8	4									
		1.26%	2.72%	0.85%	1.23%	0.85%	1.32%	1.24%	0.95%	0.87%	1.01%	0.87%	0.93%	0.85%	1.33%	1.53%	2.40%	0.70%	0.73%	1.61%	1.08%	1.38%	1.16%	1.30%	0.80%	1.25%	1.63%	1.42%	1.23%	0.97%	1.16%	0.83%	0.55%	1.89%	0.68%	0.87%	2.76%	2.44%	2.86%	0.87%	1.39%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	477	19	12	6	7	24	11	8	15	9	8	4	6	17	8	7	18	6	18	3	12	6	9	10	10	12	12	12	19	10	21	13	23	13	24	16	12	20	15	2									
		1.50%	3.23%	2.04%	0.82%	0.99%	2.12%	0.98%	0.84%	1.45%	0.91%	0.87%	0.62%	0.85%	1.74%	1.11%	0.99%	3.15%	1.10%	2.64%	0.41%	1.27%	0.77%	1.17%	1.14%	0.96%	1.23%	1.31%	1.34%	1.54%	0.90%	2.19%	1.80%	2.90%	1.76%	2.99%	2.76%	1.72%	2.86%	1.63%	0.70%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	0	0	1	0	0	1	3	1	2	1	1	1	0	0	2	1	0	0	1	2	1	0	0	2	2	2	1	0	1	0	3	0	1	1	0	1	0	0	0									
		0.10%	0.00%	0.00%	0.14%	0.00%	0.00%	0.09%	0.32%	0.10%	0.20%	0.11%	0.15%	0.14%	0.00%	0.00%	0.28%	0.17%	0.00%	0.00%	0.14%	0.21%	0.13%	0.00%	0.00%	0.19%	0.20%	0.22%	0.11%	0.00%	0.09%	0.00%	0.42%	0.00%	0.14%	0.12%	0.00%	0.14%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1084	36	12	19	19	48	40	29	26	27	20	7	25	27	21	15	15	18	39	21	27	18	19	28	34	36	25	25	28	44	41	20	38	35	60	34	32	37	34	5									
		3.41%	6.11%	2.04%	2.60%	2.70%	4.24%	3.55%	3.06%	2.51%	2.74%	2.18%	1.08%	3.55%	2.77%	2.92%	2.12%	2.62%	3.30%	5.72%	2.84%	2.86%	2.32%	2.47%	3.19%	3.27%	3.68%	2.73%	2.80%	2.27%	3.94%	4.28%	2.77%	4.79%	4.75%	7.48%	5.86%	4.59%	5.29%	3.68%	1.74%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6341	86	91	87	91	207	230	191	191	195	216	151	168	257	160	187	101	86	129	180	177	172	171	224	234	241	183	212	208	200	237	83	133	107	156	116	146	147	164	26									
		19.94%	14.60%	15.50%	11.90%	12.93%	18.27%	20.43%	20.13%	18.45%	19.78%	23.53%	23.37%	23.83%	26.33%	22.28%	26.41%	17.66%	15.78%	18.91%	24.36%	18.73%	22.16%	22.27%	25.54%	22.48%	24.62%	19.96%	23.74%	16.88%	17.91%	24.71%	11.50%	16.77%	14.52%	19.45%	20.00%	20.95%	21.03%	17.77%	9.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	142	2	2	4	6	2	5	4	3	3	3	5	1	3	3	4	0	1	11	5	1	5	7	4	6	3	4	7	4	2	4	3	7	2	5	2	2	1	5	1									
		0.45%	0.34%	0.34%	0.55%	0.85%	0.18%	0.44%	0.42%	0.29%	0.30%	0.33%	0.77%	0.14%	0.31%	0.42%	0.56%	0.00%	0.18%	1.61%	0.68%	0.11%	0.64%	0.91%	0.46%	0.58%	0.31%	0.44%	0.78%	0.32%	0.18%	0.42%	0.42%	0.88%	0.27%	0.62%	0.34%	0.29%	0.14%	0.54%	0.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3139	40	36	37	39	163	138	123	129	131	96	86	75	110	80	85	44	31	50	61	111	101	84	101	113	96	89	97	96	100	107	60	47	48	56	70	54	64	68	23									
		9.87%	6.79%	6.13%	5.06%	5.54%	14.39%	12.26%	12.96%	12.46%	13.29%	10.46%	13.31%	10.64%	11.27%	11.14%	12.01%	7.69%	5.69%	7.33%	8.25%	11.75%	13.02%	10.94%	11.52%	10.85%	9.81%	9.71%	10.86%	7.79%	8.95%	11.16%	8.31%	5.93%	6.51%	6.98%	12.07%	7.75%	9.16%	7.37%	8.01%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
