Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Балейская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.74%	0.00%	0.00%	3.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1592	18	58	119	73	102	75	87	23	29	44	67	43	59	18	97	38	31	32	8	38	12	25	59	23	19	15	53	73	33	34	20	30	70	13	12	42									
		29.30%	20.22%	25.89%	33.52%	27.97%	27.35%	26.98%	31.07%	18.11%	29.00%	36.36%	33.84%	21.61%	30.26%	25.00%	25.53%	28.15%	23.31%	40.51%	30.77%	31.67%	15.79%	40.32%	37.82%	58.97%	35.19%	28.85%	22.84%	27.14%	29.46%	33.33%	34.48%	46.15%	32.86%	31.71%	25.53%	37.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	1	0	1	2	0	2	0	0	0	1	1	0	0	2	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0									
		0.37%	1.12%	0.00%	0.28%	0.77%	0.00%	0.72%	0.00%	0.00%	0.00%	0.83%	0.51%	0.00%	0.00%	2.78%	1.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	2.13%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	0	2	1	3	5	0	2	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0									
		0.40%	0.00%	0.89%	0.28%	1.15%	1.34%	0.00%	0.71%	1.57%	0.00%	0.00%	0.51%	0.00%	1.03%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.98%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.51%	0.00%	0.53%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	1	2	7	2	2	0	2	0	0	0	2	1	1	1	1	3	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1									
		0.55%	1.12%	0.89%	1.97%	0.77%	0.54%	0.00%	0.71%	0.00%	0.00%	0.00%	1.01%	0.50%	0.51%	1.39%	0.26%	2.22%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	1.92%	0.00%	0.00%	0.89%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	693	17	37	44	54	42	21	49	24	15	9	35	29	28	10	57	19	23	6	2	12	8	6	14	2	1	2	16	33	1	27	4	3	20	9	5	9									
		12.75%	19.10%	16.52%	12.39%	20.69%	11.26%	7.55%	17.50%	18.90%	15.00%	7.44%	17.68%	14.57%	14.36%	13.89%	15.00%	14.07%	17.29%	7.59%	7.69%	10.00%	10.53%	9.68%	8.97%	5.13%	1.85%	3.85%	6.90%	12.27%	0.89%	26.47%	6.90%	4.62%	9.39%	21.95%	10.64%	8.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	1	6	2	0	4	2	0	1	1	0	1	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0									
		0.50%	1.12%	2.68%	0.56%	0.00%	1.07%	0.72%	0.00%	0.79%	1.00%	0.00%	0.51%	0.50%	0.51%	1.39%	0.53%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	4.26%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	236	6	5	16	10	26	11	16	3	4	3	4	34	8	3	8	8	0	2	0	4	1	1	3	1	1	5	9	26	3	1	1	3	7	0	2	1									
		4.34%	6.74%	2.23%	4.51%	3.83%	6.97%	3.96%	5.71%	2.36%	4.00%	2.48%	2.02%	17.09%	4.10%	4.17%	2.11%	5.93%	0.00%	2.53%	0.00%	3.33%	1.32%	1.61%	1.92%	2.56%	1.85%	9.62%	3.88%	9.67%	2.68%	0.98%	1.72%	4.62%	3.29%	0.00%	4.26%	0.90%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
