Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Милютинская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202									
		0.80%	0.00%	1.05%	0.30%	0.00%	0.00%	0.78%	0.29%	0.00%	1.52%	1.48%	0.36%	0.72%	0.00%	0.61%	1.28%	0.00%	0.39%	0.00%	1.23%	0.28%	1.92%	0.93%	1.82%	2.04%	0.56%	0.76%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6853	76	496	286	289	136	546	308	241	368	221	207	217	62	259	125	199	198	245	105	231	195	466	339	345	140	99	328	126									
		75.48%	85.39%	86.87%	86.67%	79.83%	88.89%	84.78%	89.80%	92.34%	69.83%	81.55%	75.00%	77.78%	76.54%	78.72%	80.13%	82.57%	76.45%	86.88%	64.81%	64.17%	62.30%	61.97%	56.22%	64.01%	77.78%	75.00%	79.04%	74.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	3	3	4	0	1	1	5	0									
		0.31%	1.12%	0.35%	0.30%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	1.16%	0.00%	1.23%	0.00%	0.96%	0.40%	0.66%	0.00%	0.56%	0.76%	1.20%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0									
		0.09%	0.00%	0.35%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	689	3	8	18	31	9	32	6	2	60	30	26	28	5	35	16	2	36	8	16	30	41	12	102	47	21	14	33	18									
		7.59%	3.37%	1.40%	5.45%	8.56%	5.88%	4.97%	1.75%	0.77%	11.39%	11.07%	9.42%	10.04%	6.17%	10.64%	10.26%	0.83%	13.90%	2.84%	9.88%	8.33%	13.10%	1.60%	16.92%	8.72%	11.67%	10.61%	7.95%	10.65%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	27	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	2	0	8	3	6	0	0	1	1									
		0.30%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.19%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.56%	0.00%	1.06%	0.50%	1.11%	0.00%	0.00%	0.24%	0.59%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	33	0	1	1	0	0	2	0	0	1	0	2	0	0	6	0	0	1	0	0	1	2	4	10	0	0	0	0	2									
		0.36%	0.00%	0.18%	0.30%	0.00%	0.00%	0.31%	0.00%	0.00%	0.19%	0.00%	0.72%	0.00%	0.00%	1.82%	0.00%	0.00%	0.39%	0.00%	0.00%	0.28%	0.64%	0.53%	1.66%	0.00%	0.00%	0.00%	0.00%	1.18%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	18	0	2	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	6	3	0	0	0	0	0									
		0.20%	0.00%	0.35%	0.00%	0.28%	0.00%	0.31%	0.58%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.80%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	957	7	8	19	27	6	40	21	18	54	10	29	27	9	21	9	24	9	24	22	77	47	220	82	89	10	12	24	12									
		10.54%	7.87%	1.40%	5.76%	7.46%	3.92%	6.21%	6.12%	6.90%	10.25%	3.69%	10.51%	9.68%	11.11%	6.38%	5.77%	9.96%	3.47%	8.51%	13.58%	21.39%	15.02%	29.26%	13.60%	16.51%	5.56%	9.09%	5.78%	7.10%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	3	1	3	0	0	0	1									
		0.21%	0.00%	0.35%	0.30%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.39%	0.00%	0.62%	0.00%	0.32%	0.40%	0.17%	0.56%	0.00%	0.00%	0.00%	0.59%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	119	1	8	2	4	1	2	2	0	7	6	5	3	4	4	1	2	2	1	4	7	3	10	15	12	1	0	10	2									
		1.31%	1.12%	1.40%	0.61%	1.10%	0.65%	0.31%	0.58%	0.00%	1.33%	2.21%	1.81%	1.08%	4.94%	1.22%	0.64%	0.83%	0.77%	0.35%	2.47%	1.94%	0.96%	1.33%	2.49%	2.23%	0.56%	0.00%	2.41%	1.18%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
