Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Димитровградская городская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1618	0	53	30	40	45	35	47	34	30	30	35	30	26	46	24	30	39	36	20	24	40	20	15	52	30	27	30	30	50	30	30	13	8	9	30	30	30	15	33	30	15	33	30	10	20	34	12	30	35	27	30	35	33	0	38	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1581	0	53	30	38	43	35	44	34	30	30	35	30	24	46	24	29	37	36	19	24	40	20	15	52	30	27	30	30	50	27	30	12	5	9	30	30	29	15	32	30	15	33	29	9	14	34	11	27	34	25	30	35	33	0	38	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1492	229	37	19	26	27	12	15	14	20	11	17	16	13	21	14	17	13	8	8	10	18	26	5	27	16	21	9	13	15	21	14	17	9	16	34	12	20	15	7	6	13	14	16	15	9	16	18	17	12	16	13	36	17	380	13	19					
14	Число погашенных неиспользованных открепительных удостоверений	37	0	0	0	2	2	0	3	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	0	1	0	1	0	0	0	1	1	6	0	1	3	1	2	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	85	0	4	2	4	1	2	5	1	1	7	1	5	0	2	1	4	2	0	0	0	1	1	1	5	1	1	1	0	2	0	2	0	0	2	0	2	3	1	2	2	0	0	5	0	0	2	0	2	1	2	1	1	0	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	1433	3	49	31	30	56	31	40	32	29	34	32	30	18	21	31	13	36	11	26	20	33	26	9	37	15	20	29	37	59	25	33	12	4	19	30	45	21	27	32	24	36	29	25	13	10	27	4	14	22	13	27	18	34	10	16	25					
		2.32%	0.73%	3.31%	3.53%	2.43%	3.54%	2.42%	2.76%	2.23%	2.81%	2.60%	2.41%	2.21%	2.13%	1.88%	2.15%	1.30%	2.56%	1.01%	3.29%	2.42%	1.90%	1.70%	1.23%	2.38%	1.19%	2.20%	2.57%	2.59%	3.94%	3.55%	2.43%	1.58%	1.06%	1.99%	2.39%	3.31%	2.06%	2.31%	2.99%	2.28%	2.95%	2.78%	2.17%	2.01%	2.00%	2.12%	0.80%	2.35%	2.45%	1.50%	2.05%	1.78%	3.18%	1.19%	1.37%	1.79%					
19	2.Всероссийская политическая партия «Гражданская Сила»	715	3	25	20	19	21	23	13	18	13	13	22	11	9	20	24	13	21	31	12	9	14	10	4	9	9	11	8	22	16	11	15	10	3	13	23	19	16	7	8	9	4	14	16	6	6	9	0	4	14	7	21	7	4	1	14	11					
		1.16%	0.73%	1.69%	2.28%	1.54%	1.33%	1.80%	0.90%	1.25%	1.26%	0.99%	1.66%	0.81%	1.07%	1.79%	1.66%	1.30%	1.50%	2.84%	1.52%	1.09%	0.81%	0.66%	0.55%	0.58%	0.71%	1.21%	0.71%	1.54%	1.07%	1.56%	1.10%	1.31%	0.80%	1.36%	1.83%	1.40%	1.57%	0.60%	0.75%	0.85%	0.33%	1.34%	1.39%	0.93%	1.20%	0.71%	0.00%	0.67%	1.56%	0.81%	1.60%	0.69%	0.37%	0.12%	1.20%	0.79%					
20	3.Политическая партия «Демократическая партия России»	76	0	3	2	4	2	2	2	3	1	1	2	4	0	1	3	0	1	2	2	0	2	1	0	3	1	1	1	4	1	0	1	0	1	1	0	5	2	0	1	0	0	0	2	1	1	2	0	0	2	2	1	1	2	1	0	1					
		0.12%	0.00%	0.20%	0.23%	0.32%	0.13%	0.16%	0.14%	0.21%	0.10%	0.08%	0.15%	0.29%	0.00%	0.09%	0.21%	0.00%	0.07%	0.18%	0.25%	0.00%	0.12%	0.07%	0.00%	0.19%	0.08%	0.11%	0.09%	0.28%	0.07%	0.00%	0.07%	0.00%	0.27%	0.10%	0.00%	0.37%	0.20%	0.00%	0.09%	0.00%	0.00%	0.00%	0.17%	0.15%	0.20%	0.16%	0.00%	0.00%	0.22%	0.23%	0.08%	0.10%	0.19%	0.12%	0.00%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8879	32	261	150	167	261	194	244	249	169	211	159	226	158	163	240	128	201	187	89	124	236	195	110	157	173	98	135	180	262	98	270	115	53	120	185	210	155	162	142	173	215	136	155	119	79	174	68	71	130	106	144	100	150	56	169	165					
		14.40%	7.79%	17.65%	17.10%	13.51%	16.51%	15.14%	16.85%	17.34%	16.39%	16.11%	11.99%	16.67%	18.72%	14.62%	16.63%	12.83%	14.32%	17.16%	11.27%	14.99%	13.58%	12.79%	15.05%	10.10%	13.73%	10.79%	11.97%	12.60%	17.49%	13.90%	19.88%	15.11%	14.06%	12.54%	14.74%	15.45%	15.18%	13.87%	13.25%	16.43%	17.59%	13.05%	13.43%	18.36%	15.80%	13.64%	13.57%	11.93%	14.46%	12.21%	10.95%	9.91%	14.03%	6.66%	14.47%	11.79%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	466	0	23	9	2	11	21	17	9	10	8	11	10	4	6	17	12	19	16	10	4	10	6	7	5	3	7	3	13	12	6	4	2	1	9	4	8	8	8	4	8	14	11	6	8	3	7	3	1	3	14	11	11	10	1	4	12					
		0.76%	0.00%	1.56%	1.03%	0.16%	0.70%	1.64%	1.17%	0.63%	0.97%	0.61%	0.83%	0.74%	0.47%	0.54%	1.18%	1.20%	1.35%	1.47%	1.27%	0.48%	0.58%	0.39%	0.96%	0.32%	0.24%	0.77%	0.27%	0.91%	0.80%	0.85%	0.29%	0.26%	0.27%	0.94%	0.32%	0.59%	0.78%	0.68%	0.37%	0.76%	1.15%	1.06%	0.52%	1.23%	0.60%	0.55%	0.60%	0.17%	0.33%	1.61%	0.84%	1.09%	0.94%	0.12%	0.34%	0.86%					
23	6.Политическая партия «Партия социальной справедливости»	129	1	7	0	5	3	2	4	3	3	3	2	3	2	2	5	3	4	2	0	0	1	5	0	8	4	2	1	6	3	3	3	4	0	1	2	4	1	1	1	1	2	1	1	1	0	1	1	0	0	4	4	3	0	1	1	4					
		0.21%	0.24%	0.47%	0.00%	0.40%	0.19%	0.16%	0.28%	0.21%	0.29%	0.23%	0.15%	0.22%	0.24%	0.18%	0.35%	0.30%	0.28%	0.18%	0.00%	0.00%	0.06%	0.33%	0.00%	0.51%	0.32%	0.22%	0.09%	0.42%	0.20%	0.43%	0.22%	0.53%	0.00%	0.10%	0.16%	0.29%	0.10%	0.09%	0.09%	0.09%	0.16%	0.10%	0.09%	0.15%	0.00%	0.08%	0.20%	0.00%	0.00%	0.46%	0.30%	0.30%	0.00%	0.12%	0.09%	0.29%					
24	7.Политическая партия «Либерально-демократическая партия России»	5721	28	143	61	104	121	103	110	143	88	113	105	135	72	98	119	109	144	100	84	74	153	162	71	154	106	72	131	143	137	61	107	74	34	126	141	146	103	118	107	93	105	100	107	45	35	154	56	42	74	85	127	88	67	56	116	171					
		9.28%	6.81%	9.67%	6.96%	8.41%	7.65%	8.04%	7.60%	9.96%	8.54%	8.63%	7.92%	9.96%	8.53%	8.79%	8.25%	10.92%	10.26%	9.17%	10.63%	8.95%	8.80%	10.62%	9.71%	9.90%	8.41%	7.93%	11.61%	10.01%	9.15%	8.65%	7.88%	9.72%	9.02%	13.17%	11.24%	10.74%	10.09%	10.10%	9.98%	8.83%	8.59%	9.60%	9.27%	6.94%	7.00%	12.07%	11.18%	7.06%	8.23%	9.79%	9.66%	8.72%	6.27%	6.66%	9.93%	12.21%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5052	17	127	83	122	137	111	145	149	68	143	127	128	57	99	141	87	118	76	59	51	146	129	49	102	82	55	86	135	99	50	118	47	16	97	88	98	105	132	110	71	85	90	109	63	47	89	32	58	55	48	106	76	63	29	121	121					
		8.19%	4.14%	8.59%	9.46%	9.87%	8.67%	8.67%	10.01%	10.38%	6.60%	10.92%	9.58%	9.44%	6.75%	8.88%	9.77%	8.72%	8.40%	6.97%	7.47%	6.17%	8.40%	8.46%	6.70%	6.56%	6.51%	6.06%	7.62%	9.45%	6.61%	7.09%	8.69%	6.18%	4.24%	10.14%	7.01%	7.21%	10.28%	11.30%	10.26%	6.74%	6.96%	8.64%	9.45%	9.72%	9.40%	6.97%	6.39%	9.75%	6.12%	5.53%	8.06%	7.53%	5.89%	3.45%	10.36%	8.64%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	621	3	23	19	20	18	14	18	26	17	19	12	21	7	6	17	9	11	18	8	4	21	15	10	9	15	13	7	7	3	5	12	9	1	9	11	12	6	14	9	8	18	10	10	4	7	11	2	3	9	6	9	8	11	4	11	12					
		1.01%	0.73%	1.56%	2.17%	1.62%	1.14%	1.09%	1.24%	1.81%	1.65%	1.45%	0.90%	1.55%	0.83%	0.54%	1.18%	0.90%	0.78%	1.65%	1.01%	0.48%	1.21%	0.98%	1.37%	0.58%	1.19%	1.43%	0.62%	0.49%	0.20%	0.71%	0.88%	1.18%	0.27%	0.94%	0.88%	0.88%	0.59%	1.20%	0.84%	0.76%	1.47%	0.96%	0.87%	0.62%	1.40%	0.86%	0.40%	0.50%	1.00%	0.69%	0.68%	0.79%	1.03%	0.48%	0.94%	0.86%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	37145	317	764	475	723	899	740	803	768	620	723	817	765	498	673	814	593	816	619	472	515	1091	955	454	1032	825	608	703	850	880	438	776	473	259	549	742	793	587	671	640	643	712	621	700	376	307	733	323	393	579	569	836	685	714	665	695	854					
		60.25%	77.13%	51.66%	54.16%	58.50%	56.86%	57.77%	55.46%	53.48%	60.14%	55.19%	61.61%	56.42%	59.00%	60.36%	56.41%	59.42%	58.12%	56.79%	59.75%	62.27%	62.77%	62.62%	62.11%	66.37%	65.48%	66.96%	62.32%	59.48%	58.74%	62.13%	57.14%	62.16%	68.70%	57.37%	59.12%	58.35%	57.49%	57.45%	59.70%	61.06%	58.27%	59.60%	60.66%	58.02%	61.40%	57.45%	64.47%	66.05%	64.40%	65.55%	63.57%	67.89%	66.79%	79.07%	59.50%	61.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	806	3	39	10	22	36	26	31	24	5	29	25	15	14	18	17	19	22	21	17	18	17	10	4	16	16	4	8	24	11	3	11	8	2	9	12	13	6	13	6	14	17	17	19	7	0	54	4	3	4	6	18	7	1	3	14	14					
		1.31%	0.73%	2.64%	1.14%	1.78%	2.28%	2.03%	2.14%	1.67%	0.48%	2.21%	1.89%	1.11%	1.66%	1.61%	1.18%	1.90%	1.57%	1.93%	2.15%	2.18%	0.98%	0.66%	0.55%	1.03%	1.27%	0.44%	0.71%	1.68%	0.73%	0.43%	0.81%	1.05%	0.53%	0.94%	0.96%	0.96%	0.59%	1.11%	0.56%	1.33%	1.39%	1.63%	1.65%	1.08%	0.00%	4.23%	0.80%	0.50%	0.44%	0.69%	1.37%	0.69%	0.09%	0.36%	1.20%	1.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
