Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Димитровградская городская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725					
		13.14%	18.13%	14.80%	17.09%	9.60%	13.02%	11.96%	12.49%	13.56%	11.57%	13.38%	12.36%	12.19%	12.64%	12.76%	15.99%	13.72%	11.62%	14.44%	15.49%	14.36%	13.21%	10.75%	13.65%	12.89%	12.99%	11.62%	13.43%	14.35%	12.07%	16.78%	10.69%	15.12%	10.96%	15.11%	11.21%	13.39%	13.67%	12.91%	13.45%	14.57%	13.45%	14.14%	15.38%	16.14%	13.44%	10.27%	11.08%	9.94%	11.48%	10.83%	16.96%	12.82%	11.21%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9476	20	189	101	191	218	162	165	215	134	177	200	192	137	180	240	176	233	206	104	130	239	141	111	281	213	165	197	123	209	239	232	94	221	170	120	65	278	258	203	244	251	139	236	203	71	194	148	230	268	157	168	215	23					
		16.80%	12.50%	13.65%	12.69%	19.51%	15.77%	14.35%	13.04%	15.93%	14.49%	14.90%	15.55%	16.03%	17.15%	18.09%	17.69%	18.01%	17.81%	18.48%	15.95%	16.23%	17.84%	18.95%	15.95%	16.17%	15.55%	16.39%	17.07%	19.19%	19.26%	17.82%	18.52%	17.12%	15.34%	18.89%	18.18%	17.76%	17.84%	19.94%	17.06%	19.43%	15.48%	17.40%	17.63%	18.21%	12.07%	17.48%	18.64%	18.28%	18.99%	13.50%	15.00%	17.45%	10.31%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	625	0	9	10	7	26	11	19	19	12	18	17	17	14	9	7	16	13	17	7	13	10	4	7	22	20	7	4	2	6	13	16	3	15	7	5	3	16	14	12	9	21	10	15	13	8	17	12	22	18	9	13	6	5					
		1.11%	0.00%	0.65%	1.26%	0.72%	1.88%	0.97%	1.50%	1.41%	1.30%	1.52%	1.32%	1.42%	1.75%	0.90%	0.52%	1.64%	0.99%	1.52%	1.07%	1.62%	0.75%	0.54%	1.01%	1.27%	1.46%	0.70%	0.35%	0.31%	0.55%	0.97%	1.28%	0.55%	1.04%	0.78%	0.76%	0.82%	1.03%	1.08%	1.01%	0.72%	1.30%	1.25%	1.12%	1.17%	1.36%	1.53%	1.51%	1.75%	1.28%	0.77%	1.16%	0.49%	2.24%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15774	33	367	216	293	393	323	366	380	252	329	371	332	241	285	394	240	344	312	176	220	317	201	166	423	368	250	309	156	280	403	414	148	472	278	189	101	528	383	363	329	491	218	418	337	182	311	187	339	354	256	308	372	56					
		27.97%	20.63%	26.50%	27.14%	29.93%	28.44%	28.61%	28.93%	28.15%	27.24%	27.69%	28.85%	27.71%	30.16%	28.64%	29.03%	24.56%	26.30%	27.98%	26.99%	27.47%	23.66%	27.02%	23.85%	24.34%	26.86%	24.83%	26.78%	24.34%	25.81%	30.05%	33.04%	26.96%	32.76%	30.89%	28.64%	27.60%	33.89%	29.60%	30.50%	26.19%	30.29%	27.28%	31.22%	30.22%	30.95%	28.02%	23.55%	26.95%	25.09%	22.01%	27.50%	30.19%	25.11%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1784	1	86	44	45	73	66	67	58	29	67	72	51	26	35	65	24	52	44	24	36	42	14	17	48	45	18	21	7	21	38	22	8	25	31	13	0	42	26	24	27	59	18	51	13	9	17	18	42	35	21	20	25	2					
		3.16%	0.63%	6.21%	5.53%	4.60%	5.28%	5.85%	5.30%	4.30%	3.14%	5.64%	5.60%	4.26%	3.25%	3.52%	4.79%	2.46%	3.98%	3.95%	3.68%	4.49%	3.13%	1.88%	2.44%	2.76%	3.28%	1.79%	1.82%	1.09%	1.94%	2.83%	1.76%	1.46%	1.73%	3.44%	1.97%	0.00%	2.70%	2.01%	2.02%	2.15%	3.64%	2.25%	3.81%	1.17%	1.53%	1.53%	2.27%	3.34%	2.48%	1.81%	1.79%	2.03%	0.90%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20268	74	502	274	327	466	410	468	470	365	414	443	428	269	338	407	365	487	358	226	269	520	289	288	697	519	427	452	249	421	390	418	209	519	269	246	144	467	417	407	440	545	282	392	355	228	435	330	471	549	582	397	448	106					
		35.93%	46.25%	36.25%	34.42%	33.40%	33.72%	36.32%	36.99%	34.81%	39.46%	34.85%	34.45%	35.73%	33.67%	33.97%	29.99%	37.36%	37.23%	32.11%	34.66%	33.58%	38.81%	38.84%	41.38%	40.10%	37.88%	42.40%	39.17%	38.85%	38.80%	29.08%	33.36%	38.07%	36.02%	29.89%	37.27%	39.34%	29.97%	32.23%	34.20%	35.03%	33.62%	35.29%	29.28%	31.84%	38.78%	39.19%	41.56%	37.44%	38.91%	50.04%	35.45%	36.36%	47.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	291	2	8	2	6	8	5	6	3	10	9	8	10	3	5	9	6	11	3	3	2	11	4	1	15	6	6	3	3	5	13	2	2	4	3	2	0	3	9	6	5	6	5	9	2	3	3	5	9	10	5	2	8	2					
		0.52%	1.25%	0.58%	0.25%	0.61%	0.58%	0.44%	0.47%	0.22%	1.08%	0.76%	0.62%	0.83%	0.38%	0.50%	0.66%	0.61%	0.84%	0.27%	0.46%	0.25%	0.82%	0.54%	0.14%	0.86%	0.44%	0.60%	0.26%	0.47%	0.46%	0.97%	0.16%	0.36%	0.28%	0.33%	0.30%	0.00%	0.19%	0.70%	0.50%	0.40%	0.37%	0.63%	0.67%	0.18%	0.51%	0.27%	0.63%	0.72%	0.71%	0.43%	0.18%	0.65%	0.90%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
