Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Бичурская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86					
		7.20%	8.70%	8.75%	16.05%	5.58%	6.49%	7.58%	5.83%	9.67%	6.25%	16.55%	19.86%	1.81%	4.23%	22.22%	7.19%	1.25%	0.00%	3.79%	9.13%	4.65%	3.11%	5.37%	5.00%	4.10%	3.75%	2.99%	4.00%	9.65%	5.81%	5.93%	8.37%	9.04%	7.11%	7.60%	6.85%	2.41%	10.80%	2.33%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	51	0	2	4	0	4	0	3	3	0	1	1	1	3	0	0	0	0	2	1	0	1	1	1	1	3	1	1	0	2	2	1	2	0	0	1	1	5	3					
		0.47%	0.00%	0.47%	0.87%	0.00%	1.04%	0.00%	0.46%	0.49%	0.00%	0.69%	0.68%	0.60%	0.63%	0.00%	0.00%	0.00%	0.00%	0.95%	0.43%	0.00%	0.35%	0.49%	1.25%	0.34%	1.88%	0.30%	0.80%	0.00%	0.29%	0.74%	0.49%	0.58%	0.00%	0.00%	0.68%	0.34%	1.17%	1.40%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7140	276	267	265	296	241	226	411	374	187	69	85	120	329	54	247	60	23	179	144	33	228	143	48	173	94	194	89	76	450	164	141	225	165	275	95	254	289	151					
		65.29%	60.00%	63.12%	57.48%	66.07%	62.60%	68.48%	63.04%	61.31%	61.51%	47.59%	58.22%	72.29%	69.56%	66.67%	57.31%	75.00%	79.31%	84.83%	62.61%	76.74%	78.89%	69.76%	60.00%	59.04%	58.75%	57.91%	71.20%	66.67%	65.41%	60.74%	69.46%	65.60%	78.20%	63.36%	65.07%	87.59%	67.84%	70.23%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	52	3	1	2	1	4	1	3	2	1	1	0	0	5	0	2	0	0	1	2	0	0	1	1	1	0	1	2	0	8	2	0	2	2	0	1	0	1	1					
		0.48%	0.65%	0.24%	0.43%	0.22%	1.04%	0.30%	0.46%	0.33%	0.33%	0.69%	0.00%	0.00%	1.06%	0.00%	0.46%	0.00%	0.00%	0.47%	0.87%	0.00%	0.00%	0.49%	1.25%	0.34%	0.00%	0.30%	1.60%	0.00%	1.16%	0.74%	0.00%	0.58%	0.95%	0.00%	0.68%	0.00%	0.23%	0.47%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
