Выборы Президента Российской Федерации																																
																																
"Наименование Избирательной комиссии:    Ярославль, Красноперекопская"																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156					
		72.38%	70.50%	75.10%	72.78%	70.62%	71.09%	70.41%	71.81%	73.02%	70.75%	71.43%	70.64%	79.06%	69.04%	69.02%	74.40%	75.89%	75.35%	75.07%	74.65%	75.21%	74.32%	69.71%	74.88%	69.79%	71.11%					
22	. Хакамада Ирина Муцуовна	1581	72	109	63	97	87	105	76	78	75	115	81	26	85	87	45	3	46	44	31	47	39	46	46	73	5					
		5.82%	6.62%	6.48%	6.92%	7.37%	6.71%	7.56%	4.97%	6.49%	5.54%	7.79%	6.76%	2.97%	7.13%	7.32%	5.67%	2.68%	4.59%	4.19%	3.14%	4.30%	3.94%	4.20%	4.25%	7.05%	2.22%					
23	. Харитонов Николай Михайлович	2454	102	134	72	126	111	141	139	111	142	124	106	41	122	119	65	11	92	75	99	101	98	92	98	112	21					
		9.03%	9.38%	7.96%	7.90%	9.57%	8.56%	10.15%	9.09%	9.24%	10.49%	8.40%	8.84%	4.69%	10.23%	10.02%	8.20%	9.82%	9.18%	7.14%	10.04%	9.24%	9.91%	8.39%	9.05%	10.81%	9.33%					
																																
24	Против всех	1149	46	73	39	52	73	57	71	46	52	77	64	55	61	59	27	2	34	32	34	26	30	58	29	35	17					
		4.23%	4.23%	4.34%	4.28%	3.95%	5.63%	4.10%	4.64%	3.83%	3.84%	5.21%	5.34%	6.29%	5.12%	4.97%	3.40%	1.79%	3.39%	3.04%	3.45%	2.38%	3.03%	5.29%	2.68%	3.38%	7.56%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
