Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Московская № 27																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	407	17	6	7	18	3	9	14	9	14	12	9	12	15	3	6	4	15	13	6	5	9	10	15	9	8	7	17	7	13	13	5	15	13	9	13	6	3	2	12	7	5	9	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	420	11	11	6	21	8	6	9	7	0	5	13	7	7	11	3	8	12	7	5	6	8	5	12	12	7	2	11	4	10	11	15	12	7	5	5	9	2	3	6	3	56	18	4	30					
14	Число погашенных открепительных удостоверений	2089	49	54	53	37	52	51	46	51	46	43	46	48	45	57	49	56	45	47	54	55	51	50	45	51	47	48	38	48	42	42	55	45	47	51	47	54	52	33	48	48	55	51	57	0					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	323	14	7	6	10	2	14	7	16	12	8	7	18	8	6	6	2	4	8	11	5	13	5	13	5	5	9	6	4	4	3	1	8	7	4	11	9	8	4	7	6	5	3	10	2					
		0.74%	1.14%	0.61%	0.58%	0.96%	0.19%	0.92%	0.49%	1.17%	0.92%	1.05%	0.82%	1.42%	0.69%	0.72%	0.81%	0.28%	0.40%	0.65%	1.23%	0.42%	1.17%	0.57%	1.03%	0.43%	0.64%	1.26%	0.57%	0.59%	0.52%	0.43%	0.09%	0.67%	0.58%	0.37%	0.95%	0.77%	1.56%	1.14%	0.66%	0.75%	0.39%	0.31%	1.03%	1.69%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3985	99	75	67	131	100	134	135	121	116	61	61	71	65	45	60	54	92	128	70	100	94	56	119	128	106	138	161	108	103	85	130	137	104	87	114	90	27	40	97	60	81	62	63	10					
		9.17%	8.06%	6.61%	6.53%	12.63%	9.96%	8.86%	9.61%	8.91%	8.97%	8.06%	7.17%	5.63%	5.64%	5.47%	8.18%	7.64%	9.33%	10.45%	7.85%	8.51%	8.46%	6.45%	9.43%	11.07%	13.69%	19.46%	15.55%	16.14%	13.44%	12.39%	12.26%	11.51%	8.75%	8.07%	9.94%	7.72%	5.29%	11.46%	9.17%	7.52%	6.35%	6.52%	6.50%	8.47%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1367	38	39	32	24	37	50	43	36	33	16	28	45	41	25	21	20	36	47	26	40	36	33	49	45	18	6	18	18	19	20	32	26	42	33	39	36	23	9	45	29	53	26	27	8					
		3.14%	3.09%	3.44%	3.12%	2.31%	3.68%	3.30%	3.06%	2.65%	2.55%	2.11%	3.29%	3.57%	3.55%	3.04%	2.86%	2.83%	3.65%	3.83%	2.91%	3.40%	3.24%	3.80%	3.88%	3.89%	2.32%	0.84%	1.73%	2.69%	2.48%	2.91%	3.01%	2.18%	3.53%	3.06%	3.40%	3.09%	4.50%	2.57%	4.25%	3.63%	4.16%	2.73%	2.78%	6.77%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4034	133	97	92	82	87	100	126	131	100	66	82	92	95	74	55	69	100	98	78	91	105	86	128	133	90	82	143	96	100	79	135	105	115	112	91	103	26	39	124	68	75	78	62	11					
		9.28%	10.83%	8.56%	8.97%	7.90%	8.66%	6.61%	8.97%	9.64%	7.73%	8.73%	9.64%	7.30%	8.24%	9.00%	7.50%	9.77%	10.14%	8.00%	8.75%	7.75%	9.45%	9.90%	10.15%	11.50%	11.62%	11.56%	13.81%	14.34%	13.05%	11.51%	12.73%	8.82%	9.68%	10.38%	7.94%	8.84%	5.09%	11.17%	11.73%	8.53%	5.88%	8.21%	6.40%	9.32%					
22	"5. ""За Русь Святую"""	374	15	14	10	8	15	16	5	9	13	10	8	10	15	8	10	5	10	9	9	9	5	13	9	10	3	4	2	2	6	3	11	4	11	7	9	10	7	4	7	9	15	6	8	1					
		0.86%	1.22%	1.23%	0.97%	0.77%	1.49%	1.05%	0.35%	0.66%	1.00%	1.32%	0.94%	0.79%	1.30%	0.97%	1.36%	0.70%	1.01%	0.73%	1.01%	0.76%	0.45%	1.49%	0.71%	0.86%	0.38%	0.56%	0.19%	0.29%	0.78%	0.43%	1.03%	0.33%	0.92%	0.64%	0.78%	0.85%	1.37%	1.14%	0.66%	1.12%	1.17%	0.63%	0.82%	0.84%					
23	"6. ""Объединенная Российская партия ""Русь"""	66	3	0	0	7	2	1	2	1	4	2	0	3	4	1	4	0	0	0	1	3	0	1	1	4	1	0	0	1	2	1	1	3	0	1	2	2	1	1	2	1	1	0	2	0					
		0.15%	0.24%	0.0%	0.0%	0.67%	0.19%	0.06%	0.14%	0.07%	0.30%	0.26%	0.0%	0.23%	0.34%	0.12%	0.54%	0.0%	0.0%	0.0%	0.11%	0.25%	0.0%	0.11%	0.07%	0.34%	0.12%	0.0%	0.0%	0.14%	0.26%	0.14%	0.09%	0.25%	0.0%	0.09%	0.17%	0.17%	0.19%	0.28%	0.18%	0.12%	0.07%	0.0%	0.20%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	314	7	13	4	4	9	7	9	10	14	6	10	3	4	4	3	6	7	7	6	5	15	8	6	7	6	6	4	6	10	5	4	7	8	10	8	8	3	2	9	8	12	16	8	0					
		0.72%	0.57%	1.14%	0.39%	0.38%	0.89%	0.46%	0.64%	0.73%	1.08%	0.79%	1.17%	0.23%	0.34%	0.48%	0.40%	0.84%	0.70%	0.57%	0.67%	0.42%	1.35%	0.92%	0.47%	0.60%	0.77%	0.84%	0.38%	0.89%	1.30%	0.72%	0.37%	0.58%	0.67%	0.92%	0.69%	0.68%	0.58%	0.57%	0.85%	1.00%	0.94%	1.68%	0.82%	0.0%					
25	"8. ""Народно-республиканская партия России"""	33	1	2	0	1	2	0	3	0	3	1	0	2	0	1	1	0	0	1	0	0	1	2	0	0	2	0	0	0	2	0	0	2	1	1	0	1	0	0	0	1	0	0	2	0					
		0.07%	0.08%	0.17%	0.0%	0.09%	0.19%	0.0%	0.21%	0.0%	0.23%	0.13%	0.0%	0.15%	0.0%	0.12%	0.13%	0.0%	0.0%	0.08%	0.0%	0.0%	0.09%	0.23%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.16%	0.08%	0.09%	0.0%	0.08%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.20%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	235	8	4	5	27	9	11	8	5	10	2	6	7	3	3	5	3	2	3	4	5	6	2	8	3	3	1	5	2	8	3	7	1	4	4	4	8	3	4	4	1	9	5	10	0					
		0.54%	0.65%	0.35%	0.48%	2.60%	0.89%	0.72%	0.56%	0.36%	0.77%	0.26%	0.70%	0.55%	0.26%	0.36%	0.68%	0.42%	0.20%	0.24%	0.44%	0.42%	0.54%	0.23%	0.63%	0.25%	0.38%	0.14%	0.48%	0.29%	1.04%	0.43%	0.66%	0.08%	0.33%	0.37%	0.34%	0.68%	0.58%	1.14%	0.37%	0.12%	0.70%	0.52%	1.03%	0.0%					
27	"10. ""Аграрная партия России"""	672	14	14	16	11	11	18	18	28	10	11	10	14	15	19	12	7	13	32	9	29	8	18	15	18	7	10	16	17	1	16	16	16	24	14	16	24	11	8	19	24	27	14	18	4					
		1.54%	1.14%	1.23%	1.56%	1.06%	1.09%	1.19%	1.28%	2.06%	0.77%	1.45%	1.17%	1.11%	1.30%	2.31%	1.63%	0.99%	1.31%	2.61%	1.01%	2.47%	0.72%	2.07%	1.18%	1.55%	0.90%	1.41%	1.54%	2.54%	0.13%	2.33%	1.50%	1.34%	2.02%	1.29%	1.39%	2.06%	2.15%	2.29%	1.79%	3.01%	2.11%	1.47%	1.85%	3.38%					
28	"11. ""Истинные патриоты России"""	21	0	0	0	1	1	1	0	2	0	0	1	5	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0					
		0.04%	0.0%	0.0%	0.0%	0.09%	0.09%	0.06%	0.0%	0.14%	0.0%	0.0%	0.11%	0.39%	0.0%	0.0%	0.13%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.14%	0.09%	0.0%	0.0%	0.14%	0.0%	0.0%	0.16%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	451	21	17	18	4	14	18	15	3	12	7	8	9	19	15	7	6	13	10	5	11	13	11	19	4	4	6	12	2	6	5	15	4	20	12	9	14	9	2	8	2	18	14	10	0					
		1.03%	1.71%	1.50%	1.75%	0.38%	1.39%	1.19%	1.06%	0.22%	0.92%	0.92%	0.94%	0.71%	1.64%	1.82%	0.95%	0.84%	1.31%	0.81%	0.56%	0.93%	1.17%	1.26%	1.50%	0.34%	0.51%	0.84%	1.15%	0.29%	0.78%	0.72%	1.41%	0.33%	1.68%	1.11%	0.78%	1.20%	1.76%	0.57%	0.75%	0.25%	1.41%	1.47%	1.03%	0.0%					
30	"13. ""Демократическая партия России"""	57	3	2	0	0	0	2	1	9	1	2	0	5	3	0	0	0	0	0	0	5	0	0	1	2	1	0	3	2	0	3	1	0	0	1	1	1	1	2	1	0	1	0	2	1					
		0.13%	0.24%	0.17%	0.0%	0.0%	0.0%	0.13%	0.07%	0.66%	0.07%	0.26%	0.0%	0.39%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.07%	0.17%	0.12%	0.0%	0.28%	0.29%	0.0%	0.43%	0.09%	0.0%	0.0%	0.09%	0.08%	0.08%	0.19%	0.57%	0.09%	0.0%	0.07%	0.0%	0.20%	0.84%					
31	"14. ""Великая Россия - Евразийский Союз"""	66	1	0	3	7	1	1	2	2	1	2	0	2	2	2	1	2	1	1	0	1	2	2	2	3	2	3	0	0	4	2	1	3	0	0	1	0	0	2	3	0	3	1	0	0					
		0.15%	0.08%	0.0%	0.29%	0.67%	0.09%	0.06%	0.14%	0.14%	0.07%	0.26%	0.0%	0.15%	0.17%	0.24%	0.13%	0.28%	0.10%	0.08%	0.0%	0.08%	0.18%	0.23%	0.15%	0.25%	0.25%	0.42%	0.0%	0.0%	0.52%	0.29%	0.09%	0.25%	0.0%	0.0%	0.08%	0.0%	0.0%	0.57%	0.28%	0.0%	0.23%	0.10%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	89	4	0	1	9	0	3	0	3	1	1	2	2	2	3	2	1	2	1	2	1	2	7	4	3	2	0	0	0	1	3	3	1	2	4	1	2	4	1	1	1	4	2	1	0					
		0.20%	0.32%	0.0%	0.09%	0.86%	0.0%	0.19%	0.0%	0.22%	0.07%	0.13%	0.23%	0.15%	0.17%	0.36%	0.27%	0.14%	0.20%	0.08%	0.22%	0.08%	0.18%	0.80%	0.31%	0.25%	0.25%	0.0%	0.0%	0.0%	0.13%	0.43%	0.28%	0.08%	0.16%	0.37%	0.08%	0.17%	0.78%	0.28%	0.09%	0.12%	0.31%	0.21%	0.10%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6533	165	204	202	107	190	221	190	191	197	95	141	206	174	85	102	81	140	159	132	180	130	128	185	149	123	118	164	95	112	110	154	219	208	179	169	179	43	64	189	123	192	178	143	17					
		15.04%	13.43%	18.00%	19.70%	10.31%	18.92%	14.62%	13.53%	14.06%	15.23%	12.56%	16.58%	16.34%	15.10%	10.34%	13.91%	11.47%	14.19%	12.99%	14.81%	15.33%	11.71%	14.74%	14.67%	12.88%	15.89%	16.64%	15.84%	14.20%	14.62%	16.03%	14.52%	18.40%	17.50%	16.60%	14.74%	15.36%	8.43%	18.33%	17.88%	15.43%	15.07%	18.73%	14.77%	14.40%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	27	0	1	0	2	1	0	4	1	1	1	0	2	0	1	1	2	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0					
		0.06%	0.0%	0.08%	0.0%	0.19%	0.09%	0.0%	0.28%	0.07%	0.07%	0.13%	0.0%	0.15%	0.0%	0.12%	0.13%	0.28%	0.0%	0.08%	0.0%	0.0%	0.09%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.09%	0.08%	0.08%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.10%	0.0%					
35	"18. ""ЛДПР"""	2821	57	74	73	72	61	96	92	77	80	50	55	95	79	62	66	48	56	94	69	77	98	61	80	69	34	38	39	23	34	33	54	63	54	77	86	74	64	13	56	60	98	91	74	15					
		6.49%	4.64%	6.53%	7.12%	6.94%	6.07%	6.35%	6.55%	5.67%	6.18%	6.61%	6.47%	7.53%	6.85%	7.54%	9.00%	6.79%	5.67%	7.67%	7.74%	6.55%	8.82%	7.02%	6.34%	5.96%	4.39%	5.35%	3.76%	3.43%	4.43%	4.81%	5.09%	5.29%	4.54%	7.14%	7.50%	6.35%	12.54%	3.72%	5.29%	7.52%	7.69%	9.57%	7.64%	12.71%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	2690	55	55	51	41	70	109	114	98	74	52	41	69	114	66	58	60	83	68	61	93	69	71	87	96	33	24	29	25	44	29	58	56	69	52	61	77	44	22	52	64	78	37	78	3					
		6.19%	4.47%	4.85%	4.97%	3.95%	6.97%	7.21%	8.11%	7.21%	5.72%	6.87%	4.82%	5.47%	9.89%	8.02%	7.91%	8.49%	8.41%	5.55%	6.84%	7.92%	6.21%	8.17%	6.89%	8.30%	4.26%	3.38%	2.80%	3.73%	5.74%	4.22%	5.47%	4.70%	5.80%	4.82%	5.32%	6.60%	8.62%	6.30%	4.91%	8.03%	6.12%	3.89%	8.05%	2.54%					
37	"20. ""Политическая партия ""Единая Россия"""	12756	392	363	279	304	249	472	422	420	431	226	267	430	338	281	210	205	282	354	288	344	334	233	364	294	209	166	263	166	200	176	303	359	335	309	334	341	163	87	279	224	416	300	314	30					
		29.37%	31.92%	32.03%	27.21%	29.31%	24.80%	31.23%	30.05%	30.92%	33.33%	29.89%	31.41%	34.12%	29.34%	34.18%	28.64%	29.03%	28.60%	28.92%	32.32%	29.30%	30.09%	26.84%	28.86%	25.43%	27.00%	23.41%	25.41%	24.81%	26.10%	25.65%	28.58%	30.16%	28.19%	28.66%	29.14%	29.27%	31.96%	24.92%	26.39%	28.10%	32.65%	31.57%	32.43%	25.42%					
38	"21. ""Российская Конституционно-демократическая партия"""	56	0	0	1	2	0	2	0	1	4	0	2	3	0	0	0	0	1	2	1	1	3	1	3	4	0	1	3	0	1	1	1	0	0	2	2	4	4	1	0	0	3	0	1	1					
		0.12%	0.0%	0.0%	0.09%	0.19%	0.0%	0.13%	0.0%	0.07%	0.30%	0.0%	0.23%	0.23%	0.0%	0.0%	0.0%	0.0%	0.10%	0.16%	0.11%	0.08%	0.27%	0.11%	0.23%	0.34%	0.0%	0.14%	0.28%	0.0%	0.13%	0.14%	0.09%	0.0%	0.0%	0.18%	0.17%	0.34%	0.78%	0.28%	0.0%	0.0%	0.23%	0.0%	0.10%	0.84%					
39	"22. ""Развитие предпринимательства"""	783	21	21	16	17	16	15	22	19	20	14	6	27	27	18	20	15	11	16	11	24	30	19	27	23	25	26	19	12	10	15	22	13	26	22	26	20	12	4	24	16	16	7	13	0					
		1.80%	1.71%	1.85%	1.56%	1.63%	1.59%	0.99%	1.56%	1.39%	1.54%	1.85%	0.70%	2.14%	2.34%	2.18%	2.72%	2.12%	1.11%	1.30%	1.23%	2.04%	2.70%	2.18%	2.14%	1.98%	3.22%	3.66%	1.83%	1.79%	1.30%	2.18%	2.07%	1.09%	2.18%	2.04%	2.26%	1.71%	2.35%	1.14%	2.27%	2.00%	1.25%	0.73%	1.34%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3794	117	87	109	57	87	147	135	115	109	82	76	87	98	64	60	82	96	109	78	93	108	70	118	99	69	59	119	70	76	65	77	119	113	97	115	111	26	23	81	69	91	50	70	11					
		8.73%	9.52%	7.67%	10.63%	5.49%	8.66%	9.72%	9.61%	8.46%	8.43%	10.84%	8.94%	6.90%	8.50%	7.78%	8.18%	11.61%	9.73%	8.90%	8.75%	7.92%	9.72%	8.06%	9.35%	8.56%	8.91%	8.32%	11.49%	10.46%	9.92%	9.47%	7.26%	10.0%	9.51%	8.99%	10.03%	9.52%	5.09%	6.59%	7.66%	8.65%	7.14%	5.26%	7.23%	9.32%					
																																																			
41	Против всех	1547	51	37	32	103	37	57	42	49	36	26	27	40	36	32	27	28	27	60	26	43	31	32	17	42	26	10	25	18	16	25	30	36	34	42	38	41	23	12	41	27	61	56	44	4					
		3.56%	4.15%	3.26%	3.12%	9.93%	3.68%	3.77%	2.99%	3.60%	2.78%	3.43%	3.17%	3.17%	3.12%	3.89%	3.68%	3.96%	2.73%	4.90%	2.91%	3.66%	2.79%	3.68%	1.34%	3.63%	3.35%	1.41%	2.41%	2.69%	2.08%	3.64%	2.83%	3.02%	2.86%	3.89%	3.31%	3.51%	4.50%	3.43%	3.87%	3.38%	4.78%	5.89%	4.54%	3.38%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
