Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Частинская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №4101	УИК №4102	УИК №4103	УИК №4104	УИК №4105	УИК №4106	УИК №4107	УИК №4108	УИК №4109	УИК №4110	УИК №4111	УИК №4112	УИК №4113	УИК №4114	УИК №4115	УИК №4116	УИК №4117	УИК №4118									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	64	7	1	2	3	1	1	1	0	0	13	20	1	1	4	2	0	4	3									
		1.75%	2.63%	0.60%	0.94%	1.51%	0.94%	0.71%	1.54%	0.00%	0.00%	2.07%	3.99%	0.38%	0.65%	1.61%	1.59%	0.00%	2.76%	1.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0									
		0.14%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.16%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	8	2	1	1	1	0	0	1	0	13	8	0	1	0	1	1	1	1									
		1.10%	3.01%	1.20%	0.47%	0.50%	0.94%	0.00%	0.00%	0.85%	0.00%	2.07%	1.60%	0.00%	0.65%	0.00%	0.79%	1.85%	0.69%	0.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	548	16	11	29	31	12	22	6	7	9	124	111	38	25	30	21	11	17	28									
		15.01%	6.02%	6.63%	13.62%	15.58%	11.32%	15.71%	9.23%	5.93%	11.25%	19.78%	22.16%	14.56%	16.13%	12.10%	16.67%	20.37%	11.72%	15.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	0	1	1	0	1	1	0	1	6	0	1	0	1	0	0	0	0									
		0.36%	0.00%	0.00%	0.47%	0.50%	0.00%	0.71%	1.54%	0.00%	1.25%	0.96%	0.00%	0.38%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	136	25	4	8	5	1	6	1	2	5	25	18	8	4	8	7	0	4	5									
		3.72%	9.40%	2.41%	3.76%	2.51%	0.94%	4.29%	1.54%	1.69%	6.25%	3.99%	3.59%	3.07%	2.58%	3.23%	5.56%	0.00%	2.76%	2.75%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
