Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
"Наименование Избирательной комиссии:    Тамбов, Октябрьская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №785	УИК №786					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8258	112	103	201	192	82	59	182	182	113	197	368	143	197	97	153	69	148	108	211	125	118	77	164	233	32	197	117	112	206	133	99	188	170	131	113	102	158	185	143	126	135	61	81	132	104	124	139	115	178	152	217	118	43	70	149	130	135	170	159					
		9.24%	18.60%	10.10%	9.95%	10.71%	17.15%	6.15%	8.07%	10.54%	18.26%	8.28%	22.47%	6.39%	8.61%	5.51%	8.28%	17.69%	11.29%	4.93%	20.99%	18.83%	12.29%	7.10%	10.12%	10.07%	2.39%	13.71%	8.87%	8.09%	11.17%	9.57%	9.02%	9.64%	8.87%	14.36%	8.15%	6.30%	8.73%	9.79%	8.30%	9.05%	11.34%	4.09%	4.68%	15.83%	8.23%	11.00%	6.92%	9.13%	11.20%	6.48%	9.24%	6.31%	2.60%	4.15%	8.92%	14.96%	13.41%	8.67%	8.43%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	635	12	5	15	17	14	7	8	19	6	21	19	10	10	11	7	5	9	3	9	11	4	3	7	18	2	13	8	3	10	1	7	25	15	11	5	3	10	12	6	3	5	6	17	16	8	10	6	9	13	17	15	20	21	20	12	14	15	12	15					
		0.71%	1.99%	0.49%	0.74%	0.95%	2.93%	0.73%	0.35%	1.10%	0.97%	0.88%	1.16%	0.45%	0.44%	0.63%	0.38%	1.28%	0.69%	0.14%	0.90%	1.66%	0.42%	0.28%	0.43%	0.78%	0.15%	0.90%	0.61%	0.22%	0.54%	0.07%	0.64%	1.28%	0.78%	1.21%	0.36%	0.19%	0.55%	0.64%	0.35%	0.22%	0.42%	0.40%	0.98%	1.92%	0.63%	0.89%	0.30%	0.71%	0.82%	0.73%	0.64%	1.07%	1.27%	1.19%	0.72%	1.61%	1.49%	0.61%	0.80%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16691	153	262	487	449	72	124	250	316	196	537	253	519	509	138	280	63	342	204	323	160	227	177	267	404	419	296	264	221	384	277	178	308	356	205	204	182	357	397	342	55	241	218	420	187	202	253	348	229	267	347	305	300	268	366	223	192	247	465	456					
		18.68%	25.42%	25.69%	24.11%	25.04%	15.06%	12.93%	11.08%	18.30%	31.66%	22.58%	15.45%	23.18%	22.25%	7.84%	15.15%	16.15%	26.09%	9.31%	32.14%	24.10%	23.65%	16.33%	16.48%	17.46%	31.27%	20.60%	20.02%	15.96%	20.82%	19.93%	16.21%	15.79%	18.58%	22.48%	14.71%	11.24%	19.73%	21.02%	19.86%	3.95%	20.25%	14.61%	24.28%	22.42%	15.98%	22.45%	17.33%	18.19%	16.80%	14.80%	12.98%	16.03%	16.17%	21.71%	13.35%	22.09%	24.53%	23.72%	24.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2930	18	58	111	70	4	14	50	57	39	104	36	78	67	39	68	6	52	19	31	30	55	28	43	47	53	52	36	26	50	49	35	70	84	51	45	69	70	56	50	31	59	27	46	46	34	56	55	25	46	70	44	73	52	34	40	54	84	64	70					
		3.28%	2.99%	5.69%	5.50%	3.90%	0.84%	1.46%	2.22%	3.30%	6.30%	4.37%	2.20%	3.48%	2.93%	2.22%	3.68%	1.54%	3.97%	0.87%	3.08%	4.52%	5.73%	2.58%	2.65%	2.03%	3.96%	3.62%	2.73%	1.88%	2.71%	3.53%	3.19%	3.59%	4.38%	5.59%	3.24%	4.26%	3.87%	2.96%	2.90%	2.23%	4.96%	1.81%	2.66%	5.52%	2.69%	4.97%	2.74%	1.99%	2.89%	2.99%	1.87%	3.90%	3.14%	2.02%	2.39%	6.21%	8.34%	3.27%	3.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	51035	222	425	1009	821	262	668	1555	912	176	1242	755	1237	1226	1321	1007	202	572	1750	255	224	406	719	969	1423	774	744	790	849	941	740	661	1106	1038	382	907	989	1014	1036	1056	1063	650	1125	1071	321	786	539	1217	773	995	1434	1531	1180	1156	1048	1084	328	355	1032	962					
		57.11%	36.88%	41.67%	49.95%	45.79%	54.81%	69.66%	68.93%	52.81%	28.43%	52.23%	46.09%	55.25%	53.58%	75.06%	54.49%	51.79%	43.63%	79.84%	25.37%	33.73%	42.29%	66.33%	59.81%	61.50%	57.76%	51.77%	59.89%	61.30%	51.03%	53.24%	60.20%	56.72%	54.18%	41.89%	65.39%	61.09%	56.05%	54.84%	61.32%	76.36%	54.62%	75.40%	61.91%	38.49%	62.18%	47.83%	60.61%	61.40%	62.62%	61.18%	65.18%	63.07%	69.76%	62.16%	64.87%	37.74%	35.25%	52.65%	51.01%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	455	5	9	13	6	3	2	10	8	4	15	11	7	15	8	5	4	6	4	9	6	10	3	7	8	2	9	3	5	16	7	9	12	15	4	6	9	6	11	3	9	5	3	7	6	5	4	3	8	7	9	2	19	12	9	9	13	8	12	10					
		0.51%	0.83%	0.88%	0.64%	0.33%	0.63%	0.21%	0.44%	0.46%	0.65%	0.63%	0.67%	0.31%	0.66%	0.45%	0.27%	1.03%	0.46%	0.18%	0.90%	0.90%	1.04%	0.28%	0.43%	0.35%	0.15%	0.63%	0.23%	0.36%	0.87%	0.50%	0.82%	0.62%	0.78%	0.44%	0.43%	0.56%	0.33%	0.58%	0.17%	0.65%	0.42%	0.20%	0.40%	0.72%	0.40%	0.35%	0.15%	0.64%	0.44%	0.38%	0.09%	1.02%	0.72%	0.53%	0.54%	1.50%	0.79%	0.61%	0.53%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
