Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																				
Дата голосования: 02.12.2007																																																																				
																																																																				
"Наименование Избирательной комиссии:    Тамбов, Октябрьская"																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	0	0	0	0	0	2	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
18	1.Политическая партия «Аграрная партия России»	2908	29	51	42	73	53	64	61	54	50	55	67	56	53	85	55	71	53	61	2	34	9	10	57	37	23	39	58	38	42	48	53	40	26	66	56	32	68	53	71	49	38	30	60	57	35	63	19	29	47	1	4	61	53	57	65	63	68	55	37	63	59					
		3.85%	4.28%	3.30%	4.95%	4.88%	3.38%	5.39%	4.81%	4.05%	3.45%	3.77%	2.72%	3.81%	3.52%	5.36%	4.13%	5.09%	3.21%	3.73%	2.22%	3.36%	2.64%	2.89%	3.73%	3.99%	2.31%	3.42%	3.88%	3.53%	4.31%	3.07%	4.90%	3.97%	2.86%	3.80%	3.88%	3.23%	5.49%	3.85%	4.85%	3.78%	3.70%	4.40%	3.89%	3.54%	3.73%	4.19%	1.94%	2.56%	4.27%	1.39%	2.50%	4.19%	3.49%	3.66%	4.48%	3.90%	4.14%	3.80%	3.54%	3.90%	3.90%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1040	2	20	13	27	22	16	14	21	24	31	27	29	19	35	21	18	25	21	0	10	3	2	26	7	9	17	20	10	7	18	8	10	9	29	21	11	13	27	32	21	15	10	9	20	15	15	11	13	14	1	3	21	28	17	13	25	25	29	13	28	20					
		1.38%	0.29%	1.29%	1.53%	1.80%	1.40%	1.35%	1.10%	1.58%	1.66%	2.13%	1.10%	1.97%	1.26%	2.21%	1.58%	1.29%	1.52%	1.28%	0.00%	0.99%	0.88%	0.58%	1.70%	0.76%	0.90%	1.49%	1.34%	0.93%	0.72%	1.15%	0.74%	0.99%	0.99%	1.67%	1.45%	1.11%	1.05%	1.96%	2.19%	1.62%	1.46%	1.47%	0.58%	1.24%	1.60%	0.99%	1.12%	1.15%	1.27%	1.39%	1.88%	1.44%	1.84%	1.09%	0.90%	1.55%	1.52%	2.00%	1.25%	1.73%	1.32%					
20	3.Политическая партия «Демократическая партия России»	128	4	2	0	1	2	6	5	3	3	0	1	1	2	5	4	5	7	4	0	3	1	1	3	0	2	2	1	1	1	2	2	1	1	2	2	1	2	5	2	2	0	1	2	2	2	1	0	1	0	0	0	3	4	3	3	1	1	2	1	8	1					
		0.17%	0.59%	0.13%	0.00%	0.07%	0.13%	0.51%	0.39%	0.23%	0.21%	0.00%	0.04%	0.07%	0.13%	0.32%	0.30%	0.36%	0.42%	0.24%	0.00%	0.30%	0.29%	0.29%	0.20%	0.00%	0.20%	0.18%	0.07%	0.09%	0.10%	0.13%	0.18%	0.10%	0.11%	0.12%	0.14%	0.10%	0.16%	0.36%	0.14%	0.15%	0.00%	0.15%	0.13%	0.12%	0.21%	0.07%	0.00%	0.09%	0.00%	0.00%	0.00%	0.21%	0.26%	0.19%	0.21%	0.06%	0.06%	0.14%	0.10%	0.50%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	18713	106	428	223	428	482	299	350	408	368	424	350	348	365	445	351	368	234	428	21	217	60	54	438	207	155	297	334	258	253	415	288	270	216	486	376	283	308	375	475	331	255	141	354	436	217	365	220	293	246	3	42	411	326	408	278	370	381	299	218	483	445					
		24.78%	15.63%	27.67%	26.30%	28.59%	30.72%	25.17%	27.58%	30.63%	25.38%	29.08%	14.21%	23.69%	24.24%	28.08%	26.35%	26.40%	14.18%	26.16%	23.33%	21.44%	17.60%	15.61%	28.66%	22.35%	15.58%	26.01%	22.33%	23.93%	25.95%	26.53%	26.62%	26.79%	23.76%	27.98%	26.04%	28.56%	24.88%	27.21%	32.47%	25.50%	24.83%	20.67%	22.96%	27.08%	23.13%	24.27%	22.43%	25.91%	22.34%	4.17%	26.25%	28.21%	21.46%	26.19%	19.16%	22.91%	23.20%	20.63%	20.88%	29.89%	29.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	847	7	13	15	18	20	18	16	13	18	19	13	18	11	25	23	6	12	23	0	3	3	2	14	2	7	22	14	6	10	17	25	17	12	14	20	15	10	22	15	17	12	4	18	16	9	17	11	15	11	1	1	25	10	25	28	16	14	11	16	12	20					
		1.12%	1.03%	0.84%	1.77%	1.20%	1.27%	1.52%	1.26%	0.98%	1.24%	1.30%	0.53%	1.23%	0.73%	1.58%	1.73%	0.43%	0.73%	1.41%	0.00%	0.30%	0.88%	0.58%	0.92%	0.22%	0.70%	1.93%	0.94%	0.56%	1.03%	1.09%	2.31%	1.69%	1.32%	0.81%	1.39%	1.51%	0.81%	1.60%	1.03%	1.31%	1.17%	0.59%	1.17%	0.99%	0.96%	1.13%	1.12%	1.33%	0.99%	1.39%	0.63%	1.72%	0.66%	1.60%	1.93%	0.99%	0.85%	0.76%	1.53%	0.74%	1.32%					
23	6.Политическая партия «Партия социальной справедливости»	210	2	3	1	5	5	2	1	3	3	2	7	1	0	6	3	6	5	4	0	2	3	2	5	9	3	4	3	2	2	5	0	3	1	7	2	9	4	1	6	3	1	1	6	7	3	11	3	1	1	0	1	5	3	4	2	4	3	5	6	4	4					
		0.28%	0.29%	0.19%	0.12%	0.33%	0.32%	0.17%	0.08%	0.23%	0.21%	0.14%	0.28%	0.07%	0.00%	0.38%	0.23%	0.43%	0.30%	0.24%	0.00%	0.20%	0.88%	0.58%	0.33%	0.97%	0.30%	0.35%	0.20%	0.19%	0.21%	0.32%	0.00%	0.30%	0.11%	0.40%	0.14%	0.91%	0.32%	0.07%	0.41%	0.23%	0.10%	0.15%	0.39%	0.43%	0.32%	0.73%	0.31%	0.09%	0.09%	0.00%	0.63%	0.34%	0.20%	0.26%	0.14%	0.25%	0.18%	0.35%	0.57%	0.25%	0.26%					
24	7.Политическая партия «Либерально-демократическая партия России»	6758	75	124	53	120	139	97	116	91	110	107	384	135	98	112	117	140	142	123	12	82	37	22	146	85	182	96	150	115	67	130	65	93	81	144	106	86	79	131	90	110	119	87	140	143	83	149	88	102	102	7	9	95	159	150	131	146	136	149	115	135	121					
		8.95%	11.06%	8.02%	6.25%	8.02%	8.86%	8.16%	9.14%	6.83%	7.59%	7.34%	15.59%	9.19%	6.51%	7.07%	8.78%	10.04%	8.61%	7.52%	13.33%	8.10%	10.85%	6.36%	9.55%	9.18%	18.29%	8.41%	10.03%	10.67%	6.87%	8.31%	6.01%	9.23%	8.91%	8.29%	7.34%	8.68%	6.38%	9.51%	6.15%	8.47%	11.59%	12.76%	9.08%	8.88%	8.85%	9.91%	8.97%	9.02%	9.26%	9.72%	5.63%	6.52%	10.47%	9.63%	9.03%	9.04%	8.28%	10.28%	11.02%	8.35%	7.99%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5609	33	139	79	139	93	94	114	99	130	127	104	114	100	136	128	78	103	141	5	46	17	11	118	67	74	85	121	71	81	103	105	90	72	128	121	76	120	101	94	95	77	36	120	115	86	118	59	88	79	3	9	110	97	107	109	118	129	107	84	96	110					
		7.43%	4.87%	8.99%	9.32%	9.29%	5.93%	7.91%	8.98%	7.43%	8.97%	8.71%	4.22%	7.76%	6.64%	8.58%	9.61%	5.60%	6.24%	8.62%	5.56%	4.55%	4.99%	3.18%	7.72%	7.24%	7.44%	7.44%	8.09%	6.59%	8.31%	6.59%	9.70%	8.93%	7.92%	7.37%	8.38%	7.67%	9.69%	7.33%	6.43%	7.32%	7.50%	5.28%	7.78%	7.14%	9.17%	7.85%	6.01%	7.78%	7.18%	4.17%	5.63%	7.55%	6.39%	6.87%	7.51%	7.31%	7.86%	7.38%	8.05%	5.94%	7.27%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	777	7	9	5	21	14	15	16	10	18	16	17	18	21	16	13	13	15	13	2	11	5	2	11	6	8	11	19	14	12	16	6	6	17	18	10	9	19	16	11	12	12	7	3	11	9	26	10	19	4	0	4	19	23	11	11	23	18	20	8	18	23					
		1.03%	1.03%	0.58%	0.59%	1.40%	0.89%	1.26%	1.26%	0.75%	1.24%	1.10%	0.69%	1.23%	1.39%	1.01%	0.98%	0.93%	0.91%	0.79%	2.22%	1.09%	1.47%	0.58%	0.72%	0.65%	0.80%	0.96%	1.27%	1.30%	1.23%	1.02%	0.55%	0.60%	1.87%	1.04%	0.69%	0.91%	1.53%	1.16%	0.75%	0.92%	1.17%	1.03%	0.19%	0.68%	0.96%	1.73%	1.02%	1.68%	0.36%	0.00%	2.50%	1.30%	1.51%	0.71%	0.76%	1.42%	1.10%	1.38%	0.77%	1.11%	1.52%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	35399	396	699	375	588	679	528	512	580	637	603	1419	679	774	636	554	641	1007	696	46	569	195	224	660	474	494	522	718	516	471	765	481	441	439	760	664	420	576	593	590	607	467	334	782	742	442	674	536	517	550	54	85	633	747	698	748	777	804	723	506	702	650					
		46.87%	58.41%	45.18%	44.22%	39.28%	43.28%	44.44%	40.35%	43.54%	43.93%	41.36%	57.61%	46.22%	51.39%	40.13%	41.59%	45.98%	61.03%	42.54%	51.11%	56.23%	57.18%	64.74%	43.19%	51.19%	49.65%	45.71%	47.99%	47.87%	48.31%	48.91%	44.45%	43.75%	48.29%	43.75%	45.98%	42.38%	46.53%	43.03%	40.33%	46.76%	45.47%	48.97%	50.71%	46.09%	47.12%	44.81%	54.64%	45.71%	49.95%	75.00%	53.13%	43.45%	49.18%	44.80%	51.55%	48.11%	48.96%	49.90%	48.47%	43.44%	42.96%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2184	9	39	30	59	45	40	52	37	72	63	43	51	42	64	38	31	26	85	1	17	3	8	38	18	12	32	38	27	22	23	36	21	16	71	46	36	29	38	55	33	25	24	24	40	23	37	16	40	41	2	0	57	49	45	45	61	51	27	32	58	41					
		2.89%	1.33%	2.52%	3.54%	3.94%	2.87%	3.37%	4.10%	2.78%	4.97%	4.32%	1.75%	3.47%	2.79%	4.04%	2.85%	2.22%	1.58%	5.20%	1.11%	1.68%	0.88%	2.31%	2.49%	1.94%	1.21%	2.80%	2.54%	2.50%	2.26%	1.47%	3.33%	2.08%	1.76%	4.09%	3.19%	3.63%	2.34%	2.76%	3.76%	2.54%	2.43%	3.52%	1.56%	2.48%	2.45%	2.46%	1.63%	3.54%	3.72%	2.78%	0.00%	3.91%	3.23%	2.89%	3.10%	3.78%	3.11%	1.86%	3.07%	3.59%	2.71%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
