Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
"Наименование Избирательной комиссии:    Челябинск, Советская"																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1921	27	29	18	18	14	21	27	24	44	36	37	30	45	31	32	27	43	42	37	24	36	36	32	25	33	45	42	42	23	27	29	23	31	12	19	11	17	5	31	20	34	46	36	44	18	40	40	36	44	29	32	38	15	48	8	47	38	44	42	39	46	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	583	11	11	7	5	7	10	15	6	32	12	32	13	15	13	21	13	10	12	13	9	9	7	14	8	16	10	17	14	4	14	9	2	7	6	5	5	4	1	10	3	10	20	12	10	1	10	9	5	8	5	5	18	1	3	0	7	10	1	3	3	9	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	471	4	10	23	4	9	10	5	7	11	10	16	18	2	14	14	11	8	8	19	15	8	10	8	12	5	21	8	7	6	6	5	4	3	3	6	1	7	13	6	2	4	14	7	6	5	5	11	8	1	2	3	6	5	6	0	4	1	1	5	1	6	11					
14	Число погашенных открепительных удостоверений	1338	16	18	11	13	7	11	12	18	12	24	5	17	30	18	11	14	33	30	24	15	27	29	18	17	17	35	25	28	19	13	20	21	24	6	14	6	13	4	21	17	24	26	24	34	17	30	31	31	36	24	27	20	14	45	8	40	28	43	39	36	37	11					
15	Число открепительных удостоверений выданных ТИК	71	0	0	1	1	0	1	0	1	1	1	1	2	2	1	0	0	2	1	0	1	1	1	1	1	0	1	4	1	1	2	0	0	1	0	0	0	1	0	2	1	2	3	3	3	0	1	3	0	0	1	3	6	0	4	0	1	0	0	1	3	2	1					
16	Число утраченных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	"1. ""ЕДИНЕНИЕ"""	342	9	5	0	1	4	3	2	2	9	7	23	4	12	10	5	4	10	7	8	6	4	9	6	1	7	4	5	9	3	4	0	4	8	0	6	1	6	1	7	4	5	12	1	3	2	4	1	10	3	4	7	6	0	7	4	13	13	5	4	8	8	2					
		0.64%	0.96%	0.51%	0.0%	0.17%	0.76%	0.44%	0.23%	0.25%	0.63%	0.92%	1.09%	0.45%	0.93%	0.98%	0.54%	0.51%	0.82%	0.63%	0.65%	0.85%	0.36%	0.84%	0.54%	0.15%	0.73%	0.53%	0.39%	0.72%	0.46%	0.53%	0.0%	0.66%	1.26%	0.0%	1.39%	0.38%	1.40%	0.88%	1.16%	1.0%	0.69%	0.90%	0.10%	0.28%	0.41%	0.34%	0.09%	1.13%	0.27%	0.51%	0.97%	0.65%	0.0%	0.57%	2.46%	1.12%	1.32%	0.43%	0.36%	0.91%	0.72%	0.66%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3419	98	131	88	77	58	77	88	62	133	87	94	69	103	63	40	58	74	40	105	37	121	67	85	54	58	66	104	68	61	50	44	38	36	7	22	15	31	5	36	13	19	70	51	55	19	81	54	28	68	36	33	42	9	43	5	44	29	47	36	30	45	12					
		6.48%	10.56%	13.47%	15.71%	13.16%	11.08%	11.47%	10.25%	7.96%	9.34%	11.44%	4.45%	7.81%	7.99%	6.20%	4.35%	7.52%	6.13%	3.63%	8.65%	5.25%	10.97%	6.32%	7.67%	8.61%	6.05%	8.83%	8.19%	5.45%	9.53%	6.64%	5.70%	6.33%	5.68%	2.66%	5.11%	5.74%	7.24%	4.42%	5.97%	3.25%	2.63%	5.25%	5.35%	5.28%	3.91%	7.03%	5.30%	3.16%	6.26%	4.59%	4.59%	4.61%	3.05%	3.52%	3.08%	3.79%	2.96%	4.13%	3.25%	3.41%	4.10%	3.96%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	7805	97	83	41	47	56	80	103	104	210	79	127	110	148	189	146	134	160	185	146	116	119	144	118	89	123	96	190	191	84	114	104	111	111	55	49	44	65	14	105	62	100	228	149	165	88	134	180	160	174	114	138	141	55	164	49	327	179	240	205	209	190	67					
		14.80%	10.45%	8.53%	7.32%	8.03%	10.70%	11.92%	12.00%	13.36%	14.75%	10.39%	6.01%	12.45%	11.48%	18.62%	15.90%	17.38%	13.26%	16.83%	12.03%	16.47%	10.78%	13.58%	10.64%	14.19%	12.83%	12.85%	14.97%	15.31%	13.12%	15.15%	13.48%	18.5%	17.53%	20.91%	11.39%	16.85%	15.18%	12.38%	17.41%	15.5%	13.85%	17.10%	15.63%	15.86%	18.14%	11.63%	17.69%	18.09%	16.02%	14.54%	19.22%	15.47%	18.64%	13.45%	30.24%	28.18%	18.28%	21.10%	18.51%	23.80%	17.31%	22.11%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4129	118	117	83	95	78	86	98	70	140	74	115	89	126	97	59	47	104	86	111	53	110	108	107	55	77	61	104	77	55	67	57	39	32	20	26	22	24	4	23	22	43	126	47	95	30	90	76	48	90	79	36	46	9	48	10	52	51	35	65	45	65	7					
		7.83%	12.71%	12.03%	14.82%	16.23%	14.91%	12.81%	11.42%	8.99%	9.83%	9.73%	5.45%	10.07%	9.77%	9.55%	6.42%	6.09%	8.62%	7.82%	9.15%	7.52%	9.97%	10.18%	9.65%	8.77%	8.03%	8.16%	8.19%	6.17%	8.59%	8.90%	7.39%	6.5%	5.05%	7.60%	6.04%	8.42%	5.60%	3.53%	3.81%	5.5%	5.95%	9.45%	4.93%	9.13%	6.18%	7.81%	7.47%	5.42%	8.28%	10.07%	5.01%	5.04%	3.05%	3.93%	6.17%	4.48%	5.20%	3.07%	5.87%	5.12%	5.92%	2.31%					
22	"5. ""За Русь Святую"""	188	0	4	3	1	0	1	1	5	3	6	6	1	2	2	5	4	1	5	2	2	2	0	7	7	4	3	4	3	3	7	1	2	0	0	2	1	2	1	1	5	6	3	6	2	4	6	0	6	1	3	5	2	1	4	1	6	1	5	1	9	5	2					
		0.35%	0.0%	0.41%	0.53%	0.17%	0.0%	0.14%	0.11%	0.64%	0.21%	0.78%	0.28%	0.11%	0.15%	0.19%	0.54%	0.51%	0.08%	0.45%	0.16%	0.28%	0.18%	0.0%	0.63%	1.11%	0.41%	0.40%	0.31%	0.24%	0.46%	0.93%	0.12%	0.33%	0.0%	0.0%	0.46%	0.38%	0.46%	0.88%	0.16%	1.25%	0.83%	0.22%	0.62%	0.19%	0.82%	0.52%	0.0%	0.67%	0.09%	0.38%	0.69%	0.21%	0.33%	0.32%	0.61%	0.51%	0.10%	0.43%	0.09%	1.02%	0.45%	0.66%					
23	"6. ""Объединенная Российская партия ""Русь"""	82	1	1	0	0	0	0	2	3	2	0	4	1	1	0	3	0	0	2	1	2	3	0	2	1	0	2	1	2	0	3	2	2	1	0	2	0	1	0	1	0	0	7	1	2	0	1	1	0	0	1	2	4	0	4	1	2	0	5	0	2	3	0					
		0.15%	0.10%	0.10%	0.0%	0.0%	0.0%	0.0%	0.23%	0.38%	0.14%	0.0%	0.18%	0.11%	0.07%	0.0%	0.32%	0.0%	0.0%	0.18%	0.08%	0.28%	0.27%	0.0%	0.18%	0.15%	0.0%	0.26%	0.07%	0.16%	0.0%	0.39%	0.25%	0.33%	0.15%	0.0%	0.46%	0.0%	0.23%	0.0%	0.16%	0.0%	0.0%	0.52%	0.10%	0.19%	0.0%	0.08%	0.09%	0.0%	0.0%	0.12%	0.27%	0.43%	0.0%	0.32%	0.61%	0.17%	0.0%	0.43%	0.0%	0.22%	0.27%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	524	12	5	4	4	1	7	6	7	10	9	15	7	7	5	10	3	14	11	9	5	10	16	8	5	12	9	11	9	6	3	4	1	12	9	6	5	6	1	7	8	9	20	11	10	8	9	9	11	3	11	6	21	9	14	0	13	12	13	8	13	12	3					
		0.99%	1.29%	0.51%	0.71%	0.68%	0.19%	1.04%	0.69%	0.89%	0.70%	1.18%	0.71%	0.79%	0.54%	0.49%	1.08%	0.38%	1.16%	1.00%	0.74%	0.71%	0.90%	1.50%	0.72%	0.79%	1.25%	1.20%	0.86%	0.72%	0.93%	0.39%	0.51%	0.16%	1.89%	3.42%	1.39%	1.91%	1.40%	0.88%	1.16%	2.0%	1.24%	1.50%	1.15%	0.96%	1.64%	0.78%	0.88%	1.24%	0.27%	1.40%	0.83%	2.30%	3.05%	1.14%	0.0%	1.12%	1.22%	1.14%	0.72%	1.48%	1.09%	0.99%					
25	"8. ""Народно-республиканская партия России"""	32	0	1	0	0	0	0	2	0	1	1	0	1	0	0	1	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	2	1	0	0	1	1	1	0	0	0	1	0	0	2	1	3	1	1	0					
		0.06%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.07%	0.13%	0.0%	0.11%	0.0%	0.0%	0.10%	0.12%	0.16%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.07%	0.0%	0.19%	0.20%	0.0%	0.0%	0.11%	0.09%	0.12%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.20%	0.08%	0.27%	0.11%	0.09%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	368	14	4	5	8	2	2	7	13	15	8	12	13	6	1	2	6	7	13	8	2	12	8	5	5	5	8	13	8	1	13	4	7	2	1	2	2	1	0	0	2	7	7	5	8	1	10	14	10	5	3	2	7	1	1	1	8	2	10	8	6	4	1					
		0.69%	1.50%	0.41%	0.89%	1.36%	0.38%	0.29%	0.81%	1.67%	1.05%	1.05%	0.56%	1.47%	0.46%	0.09%	0.21%	0.77%	0.58%	1.18%	0.65%	0.28%	1.08%	0.75%	0.45%	0.79%	0.52%	1.07%	1.02%	0.64%	0.15%	1.72%	0.51%	1.16%	0.31%	0.38%	0.46%	0.76%	0.23%	0.0%	0.0%	0.5%	0.96%	0.52%	0.52%	0.76%	0.20%	0.86%	1.37%	1.13%	0.46%	0.38%	0.27%	0.76%	0.33%	0.08%	0.61%	0.68%	0.20%	0.87%	0.72%	0.68%	0.36%	0.33%					
27	"10. ""Аграрная партия России"""	854	9	14	3	7	5	9	6	29	19	19	21	18	29	16	19	17	20	36	19	7	16	13	17	6	16	12	26	27	4	17	9	10	8	1	6	3	11	2	6	4	17	25	11	14	7	22	11	16	20	11	7	14	4	25	4	24	22	16	14	9	22	3					
		1.62%	0.96%	1.44%	0.53%	1.19%	0.95%	1.34%	0.69%	3.72%	1.33%	2.5%	0.99%	2.03%	2.24%	1.57%	2.06%	2.20%	1.65%	3.27%	1.56%	0.99%	1.45%	1.22%	1.53%	0.95%	1.67%	1.60%	2.04%	2.16%	0.62%	2.26%	1.16%	1.66%	1.26%	0.38%	1.39%	1.14%	2.57%	1.76%	0.99%	1.0%	2.35%	1.87%	1.15%	1.34%	1.44%	1.90%	1.08%	1.80%	1.84%	1.40%	0.97%	1.53%	1.35%	2.05%	2.46%	2.06%	2.24%	1.40%	1.26%	1.02%	2.00%	0.99%					
28	"11. ""Истинные патриоты России"""	60	0	0	0	0	0	1	0	0	1	3	3	1	1	0	1	0	0	1	4	0	0	1	0	1	3	1	2	0	1	0	3	0	1	0	0	0	1	0	0	1	2	2	0	1	2	0	1	3	1	4	2	3	0	0	3	0	0	2	0	0	2	1					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.07%	0.39%	0.14%	0.11%	0.07%	0.0%	0.10%	0.0%	0.0%	0.09%	0.32%	0.0%	0.0%	0.09%	0.0%	0.15%	0.31%	0.13%	0.15%	0.0%	0.15%	0.0%	0.38%	0.0%	0.15%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.25%	0.27%	0.15%	0.0%	0.09%	0.41%	0.0%	0.09%	0.33%	0.09%	0.51%	0.27%	0.32%	0.0%	0.0%	1.85%	0.0%	0.0%	0.17%	0.0%	0.0%	0.18%	0.33%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	699	13	22	4	5	0	5	7	8	16	7	19	13	16	15	7	15	18	19	5	8	14	17	23	9	13	10	7	26	9	13	13	7	11	1	9	9	4	0	8	4	16	16	17	18	7	25	11	11	12	12	10	13	2	18	4	8	15	19	17	9	7	3					
		1.32%	1.40%	2.26%	0.71%	0.85%	0.0%	0.74%	0.81%	1.02%	1.12%	0.92%	0.90%	1.47%	1.24%	1.47%	0.76%	1.94%	1.49%	1.72%	0.41%	1.13%	1.26%	1.60%	2.07%	1.43%	1.35%	1.33%	0.55%	2.08%	1.40%	1.72%	1.68%	1.16%	1.73%	0.38%	2.09%	3.44%	0.93%	0.0%	1.32%	1.0%	2.21%	1.20%	1.78%	1.73%	1.44%	2.17%	1.08%	1.24%	1.10%	1.53%	1.39%	1.42%	0.67%	1.47%	2.46%	0.68%	1.53%	1.67%	1.53%	1.02%	0.63%	0.99%					
30	"13. ""Демократическая партия России"""	71	2	0	1	1	1	1	3	0	0	0	2	2	2	0	1	2	0	1	1	0	2	1	0	0	0	3	0	1	2	0	1	0	1	0	0	2	0	0	0	2	0	1	1	1	1	2	0	0	0	2	2	6	1	3	0	4	2	0	3	1	3	3					
		0.13%	0.21%	0.0%	0.17%	0.17%	0.19%	0.14%	0.34%	0.0%	0.0%	0.0%	0.09%	0.22%	0.15%	0.0%	0.10%	0.25%	0.0%	0.09%	0.08%	0.0%	0.18%	0.09%	0.0%	0.0%	0.0%	0.40%	0.0%	0.08%	0.31%	0.0%	0.12%	0.0%	0.15%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.5%	0.0%	0.07%	0.10%	0.09%	0.20%	0.17%	0.0%	0.0%	0.0%	0.25%	0.27%	0.65%	0.33%	0.24%	0.0%	0.34%	0.20%	0.0%	0.27%	0.11%	0.27%	0.99%					
31	"14. ""Великая Россия - Евразийский Союз"""	70	2	1	0	0	1	1	1	2	0	2	2	4	1	3	1	1	1	0	3	1	0	0	2	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	3	0	2	2	1	1	5	0	5	1	1	1	3	2	0	0	0					
		0.13%	0.21%	0.10%	0.0%	0.0%	0.19%	0.14%	0.11%	0.25%	0.0%	0.26%	0.09%	0.45%	0.07%	0.29%	0.10%	0.12%	0.08%	0.0%	0.24%	0.14%	0.0%	0.0%	0.18%	0.0%	0.0%	0.26%	0.23%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.41%	0.26%	0.0%	0.22%	0.18%	0.12%	0.13%	0.54%	0.0%	0.41%	0.61%	0.08%	0.10%	0.26%	0.18%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	102	5	1	0	3	2	5	1	2	4	3	5	2	3	1	4	0	1	3	4	1	3	1	0	0	5	0	1	3	2	2	2	2	0	1	2	0	1	0	2	2	3	1	1	2	0	2	1	0	1	0	1	1	1	3	0	3	0	0	0	1	1	1					
		0.19%	0.53%	0.10%	0.0%	0.51%	0.38%	0.74%	0.11%	0.25%	0.28%	0.39%	0.23%	0.22%	0.23%	0.09%	0.43%	0.0%	0.08%	0.27%	0.32%	0.14%	0.27%	0.09%	0.0%	0.0%	0.52%	0.0%	0.07%	0.24%	0.31%	0.26%	0.25%	0.33%	0.0%	0.38%	0.46%	0.0%	0.23%	0.0%	0.33%	0.5%	0.41%	0.07%	0.10%	0.19%	0.0%	0.17%	0.09%	0.0%	0.09%	0.0%	0.13%	0.10%	0.33%	0.24%	0.0%	0.25%	0.0%	0.0%	0.0%	0.11%	0.09%	0.33%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3848	76	112	54	77	61	70	114	80	107	68	108	71	99	71	55	54	76	66	127	67	121	121	113	52	74	48	92	73	59	60	68	44	35	7	34	15	19	5	31	14	48	79	87	81	30	94	40	45	80	44	52	51	20	59	5	58	43	68	54	29	68	15					
		7.30%	8.18%	11.52%	9.64%	13.16%	11.66%	10.43%	13.28%	10.28%	7.51%	8.94%	5.11%	8.04%	7.68%	6.99%	5.99%	7.00%	6.30%	6.00%	10.46%	9.51%	10.97%	11.41%	10.19%	8.29%	7.72%	6.42%	7.24%	5.85%	9.21%	7.97%	8.81%	7.33%	5.52%	2.66%	7.90%	5.74%	4.43%	4.42%	5.14%	3.5%	6.64%	5.92%	9.12%	7.78%	6.18%	8.15%	3.93%	5.09%	7.36%	5.61%	7.24%	5.59%	6.77%	4.84%	3.08%	5.0%	4.39%	5.98%	4.87%	3.30%	6.19%	4.95%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	71	1	0	0	0	0	2	1	0	1	1	10	0	2	2	1	2	0	3	0	0	1	2	0	0	5	1	0	2	1	1	0	0	1	0	0	1	0	0	0	0	1	1	2	2	2	0	2	1	1	2	1	1	0	2	0	1	3	1	2	4	0	1					
		0.13%	0.10%	0.0%	0.0%	0.0%	0.0%	0.29%	0.11%	0.0%	0.07%	0.13%	0.47%	0.0%	0.15%	0.19%	0.10%	0.25%	0.0%	0.27%	0.0%	0.0%	0.09%	0.18%	0.0%	0.0%	0.52%	0.13%	0.0%	0.16%	0.15%	0.13%	0.0%	0.0%	0.15%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.13%	0.07%	0.20%	0.19%	0.41%	0.0%	0.19%	0.11%	0.09%	0.25%	0.13%	0.10%	0.0%	0.16%	0.0%	0.08%	0.30%	0.08%	0.18%	0.45%	0.0%	0.33%					
35	"18. ""ЛДПР"""	5606	56	76	34	26	21	53	65	51	101	68	235	65	96	86	82	83	139	126	87	61	79	95	72	39	88	74	122	131	57	57	83	68	87	36	54	22	64	18	63	69	92	171	130	106	58	149	121	95	145	105	96	137	50	212	17	144	147	156	162	131	159	34					
		10.63%	6.03%	7.81%	6.07%	4.44%	4.01%	7.89%	7.57%	6.55%	7.09%	8.94%	11.13%	7.36%	7.44%	8.47%	8.93%	10.76%	11.52%	11.46%	7.17%	8.66%	7.16%	8.96%	6.49%	6.22%	9.18%	9.90%	9.61%	10.50%	8.90%	7.57%	10.76%	11.33%	13.74%	13.68%	12.55%	8.42%	14.95%	15.92%	10.44%	17.25%	12.74%	12.82%	13.64%	10.19%	11.95%	12.93%	11.89%	10.74%	13.35%	13.39%	13.37%	15.03%	16.94%	17.39%	10.49%	12.41%	15.01%	13.72%	14.63%	14.92%	14.49%	11.22%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	540	10	13	5	2	3	3	10	4	17	10	19	5	13	7	7	12	14	7	14	1	14	14	11	14	10	11	12	21	6	5	7	6	9	5	9	2	4	0	8	4	10	19	7	8	9	3	7	10	15	9	8	10	9	12	4	8	6	6	11	5	14	2					
		1.02%	1.07%	1.33%	0.89%	0.34%	0.57%	0.44%	1.16%	0.51%	1.19%	1.31%	0.90%	0.56%	1.00%	0.68%	0.76%	1.55%	1.16%	0.63%	1.15%	0.14%	1.26%	1.32%	0.99%	2.23%	1.04%	1.47%	0.94%	1.68%	0.93%	0.66%	0.90%	1.0%	1.42%	1.90%	2.09%	0.76%	0.93%	0.0%	1.32%	1.0%	1.38%	1.42%	0.73%	0.76%	1.85%	0.26%	0.68%	1.13%	1.38%	1.14%	1.11%	1.09%	3.05%	0.98%	2.46%	0.68%	0.61%	0.52%	0.99%	0.56%	1.27%	0.66%					
37	"20. ""Политическая партия ""Единая Россия"""	13765	232	240	134	131	130	154	200	195	396	180	1025	208	346	255	267	194	302	255	302	203	306	247	299	160	243	215	334	312	160	185	214	130	159	69	121	65	89	34	188	113	225	316	264	237	130	285	261	219	276	178	166	223	60	284	27	251	242	296	269	205	274	85					
		26.11%	25.0%	24.69%	23.92%	22.39%	24.85%	22.95%	23.31%	25.06%	27.82%	23.68%	48.57%	23.55%	26.84%	25.12%	29.08%	25.16%	25.04%	23.20%	24.89%	28.83%	27.74%	23.30%	26.98%	25.51%	25.36%	28.78%	26.31%	25.02%	25.0%	24.60%	27.75%	21.66%	25.11%	26.23%	28.13%	24.90%	20.79%	30.08%	31.17%	28.25%	31.16%	23.70%	27.70%	22.78%	26.80%	24.73%	25.66%	24.77%	25.41%	22.70%	23.11%	24.47%	20.33%	23.29%	16.66%	21.63%	24.71%	26.03%	24.29%	23.34%	24.97%	28.05%					
38	"21. ""Российская Конституционно-демократическая партия"""	67	0	2	1	0	0	1	0	0	4	2	6	0	4	3	1	0	0	0	2	3	1	1	2	0	2	1	4	1	0	0	0	0	0	0	0	1	0	0	2	0	2	2	1	1	0	1	2	0	0	2	1	2	0	0	0	1	1	2	2	2	0	1					
		0.12%	0.0%	0.20%	0.17%	0.0%	0.0%	0.14%	0.0%	0.0%	0.28%	0.26%	0.28%	0.0%	0.31%	0.29%	0.10%	0.0%	0.0%	0.0%	0.16%	0.42%	0.09%	0.09%	0.18%	0.0%	0.20%	0.13%	0.31%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.33%	0.0%	0.27%	0.15%	0.10%	0.09%	0.0%	0.08%	0.19%	0.0%	0.0%	0.25%	0.13%	0.21%	0.0%	0.0%	0.0%	0.08%	0.10%	0.17%	0.18%	0.22%	0.0%	0.33%					
39	"22. ""Развитие предпринимательства"""	157	4	1	2	5	2	1	3	1	2	4	4	2	7	3	0	4	6	3	8	3	3	4	1	4	3	2	3	3	4	1	3	3	1	0	3	1	0	0	2	2	1	6	1	4	1	3	3	3	6	3	1	0	1	2	0	3	3	0	1	2	3	2					
