Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Первомайская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016									
		6.47%	9.41%	12.72%	11.21%	6.67%	7.70%	10.58%	3.11%	4.61%	5.78%	6.36%	6.41%	2.62%	3.95%	4.31%	3.54%	3.77%	4.14%	4.12%	10.22%	7.50%	9.27%	6.02%	3.61%	2.08%	5.56%	4.05%	0.21%	17.26%	4.96%	1.42%	4.19%	6.43%	10.00%	8.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	86	14	1	0	6	3	7	3	7	2	5	3	4	0	0	0	6	1	0	6	0	1	1	0	0	7	0	0	2	2	1	0	3	1	0									
		0.54%	2.31%	0.20%	0.00%	0.80%	0.40%	1.23%	0.78%	1.90%	0.58%	0.82%	0.77%	2.09%	0.00%	0.00%	0.00%	0.59%	0.12%	0.00%	0.79%	0.00%	0.17%	0.25%	0.00%	0.00%	0.67%	0.00%	0.00%	0.47%	0.21%	0.71%	0.00%	0.77%	0.83%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	1	0	0	0	1	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	3	3	0	0									
		0.11%	0.17%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.29%	0.16%	0.51%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.58%	0.00%	0.00%	0.00%	0.00%	0.45%	0.77%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	0	1	0	1	1	9	1	2	1	3	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	2	0	1	0									
		0.20%	0.00%	0.20%	0.00%	0.13%	0.13%	1.59%	0.26%	0.54%	0.29%	0.49%	0.00%	0.52%	0.66%	0.00%	0.39%	0.10%	0.00%	0.59%	0.00%	0.00%	0.00%	0.25%	0.60%	0.00%	0.00%	0.58%	0.00%	0.24%	0.00%	0.00%	0.30%	0.00%	0.83%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	81	1	2	2	6	3	6	5	0	3	6	4	3	0	0	2	3	0	3	3	3	4	1	2	0	1	1	2	0	6	1	0	6	2	0									
		0.51%	0.17%	0.40%	0.44%	0.80%	0.40%	1.06%	1.30%	0.00%	0.87%	0.98%	1.03%	1.57%	0.00%	0.00%	0.79%	0.30%	0.00%	1.76%	0.39%	1.50%	0.70%	0.25%	1.20%	0.00%	0.10%	0.58%	0.42%	0.00%	0.62%	0.71%	0.00%	1.54%	1.67%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	566	31	26	31	17	40	24	20	5	10	50	17	2	5	16	9	20	29	4	41	16	17	17	7	2	29	4	4	11	29	0	13	7	9	4									
		3.58%	5.12%	5.17%	6.81%	2.27%	5.31%	4.23%	5.18%	1.36%	2.89%	8.16%	4.36%	1.05%	3.29%	1.97%	3.54%	1.98%	3.43%	2.35%	5.37%	8.00%	2.97%	4.26%	4.22%	2.08%	2.78%	2.31%	0.84%	2.60%	2.99%	0.00%	1.94%	1.80%	7.50%	8.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	2	0	1	0	0	3	0	3	2	1	0	0	1	0	1	2	0	0	0	0	0	1	0	0	2	0	1	0	3	0	2	2	0	0									
		0.17%	0.33%	0.00%	0.22%	0.00%	0.00%	0.53%	0.00%	0.81%	0.58%	0.16%	0.00%	0.00%	0.66%	0.00%	0.39%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.19%	0.00%	0.21%	0.00%	0.31%	0.00%	0.30%	0.51%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	273	24	15	8	15	15	15	15	2	9	9	3	2	0	0	14	14	2	2	2	19	0	10	3	4	24	0	2	2	18	2	16	3	3	1									
		1.73%	3.96%	2.98%	1.76%	2.00%	1.99%	2.65%	3.89%	0.54%	2.60%	1.47%	0.77%	1.05%	0.00%	0.00%	5.51%	1.39%	0.24%	1.18%	0.26%	9.50%	0.00%	2.51%	1.81%	4.17%	2.30%	0.00%	0.42%	0.47%	1.86%	1.42%	2.39%	0.77%	2.50%	2.08%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
