Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    район Крюково																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046	УИК №3047	УИК №3048	УИК №3049	УИК №3050	УИК №3051	УИК №3052	УИК №3053	УИК №3054	УИК №3055	УИК №3056	УИК №3057	УИК №3058	УИК №3059	УИК №3060	УИК №3061	УИК №3062	УИК №3063	УИК №3064	УИК №3065	УИК №3066	УИК №3067	УИК №3068	УИК №3069	УИК №3070	УИК №3071	УИК №3072	УИК №3073	УИК №3074	УИК №3075	УИК №3076	УИК №3077	УИК №3078	УИК №3079					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	95	0	3	0	1	2	0	1	0	2	2	4	5	2	4	4	0	1	7	1	2	1	2	2	2	0	4	3	1	0	3	2	1	1	1	5	0	6	0	1	0	4	2	0	3	2	1	2	0	3	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5697	122	94	75	124	126	108	123	142	107	105	115	122	137	82	117	59	133	161	125	97	108	130	111	89	151	134	171	94	98	127	88	124	84	79	79	123	114	77	148	91	134	115	129	134	120	118	84	91	67	58	86	67					
		17.48%	17.23%	18.11%	15.89%	17.95%	16.47%	19.67%	18.66%	18.96%	16.09%	14.66%	17.56%	17.16%	17.98%	17.90%	14.23%	15.28%	20.34%	17.99%	18.22%	17.23%	16.98%	16.13%	14.92%	15.24%	19.16%	20.12%	19.95%	19.14%	15.71%	16.54%	14.57%	18.32%	18.22%	14.50%	13.64%	18.44%	18.75%	15.94%	17.13%	15.48%	20.30%	18.70%	20.81%	18.79%	19.23%	20.49%	15.79%	17.53%	15.51%	18.47%	15.93%	20.36%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5266	101	90	86	119	109	80	116	149	103	127	102	125	100	69	158	59	101	140	119	86	78	118	123	105	129	99	144	83	93	121	108	107	84	75	97	70	90	67	127	85	88	111	110	139	116	121	84	92	61	47	95	60					
		16.15%	14.27%	17.34%	18.22%	17.22%	14.25%	14.57%	17.60%	19.89%	15.49%	17.74%	15.57%	17.58%	13.12%	15.07%	19.22%	15.28%	15.44%	15.64%	17.35%	15.28%	12.26%	14.64%	16.53%	17.98%	16.37%	14.86%	16.80%	16.90%	14.90%	15.76%	17.88%	15.81%	18.22%	13.76%	16.75%	10.49%	14.80%	13.87%	14.70%	14.46%	13.33%	18.05%	17.74%	19.50%	18.59%	21.01%	15.79%	17.73%	14.12%	14.97%	17.59%	18.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	603	10	11	9	14	9	7	14	12	9	22	10	15	17	12	17	9	9	16	13	7	23	18	6	7	13	17	16	7	10	18	11	10	11	12	9	16	12	6	16	12	7	8	12	12	13	8	6	12	7	8	6	12					
		1.85%	1.41%	2.12%	1.91%	2.03%	1.18%	1.28%	2.12%	1.60%	1.35%	3.07%	1.53%	2.11%	2.23%	2.62%	2.07%	2.33%	1.38%	1.79%	1.90%	1.24%	3.62%	2.23%	0.81%	1.20%	1.65%	2.55%	1.87%	1.43%	1.60%	2.34%	1.82%	1.48%	2.39%	2.20%	1.55%	2.40%	1.97%	1.24%	1.85%	2.04%	1.06%	1.30%	1.94%	1.68%	2.08%	1.39%	1.13%	2.31%	1.62%	2.55%	1.11%	3.65%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8274	167	129	131	172	199	127	163	170	155	173	177	146	193	123	216	114	146	239	164	127	179	238	220	167	209	158	193	111	180	246	146	164	105	158	175	201	154	149	237	157	174	156	138	162	153	117	118	123	90	67	119	79					
		25.38%	23.59%	24.86%	27.75%	24.89%	26.01%	23.13%	24.73%	22.70%	23.31%	24.16%	27.02%	20.53%	25.33%	26.86%	26.28%	29.53%	22.32%	26.70%	23.91%	22.56%	28.14%	29.53%	29.57%	28.60%	26.52%	23.72%	22.52%	22.61%	28.85%	32.03%	24.17%	24.22%	22.78%	28.99%	30.22%	30.13%	25.33%	30.85%	27.43%	26.70%	26.36%	25.37%	22.26%	22.72%	24.52%	20.31%	22.18%	23.70%	20.83%	21.34%	22.04%	24.01%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3509	91	54	29	52	77	42	66	77	67	85	65	97	87	34	83	34	58	120	51	67	60	83	75	53	102	72	119	59	89	74	83	75	40	73	75	95	58	79	129	88	93	63	69	43	32	43	53	51	34	28	53	30					
		10.76%	12.85%	10.40%	6.14%	7.53%	10.07%	7.65%	10.02%	10.28%	10.08%	11.87%	9.92%	13.64%	11.42%	7.42%	10.10%	8.81%	8.87%	13.41%	7.43%	11.90%	9.43%	10.30%	10.08%	9.08%	12.94%	10.81%	13.89%	12.02%	14.26%	9.64%	13.74%	11.08%	8.68%	13.39%	12.95%	14.24%	9.54%	16.36%	14.93%	14.97%	14.09%	10.24%	11.13%	6.03%	5.13%	7.47%	9.96%	9.83%	7.87%	8.92%	9.81%	9.12%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8378	200	128	121	196	225	165	159	175	201	181	171	187	206	131	208	103	189	192	198	168	175	190	188	146	169	165	186	122	134	162	147	183	129	134	128	147	160	96	183	132	153	149	148	206	176	161	170	138	167	92	161	77					
		25.70%	28.25%	24.66%	25.64%	28.36%	29.41%	30.05%	24.13%	23.36%	30.23%	25.28%	26.11%	26.30%	27.03%	28.60%	25.30%	26.68%	28.90%	21.45%	28.86%	29.84%	27.52%	23.57%	25.27%	25.00%	21.45%	24.77%	21.70%	24.85%	21.47%	21.09%	24.34%	27.03%	27.98%	24.59%	22.11%	22.04%	26.32%	19.88%	21.18%	22.45%	23.18%	24.23%	23.87%	28.89%	28.21%	27.95%	31.95%	26.59%	38.66%	29.30%	29.81%	23.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	344	6	10	6	7	5	2	12	7	7	6	9	8	5	2	12	2	10	8	7	5	5	13	7	8	3	10	13	5	9	7	5	4	4	7	7	6	9	4	9	6	7	4	7	7	5	3	8	6	3	6	7	4					
		1.06%	0.85%	1.93%	1.27%	1.01%	0.65%	0.36%	1.82%	0.93%	1.05%	0.84%	1.37%	1.13%	0.66%	0.44%	1.46%	0.52%	1.53%	0.89%	1.02%	0.89%	0.79%	1.61%	0.94%	1.37%	0.38%	1.50%	1.52%	1.02%	1.44%	0.91%	0.83%	0.59%	0.87%	1.28%	1.21%	0.90%	1.48%	0.83%	1.04%	1.02%	1.06%	0.65%	1.13%	0.98%	0.80%	0.52%	1.50%	1.16%	0.69%	1.91%	1.30%	1.22%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
