Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Сарпинская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	37	3	16	7	0	0	1	2	0	1	0	1	0	3	0	3									
		0.80%	0.50%	1.96%	1.14%	0.00%	0.00%	0.25%	0.85%	0.00%	0.74%	0.00%	0.63%	0.00%	3.45%	0.00%	1.55%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	120	14	28	16	9	1	6	2	5	3	14	9	1	0	0	12									
		2.60%	2.31%	3.43%	2.61%	1.54%	1.64%	1.49%	0.85%	8.33%	2.21%	3.62%	5.66%	1.52%	0.00%	0.00%	6.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	53	0	7	12	5	0	2	1	2	3	3	3	1	0	3	11									
		1.15%	0.00%	0.86%	1.96%	0.86%	0.00%	0.50%	0.43%	3.33%	2.21%	0.78%	1.89%	1.52%	0.00%	1.36%	5.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2967	375	440	434	434	45	296	168	34	101	212	91	39	65	155	78									
		64.17%	61.98%	53.92%	70.80%	74.44%	73.77%	73.45%	71.79%	56.67%	74.26%	54.78%	57.23%	59.09%	74.71%	70.45%	40.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	0	4	4	7	0	0	0	0	1	0	1	0	0	0	4									
		0.45%	0.00%	0.49%	0.65%	1.20%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.63%	0.00%	0.00%	0.00%	2.06%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	1	2	2	1	0	0	0	0	0	0	0	0	0	0	1									
		0.15%	0.17%	0.25%	0.33%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	398	48	91	57	26	2	37	27	5	9	64	4	2	7	16	3									
		8.61%	7.93%	11.15%	9.30%	4.46%	3.28%	9.18%	11.54%	8.33%	6.62%	16.54%	2.52%	3.03%	8.05%	7.27%	1.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	3	4	0	0	0	1	2	0	0	1	1	0	0	0	1									
		0.28%	0.50%	0.49%	0.00%	0.00%	0.00%	0.25%	0.85%	0.00%	0.00%	0.26%	0.63%	0.00%	0.00%	0.00%	0.52%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	1	7	1	1	0	3	1	0	0	0	2	0	0	0	2									
		0.39%	0.17%	0.86%	0.16%	0.17%	0.00%	0.74%	0.43%	0.00%	0.00%	0.00%	1.26%	0.00%	0.00%	0.00%	1.03%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0									
		0.09%	0.17%	0.12%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	25	1	1	3	9	0	1	2	0	0	1	1	0	0	3	3									
		0.54%	0.17%	0.12%	0.49%	1.54%	0.00%	0.25%	0.85%	0.00%	0.00%	0.26%	0.63%	0.00%	0.00%	1.36%	1.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	628	98	157	49	61	4	41	19	9	14	62	27	5	3	29	50									
		13.58%	16.20%	19.24%	7.99%	10.46%	6.56%	10.17%	8.12%	15.00%	10.29%	16.02%	16.98%	7.58%	3.45%	13.18%	25.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	3	7	3	1	2	1	4	0	0	0	3	0	1	3	7									
		0.76%	0.50%	0.86%	0.49%	0.17%	3.28%	0.25%	1.71%	0.00%	0.00%	0.00%	1.89%	0.00%	1.15%	1.36%	3.61%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	207	6	49	21	16	7	8	5	3	3	24	12	18	8	10	17									
		4.48%	0.99%	6.00%	3.43%	2.74%	11.48%	1.99%	2.14%	5.00%	2.21%	6.20%	7.55%	27.27%	9.20%	4.55%	8.76%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
