Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Топчихинская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	213	15	10	15	42	4	10	3	5	9	2	2	5	3	5	4	2	10	2	3	2	6	2	5	2	2	3	3	5	10	2	6	5	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	104	7	5	6	33	1	4	1	3	5	0	0	0	0	3	2	0	7	1	0	0	4	2	4	1	0	3	0	0	5	0	4	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	64	4	11	5	6	0	0	1	0	3	2	2	0	1	0	5	0	2	0	1	0	2	1	4	0	1	0	0	4	4	1	2	0	2					
14	Число погашенных открепительных удостоверений	109	8	5	9	9	3	6	2	2	4	2	2	5	3	2	2	2	3	1	3	2	2	0	1	1	2	0	3	5	5	2	2	3	8					
15	Число открепительных удостоверений выданных ТИК	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	195	13	8	10	29	10	6	4	1	5	2	1	10	3	2	3	5	6	11	5	1	6	1	3	2	5	2	5	7	6	1	10	3	9					
		1.53%	1.07%	0.98%	1.10%	2.06%	2.59%	1.22%	1.77%	0.80%	0.92%	1.14%	1.03%	2.33%	1.16%	1.6%	0.77%	5.10%	0.81%	6.04%	1.96%	1.44%	1.52%	0.61%	0.69%	1.48%	4.27%	1.38%	1.83%	1.83%	1.00%	1.31%	2.95%	2.08%	1.39%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	408	42	21	26	52	10	23	4	0	7	8	1	9	5	10	16	12	18	2	8	7	7	11	6	19	15	9	3	8	17	10	5	6	11					
		3.20%	3.48%	2.58%	2.87%	3.69%	2.59%	4.70%	1.77%	0.0%	1.30%	4.57%	1.03%	2.09%	1.94%	8.0%	4.11%	12.24%	2.45%	1.09%	3.13%	10.14%	1.78%	6.79%	1.39%	14.07%	12.82%	6.25%	1.10%	2.09%	2.84%	13.15%	1.47%	4.16%	1.70%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	282	41	19	21	20	8	3	2	0	20	1	1	4	2	4	8	0	16	5	10	1	5	8	13	6	1	8	5	15	3	2	11	1	18					
		2.21%	3.40%	2.33%	2.32%	1.42%	2.07%	0.61%	0.88%	0.0%	3.71%	0.57%	1.03%	0.93%	0.77%	3.2%	2.05%	0.0%	2.18%	2.74%	3.92%	1.44%	1.27%	4.93%	3.03%	4.44%	0.85%	5.55%	1.83%	3.92%	0.50%	2.63%	3.25%	0.69%	2.78%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	157	16	16	17	11	4	11	0	0	5	2	0	3	0	0	6	0	18	1	6	0	6	4	2	0	2	5	1	3	8	0	2	1	7					
		1.23%	1.32%	1.97%	1.88%	0.78%	1.03%	2.24%	0.0%	0.0%	0.92%	1.14%	0.0%	0.69%	0.0%	0.0%	1.54%	0.0%	2.45%	0.54%	2.35%	0.0%	1.52%	2.46%	0.46%	0.0%	1.70%	3.47%	0.36%	0.78%	1.33%	0.0%	0.59%	0.69%	1.08%					
22	"5. ""За Русь Святую"""	42	4	2	0	3	1	0	0	0	3	0	0	4	0	0	2	0	4	1	1	0	1	3	0	0	0	0	0	4	3	0	0	3	3					
		0.32%	0.33%	0.24%	0.0%	0.21%	0.25%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.93%	0.0%	0.0%	0.51%	0.0%	0.54%	0.54%	0.39%	0.0%	0.25%	1.85%	0.0%	0.0%	0.0%	0.0%	0.0%	1.04%	0.50%	0.0%	0.0%	2.08%	0.46%					
23	"6. ""Объединенная Российская партия ""Русь"""	46	0	2	5	1	3	1	1	2	3	0	0	4	2	2	0	0	1	0	2	1	2	2	4	0	2	0	0	2	1	0	1	1	1					
		0.36%	0.0%	0.24%	0.55%	0.07%	0.77%	0.20%	0.44%	1.61%	0.55%	0.0%	0.0%	0.93%	0.77%	1.6%	0.0%	0.0%	0.13%	0.0%	0.78%	1.44%	0.50%	1.23%	0.93%	0.0%	1.70%	0.0%	0.0%	0.52%	0.16%	0.0%	0.29%	0.69%	0.15%					
24	"7. ""Новый курс - Автомобильная Россия"""	42	3	0	2	10	0	2	0	0	0	4	1	2	0	0	1	1	0	2	0	0	1	0	5	0	0	1	0	1	0	0	2	2	2					
		0.32%	0.24%	0.0%	0.22%	0.71%	0.0%	0.40%	0.0%	0.0%	0.0%	2.28%	1.03%	0.46%	0.0%	0.0%	0.25%	1.02%	0.0%	1.09%	0.0%	0.0%	0.25%	0.0%	1.16%	0.0%	0.0%	0.69%	0.0%	0.26%	0.0%	0.0%	0.59%	1.38%	0.30%					
25	"8. ""Народно-республиканская партия России"""	16	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0					
		0.12%	0.0%	0.12%	0.11%	0.07%	0.25%	0.0%	0.0%	0.0%	0.18%	0.57%	1.03%	0.23%	0.0%	0.0%	0.25%	0.0%	0.13%	0.0%	0.0%	0.0%	0.25%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.16%	1.31%	0.29%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	27	1	1	1	5	1	3	1	0	0	1	1	0	1	0	2	0	0	2	0	0	0	0	0	0	1	0	1	2	0	0	1	1	1					
		0.21%	0.08%	0.12%	0.11%	0.35%	0.25%	0.61%	0.44%	0.0%	0.0%	0.57%	1.03%	0.0%	0.38%	0.0%	0.51%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.36%	0.52%	0.0%	0.0%	0.29%	0.69%	0.15%					
27	"10. ""Аграрная партия России"""	1568	90	64	65	46	34	67	38	33	82	10	29	71	96	6	68	11	101	15	19	6	65	24	73	11	12	15	52	58	124	15	26	21	121					
		12.31%	7.46%	7.88%	7.19%	3.27%	8.80%	13.70%	16.88%	26.61%	15.24%	5.71%	29.89%	16.55%	37.35%	4.8%	17.48%	11.22%	13.79%	8.24%	7.45%	8.69%	16.53%	14.81%	17.01%	8.14%	10.25%	10.41%	19.11%	15.18%	20.73%	19.73%	7.69%	14.58%	18.70%					
28	"11. ""Истинные патриоты России"""	14	0	0	3	5	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1					
		0.10%	0.0%	0.0%	0.33%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	2.04%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	79	8	5	6	10	1	8	0	0	5	0	3	4	1	0	2	0	2	2	2	0	2	0	3	0	2	0	1	1	3	0	2	0	6					
		0.62%	0.66%	0.61%	0.66%	0.71%	0.25%	1.63%	0.0%	0.0%	0.92%	0.0%	3.09%	0.93%	0.38%	0.0%	0.51%	0.0%	0.27%	1.09%	0.78%	0.0%	0.50%	0.0%	0.69%	0.0%	1.70%	0.0%	0.36%	0.26%	0.50%	0.0%	0.59%	0.0%	0.92%					
30	"13. ""Демократическая партия России"""	36	3	2	6	3	0	1	0	0	2	0	1	0	1	0	0	2	2	1	0	0	2	1	1	1	0	0	1	3	0	0	1	0	2					
		0.28%	0.24%	0.24%	0.66%	0.21%	0.0%	0.20%	0.0%	0.0%	0.37%	0.0%	1.03%	0.0%	0.38%	0.0%	0.0%	2.04%	0.27%	0.54%	0.0%	0.0%	0.50%	0.61%	0.23%	0.74%	0.0%	0.0%	0.36%	0.78%	0.0%	0.0%	0.29%	0.0%	0.30%					
31	"14. ""Великая Россия - Евразийский Союз"""	19	3	0	1	3	0	1	0	0	0	1	1	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0					
		0.14%	0.24%	0.0%	0.11%	0.21%	0.0%	0.20%	0.0%	0.0%	0.0%	0.57%	1.03%	0.69%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	9	0	0	1	2	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.11%	0.14%	0.77%	0.20%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	542	65	45	49	71	6	19	16	3	30	2	1	11	9	3	13	3	38	1	6	17	19	8	17	0	4	2	8	16	27	0	6	4	23					
		4.25%	5.39%	5.54%	5.42%	5.04%	1.55%	3.88%	7.11%	2.41%	5.57%	1.14%	1.03%	2.56%	3.50%	2.4%	3.34%	3.06%	5.19%	0.54%	2.35%	24.63%	4.83%	4.93%	3.96%	0.0%	3.41%	1.38%	2.94%	4.18%	4.51%	0.0%	1.77%	2.77%	3.55%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	41	3	2	0	7	0	3	0	0	1	1	0	2	0	0	1	0	1	3	0	0	1	1	1	2	1	1	1	3	0	0	2	0	4					
		0.32%	0.24%	0.24%	0.0%	0.49%	0.0%	0.61%	0.0%	0.0%	0.18%	0.57%	0.0%	0.46%	0.0%	0.0%	0.25%	0.0%	0.13%	1.64%	0.0%	0.0%	0.25%	0.61%	0.23%	1.48%	0.85%	0.69%	0.36%	0.78%	0.0%	0.0%	0.59%	0.0%	0.61%					
35	"18. ""ЛДПР"""	2061	153	126	131	263	51	73	30	20	85	45	15	73	50	18	60	12	130	31	37	7	61	27	52	15	22	31	57	81	89	16	53	34	113					
		16.18%	12.69%	15.51%	14.50%	18.70%	13.21%	14.92%	13.33%	16.12%	15.79%	25.71%	15.46%	17.01%	19.45%	14.4%	15.42%	12.24%	17.75%	17.03%	14.50%	10.14%	15.52%	16.66%	12.12%	11.11%	18.80%	21.52%	20.95%	21.20%	14.88%	21.05%	15.68%	23.61%	17.46%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	215	17	7	21	14	8	11	2	3	12	4	1	7	3	1	7	1	14	3	5	3	15	1	7	0	0	3	5	4	11	0	10	0	15					
		1.68%	1.41%	0.86%	2.32%	0.99%	2.07%	2.24%	0.88%	2.41%	2.23%	2.28%	1.03%	1.63%	1.16%	0.8%	1.79%	1.02%	1.91%	1.64%	1.96%	4.34%	3.81%	0.61%	1.63%	0.0%	0.0%	2.08%	1.83%	1.04%	1.83%	0.0%	2.95%	0.0%	2.31%					
37	"20. ""Политическая партия ""Единая Россия"""	4540	494	315	344	669	203	92	87	36	189	72	26	148	59	54	93	35	198	78	116	17	99	39	173	73	30	54	89	68	177	24	137	37	215					
		35.65%	40.99%	38.79%	38.09%	47.58%	52.59%	18.81%	38.66%	29.03%	35.13%	41.14%	26.80%	34.49%	22.95%	43.2%	23.90%	35.71%	27.04%	42.85%	45.49%	24.63%	25.19%	24.07%	40.32%	54.07%	25.64%	37.5%	32.72%	17.80%	29.59%	31.57%	40.53%	25.69%	33.23%					
38	"21. ""Российская Конституционно-демократическая партия"""	31	0	2	3	2	1	3	1	1	1	1	0	0	0	0	2	0	0	1	1	0	2	0	2	0	0	0	0	0	4	0	2	0	2					
		0.24%	0.0%	0.24%	0.33%	0.14%	0.25%	0.61%	0.44%	0.80%	0.18%	0.57%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.54%	0.39%	0.0%	0.50%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.59%	0.0%	0.30%					
39	"22. ""Развитие предпринимательства"""	28	2	2	3	7	0	3	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3					
		0.21%	0.16%	0.24%	0.33%	0.49%	0.0%	0.61%	0.0%	0.80%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.33%	0.0%	0.0%	0.0%	0.46%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1835	190	144	155	113	22	138	27	19	73	11	10	48	21	24	79	13	157	18	28	6	74	22	54	6	17	6	34	79	99	2	57	26	63					
		14.41%	15.76%	17.73%	17.16%	8.03%	5.69%	28.22%	12.0%	15.32%	13.56%	6.28%	10.30%	11.18%	8.17%	19.2%	20.30%	13.26%	21.44%	9.89%	10.98%	8.69%	18.82%	13.58%	12.58%	4.44%	14.52%	4.16%	12.49%	20.68%	16.55%	2.63%	16.86%	18.05%	9.73%					
																																								
41	Против всех	338	36	26	21	51	7	12	9	3	12	6	2	14	1	0	11	1	14	0	2	1	15	6	10	0	2	5	7	18	18	4	3	3	18					
		2.65%	2.98%	3.20%	2.32%	3.62%	1.81%	2.45%	4.0%	2.41%	2.23%	3.42%	2.06%	3.26%	0.38%	0.0%	2.82%	1.02%	1.91%	0.0%	0.78%	1.44%	3.81%	3.70%	2.33%	0.0%	1.70%	3.47%	2.57%	4.71%	3.01%	5.26%	0.88%	2.08%	2.78%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
