Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Бежаницкая																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	0	0	0	4	4	0	0	0	2	3	1	0	0	1	1	0	0									
		0.32%	0.00%	0.00%	0.00%	0.00%	0.96%	0.44%	0.00%	0.00%	0.00%	0.48%	0.88%	0.27%	0.00%	0.00%	0.86%	0.67%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	248	8	11	13	16	21	46	2	8	3	19	18	11	13	13	2	11	17	16									
		4.92%	4.94%	4.23%	18.84%	6.27%	5.04%	5.02%	1.96%	4.37%	2.05%	4.56%	5.29%	2.99%	3.57%	6.10%	1.72%	7.33%	3.92%	12.70%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
