Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Жиздринская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616									
		0.38%	0.47%	0.61%	0.43%	0.00%	0.00%	0.00%	1.75%	0.74%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	8	4	2	0	0	2	0	0	0	0	0	1	0	1	0	0									
		0.40%	0.75%	0.61%	0.43%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.56%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.16%	0.28%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	13	6	1	0	2	1	0	0	0	1	0	2	0	0	1	1									
		0.62%	1.22%	0.91%	0.22%	0.00%	1.38%	0.56%	0.00%	0.00%	0.00%	0.47%	0.00%	0.84%	0.00%	0.00%	0.72%	1.47%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	741	241	125	75	32	22	31	33	16	16	26	22	32	14	11	31	14									
		16.45%	22.65%	19.05%	16.30%	11.99%	15.17%	17.22%	14.47%	11.85%	8.79%	12.32%	11.06%	13.50%	9.03%	6.15%	22.46%	20.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	12	2	4	1	1	0	0	0	1	1	0	0	0	0	3	0									
		0.56%	1.13%	0.30%	0.87%	0.37%	0.69%	0.00%	0.00%	0.00%	0.55%	0.47%	0.00%	0.00%	0.00%	0.00%	2.17%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	128	34	22	12	7	5	3	4	4	7	2	13	8	2	2	3	0									
		2.84%	3.20%	3.35%	2.61%	2.62%	3.45%	1.67%	1.75%	2.96%	3.85%	0.95%	6.53%	3.38%	1.29%	1.12%	2.17%	0.00%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
