Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
"Наименование Избирательной комиссии:    Тула, Советская"																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	815	26	19	13	71	37	50	81	20	16	9	12	6	8	20	7	8	26	13	13	9	13	34	17	16	11	23	7	13	11	11	9	8	15	3	3	59	98									
14	Число погашенных неиспользованных открепительных удостоверений	230	6	3	14	9	8	9	8	2	10	17	9	6	3	3	4	0	7	6	6	7	1	11	5	12	9	8	0	7	13	6	4	10	4	3	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	87	2	3	3	3	5	0	1	1	2	0	0	4	3	2	3	2	3	2	4	2	0	2	5	4	2	6	4	5	2	2	2	2	3	1	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	603	11	32	19	17	13	13	12	17	14	13	15	18	20	17	24	22	14	21	18	18	16	10	14	22	18	23	13	31	17	12	21	19	8	9	12	2	8									
		2.59%	2.66%	4.27%	3.07%	3.35%	2.17%	3.12%	2.87%	2.88%	2.22%	2.49%	3.90%	2.26%	2.87%	2.16%	2.55%	3.61%	2.47%	2.51%	2.43%	2.62%	2.12%	1.48%	1.72%	2.87%	2.10%	2.99%	2.03%	4.16%	2.99%	2.02%	3.09%	3.05%	1.52%	2.14%	1.76%	0.85%	2.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	500	8	20	12	6	14	12	7	13	14	10	5	14	14	10	26	12	18	20	15	18	20	15	18	18	18	23	4	10	18	20	13	11	5	11	15	6	7									
		2.15%	1.94%	2.67%	1.94%	1.18%	2.33%	2.88%	1.67%	2.20%	2.22%	1.91%	1.30%	1.76%	2.01%	1.27%	2.77%	1.97%	3.18%	2.39%	2.02%	2.62%	2.65%	2.22%	2.21%	2.35%	2.10%	2.99%	0.63%	1.34%	3.17%	3.37%	1.91%	1.77%	0.95%	2.62%	2.20%	2.56%	1.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	740	16	20	12	11	19	14	10	18	17	20	10	23	24	24	33	27	14	34	16	27	18	15	32	26	53	24	12	29	16	26	25	16	6	14	21	3	15									
		3.18%	3.87%	2.67%	1.94%	2.17%	3.17%	3.36%	2.39%	3.05%	2.69%	3.82%	2.60%	2.89%	3.45%	3.05%	3.51%	4.43%	2.47%	4.06%	2.16%	3.93%	2.38%	2.22%	3.94%	3.39%	6.18%	3.13%	1.88%	3.89%	2.82%	4.38%	3.68%	2.57%	1.14%	3.33%	3.08%	1.28%	3.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9817	174	306	266	211	248	184	170	261	265	213	163	297	272	345	380	224	233	337	308	275	335	279	359	341	398	308	283	316	226	233	280	245	332	168	299	141	142									
		42.24%	42.13%	40.85%	43.04%	41.62%	41.33%	44.12%	40.67%	44.16%	41.93%	40.73%	42.34%	37.36%	39.08%	43.78%	40.43%	36.72%	41.17%	40.21%	41.57%	40.03%	44.31%	41.21%	44.16%	44.46%	46.44%	40.10%	44.22%	42.36%	39.79%	39.29%	41.18%	39.33%	63.12%	40.00%	43.91%	60.26%	37.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	483	9	20	8	17	12	8	8	7	19	12	6	24	18	10	19	16	12	18	23	8	11	7	9	11	45	15	15	17	8	11	15	15	4	8	9	0	9									
		2.08%	2.18%	2.67%	1.29%	3.35%	2.00%	1.92%	1.91%	1.18%	3.01%	2.29%	1.56%	3.02%	2.59%	1.27%	2.02%	2.62%	2.12%	2.15%	3.10%	1.16%	1.46%	1.03%	1.11%	1.43%	5.25%	1.95%	2.34%	2.28%	1.41%	1.85%	2.21%	2.41%	0.76%	1.90%	1.32%	0.00%	2.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	0	3	0	1	2	1	0	0	3	0	0	1	1	3	4	0	0	0	1	0	2	2	0	0	0	3	0	1	2	0	1	1	0	0	1	0	1									
		0.15%	0.00%	0.40%	0.00%	0.20%	0.33%	0.24%	0.00%	0.00%	0.47%	0.00%	0.00%	0.13%	0.14%	0.38%	0.43%	0.00%	0.00%	0.00%	0.13%	0.00%	0.26%	0.30%	0.00%	0.00%	0.00%	0.39%	0.00%	0.13%	0.35%	0.00%	0.15%	0.16%	0.00%	0.00%	0.15%	0.00%	0.26%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2964	48	86	90	68	73	52	62	63	80	77	51	103	83	109	135	76	78	98	93	82	87	104	111	109	89	111	86	83	77	77	75	69	41	55	96	24	63									
		12.75%	11.62%	11.48%	14.56%	13.41%	12.17%	12.47%	14.83%	10.66%	12.66%	14.72%	13.25%	12.96%	11.93%	13.83%	14.36%	12.46%	13.78%	11.69%	12.55%	11.94%	11.51%	15.36%	13.65%	14.21%	10.39%	14.45%	13.44%	11.13%	13.56%	12.98%	11.03%	11.08%	7.79%	13.10%	14.10%	10.26%	16.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	323	2	13	2	18	7	8	7	10	12	9	6	17	12	13	19	6	5	21	9	6	7	7	10	6	3	5	11	12	6	5	11	12	8	4	9	0	5									
		1.39%	0.48%	1.74%	0.32%	3.55%	1.17%	1.92%	1.67%	1.69%	1.90%	1.72%	1.56%	2.14%	1.72%	1.65%	2.02%	0.98%	0.88%	2.51%	1.21%	0.87%	0.93%	1.03%	1.23%	0.78%	0.35%	0.65%	1.72%	1.61%	1.06%	0.84%	1.62%	1.93%	1.52%	0.95%	1.32%	0.00%	1.32%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	495	17	23	15	7	17	7	14	11	17	11	10	29	10	11	22	11	15	19	16	28	21	13	18	11	9	17	8	14	7	12	14	11	8	10	5	3	4									
		2.13%	4.12%	3.07%	2.43%	1.38%	2.83%	1.68%	3.35%	1.86%	2.69%	2.10%	2.60%	3.65%	1.44%	1.40%	2.34%	1.80%	2.65%	2.27%	2.16%	4.08%	2.78%	1.92%	2.21%	1.43%	1.05%	2.21%	1.25%	1.88%	1.23%	2.02%	2.06%	1.77%	1.52%	2.38%	0.73%	1.28%	1.06%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	40	2	1	0	1	2	2	1	0	2	1	0	0	0	3	3	0	0	1	0	3	2	3	1	0	1	0	1	2	2	0	0	1	1	1	0	1	2									
		0.17%	0.48%	0.13%	0.00%	0.20%	0.33%	0.48%	0.24%	0.00%	0.32%	0.19%	0.00%	0.00%	0.00%	0.38%	0.32%	0.00%	0.00%	0.12%	0.00%	0.44%	0.26%	0.44%	0.12%	0.00%	0.12%	0.00%	0.16%	0.27%	0.35%	0.00%	0.00%	0.16%	0.19%	0.24%	0.00%	0.43%	0.53%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1120	20	55	15	29	40	17	19	35	32	30	21	45	41	32	40	39	25	63	33	37	44	13	42	29	44	32	36	40	17	25	33	29	12	17	26	3	10									
		4.82%	4.84%	7.34%	2.43%	5.72%	6.67%	4.08%	4.55%	5.92%	5.06%	5.74%	5.45%	5.66%	5.89%	4.06%	4.26%	6.39%	4.42%	7.52%	4.45%	5.39%	5.82%	1.92%	5.17%	3.78%	5.13%	4.17%	5.63%	5.36%	2.99%	4.22%	4.85%	4.65%	2.28%	4.05%	3.82%	1.28%	2.64%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4104	67	104	88	83	101	73	69	109	104	98	61	153	143	138	162	120	106	155	149	116	127	133	149	129	118	155	116	121	122	116	122	126	76	83	112	36	64									
		17.66%	16.22%	13.89%	14.24%	16.37%	16.83%	17.51%	16.51%	18.44%	16.46%	18.74%	15.84%	19.25%	20.55%	17.51%	17.23%	19.67%	18.73%	18.50%	20.11%	16.89%	16.80%	19.65%	18.33%	16.82%	13.77%	20.18%	18.13%	16.22%	21.48%	19.56%	17.94%	20.22%	14.45%	19.76%	16.45%	15.38%	16.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	1	0	0	2	4	0	2	3	4	2	3	4	1	2	0	1	2	5	1	5	1	4	2	1	1	1	1	2	2	0	3	0	0	2	3	0	2									
		0.29%	0.24%	0.00%	0.00%	0.39%	0.67%	0.00%	0.48%	0.51%	0.63%	0.38%	0.78%	0.50%	0.14%	0.25%	0.00%	0.16%	0.35%	0.60%	0.13%	0.73%	0.13%	0.59%	0.25%	0.13%	0.12%	0.13%	0.16%	0.27%	0.35%	0.00%	0.44%	0.00%	0.00%	0.48%	0.44%	0.00%	0.53%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1407	29	47	20	25	38	16	21	30	33	19	28	46	43	60	50	45	34	29	49	48	47	62	38	49	47	45	36	46	35	44	48	55	16	29	45	15	40									
		6.05%	7.02%	6.28%	3.24%	4.93%	6.33%	3.84%	5.02%	5.08%	5.22%	3.63%	7.27%	5.79%	6.18%	7.61%	5.32%	7.38%	6.01%	3.46%	6.61%	6.99%	6.22%	9.16%	4.67%	6.39%	5.48%	5.86%	5.63%	6.17%	6.16%	7.42%	7.06%	8.83%	3.04%	6.90%	6.61%	6.41%	10.55%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
