7	Число избирательных бюллетеней в переносных ящиках для голосования	4965	53	9	26	33	57	63	76	29	74	118	35	58	57	137	14	47	61	25	81	498	13	78	28	77	8	32	19	257	44	63	22	54	46	18	82	46	247	33	22	208	33	38	99	302	30	110	22	31	18	34	100	147	49	48	74	31	46	19	18	483	82	0	77	0	72	0	16	38					
8	Число бюллетеней в стационарных ящиках для голосования	81389	2107	1882	1867	1667	2290	1440	1375	578	1002	2049	1077	2019	2014	689	1479	1287	1170	1826	899	546	822	705	471	434	364	626	1617	1919	1213	1089	1768	1278	1310	1470	1458	1634	1565	1612	1958	1400	1761	1729	997	317	147	1323	1217	1598	1835	1729	1252	1365	1521	1326	1906	1590	528	1215	2027	476	268	234	142	139	149	125	273	224					
9	Число недействительных избирательных бюллетеней	741	19	2	9	20	28	16	8	7	4	24	0	10	29	14	17	7	11	10	13	0	15	23	4	9	8	7	18	10	2	8	0	12	66	6	21	0	10	0	18	16	7	10	4	0	0	18	12	10	25	9	5	6	20	0	28	0	7	15	20	6	0	27	2	2	3	1	0	3					
10	Число действительных избирательных бюллетеней	85613	2141	1889	1884	1680	2319	1487	1443	600	1072	2143	1112	2067	2042	812	1476	1327	1220	1841	967	1044	820	760	495	502	364	651	1618	2166	1255	1144	1790	1320	1290	1482	1519	1680	1802	1645	1962	1592	1787	1757	1092	619	177	1415	1227	1619	1828	1754	1347	1506	1550	1374	1952	1621	567	1219	2025	953	350	207	217	137	218	124	289	259					
11	Число полученных открепительных  удостоверений	3024	95	30	60	30	53	50	40	30	62	63	40	60	60	30	30	80	50	60	30	50	30	31	21	31	15	16	50	55	30	60	60	60	80	30	70	80	60	47	70	60	60	80	30	10	5	70	30	70	50	50	60	65	60	65	80	60	50	70	100	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2573	86	24	60	21	53	50	40	30	53	54	38	60	47	13	30	67	38	44	15	36	21	20	16	31	14	10	43	49	23	60	58	41	39	30	59	60	60	47	66	52	44	63	16	8	3	56	23	60	46	50	40	48	60	65	80	60	40	67	86	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2937	49	50	47	29	26	44	35	18	44	106	38	34	42	27	33	46	51	29	55	27	28	8	133	6	3	28	30	32	34	12	29	24	21	19	52	15	20	20	15	30	46	21	4	10	4	26	11	9	9	6	18	17	30	6	31	29	28	12	155	201	151	87	142	12	36	67	216	164					
14	Число неиспользованных открепительных удостоверений	451	9	6	0	9	0	0	0	0	9	9	2	0	13	17	0	13	12	16	15	14	9	11	5	0	1	6	7	6	7	0	2	19	41	0	11	20	0	0	4	8	16	17	14	2	2	14	7	10	4	0	20	17	0	0	0	0	10	3	14	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	142	9	2	2	0	5	3	2	7	7	1	3	1	3	0	1	12	1	2	1	1	0	3	0	1	0	1	4	4	1	3	2	1	2	3	4	0	5	1	6	1	2	2	5	0	0	4	0	2	4	4	5	0	1	0	2	2	0	1	3	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																											
18	Богданов Андрей Владимирович	883	38	22	13	50	21	4	2	0	15	37	12	51	37	7	18	8	31	2	14	21	60	11	11	8	2	16	6	16	12	13	2	0	9	11	26	4	16	10	7	4	2	27	5	17	0	39	5	2	24	34	5	13	5	14	9	2	3	6	10	3	0	3	2	0	0	1	1	4					
		1.02%	1.76%	1.16%	0.69%	2.94%	0.89%	0.27%	0.14%	0.00%	1.39%	1.71%	1.08%	2.46%	1.79%	0.85%	1.21%	0.60%	2.52%	0.11%	1.43%	2.01%	7.19%	1.40%	2.20%	1.57%	0.54%	2.43%	0.37%	0.74%	0.95%	1.13%	0.11%	0.00%	0.66%	0.74%	1.69%	0.24%	0.88%	0.61%	0.35%	0.25%	0.11%	1.53%	0.46%	2.75%	0.00%	2.72%	0.40%	0.12%	1.30%	1.93%	0.37%	0.86%	0.32%	1.02%	0.45%	0.12%	0.52%	0.49%	0.49%	0.31%	0.00%	1.28%	0.91%	0.00%	0.00%	0.80%	0.35%	1.53%					
19	Жириновский Владимир Вольфович	3721	127	93	44	101	109	7	15	0	35	199	31	77	126	70	45	45	93	120	50	42	13	20	47	27	24	2	56	103	41	49	26	14	31	99	75	55	125	50	115	96	28	93	53	32	10	92	32	121	74	94	21	85	38	37	182	84	20	23	59	13	17	2	3	0	2	2	2	5					
		4.31%	5.88%	4.92%	2.32%	5.94%	4.64%	0.47%	1.03%	0.00%	3.25%	9.18%	2.79%	3.71%	6.08%	8.47%	3.01%	3.37%	7.55%	6.48%	5.10%	4.02%	1.56%	2.55%	9.42%	5.28%	6.45%	0.30%	3.42%	4.73%	3.26%	4.25%	1.45%	1.05%	2.29%	6.65%	4.87%	3.27%	6.90%	3.04%	5.81%	5.97%	1.56%	5.26%	4.84%	5.17%	5.65%	6.42%	2.58%	7.43%	3.99%	5.33%	1.55%	5.62%	2.42%	2.69%	9.19%	5.18%	3.48%	1.86%	2.89%	1.36%	4.86%	0.85%	1.37%	0.00%	0.90%	1.60%	0.69%	1.91%					
20	Зюганов Геннадий Андреевич	9975	286	257	170	294	429	195	193	160	140	164	121	179	245	118	163	139	354	145	154	94	78	94	60	53	28	78	308	198	118	166	289	184	97	112	113	189	125	186	326	187	238	200	102	45	18	160	202	169	177	127	170	127	236	105	221	153	56	144	163	30	35	12	9	0	27	13	19	28					
		11.55%	13.24%	13.59%	8.98%	17.29%	18.28%	12.97%	13.30%	26.36%	13.01%	7.57%	10.88%	8.62%	11.83%	14.29%	10.92%	10.42%	28.76%	7.83%	15.71%	9.00%	9.34%	12.01%	12.02%	10.37%	7.53%	11.85%	18.83%	9.10%	9.39%	14.41%	16.15%	13.81%	7.15%	7.53%	7.34%	11.25%	6.90%	11.31%	16.46%	11.63%	13.27%	11.32%	9.31%	7.27%	10.17%	11.17%	16.30%	10.37%	9.55%	7.20%	12.57%	8.40%	15.03%	7.64%	11.16%	9.44%	9.76%	11.67%	7.97%	3.13%	10.00%	5.13%	4.11%	0.00%	12.22%	10.40%	6.57%	10.69%					
21	Медведев Дмитрий Анатольевич	71034	1690	1517	1657	1235	1760	1281	1233	440	882	1743	948	1760	1634	617	1250	1135	742	1574	749	887	669	635	377	414	310	555	1248	1849	1084	916	1473	1122	1153	1260	1305	1432	1536	1399	1514	1305	1519	1437	932	525	149	1124	988	1327	1553	1499	1151	1281	1271	1218	1540	1382	488	1046	1793	907	298	190	203	137	189	108	267	222					
		82.26%	78.24%	80.22%	87.53%	72.65%	74.99%	85.23%	84.98%	72.49%	81.97%	80.43%	85.25%	84.74%	78.90%	74.70%	83.72%	85.08%	60.28%	85.04%	76.43%	84.96%	80.12%	81.10%	75.55%	81.02%	83.33%	84.35%	76.28%	84.97%	86.24%	79.51%	82.29%	84.23%	85.03%	84.68%	84.74%	85.24%	84.77%	85.05%	76.46%	81.16%	84.67%	81.32%	85.04%	84.81%	84.18%	78.44%	79.74%	81.46%	83.81%	85.03%	85.13%	84.72%	80.96%	88.65%	77.78%	85.26%	85.02%	84.76%	87.68%	94.58%	85.14%	81.20%	92.69%	98.56%	85.52%	86.40%	92.39%	84.73%					
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
