Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Усманская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858					
14	Число погашенных неиспользованных открепительных удостоверений	157	0	0	0	0	0	4	1	4	6	4	5	2	3	4	5	4	5	3	5	2	5	5	3	4	3	5	2	5	1	5	5	5	0	4	2	1	5	5	2	2	5	5	4	5	3	5	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	459	11	13	17	24	23	18	18	6	5	8	7	7	9	15	12	16	6	14	8	10	4	9	7	12	26	2	16	7	9	5	0	9	10	18	12	2	4	2	7	13	5	8	9	3	3	9	1					
		1.75%	1.01%	1.45%	1.63%	1.93%	2.01%	1.83%	1.97%	0.67%	1.53%	1.85%	2.43%	1.79%	2.38%	2.84%	1.44%	1.82%	2.05%	1.61%	4.08%	1.88%	1.41%	2.62%	1.57%	2.57%	4.07%	0.84%	2.98%	1.31%	1.38%	1.11%	0.00%	2.25%	2.37%	1.91%	0.79%	0.60%	2.23%	0.35%	2.48%	1.38%	2.16%	2.76%	2.57%	1.67%	1.18%	3.31%	0.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	75	9	3	8	2	7	4	3	2	0	0	0	0	0	1	8	1	2	4	0	0	1	0	3	1	1	2	0	0	0	1	0	1	2	3	2	2	0	0	0	2	0	0	0	0	0	0	0					
		0.29%	0.83%	0.33%	0.77%	0.16%	0.61%	0.41%	0.33%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.96%	0.11%	0.68%	0.46%	0.00%	0.00%	0.35%	0.00%	0.67%	0.21%	0.16%	0.84%	0.00%	0.00%	0.00%	0.22%	0.00%	0.25%	0.47%	0.32%	0.13%	0.60%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	28	1	2	1	2	2	0	1	0	0	1	0	1	0	0	2	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	1	0	1	1	0	3	0	0	1	1	0	0	0	0					
		0.11%	0.09%	0.22%	0.10%	0.16%	0.17%	0.00%	0.11%	0.00%	0.00%	0.23%	0.00%	0.26%	0.00%	0.00%	0.24%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.22%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.24%	0.11%	0.00%	0.30%	0.56%	0.00%	1.06%	0.00%	0.00%	0.34%	0.29%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3178	123	137	164	200	219	128	108	105	26	48	29	90	69	62	98	75	30	90	17	67	31	43	41	39	71	35	99	76	64	38	17	39	47	82	138	26	17	58	46	93	17	36	26	13	22	60	19					
		12.12%	11.29%	15.27%	15.72%	16.12%	19.16%	13.05%	11.80%	11.67%	7.98%	11.09%	10.07%	22.96%	18.25%	11.74%	11.79%	8.53%	10.24%	10.34%	8.67%	12.57%	10.95%	12.50%	9.21%	8.35%	11.11%	14.77%	18.44%	14.23%	9.85%	8.41%	9.44%	9.75%	11.14%	8.71%	9.08%	7.76%	9.50%	10.05%	16.31%	9.86%	7.36%	12.41%	7.43%	7.22%	8.66%	22.06%	15.70%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	70	1	4	10	4	8	4	5	1	0	0	1	7	1	0	0	1	1	0	0	0	0	1	5	0	0	0	1	1	2	0	0	0	0	3	1	1	1	1	1	0	0	2	2	0	0	0	0					
		0.27%	0.09%	0.45%	0.96%	0.32%	0.70%	0.41%	0.55%	0.11%	0.00%	0.00%	0.35%	1.79%	0.26%	0.00%	0.00%	0.11%	0.34%	0.00%	0.00%	0.00%	0.00%	0.29%	1.12%	0.00%	0.00%	0.00%	0.19%	0.19%	0.31%	0.00%	0.00%	0.00%	0.00%	0.32%	0.07%	0.30%	0.56%	0.17%	0.35%	0.00%	0.00%	0.69%	0.57%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	28	3	0	1	0	1	3	1	3	0	2	0	0	0	0	2	0	0	2	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0					
		0.11%	0.28%	0.00%	0.10%	0.00%	0.09%	0.31%	0.11%	0.33%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.22%	0.21%	0.00%	0.84%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.11%	0.00%	0.30%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2026	83	66	85	89	77	67	79	57	23	44	35	24	36	36	76	81	13	69	20	33	20	36	35	30	41	19	61	45	50	53	13	14	37	55	83	33	19	55	17	72	23	24	30	23	22	14	9					
		7.73%	7.62%	7.36%	8.15%	7.17%	6.74%	6.83%	8.63%	6.33%	7.06%	10.16%	12.15%	6.12%	9.52%	6.82%	9.15%	9.22%	4.44%	7.93%	10.20%	6.19%	7.07%	10.47%	7.87%	6.42%	6.42%	8.02%	11.36%	8.43%	7.69%	11.73%	7.22%	3.50%	8.77%	5.84%	5.46%	9.85%	10.61%	9.53%	6.03%	7.64%	9.96%	8.28%	8.57%	12.78%	8.66%	5.15%	7.44%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1359	66	61	78	107	85	71	73	52	13	13	7	10	17	16	28	55	2	50	8	25	14	14	15	28	30	15	22	21	33	17	8	11	41	30	60	7	10	9	12	48	17	12	13	1	5	16	13					
		5.18%	6.06%	6.80%	7.48%	8.62%	7.44%	7.24%	7.98%	5.78%	3.99%	3.00%	2.43%	2.55%	4.50%	3.03%	3.37%	6.26%	0.68%	5.75%	4.08%	4.69%	4.95%	4.07%	3.37%	5.99%	4.69%	6.33%	4.10%	3.93%	5.08%	3.76%	4.44%	2.75%	9.72%	3.19%	3.95%	2.09%	5.59%	1.56%	4.26%	5.09%	7.36%	4.14%	3.71%	0.56%	1.97%	5.88%	10.74%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	187	5	8	8	13	14	6	9	2	3	2	0	6	6	7	4	1	1	8	2	9	0	0	0	1	5	1	2	4	4	1	5	2	7	5	9	3	0	5	5	4	2	1	2	1	1	2	1					
		0.71%	0.46%	0.89%	0.77%	1.05%	1.22%	0.61%	0.98%	0.22%	0.92%	0.46%	0.00%	1.53%	1.59%	1.33%	0.48%	0.11%	0.34%	0.92%	1.02%	1.69%	0.00%	0.00%	0.00%	0.21%	0.78%	0.42%	0.37%	0.75%	0.62%	0.22%	2.78%	0.50%	1.66%	0.53%	0.59%	0.90%	0.00%	0.87%	1.77%	0.42%	0.87%	0.34%	0.57%	0.56%	0.39%	0.74%	0.83%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18512	774	590	638	782	687	666	610	662	253	306	205	241	235	383	599	635	236	620	141	386	208	240	337	351	459	160	329	379	485	334	136	315	272	740	1194	257	124	440	189	703	166	206	265	139	198	161	76					
		70.60%	71.07%	65.77%	61.17%	63.01%	60.10%	67.89%	66.67%	73.56%	77.61%	70.67%	71.18%	61.48%	62.17%	72.54%	72.08%	72.24%	80.55%	71.26%	71.94%	72.42%	73.50%	69.77%	75.73%	75.16%	71.83%	67.51%	61.27%	70.97%	74.62%	73.89%	75.56%	78.75%	64.45%	78.64%	78.60%	76.72%	69.27%	76.26%	67.02%	74.55%	71.86%	71.03%	75.71%	77.22%	77.95%	59.19%	62.81%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	120	6	10	14	10	12	7	2	5	2	0	0	1	2	1	0	5	1	2	0	2	2	1	0	0	3	0	1	1	3	0	1	2	2	1	11	0	0	1	1	2	0	0	0	0	1	3	2					
		0.46%	0.55%	1.11%	1.34%	0.81%	1.05%	0.71%	0.22%	0.56%	0.61%	0.00%	0.00%	0.26%	0.53%	0.19%	0.00%	0.57%	0.34%	0.23%	0.00%	0.38%	0.71%	0.29%	0.00%	0.00%	0.47%	0.00%	0.19%	0.19%	0.46%	0.00%	0.56%	0.50%	0.47%	0.11%	0.72%	0.00%	0.00%	0.17%	0.35%	0.21%	0.00%	0.00%	0.00%	0.00%	0.39%	1.10%	1.65%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
