Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																								
Дата голосования: 04.12.2011																																																																								
																																																																								
"Наименование Избирательной комиссии:    Новосибирск, Калининская  "																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668					
		12.39%	12.83%	14.38%	14.21%	10.23%	10.27%	13.94%	14.65%	12.63%	11.93%	14.45%	15.92%	12.82%	14.10%	15.08%	13.72%	13.93%	13.76%	13.40%	12.75%	13.93%	12.99%	13.41%	14.08%	12.50%	11.65%	12.04%	10.10%	11.23%	12.73%	10.37%	12.19%	13.45%	13.75%	9.94%	10.88%	9.38%	9.07%	12.10%	10.84%	12.30%	15.33%	13.26%	12.82%	15.59%	13.74%	13.65%	13.91%	14.19%	12.44%	13.09%	14.68%	12.50%	12.14%	13.46%	12.99%	11.79%	10.84%	12.20%	10.83%	12.43%	9.61%	9.21%	10.86%	9.77%	9.13%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	13211	161	189	195	141	180	128	99	185	197	152	123	148	142	162	163	150	188	148	143	130	104	90	147	194	154	216	132	185	158	151	187	188	162	175	222	216	256	228	236	195	224	244	240	233	146	187	184	247	201	251	268	239	237	239	202	189	199	169	205	211	405	421	429	477	444					
		16.34%	16.79%	15.01%	16.90%	15.34%	20.55%	17.16%	10.43%	18.84%	17.16%	15.80%	14.50%	15.18%	12.43%	16.96%	17.07%	13.66%	13.61%	12.96%	12.93%	10.78%	19.29%	11.28%	15.44%	18.51%	14.13%	16.99%	18.51%	14.23%	13.97%	12.63%	14.24%	14.29%	14.94%	16.89%	16.43%	18.24%	16.24%	16.23%	18.14%	11.48%	15.90%	14.58%	15.08%	15.80%	13.20%	15.75%	15.51%	17.35%	14.05%	15.35%	18.05%	14.23%	15.07%	16.49%	18.10%	17.01%	18.44%	14.52%	17.63%	18.61%	24.04%	20.96%	22.61%	22.73%	21.79%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	872	17	13	12	15	14	13	7	11	6	15	10	12	17	10	10	12	12	10	12	18	8	14	16	11	20	16	6	11	7	7	3	9	14	15	14	10	22	20	17	6	12	19	13	13	14	7	13	13	15	19	12	14	20	23	12	11	10	4	8	12	24	22	26	22	22					
		1.08%	1.77%	1.03%	1.04%	1.63%	1.60%	1.74%	0.74%	1.12%	0.52%	1.56%	1.18%	1.23%	1.49%	1.05%	1.05%	1.09%	0.87%	0.88%	1.08%	1.49%	1.48%	1.75%	1.68%	1.05%	1.83%	1.26%	0.84%	0.85%	0.62%	0.59%	0.23%	0.68%	1.29%	1.45%	1.04%	0.84%	1.40%	1.42%	1.31%	0.35%	0.85%	1.14%	0.82%	0.88%	1.27%	0.59%	1.10%	0.91%	1.05%	1.16%	0.81%	0.83%	1.27%	1.59%	1.08%	0.99%	0.93%	0.34%	0.69%	1.06%	1.42%	1.10%	1.37%	1.05%	1.08%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	26221	334	468	408	316	278	240	412	359	437	348	307	370	449	375	324	421	552	445	397	482	158	303	328	325	429	459	244	402	384	401	432	391	376	317	426	291	441	466	429	565	527	549	493	507	420	394	399	409	437	549	482	485	430	382	298	386	328	413	405	386	457	473	397	502	424					
		32.43%	34.83%	37.17%	35.36%	34.39%	31.74%	32.17%	43.41%	36.56%	38.07%	36.17%	36.20%	37.95%	39.32%	39.27%	33.93%	38.34%	39.97%	38.97%	35.90%	39.97%	29.31%	37.97%	34.45%	31.01%	39.36%	36.11%	34.22%	30.92%	33.95%	33.53%	32.90%	29.71%	34.69%	30.60%	31.53%	24.58%	27.98%	33.17%	32.97%	33.25%	37.40%	32.80%	30.99%	34.37%	37.97%	33.19%	33.64%	28.72%	30.54%	33.58%	32.46%	28.87%	27.34%	26.36%	26.70%	34.74%	30.40%	35.48%	34.82%	34.04%	27.12%	23.54%	20.93%	23.92%	20.80%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3966	67	81	75	32	52	39	57	67	80	48	67	70	68	41	64	81	127	136	89	96	22	89	49	56	57	94	35	33	47	50	68	45	36	40	56	43	52	61	65	62	86	58	86	57	49	48	62	59	65	71	89	59	87	79	45	28	35	49	50	39	27	61	59	65	56					
		4.90%	6.99%	6.43%	6.50%	3.48%	5.94%	5.23%	6.01%	6.82%	6.97%	4.99%	7.90%	7.18%	5.95%	4.29%	6.70%	7.38%	9.20%	11.91%	8.05%	7.96%	4.08%	11.15%	5.15%	5.34%	5.23%	7.40%	4.91%	2.54%	4.16%	4.18%	5.18%	3.42%	3.32%	3.86%	4.15%	3.63%	3.30%	4.34%	4.99%	3.65%	6.10%	3.46%	5.41%	3.86%	4.43%	4.04%	5.23%	4.14%	4.54%	4.34%	5.99%	3.51%	5.53%	5.45%	4.03%	2.52%	3.24%	4.21%	4.30%	3.44%	1.60%	3.04%	3.11%	3.10%	2.75%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24788	247	305	263	299	230	209	223	214	272	247	187	230	282	203	237	260	279	229	296	279	166	175	267	302	283	302	212	491	373	436	432	468	309	368	461	491	632	423	376	630	324	536	504	394	298	355	343	477	500	487	391	643	571	503	386	343	370	367	351	327	565	791	742	773	859					
		30.65%	25.76%	24.23%	22.79%	32.54%	26.26%	28.02%	23.50%	21.79%	23.69%	25.68%	22.05%	23.59%	24.69%	21.26%	24.82%	23.68%	20.20%	20.05%	26.76%	23.13%	30.80%	21.93%	28.05%	28.82%	25.96%	23.76%	29.73%	37.77%	32.98%	36.45%	32.90%	35.56%	28.51%	35.52%	34.12%	41.47%	40.10%	30.11%	28.90%	37.08%	22.99%	32.02%	31.68%	26.71%	26.94%	29.91%	28.92%	33.50%	34.94%	29.79%	26.33%	38.27%	36.30%	34.71%	34.59%	30.87%	34.29%	31.53%	30.18%	28.84%	33.53%	39.37%	39.11%	36.83%	42.15%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	587	3	12	13	8	11	4	5	8	12	7	8	10	6	11	10	7	15	9	11	12	3	8	4	13	6	7	5	16	6	8	5	5	3	10	7	9	10	11	12	8	8	6	12	11	7	8	6	4	13	10	12	16	7	14	11	7	4	9	6	7	12	13	13	15	18					
		0.73%	0.31%	0.95%	1.13%	0.87%	1.26%	0.54%	0.53%	0.81%	1.05%	0.73%	0.94%	1.03%	0.53%	1.15%	1.05%	0.64%	1.09%	0.79%	0.99%	0.99%	0.56%	1.00%	0.42%	1.24%	0.55%	0.55%	0.70%	1.23%	0.53%	0.67%	0.38%	0.38%	0.28%	0.97%	0.52%	0.76%	0.63%	0.78%	0.92%	0.47%	0.57%	0.36%	0.75%	0.75%	0.63%	0.67%	0.51%	0.28%	0.91%	0.61%	0.81%	0.95%	0.45%	0.97%	0.99%	0.63%	0.37%	0.77%	0.52%	0.62%	0.71%	0.65%	0.69%	0.71%	0.88%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
