Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Калининская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	257	34	20	29	16	4	7	15	8	24	12	20	15	4	0	3	0	3	1	21	0	5	4	4	7	1									
		1.05%	2.35%	1.29%	1.80%	0.90%	1.61%	0.93%	1.07%	1.19%	1.41%	0.79%	1.13%	0.82%	0.63%	0.00%	0.39%	0.00%	1.03%	0.19%	1.15%	0.00%	0.54%	0.71%	0.52%	0.90%	0.42%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	379	32	28	7	18	9	18	19	17	22	26	21	27	19	0	7	11	2	7	50	2	14	1	5	13	4									
		1.55%	2.21%	1.80%	0.44%	1.02%	3.61%	2.39%	1.36%	2.53%	1.29%	1.72%	1.19%	1.47%	2.97%	0.00%	0.90%	2.04%	0.69%	1.31%	2.74%	1.20%	1.52%	0.18%	0.65%	1.68%	1.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	324	33	23	4	13	1	28	17	14	15	16	18	22	6	0	3	3	2	7	54	1	19	1	9	13	2									
		1.32%	2.28%	1.48%	0.25%	0.73%	0.40%	3.72%	1.22%	2.09%	0.88%	1.06%	1.02%	1.20%	0.94%	0.00%	0.39%	0.56%	0.69%	1.31%	2.96%	0.60%	2.07%	0.18%	1.17%	1.68%	0.83%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14956	841	1016	966	1063	146	391	871	388	1016	923	1082	1120	358	105	494	360	134	371	1110	107	580	423	506	409	176									
		61.12%	58.08%	65.30%	60.07%	59.99%	58.63%	51.99%	62.35%	57.82%	59.69%	61.00%	61.06%	61.17%	56.03%	70.00%	63.41%	66.67%	46.21%	69.22%	60.76%	64.07%	63.04%	75.00%	65.54%	52.77%	73.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	133	10	14	0	9	3	5	6	5	16	7	35	4	6	4	2	1	0	0	1	0	1	2	1	0	1									
		0.54%	0.69%	0.90%	0.00%	0.51%	1.20%	0.66%	0.43%	0.75%	0.94%	0.46%	1.98%	0.22%	0.94%	2.67%	0.26%	0.19%	0.00%	0.00%	0.05%	0.00%	0.11%	0.35%	0.13%	0.00%	0.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	44	0	2	1	2	0	0	3	2	11	4	2	4	2	0	2	0	0	0	3	0	4	2	0	0	0									
		0.18%	0.00%	0.13%	0.06%	0.11%	0.00%	0.00%	0.21%	0.30%	0.65%	0.26%	0.11%	0.22%	0.31%	0.00%	0.26%	0.00%	0.00%	0.00%	0.16%	0.00%	0.43%	0.35%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3989	232	245	259	284	37	216	220	103	273	242	284	302	97	24	137	82	17	85	291	27	184	60	106	145	37									
		16.30%	16.02%	15.75%	16.11%	16.03%	14.86%	28.72%	15.75%	15.35%	16.04%	15.99%	16.03%	16.49%	15.18%	16.00%	17.59%	15.19%	5.86%	15.86%	15.93%	16.17%	20.00%	10.64%	13.73%	18.71%	15.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	86	6	0	0	18	3	1	2	1	19	8	11	3	4	0	2	0	0	0	2	2	0	1	2	1	0									
		0.35%	0.41%	0.00%	0.00%	1.02%	1.20%	0.13%	0.14%	0.15%	1.12%	0.53%	0.62%	0.16%	0.63%	0.00%	0.26%	0.00%	0.00%	0.00%	0.11%	1.20%	0.00%	0.18%	0.26%	0.13%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	80	4	4	0	15	0	2	5	4	13	5	5	5	1	0	0	1	0	0	1	0	4	3	0	7	1									
		0.33%	0.28%	0.26%	0.00%	0.85%	0.00%	0.27%	0.36%	0.60%	0.76%	0.33%	0.28%	0.27%	0.16%	0.00%	0.00%	0.19%	0.00%	0.00%	0.05%	0.00%	0.43%	0.53%	0.00%	0.90%	0.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	42	2	3	0	1	0	1	1	0	18	1	7	1	2	0	0	0	0	0	3	0	0	1	1	0	0									
		0.17%	0.14%	0.19%	0.00%	0.06%	0.00%	0.13%	0.07%	0.00%	1.06%	0.07%	0.40%	0.05%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.18%	0.13%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	109	5	13	4	8	1	3	8	5	18	7	13	7	2	0	2	0	0	1	4	1	2	3	2	0	0									
		0.45%	0.35%	0.84%	0.25%	0.45%	0.40%	0.40%	0.57%	0.75%	1.06%	0.46%	0.73%	0.38%	0.31%	0.00%	0.26%	0.00%	0.00%	0.19%	0.22%	0.60%	0.22%	0.53%	0.26%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3067	174	144	209	265	35	62	73	98	181	199	238	275	120	11	112	74	16	56	273	26	77	58	124	149	18									
		12.53%	12.02%	9.25%	12.99%	14.95%	14.06%	8.24%	5.23%	14.61%	10.63%	13.15%	13.43%	15.02%	18.78%	7.33%	14.38%	13.70%	5.52%	10.45%	14.94%	15.57%	8.37%	10.28%	16.06%	19.23%	7.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	1	2	0	3	3	1	2	2	18	7	6	3	1	0	3	2	0	0	2	0	1	0	0	1	0									
		0.24%	0.07%	0.13%	0.00%	0.17%	1.20%	0.13%	0.14%	0.30%	1.06%	0.46%	0.34%	0.16%	0.16%	0.00%	0.39%	0.37%	0.00%	0.00%	0.11%	0.00%	0.11%	0.00%	0.00%	0.13%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	624	29	15	104	29	6	10	136	12	21	34	18	27	8	5	4	2	116	6	6	1	14	1	5	15	0									
		2.55%	2.00%	0.96%	6.47%	1.64%	2.41%	1.33%	9.74%	1.79%	1.23%	2.25%	1.02%	1.47%	1.25%	3.33%	0.51%	0.37%	40.00%	1.12%	0.33%	0.60%	1.52%	0.18%	0.65%	1.94%	0.00%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
