Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Златоустовская городская																																																																																							
																																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																							
																																																																																							
		Сумма	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1123	10	20	10	10	20	15	25	10	10	10	15	10	10	17	20	10	10	10	10	18	10	10	10	10	15	10	30	20	25	20	20	10	15	15	20	25	13	20	15	20	10	15	15	20	15	25	10	30	10	20	10	30	10	10	10	10	10	10	15	20	20	10	10	10	10	20	10	10	10	10	10	10	15	10	10	10	10	10	10	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	776	8	18	8	10	13	11	22	6	6	6	8	3	0	14	12	9	8	2	7	13	5	8	10	9	11	6	23	14	22	14	20	10	12	11	17	20	9	13	12	17	9	10	15	17	11	21	8	19	9	14	10	20	3	4	3	1	7	2	13	14	14	7	8	7	8	14	10	7	4	3	4	10	4	6	3	6	0	1	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	952	6	4	9	2	7	16	17	11	7	7	11	3	6	3	9	10	6	6	10	1	10	7	4	6	11	9	2	3	8	12	14	7	8	3	5	7	3	8	6	7	4	10	11	11	6	7	12	17	11	7	8	10	6	6	3	7	9	11	7	15	7	6	7	4	5	12	3	7	5	5	5	2	7	12	6	12	7	2	2	367					
14	Число погашенных открепительных удостоверений	347	2	2	2	0	7	4	3	4	4	4	7	7	10	3	8	1	2	8	3	5	5	2	0	1	4	4	7	6	3	6	0	0	3	4	3	5	4	7	3	3	1	5	0	3	4	4	2	11	1	6	0	10	7	6	7	9	3	8	2	6	6	3	2	3	2	6	0	3	6	7	6	0	11	4	7	4	10	9	7	0					
15	Число открепительных удостоверений выданных ТИК	129	1	2	2	1	2	1	2	4	1	4	2	0	1	3	2	0	0	6	2	1	1	3	2	1	1	2	1	3	4	4	3	4	2	3	2	2	0	0	1	0	1	1	0	2	2	0	0	2	1	2	1	0	0	1	3	3	5	4	3	3	0	2	0	2	1	0	2	1	2	2	1	1	1	1	0	0	2	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																							
18	"1. ""ЕДИНЕНИЕ"""	552	8	16	7	11	5	9	14	6	5	5	4	7	5	8	6	1	11	12	7	4	8	3	4	14	2	10	13	3	10	3	10	6	9	1	4	10	3	6	11	7	7	7	8	9	5	4	9	3	11	8	6	9	5	2	3	3	13	3	12	6	10	4	11	6	8	7	3	5	15	3	4	2	10	9	2	5	5	4	1	17					
		0.81%	1.04%	1.23%	1.21%	1.05%	0.46%	0.85%	1.30%	1.26%	0.77%	0.77%	0.58%	1.84%	1.60%	1.07%	0.66%	0.16%	1.25%	1.03%	0.72%	0.36%	1.03%	0.34%	0.56%	1.15%	0.17%	0.69%	1.02%	0.31%	0.99%	0.36%	0.88%	0.51%	0.67%	0.07%	0.33%	0.81%	0.46%	0.45%	0.76%	0.64%	0.88%	1.19%	0.73%	0.77%	0.53%	0.44%	1.28%	0.29%	1.06%	0.70%	0.41%	0.64%	1.19%	0.92%	0.90%	0.94%	1.74%	0.78%	1.29%	0.62%	0.96%	0.44%	1.02%	0.66%	1.05%	0.62%	0.47%	1.09%	1.88%	0.64%	0.76%	0.39%	1.26%	1.83%	0.54%	1.08%	2.29%	1.03%	0.72%	2.74%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3119	32	38	13	32	46	27	35	21	32	29	23	12	16	37	43	21	40	48	38	60	39	62	29	48	57	67	51	50	53	42	44	57	75	127	70	46	40	77	95	68	45	31	65	63	47	67	36	46	47	64	71	51	18	11	9	11	27	8	41	38	39	29	40	72	29	52	25	6	37	10	16	8	63	5	7	17	0	5	3	20					
		4.61%	4.17%	2.94%	2.24%	3.07%	4.32%	2.55%	3.27%	4.43%	4.98%	4.51%	3.33%	3.15%	5.14%	4.95%	4.77%	3.47%	4.56%	4.13%	3.95%	5.41%	5.04%	7.06%	4.11%	3.97%	5.01%	4.63%	4.01%	5.20%	5.27%	5.10%	3.87%	4.90%	5.63%	9.40%	5.86%	3.74%	6.20%	5.87%	6.63%	6.26%	5.69%	5.28%	5.99%	5.39%	5.00%	7.37%	5.15%	4.55%	4.56%	5.63%	4.93%	3.68%	4.29%	5.09%	2.70%	3.47%	3.63%	2.09%	4.42%	3.93%	3.76%	3.19%	3.71%	8.00%	3.82%	4.65%	3.95%	1.31%	4.64%	2.14%	3.07%	1.56%	7.99%	1.01%	1.90%	3.68%	0.0%	1.29%	2.17%	3.22%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	3298	23	63	27	41	56	49	49	20	26	22	31	14	19	19	45	31	43	43	51	80	54	63	33	130	73	93	98	40	59	40	77	77	58	63	46	84	30	48	41	38	37	14	32	46	44	21	34	46	42	62	56	61	14	5	13	15	42	18	47	50	52	46	53	49	41	63	22	18	36	28	23	31	30	22	15	21	12	11	5	24					
		4.88%	3.00%	4.87%	4.67%	3.93%	5.26%	4.64%	4.57%	4.21%	4.04%	3.42%	4.49%	3.68%	6.10%	2.54%	5.0%	5.12%	4.90%	3.70%	5.30%	7.22%	6.98%	7.18%	4.68%	10.77%	6.42%	6.42%	7.71%	4.16%	5.87%	4.86%	6.78%	6.62%	4.36%	4.66%	3.85%	6.83%	4.65%	3.66%	2.86%	3.49%	4.68%	2.38%	2.94%	3.93%	4.68%	2.31%	4.87%	4.55%	4.07%	5.46%	3.89%	4.40%	3.34%	2.31%	3.90%	4.73%	5.65%	4.71%	5.07%	5.17%	5.01%	5.06%	4.91%	5.45%	5.40%	5.64%	3.48%	3.93%	4.51%	5.99%	4.41%	6.05%	3.80%	4.48%	4.07%	4.55%	5.50%	2.84%	3.62%	3.87%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4754	61	75	34	91	62	68	66	12	49	30	45	30	19	42	65	49	59	88	76	93	48	69	52	87	86	121	73	80	83	85	78	102	94	93	83	73	49	116	123	72	56	35	71	70	59	89	42	89	85	59	113	79	22	16	17	13	60	30	72	71	79	78	103	67	45	92	53	23	34	26	25	22	38	32	32	24	7	12	11	22					
		7.03%	7.96%	5.80%	5.88%	8.74%	5.82%	6.44%	6.16%	2.53%	7.63%	4.66%	6.53%	7.89%	6.10%	5.62%	7.22%	8.09%	6.72%	7.57%	7.90%	8.39%	6.20%	7.86%	7.37%	7.20%	7.57%	8.36%	5.74%	8.33%	8.26%	10.34%	6.87%	8.77%	7.06%	6.88%	6.95%	5.93%	7.59%	8.84%	8.59%	6.62%	7.08%	5.96%	6.54%	5.99%	6.28%	9.80%	6.01%	8.82%	8.25%	5.19%	7.85%	5.70%	5.25%	7.40%	5.10%	4.10%	8.07%	7.85%	7.76%	7.34%	7.62%	8.59%	9.55%	7.45%	5.92%	8.23%	8.38%	5.02%	4.26%	5.56%	4.79%	4.29%	4.82%	6.51%	8.69%	5.20%	3.21%	3.10%	7.97%	3.54%					
22	"5. ""За Русь Святую"""	439	5	3	2	7	5	0	5	2	6	3	3	3	3	5	4	7	7	17	5	9	4	6	2	9	3	8	7	7	10	4	9	9	8	6	4	14	1	3	9	6	6	5	4	11	4	11	4	10	6	5	13	11	5	1	2	4	5	4	3	7	5	6	8	8	3	7	4	0	6	1	3	4	7	4	5	6	1	1	0	9					
		0.64%	0.65%	0.23%	0.34%	0.67%	0.46%	0.0%	0.46%	0.42%	0.93%	0.46%	0.43%	0.78%	0.96%	0.66%	0.44%	1.15%	0.79%	1.46%	0.51%	0.81%	0.51%	0.68%	0.28%	0.74%	0.26%	0.55%	0.55%	0.72%	0.99%	0.48%	0.79%	0.77%	0.60%	0.44%	0.33%	1.13%	0.15%	0.22%	0.62%	0.55%	0.75%	0.85%	0.36%	0.94%	0.42%	1.21%	0.57%	0.99%	0.58%	0.44%	0.90%	0.79%	1.19%	0.46%	0.60%	1.26%	0.67%	1.04%	0.32%	0.72%	0.48%	0.66%	0.74%	0.88%	0.39%	0.62%	0.63%	0.0%	0.75%	0.21%	0.57%	0.78%	0.88%	0.81%	1.35%	1.30%	0.45%	0.25%	0.0%	1.45%					
23	"6. ""Объединенная Российская партия ""Русь"""	146	2	5	1	3	4	2	3	2	4	2	0	2	1	2	3	2	2	3	2	6	2	2	0	2	3	1	1	3	2	4	5	1	1	1	3	3	2	1	1	1	0	1	4	1	1	0	1	2	1	2	2	1	0	0	0	3	1	0	0	2	1	0	3	0	3	3	1	1	3	1	4	0	3	0	1	1	1	3	2	3					
		0.21%	0.26%	0.38%	0.17%	0.28%	0.37%	0.18%	0.28%	0.42%	0.62%	0.31%	0.0%	0.52%	0.32%	0.26%	0.33%	0.33%	0.22%	0.25%	0.20%	0.54%	0.25%	0.22%	0.0%	0.16%	0.26%	0.06%	0.07%	0.31%	0.19%	0.48%	0.44%	0.08%	0.07%	0.07%	0.25%	0.24%	0.31%	0.07%	0.06%	0.09%	0.0%	0.17%	0.36%	0.08%	0.10%	0.0%	0.14%	0.19%	0.09%	0.17%	0.13%	0.07%	0.0%	0.0%	0.0%	0.94%	0.13%	0.0%	0.0%	0.20%	0.09%	0.0%	0.27%	0.0%	0.39%	0.26%	0.15%	0.21%	0.37%	0.21%	0.76%	0.0%	0.38%	0.0%	0.27%	0.21%	0.45%	0.77%	1.44%	0.48%					
24	"7. ""Новый курс - Автомобильная Россия"""	390	3	11	6	3	6	8	5	5	0	7	4	1	2	5	7	5	5	4	10	13	3	3	9	2	4	7	7	2	4	8	6	2	8	7	6	8	1	3	8	14	7	2	6	8	4	5	4	5	4	14	7	7	1	5	2	3	3	2	1	4	2	8	8	5	1	7	5	1	6	1	4	2	3	1	2	4	2	1	1	10					
		0.57%	0.39%	0.85%	1.03%	0.28%	0.56%	0.75%	0.46%	1.05%	0.0%	1.08%	0.58%	0.26%	0.64%	0.66%	0.77%	0.82%	0.57%	0.34%	1.03%	1.17%	0.38%	0.34%	1.27%	0.16%	0.35%	0.48%	0.55%	0.20%	0.39%	0.97%	0.52%	0.17%	0.60%	0.51%	0.50%	0.65%	0.15%	0.22%	0.55%	1.28%	0.88%	0.34%	0.55%	0.68%	0.42%	0.55%	0.57%	0.49%	0.38%	1.23%	0.48%	0.50%	0.23%	2.31%	0.60%	0.94%	0.40%	0.52%	0.10%	0.41%	0.19%	0.88%	0.74%	0.55%	0.13%	0.62%	0.79%	0.21%	0.75%	0.21%	0.76%	0.39%	0.38%	0.20%	0.54%	0.86%	0.91%	0.25%	0.72%	1.61%					
25	"8. ""Народно-республиканская партия России"""	50	1	3	0	0	0	0	0	1	0	0	0	1	0	1	0	1	2	1	0	1	0	1	1	0	0	0	2	0	0	1	2	0	1	0	0	1	1	0	0	2	0	0	1	1	3	0	1	0	0	1	1	0	0	0	1	0	2	0	1	1	0	0	0	3	0	2	1	0	0	0	2	0	1	0	0	1	0	0	1	2					
		0.07%	0.13%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.26%	0.0%	0.13%	0.0%	0.16%	0.22%	0.08%	0.0%	0.09%	0.0%	0.11%	0.14%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.12%	0.17%	0.0%	0.07%	0.0%	0.0%	0.08%	0.15%	0.0%	0.0%	0.18%	0.0%	0.0%	0.09%	0.08%	0.31%	0.0%	0.14%	0.0%	0.0%	0.08%	0.06%	0.0%	0.0%	0.0%	0.30%	0.0%	0.26%	0.0%	0.10%	0.10%	0.0%	0.0%	0.0%	0.33%	0.0%	0.17%	0.15%	0.0%	0.0%	0.0%	0.38%	0.0%	0.12%	0.0%	0.0%	0.21%	0.0%	0.0%	0.72%	0.32%					
26	"9. ""Российская экологическая партия ""Зеленые"""	244	3	8	1	9	2	3	2	0	4	1	19	1	1	2	4	3	1	3	3	7	1	4	0	4	1	2	7	1	2	3	2	3	5	10	3	5	2	8	8	4	0	3	5	1	4	2	1	4	2	4	4	3	1	0	4	0	3	0	2	3	5	2	3	4	2	7	4	3	1	2	0	3	4	0	0	0	1	0	2	3					
		0.36%	0.39%	0.61%	0.17%	0.86%	0.18%	0.28%	0.18%	0.0%	0.62%	0.15%	2.75%	0.26%	0.32%	0.26%	0.44%	0.49%	0.11%	0.25%	0.31%	0.63%	0.12%	0.45%	0.0%	0.33%	0.08%	0.13%	0.55%	0.10%	0.19%	0.36%	0.17%	0.25%	0.37%	0.74%	0.25%	0.40%	0.31%	0.61%	0.55%	0.36%	0.0%	0.51%	0.46%	0.08%	0.42%	0.22%	0.14%	0.39%	0.19%	0.35%	0.27%	0.21%	0.23%	0.0%	1.20%	0.0%	0.40%	0.0%	0.21%	0.31%	0.48%	0.22%	0.27%	0.44%	0.26%	0.62%	0.63%	0.65%	0.12%	0.42%	0.0%	0.58%	0.50%	0.0%	0.0%	0.0%	0.45%	0.0%	1.44%	0.48%					
27	"10. ""Аграрная партия России"""	1129	10	29	7	18	22	16	19	6	9	12	0	7	9	8	19	9	17	16	24	21	19	19	10	12	21	15	18	14	16	13	25	21	21	26	11	21	11	19	21	14	10	5	28	26	30	13	14	15	22	23	17	31	7	3	5	7	7	10	16	21	12	15	15	14	15	18	12	6	17	5	6	8	6	12	6	4	4	13	4	2					
		1.67%	1.30%	2.24%	1.21%	1.72%	2.06%	1.51%	1.77%	1.26%	1.40%	1.86%	0.0%	1.84%	2.89%	1.07%	2.11%	1.48%	1.93%	1.37%	2.49%	1.89%	2.45%	2.16%	1.41%	0.99%	1.84%	1.03%	1.41%	1.45%	1.59%	1.58%	2.20%	1.80%	1.57%	1.92%	0.92%	1.70%	1.70%	1.44%	1.46%	1.28%	1.26%	0.85%	2.58%	2.22%	3.19%	1.43%	2.00%	1.48%	2.13%	2.02%	1.18%	2.23%	1.67%	1.38%	1.50%	2.20%	0.94%	2.61%	1.72%	2.17%	1.15%	1.65%	1.39%	1.55%	1.97%	1.61%	1.89%	1.31%	2.13%	1.07%	1.15%	1.56%	0.76%	2.44%	1.63%	0.86%	1.83%	3.35%	2.89%	0.32%					
28	"11. ""Истинные патриоты России"""	109	0	2	1	11	0	2	1	1	0	0	2	1	1	1	2	1	2	0	1	10	0	0	2	0	2	0	2	2	0	1	0	1	1	2	1	2	2	0	0	0	4	0	1	1	0	1	0	1	2	1	4	1	2	1	1	1	4	0	2	1	7	1	0	0	1	1	2	2	1	1	0	1	0	1	0	0	1	0	2	3					
		0.16%	0.0%	0.15%	0.17%	1.05%	0.0%	0.18%	0.09%	0.21%	0.0%	0.0%	0.29%	0.26%	0.32%	0.13%	0.22%	0.16%	0.22%	0.0%	0.10%	0.90%	0.0%	0.0%	0.28%	0.0%	0.17%	0.0%	0.15%	0.20%	0.0%	0.12%	0.0%	0.08%	0.07%	0.14%	0.08%	0.16%	0.31%	0.0%	0.0%	0.0%	0.50%	0.0%	0.09%	0.08%	0.0%	0.11%	0.0%	0.09%	0.19%	0.08%	0.27%	0.07%	0.47%	0.46%	0.30%	0.31%	0.53%	0.0%	0.21%	0.10%	0.67%	0.11%	0.0%	0.0%	0.13%	0.08%	0.31%	0.43%	0.12%	0.21%	0.0%	0.19%	0.0%	0.20%	0.0%	0.0%	0.45%	0.0%	1.44%	0.48%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	306	4	11	2	2	7	5	6	0	3	2	3	1	1	4	3	2	5	2	4	5	1	6	3	4	6	4	5	5	6	4	7	1	14	5	5	5	2	4	6	5	2	3	10	6	1	5	0	6	6	4	5	7	4	3	0	2	5	1	4	1	1	8	4	3	3	10	3	2	1	5	3	0	2	2	4	2	0	1	2	5					
		0.45%	0.52%	0.85%	0.34%	0.19%	0.65%	0.47%	0.56%	0.0%	0.46%	0.31%	0.43%	0.26%	0.32%	0.53%	0.33%	0.33%	0.57%	0.17%	0.41%	0.45%	0.12%	0.68%	0.42%	0.33%	0.52%	0.27%	0.39%	0.52%	0.59%	0.48%	0.61%	0.08%	1.05%	0.37%	0.41%	0.40%	0.31%	0.30%	0.41%	0.46%	0.25%	0.51%	0.92%	0.51%	0.10%	0.55%	0.0%	0.59%	0.58%	0.35%	0.34%	0.50%	0.95%	1.38%	0.0%	0.63%	0.67%	0.26%	0.43%	0.10%	0.09%	0.88%	0.37%	0.33%	0.39%	0.89%	0.47%	0.43%	0.12%	1.07%	0.57%	0.0%	0.25%	0.40%	1.08%	0.43%	0.0%	0.25%	1.44%	0.80%					
30	"13. ""Демократическая партия России"""	143	3	0	3	2	2	5	2	5	2	1	1	0	0	1	2	2	4	1	0	1	1	1	1	2	2	2	1	1	1	4	5	0	2	3	1	4	0	2	2	2	1	2	0	0	3	2	1	2	1	6	0	9	1	0	0	2	3	0	4	1	3	2	2	4	2	4	1	1	1	0	2	0	2	1	1	0	1	0	2	2					
		0.21%	0.39%	0.0%	0.51%	0.19%	0.18%	0.47%	0.18%	1.05%	0.31%	0.15%	0.14%	0.0%	0.0%	0.13%	0.22%	0.33%	0.45%	0.08%	0.0%	0.09%	0.12%	0.11%	0.14%	0.16%	0.17%	0.13%	0.07%	0.10%	0.09%	0.48%	0.44%	0.0%	0.15%	0.22%	0.08%	0.32%	0.0%	0.15%	0.13%	0.18%	0.12%	0.34%	0.0%	0.0%	0.31%	0.22%	0.14%	0.19%	0.09%	0.52%	0.0%	0.64%	0.23%	0.0%	0.0%	0.63%	0.40%	0.0%	0.43%	0.10%	0.28%	0.22%	0.18%	0.44%	0.26%	0.35%	0.15%	0.21%	0.12%	0.0%	0.38%	0.0%	0.25%	0.20%	0.27%	0.0%	0.45%	0.0%	1.44%	0.32%					
31	"14. ""Великая Россия - Евразийский Союз"""	135	2	2	1	1	5	6	2	3	3	1	1	0	0	2	3	0	1	2	1	2	0	1	0	4	2	3	1	1	1	1	4	1	3	2	5	3	2	3	4	0	1	0	2	4	0	2	6	1	1	1	5	1	2	1	1	0	2	0	1	2	2	2	0	3	1	2	2	2	0	2	0	0	3	1	0	1	0	0	0	2					
		0.19%	0.26%	0.15%	0.17%	0.09%	0.46%	0.56%	0.18%	0.63%	0.46%	0.15%	0.14%	0.0%	0.0%	0.26%	0.33%	0.0%	0.11%	0.17%	0.10%	0.18%	0.0%	0.11%	0.0%	0.33%	0.17%	0.20%	0.07%	0.10%	0.09%	0.12%	0.35%	0.08%	0.22%	0.14%	0.41%	0.24%	0.31%	0.22%	0.27%	0.0%	0.12%	0.0%	0.18%	0.34%	0.0%	0.22%	0.85%	0.09%	0.09%	0.08%	0.34%	0.07%	0.47%	0.46%	0.30%	0.0%	0.26%	0.0%	0.10%	0.20%	0.19%	0.22%	0.0%	0.33%	0.13%	0.17%	0.31%	0.43%	0.0%	0.42%	0.0%	0.0%	0.38%	0.20%	0.0%	0.21%	0.0%	0.0%	0.0%	0.32%					
32	"15. ""Партия СЛОН"""	115	4	1	2	3	3	2	5	2	1	2	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	4	2	2	4	2	1	4	2	1	1	2	5	6	1	2	1	1	2	0	1	1	0	2	2	1	3	4	0	1	0	0	1	0	2	2	1	2	0	2	2	1	1	0	0	1	1	1	2	1	0	2	0	0	0	4					
		0.17%	0.52%	0.07%	0.34%	0.28%	0.28%	0.18%	0.46%	0.42%	0.15%	0.31%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.08%	0.10%	0.0%	0.12%	0.0%	0.0%	0.08%	0.08%	0.27%	0.15%	0.20%	0.39%	0.24%	0.08%	0.34%	0.15%	0.07%	0.08%	0.16%	0.77%	0.45%	0.06%	0.18%	0.12%	0.17%	0.18%	0.0%	0.10%	0.11%	0.0%	0.19%	0.19%	0.08%	0.20%	0.28%	0.0%	0.46%	0.0%	0.0%	0.13%	0.0%	0.21%	0.20%	0.09%	0.22%	0.0%	0.22%	0.26%	0.08%	0.15%	0.0%	0.0%	0.21%	0.19%	0.19%	0.25%	0.20%	0.0%	0.43%	0.0%	0.0%	0.0%	0.64%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4536	74	66	47	55	77	41	65	20	26	21	35	16	13	54	78	43	61	76	110	68	40	60	32	67	75	71	70	53	60	100	87	74	118	119	101	94	54	126	175	107	70	37	70	95	80	83	71	105	87	65	123	130	8	9	15	12	44	15	39	70	74	34	50	53	53	57	53	13	41	13	26	11	23	17	19	12	9	10	6	5					
