Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
"Наименование Избирательной комиссии:    Калининград, Ленинградская"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №213	УИК №214	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	11542	155	220	164	239	224	216	209	262	245	228	215	209	185	196	283	59	189	196	153	128	220	191	175	256	223	197	229	178	179	207	172	164	220	149	252	199	47	202	269	186	231	193	250	52	93	223	216	204	221	158	252	172	263	237	210	190	230	257					
		15.85%	15.39%	15.50%	16.84%	17.96%	17.49%	15.56%	16.38%	16.20%	16.08%	16.09%	16.21%	15.09%	13.07%	15.45%	19.82%	17.15%	15.25%	15.01%	16.91%	17.68%	15.86%	14.81%	15.02%	17.29%	16.39%	17.13%	15.73%	14.86%	13.63%	15.48%	16.57%	12.45%	13.81%	15.14%	18.17%	16.49%	16.15%	13.80%	18.29%	16.26%	16.62%	15.33%	18.21%	11.69%	14.72%	17.09%	16.00%	15.86%	17.03%	14.31%	17.87%	13.28%	17.62%	13.41%	15.58%	14.90%	16.45%	14.51%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9795	161	269	165	195	176	140	141	177	187	136	172	152	146	158	167	33	143	159	142	107	129	140	145	205	143	134	169	170	250	158	129	274	210	183	186	171	33	258	173	147	179	180	174	82	105	182	193	193	172	179	157	177	186	250	166	173	192	322					
		13.45%	15.99%	18.96%	16.94%	14.65%	13.74%	10.09%	11.05%	10.95%	12.27%	9.60%	12.97%	10.97%	10.32%	12.45%	11.69%	9.59%	11.54%	12.17%	15.69%	14.78%	9.30%	10.85%	12.45%	13.84%	10.51%	11.65%	11.61%	14.19%	19.04%	11.82%	12.43%	20.80%	13.18%	18.60%	13.41%	14.17%	11.34%	17.62%	11.76%	12.85%	12.88%	14.30%	12.67%	18.43%	16.61%	13.95%	14.30%	15.01%	13.25%	16.21%	11.13%	13.67%	12.46%	14.15%	12.31%	13.57%	13.73%	18.18%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2265	29	31	25	47	41	43	42	66	60	42	40	41	56	30	39	5	54	51	25	16	45	44	37	36	40	32	32	28	44	43	32	22	57	18	56	38	7	19	54	36	41	54	46	9	20	42	36	57	48	37	32	26	51	75	40	33	45	70					
		3.11%	2.88%	2.18%	2.57%	3.53%	3.20%	3.10%	3.29%	4.08%	3.94%	2.96%	3.02%	2.96%	3.96%	2.36%	2.73%	1.45%	4.36%	3.91%	2.76%	2.21%	3.24%	3.41%	3.18%	2.43%	2.94%	2.78%	2.20%	2.34%	3.35%	3.22%	3.08%	1.67%	3.58%	1.83%	4.04%	3.15%	2.41%	1.30%	3.67%	3.15%	2.95%	4.29%	3.35%	2.02%	3.16%	3.22%	2.67%	4.43%	3.70%	3.35%	2.27%	2.01%	3.42%	4.24%	2.97%	2.59%	3.22%	3.95%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	23622	307	365	263	386	429	515	451	612	480	498	493	469	509	414	501	102	441	456	258	242	525	441	408	500	476	403	533	334	406	528	300	394	530	302	409	363	67	401	392	361	439	409	406	146	170	365	405	403	398	267	466	441	483	600	506	486	459	509					
		32.44%	30.49%	25.72%	27.00%	29.00%	33.49%	37.10%	35.34%	37.85%	31.50%	35.14%	37.18%	33.86%	35.97%	32.62%	35.08%	29.65%	35.59%	34.92%	28.51%	33.43%	37.85%	34.19%	35.02%	33.76%	34.97%	35.04%	36.61%	27.88%	30.92%	39.49%	28.90%	29.92%	33.27%	30.69%	29.49%	30.07%	23.02%	27.39%	26.65%	31.56%	31.58%	32.49%	29.57%	32.81%	26.90%	27.97%	30.00%	31.34%	30.66%	24.18%	33.05%	34.05%	32.35%	33.96%	37.54%	38.12%	32.83%	28.74%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6419	71	108	84	109	96	104	151	137	169	144	114	159	139	111	111	16	100	97	86	59	125	130	108	128	135	61	113	148	105	103	110	73	130	82	150	111	12	124	180	118	142	104	164	7	45	142	138	150	110	124	127	127	128	90	108	88	107	107					
		8.82%	7.05%	7.61%	8.62%	8.19%	7.49%	7.49%	11.83%	8.47%	11.09%	10.16%	8.60%	11.48%	9.82%	8.75%	7.77%	4.65%	8.07%	7.43%	9.50%	8.15%	9.01%	10.08%	9.27%	8.64%	9.92%	5.30%	7.76%	12.35%	7.99%	7.70%	10.60%	5.54%	8.16%	8.33%	10.81%	9.20%	4.12%	8.47%	12.24%	10.31%	10.22%	8.26%	11.94%	1.57%	7.12%	10.88%	10.22%	11.66%	8.47%	11.23%	9.01%	9.81%	8.57%	5.09%	8.01%	6.90%	7.65%	6.04%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17484	268	399	252	324	288	346	259	336	342	334	260	330	346	334	295	124	282	308	221	150	302	308	273	317	298	303	346	306	299	265	276	362	427	230	297	296	114	426	357	271	322	284	299	137	184	329	330	242	302	308	335	325	348	474	288	291	344	471					
		24.01%	26.61%	28.12%	25.87%	24.34%	22.48%	24.93%	20.30%	20.78%	22.44%	23.57%	19.61%	23.83%	24.45%	26.32%	20.66%	36.05%	22.76%	23.58%	24.42%	20.72%	21.77%	23.88%	23.43%	21.40%	21.90%	26.35%	23.76%	25.54%	22.77%	19.82%	26.59%	27.49%	26.80%	23.37%	21.41%	24.52%	39.18%	29.10%	24.27%	23.69%	23.17%	22.56%	21.78%	30.79%	29.11%	25.21%	24.44%	18.82%	23.27%	27.90%	23.76%	25.10%	23.31%	26.83%	21.36%	22.82%	24.61%	26.60%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	646	4	13	5	11	5	8	9	11	13	6	5	8	13	12	10	3	2	20	8	16	18	12	8	11	18	10	11	15	11	14	9	5	12	7	14	10	4	17	20	9	12	13	19	4	8	10	18	14	24	12	12	9	12	18	15	7	6	16					
		0.89%	0.40%	0.92%	0.51%	0.83%	0.39%	0.58%	0.71%	0.68%	0.85%	0.42%	0.38%	0.58%	0.92%	0.95%	0.70%	0.87%	0.16%	1.53%	0.88%	2.21%	1.30%	0.93%	0.69%	0.74%	1.32%	0.87%	0.76%	1.25%	0.84%	1.05%	0.87%	0.38%	0.75%	0.71%	1.01%	0.83%	1.37%	1.16%	1.36%	0.79%	0.86%	1.03%	1.38%	0.90%	1.27%	0.77%	1.33%	1.09%	1.85%	1.09%	0.85%	0.69%	0.80%	1.02%	1.11%	0.55%	0.43%	0.90%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
