Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
"Наименование Избирательной комиссии:    Калининград, Ленинградская"																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №213	УИК №214	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244					
		9.36%	8.64%	11.60%	9.95%	8.07%	11.57%	9.80%	9.25%	8.55%	6.64%	8.48%	8.13%	10.34%	7.78%	9.46%	7.12%	9.44%	7.64%	9.34%	8.38%	9.83%	8.20%	8.72%	9.68%	10.84%	8.93%	6.31%	5.94%	9.54%	8.08%	10.09%	6.91%	12.05%	10.99%	9.95%	10.38%	11.13%	9.01%	7.56%	9.63%	11.94%	9.04%	10.11%	10.45%	8.42%	14.29%	9.83%	9.80%	13.63%	12.04%	9.28%	8.63%	8.13%	9.64%	8.40%	10.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6554	68	119	144	28	118	126	114	134	138	110	154	140	136	142	127	103	156	99	152	114	94	87	89	140	116	113	128	61	98	89	155	107	147	115	141	137	136	171	108	109	131	105	50	145	29	202	171	77	40	140	126	149	186	127	113					
		9.06%	9.63%	8.74%	9.42%	9.82%	7.54%	8.57%	8.17%	10.23%	8.81%	9.14%	9.48%	8.67%	9.04%	10.02%	9.51%	7.72%	9.85%	10.51%	10.45%	8.30%	8.96%	10.39%	8.05%	8.67%	9.17%	9.51%	11.35%	8.56%	9.54%	9.26%	9.83%	7.96%	9.03%	7.68%	9.14%	9.65%	8.82%	9.36%	8.06%	7.52%	10.12%	7.17%	9.01%	9.32%	6.18%	11.55%	9.46%	6.64%	11.20%	8.22%	8.37%	9.53%	10.42%	10.36%	7.59%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1858	22	24	37	11	38	37	32	27	51	35	56	41	37	30	32	60	40	24	28	50	19	34	24	52	42	24	28	22	30	20	50	45	42	22	25	29	24	38	22	29	41	42	19	35	6	50	57	24	10	35	42	53	37	36	38					
		2.57%	3.12%	1.76%	2.42%	3.86%	2.43%	2.52%	2.29%	2.06%	3.25%	2.91%	3.45%	2.54%	2.46%	2.12%	2.40%	4.49%	2.53%	2.55%	1.92%	3.64%	1.81%	4.06%	2.17%	3.22%	3.32%	2.02%	2.48%	3.09%	2.92%	2.08%	3.17%	3.35%	2.58%	1.47%	1.62%	2.04%	1.56%	2.08%	1.64%	2.00%	3.17%	2.87%	3.42%	2.25%	1.28%	2.86%	3.15%	2.07%	2.80%	2.06%	2.79%	3.39%	2.07%	2.94%	2.55%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	35613	370	770	829	152	808	807	696	635	718	519	648	779	685	604	614	621	687	447	698	625	426	381	544	764	584	543	435	370	538	479	764	699	870	760	833	747	767	838	723	824	634	839	326	790	264	747	798	646	197	886	826	810	939	512	798					
		49.25%	52.41%	56.53%	54.25%	53.33%	51.63%	54.90%	49.89%	48.47%	45.82%	43.14%	39.90%	48.24%	45.55%	42.63%	45.99%	46.52%	43.37%	47.45%	47.97%	45.49%	40.61%	45.52%	49.23%	47.31%	46.17%	45.71%	38.56%	51.89%	52.39%	49.84%	48.45%	52.01%	53.44%	50.77%	54.02%	52.61%	49.74%	45.89%	53.96%	56.87%	48.99%	57.31%	58.74%	50.77%	56.29%	42.71%	44.16%	55.74%	55.18%	52.03%	54.85%	51.82%	52.61%	41.76%	53.63%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2642	15	31	38	8	48	50	48	38	50	54	69	57	65	66	67	54	64	38	61	67	41	35	48	60	39	57	52	19	44	35	57	57	71	54	42	57	53	66	62	28	31	55	10	63	4	60	67	26	6	68	62	69	60	48	48					
		3.65%	2.12%	2.28%	2.49%	2.81%	3.07%	3.40%	3.44%	2.90%	3.19%	4.49%	4.25%	3.53%	4.32%	4.66%	5.02%	4.04%	4.04%	4.03%	4.19%	4.88%	3.91%	4.18%	4.34%	3.72%	3.08%	4.80%	4.61%	2.66%	4.28%	3.64%	3.61%	4.24%	4.36%	3.61%	2.72%	4.01%	3.44%	3.61%	4.63%	1.93%	2.40%	3.76%	1.80%	4.05%	0.85%	3.43%	3.71%	2.24%	1.68%	3.99%	4.12%	4.41%	3.36%	3.92%	3.23%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
