Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Рославльская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417					
		9.52%	9.59%	9.13%	9.50%	9.82%	12.56%	9.39%	8.71%	10.94%	12.03%	13.24%	10.41%	9.89%	9.86%	11.59%	10.31%	6.28%	10.19%	10.57%	10.69%	12.88%	9.16%	9.70%	12.42%	13.55%	13.58%	7.45%	7.78%	8.03%	6.49%	6.11%	7.58%	4.09%	0.74%	3.95%	10.23%	5.26%	0.86%	3.69%	3.90%	7.99%	6.06%	7.21%	6.58%	8.99%	8.48%	8.75%	4.98%	8.00%	8.87%	3.70%	6.50%	5.56%	7.16%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	213	8	4	4	5	1	3	12	9	4	3	5	4	5	4	7	2	5	6	10	9	11	9	6	11	5	0	0	2	0	6	2	3	1	1	11	0	1	2	1	3	3	2	3	5	6	2	2	1	2	0	1	0	1					
		0.68%	0.88%	0.76%	0.51%	0.40%	0.25%	0.41%	1.71%	0.85%	0.69%	0.68%	0.67%	0.56%	0.97%	0.40%	0.66%	0.42%	0.52%	0.78%	1.53%	1.08%	0.89%	0.75%	0.54%	0.77%	0.53%	0.00%	0.00%	0.80%	0.00%	0.73%	1.01%	0.88%	0.74%	0.33%	1.04%	0.00%	0.86%	0.49%	0.65%	0.68%	0.83%	0.63%	0.94%	0.58%	0.71%	0.44%	0.66%	0.80%	0.71%	0.00%	0.36%	0.00%	0.30%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17999	520	331	405	760	208	406	366	554	298	230	408	371	312	490	609	289	545	423	363	388	594	652	534	748	498	351	167	171	183	526	125	218	105	234	580	103	88	329	85	248	279	223	195	528	497	299	204	76	181	85	190	200	227					
		57.27%	57.33%	62.93%	51.99%	60.17%	51.23%	56.08%	52.29%	52.26%	51.20%	52.51%	54.47%	52.40%	60.35%	49.40%	57.08%	60.46%	56.65%	55.22%	55.42%	46.69%	48.14%	54.52%	47.72%	52.23%	52.42%	63.82%	64.98%	68.67%	59.42%	64.30%	63.13%	63.74%	77.21%	76.97%	54.92%	67.76%	75.86%	80.84%	55.19%	56.62%	76.86%	69.91%	61.13%	60.83%	58.54%	65.43%	67.77%	60.80%	64.18%	62.96%	68.59%	74.07%	67.76%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	245	6	1	6	16	3	6	7	7	9	4	7	1	4	11	10	3	9	2	5	15	15	13	22	14	9	2	3	2	0	6	0	1	0	0	5	0	0	0	0	2	0	0	3	6	3	2	0	0	0	0	4	1	0					
		0.78%	0.66%	0.19%	0.77%	1.27%	0.74%	0.83%	1.00%	0.66%	1.55%	0.91%	0.93%	0.14%	0.77%	1.11%	0.94%	0.63%	0.94%	0.26%	0.76%	1.81%	1.22%	1.09%	1.97%	0.98%	0.95%	0.36%	1.17%	0.80%	0.00%	0.73%	0.00%	0.29%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.94%	0.69%	0.35%	0.44%	0.00%	0.00%	0.00%	0.00%	1.44%	0.37%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
