Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Рославльская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403					
		14.35%	13.40%	13.51%	12.69%	14.08%	16.14%	16.18%	18.06%	11.25%	12.93%	13.74%	17.40%	16.03%	15.02%	13.97%	11.98%	16.87%	14.81%	16.29%	14.12%	11.67%	17.10%	12.60%	13.36%	16.54%	14.36%	15.84%	13.77%	8.55%	20.63%	15.70%	11.28%	12.59%	9.62%	8.06%	18.20%	17.16%	14.71%	11.51%	24.64%	11.17%	8.16%	8.15%	10.36%	16.91%	18.65%	12.74%	12.96%	17.39%	11.94%	9.60%	11.84%	21.05%	14.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	288	7	2	4	8	3	9	10	12	4	1	6	4	6	6	12	1	13	7	5	11	8	15	12	15	11	1	3	0	4	9	3	2	3	1	8	1	1	2	4	2	3	5	2	13	6	5	8	0	2	1	0	2	5					
		1.10%	0.94%	0.45%	0.66%	0.78%	0.86%	1.47%	1.64%	1.35%	0.86%	0.27%	0.92%	0.64%	1.41%	0.69%	1.55%	0.30%	1.65%	0.98%	0.94%	1.49%	1.04%	1.43%	1.32%	1.30%	1.35%	0.21%	1.21%	0.00%	1.59%	1.27%	1.54%	0.68%	2.88%	0.40%	0.85%	0.59%	0.98%	0.66%	5.80%	0.57%	0.77%	1.57%	0.59%	1.90%	1.10%	1.18%	3.24%	0.00%	0.75%	0.80%	0.00%	1.05%	1.61%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7193	225	140	191	291	92	196	160	305	134	106	191	182	144	256	243	101	220	199	162	273	274	364	305	389	288	90	34	21	77	135	28	67	26	34	266	14	17	43	14	79	47	37	51	173	116	55	53	36	53	34	59	26	77					
		27.51%	30.16%	31.53%	31.47%	28.25%	26.51%	32.03%	26.27%	34.31%	28.88%	29.12%	29.16%	29.17%	33.80%	29.56%	31.31%	30.42%	27.85%	27.95%	30.51%	37.04%	35.77%	34.73%	33.66%	33.68%	35.34%	18.52%	13.77%	8.97%	30.56%	19.09%	14.36%	22.79%	25.00%	13.71%	28.15%	8.28%	16.67%	14.14%	20.29%	22.64%	11.99%	11.60%	15.09%	25.22%	21.21%	12.97%	21.46%	31.30%	19.78%	27.20%	25.88%	13.68%	24.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	520	22	5	13	27	5	15	17	22	12	12	24	11	13	20	19	4	22	14	19	18	8	35	28	21	16	6	1	2	4	7	3	1	5	1	19	3	0	2	0	0	5	2	2	14	9	2	3	1	3	1	1	0	1					
		1.99%	2.95%	1.13%	2.14%	2.62%	1.44%	2.45%	2.79%	2.47%	2.59%	3.30%	3.66%	1.76%	3.05%	2.31%	2.45%	1.20%	2.78%	1.97%	3.58%	2.44%	1.04%	3.34%	3.09%	1.82%	1.96%	1.23%	0.40%	0.85%	1.59%	0.99%	1.54%	0.34%	4.81%	0.40%	2.01%	1.78%	0.00%	0.66%	0.00%	0.00%	1.28%	0.63%	0.59%	2.04%	1.65%	0.47%	1.21%	0.87%	1.12%	0.80%	0.44%	0.00%	0.32%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9308	233	156	191	361	111	167	182	257	124	110	191	185	107	256	235	113	265	222	167	204	185	292	263	273	214	226	132	133	80	338	90	155	46	158	310	111	66	184	29	154	217	224	215	256	200	239	111	37	146	51	122	85	129					
		35.60%	31.23%	35.14%	31.47%	35.05%	31.99%	27.29%	29.89%	28.91%	26.72%	30.22%	29.16%	29.65%	25.12%	29.56%	30.28%	34.04%	33.54%	31.18%	31.45%	27.68%	24.15%	27.86%	29.03%	23.64%	26.26%	46.50%	53.44%	56.84%	31.75%	47.81%	46.15%	52.72%	44.23%	63.71%	32.80%	65.68%	64.71%	60.53%	42.03%	44.13%	55.36%	70.22%	63.61%	37.32%	36.56%	56.37%	44.94%	32.17%	54.48%	40.80%	53.51%	44.74%	41.61%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	93	2	3	2	2	1	3	4	4	3	2	1	4	0	5	2	1	2	4	2	4	1	4	5	6	2	2	0	2	1	1	2	0	0	0	4	0	0	0	0	2	1	1	1	2	4	0	0	0	0	1	0	0	0					
		0.36%	0.27%	0.68%	0.33%	0.19%	0.29%	0.49%	0.66%	0.45%	0.65%	0.55%	0.15%	0.64%	0.00%	0.58%	0.26%	0.30%	0.25%	0.56%	0.38%	0.54%	0.13%	0.38%	0.55%	0.52%	0.25%	0.41%	0.00%	0.85%	0.40%	0.14%	1.03%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.57%	0.26%	0.31%	0.30%	0.29%	0.73%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
