Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
"Наименование Избирательной комиссии:    Липецк, Октябрьская №2"																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №8090	УИК №8125	УИК №8127	УИК №8132									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	695	20	20	20	20	30	20	20	30	30	30	30	20	20	30	30	20	20	20	20	25	20	20	20	30	25	25	20	40	5	15	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	563	15	18	20	13	22	17	20	30	30	21	30	12	19	29	23	15	20	10	16	20	20	15	15	21	23	17	18	34	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	264	17	12	6	9	3	12	9	10	10	7	13	6	9	7	8	7	10	5	7	14	2	6	2	4	8	7	9	10	13	16	2	4									
14	Число погашенных неиспользованных открепительных удостоверений	132	5	2	0	7	8	3	0	0	0	9	0	8	1	1	7	5	0	10	4	5	0	5	5	9	2	8	2	6	5	15	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	55	0	1	3	1	1	2	1	8	1	4	0	2	2	3	1	3	2	3	3	1	1	2	0	1	3	1	2	3	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	848	26	29	35	27	25	15	44	35	27	39	27	26	28	28	29	23	25	15	38	32	18	26	18	25	17	32	37	43	6	22	13	18									
		2.72%	3.03%	1.95%	2.68%	3.47%	1.97%	2.05%	3.74%	2.92%	2.12%	3.62%	2.13%	2.89%	3.24%	2.54%	3.30%	2.06%	2.63%	1.68%	3.30%	2.89%	2.11%	3.14%	1.85%	2.57%	1.85%	3.17%	3.83%	3.12%	4.48%	5.80%	4.85%	1.61%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	634	16	31	29	18	33	15	26	25	36	23	13	35	14	20	22	30	18	13	29	22	20	17	17	21	14	13	16	16	2	2	3	25									
		2.03%	1.86%	2.09%	2.22%	2.32%	2.60%	2.05%	2.21%	2.09%	2.83%	2.14%	1.03%	3.88%	1.62%	1.81%	2.51%	2.69%	1.89%	1.46%	2.52%	1.99%	2.34%	2.05%	1.74%	2.16%	1.52%	1.29%	1.65%	1.16%	1.49%	0.53%	1.12%	2.24%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	1174	19	50	36	26	46	19	50	58	67	32	64	30	36	13	35	37	43	38	62	43	34	26	41	31	41	55	42	70	2	6	1	21									
		3.77%	2.21%	3.37%	2.76%	3.35%	3.63%	2.60%	4.25%	4.85%	5.26%	2.97%	5.06%	3.33%	4.16%	1.18%	3.99%	3.32%	4.52%	4.26%	5.38%	3.88%	3.99%	3.14%	4.21%	3.19%	4.46%	5.44%	4.34%	5.08%	1.49%	1.58%	0.37%	1.88%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11546	301	557	569	350	530	299	403	429	445	362	476	312	319	356	318	352	329	331	436	369	304	284	325	320	299	339	327	467	71	180	145	642									
		37.03%	35.04%	37.51%	43.63%	45.05%	41.80%	40.96%	34.24%	35.84%	34.96%	33.61%	37.60%	34.63%	36.88%	32.28%	36.22%	31.60%	34.60%	37.15%	37.85%	33.33%	35.64%	34.26%	33.33%	32.92%	32.50%	33.53%	33.82%	33.87%	52.99%	47.49%	54.10%	57.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	265	9	9	7	8	15	8	7	12	10	9	9	6	8	11	9	9	5	4	3	22	9	4	6	8	9	9	10	11	0	6	2	11									
		0.85%	1.05%	0.61%	0.54%	1.03%	1.18%	1.10%	0.59%	1.00%	0.79%	0.84%	0.71%	0.67%	0.92%	0.99%	1.03%	0.81%	0.53%	0.45%	0.26%	1.99%	1.06%	0.48%	0.62%	0.82%	0.98%	0.89%	1.03%	0.80%	0.00%	1.58%	0.75%	0.99%									
24	"6. Политическая партия ""Гражданская Платформа"""	66	3	4	2	4	0	0	4	2	4	2	3	1	0	3	1	3	2	1	0	4	0	2	2	2	6	3	3	2	0	2	1	0									
		0.21%	0.35%	0.27%	0.15%	0.51%	0.00%	0.00%	0.34%	0.17%	0.31%	0.19%	0.24%	0.11%	0.00%	0.27%	0.11%	0.27%	0.21%	0.11%	0.00%	0.36%	0.00%	0.24%	0.21%	0.21%	0.65%	0.30%	0.31%	0.15%	0.00%	0.53%	0.37%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5059	147	270	231	127	234	135	198	225	239	187	184	134	130	146	126	185	153	134	153	143	122	155	152	151	139	160	169	215	17	39	42	217									
		16.23%	17.11%	18.18%	17.71%	16.34%	18.45%	18.49%	16.82%	18.80%	18.77%	17.36%	14.53%	14.87%	15.03%	13.24%	14.35%	16.61%	16.09%	15.04%	13.28%	12.92%	14.30%	18.70%	15.59%	15.53%	15.11%	15.83%	17.48%	15.59%	12.69%	10.29%	15.67%	19.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	295	13	0	11	9	13	7	11	13	14	10	11	8	8	15	12	9	7	9	5	10	5	8	6	8	7	11	8	24	0	12	5	6									
		0.95%	1.51%	0.00%	0.84%	1.16%	1.03%	0.96%	0.93%	1.09%	1.10%	0.93%	0.87%	0.89%	0.92%	1.36%	1.37%	0.81%	0.74%	1.01%	0.43%	0.90%	0.59%	0.97%	0.62%	0.82%	0.76%	1.09%	0.83%	1.74%	0.00%	3.17%	1.87%	0.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	423	10	25	20	4	17	14	14	18	13	16	11	10	6	46	11	9	11	11	6	21	12	4	20	6	11	13	13	25	3	13	3	7									
		1.36%	1.16%	1.68%	1.53%	0.51%	1.34%	1.92%	1.19%	1.50%	1.02%	1.49%	0.87%	1.11%	0.69%	4.17%	1.25%	0.81%	1.16%	1.23%	0.52%	1.90%	1.41%	0.48%	2.05%	0.62%	1.20%	1.29%	1.34%	1.81%	2.24%	3.43%	1.12%	0.63%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	56	3	2	4	3	4	3	1	0	1	3	0	1	0	2	0	2	0	2	12	0	1	1	0	1	1	2	2	1	1	1	0	2									
		0.18%	0.35%	0.13%	0.31%	0.39%	0.32%	0.41%	0.08%	0.00%	0.08%	0.28%	0.00%	0.11%	0.00%	0.18%	0.00%	0.18%	0.00%	0.22%	1.04%	0.00%	0.12%	0.12%	0.00%	0.10%	0.11%	0.20%	0.21%	0.07%	0.75%	0.26%	0.00%	0.18%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	763	26	29	31	19	15	10	39	32	33	26	36	15	28	48	30	27	9	17	19	20	21	15	14	20	41	28	15	43	1	36	8	12									
		2.45%	3.03%	1.95%	2.38%	2.45%	1.18%	1.37%	3.31%	2.67%	2.59%	2.41%	2.84%	1.66%	3.24%	4.35%	3.42%	2.42%	0.95%	1.91%	1.65%	1.81%	2.46%	1.81%	1.44%	2.06%	4.46%	2.77%	1.55%	3.12%	0.75%	9.50%	2.99%	1.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5038	156	239	155	92	157	114	199	178	196	185	217	149	141	203	150	213	179	159	202	168	144	122	181	189	202	161	161	248	22	41	31	84									
		16.16%	18.16%	16.09%	11.89%	11.84%	12.38%	15.62%	16.91%	14.87%	15.40%	17.18%	17.14%	16.54%	16.30%	18.40%	17.08%	19.12%	18.82%	17.85%	17.53%	15.18%	16.88%	14.72%	18.56%	19.44%	21.96%	15.92%	16.65%	17.98%	16.42%	10.82%	11.57%	7.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	214	7	14	16	2	6	4	11	6	11	10	8	5	1	7	5	6	5	5	5	5	5	6	4	5	6	13	8	7	1	6	3	11									
		0.69%	0.81%	0.94%	1.23%	0.26%	0.47%	0.55%	0.93%	0.50%	0.86%	0.93%	0.63%	0.55%	0.12%	0.63%	0.57%	0.54%	0.53%	0.56%	0.43%	0.45%	0.59%	0.72%	0.41%	0.51%	0.65%	1.29%	0.83%	0.51%	0.75%	1.58%	1.12%	0.99%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4114	107	201	126	85	145	72	136	142	153	136	175	153	120	184	103	185	135	137	159	211	141	139	162	155	113	151	139	187	6	11	5	40									
		13.20%	12.46%	13.54%	9.66%	10.94%	11.44%	9.86%	11.55%	11.86%	12.02%	12.63%	13.82%	16.98%	13.87%	16.68%	11.73%	16.61%	14.20%	15.38%	13.80%	19.06%	16.53%	16.77%	16.62%	15.95%	12.28%	14.94%	14.37%	13.56%	4.48%	2.90%	1.87%	3.59%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
