Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Черлакская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	99	4	10	3	12	3	6	0	0	1	0	0	0	3	3	0	0	5	0	4	0	0	1	0	1	1	1	0	0	0	0	7	0	1	0	0	2	2	0	0	0	2	23	0	1	1	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	81	9	6	5	3	0	3	0	0	1	2	1	3	2	0	0	0	4	3	2	0	0	3	0	1	7	0	0	0	0	0	0	1	1	0	1	2	4	0	1	3	0	7	2	1	1	0	2					
14	Число погашенных открепительных удостоверений	256	16	10	17	8	2	4	5	5	9	5	5	5	7	2	5	5	0	5	1	5	5	9	5	4	9	4	5	5	5	5	3	5	4	5	5	3	8	5	5	5	3	7	5	4	4	3	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	"1. ""ЕДИНЕНИЕ"""	354	16	16	18	28	5	15	4	3	26	10	6	5	10	3	4	1	8	4	9	4	1	20	6	2	7	9	11	4	2	4	10	5	2	4	15	2	7	1	1	1	4	20	4	1	6	7	3					
		2.25%	1.79%	1.19%	1.39%	2.40%	3.81%	1.59%	2.24%	2.60%	3.48%	5.55%	5.26%	2.87%	1.43%	2.18%	2.81%	2.12%	4.70%	3.77%	3.47%	5.40%	2.22%	3.31%	6.31%	1.96%	1.01%	3.75%	4.86%	2.40%	1.25%	2.64%	1.53%	4.09%	3.03%	3.33%	10.56%	2.29%	1.4%	1.17%	0.65%	1.85%	2.40%	1.44%	2.02%	2.12%	3.09%	3.93%	1.72%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	176	12	24	12	16	1	9	1	2	13	1	3	2	3	0	1	0	0	0	1	0	0	8	1	0	23	2	2	0	0	6	5	1	0	2	3	1	3	0	0	0	0	13	0	0	1	4	0					
		1.12%	1.34%	1.78%	0.93%	1.37%	0.76%	0.95%	0.56%	1.73%	1.74%	0.55%	2.63%	1.14%	0.42%	0.0%	0.70%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	1.32%	1.05%	0.0%	3.33%	0.83%	0.88%	0.0%	0.0%	3.97%	0.76%	0.81%	0.0%	1.66%	2.11%	1.14%	0.6%	0.0%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	0.51%	2.24%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	292	0	21	22	21	3	25	5	1	15	2	1	3	17	8	5	2	0	2	4	0	1	6	0	1	15	3	8	2	3	0	16	2	5	11	2	2	9	1	2	0	6	31	2	1	0	4	2					
		1.86%	0.0%	1.56%	1.71%	1.80%	2.29%	2.65%	2.80%	0.86%	2.01%	1.11%	0.87%	1.72%	2.43%	5.83%	3.52%	4.25%	0.0%	1.88%	1.54%	0.0%	2.22%	0.99%	0.0%	0.98%	2.17%	1.25%	3.53%	1.20%	1.88%	0.0%	2.46%	1.63%	7.57%	9.16%	1.40%	2.29%	1.8%	1.17%	1.31%	0.0%	3.61%	2.24%	1.01%	2.12%	0.0%	2.24%	1.14%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	179	6	31	29	17	4	8	1	2	2	2	1	5	3	1	0	0	0	3	2	1	0	6	1	0	8	0	1	0	1	2	4	1	1	2	2	1	7	0	0	0	2	14	4	0	0	2	2					
		1.14%	0.67%	2.31%	2.25%	1.45%	3.05%	0.85%	0.56%	1.73%	0.26%	1.11%	0.87%	2.87%	0.42%	0.72%	0.0%	0.0%	0.0%	2.83%	0.77%	1.35%	0.0%	0.99%	1.05%	0.0%	1.16%	0.0%	0.44%	0.0%	0.62%	1.32%	0.61%	0.81%	1.51%	1.66%	1.40%	1.14%	1.4%	0.0%	0.0%	0.0%	1.20%	1.01%	2.02%	0.0%	0.0%	1.12%	1.14%					
22	"5. ""За Русь Святую"""	64	1	8	3	2	2	1	1	2	1	0	0	2	0	0	0	1	0	0	2	2	0	1	0	0	3	2	1	0	0	0	3	2	0	0	1	0	3	0	0	0	4	10	4	0	1	1	0					
		0.40%	0.11%	0.59%	0.23%	0.17%	1.52%	0.10%	0.56%	1.73%	0.13%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	2.12%	0.0%	0.0%	0.77%	2.70%	0.0%	0.16%	0.0%	0.0%	0.43%	0.83%	0.44%	0.0%	0.0%	0.0%	0.46%	1.63%	0.0%	0.0%	0.70%	0.0%	0.6%	0.0%	0.0%	0.0%	2.40%	0.72%	2.02%	0.0%	0.51%	0.56%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	59	0	6	3	2	2	2	1	1	5	1	1	0	3	0	0	0	1	0	0	0	0	3	0	0	1	1	1	0	1	4	3	1	0	0	2	0	3	0	0	0	1	7	1	0	1	1	0					
		0.37%	0.0%	0.44%	0.23%	0.17%	1.52%	0.21%	0.56%	0.86%	0.67%	0.55%	0.87%	0.0%	0.42%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.14%	0.41%	0.44%	0.0%	0.62%	2.64%	0.46%	0.81%	0.0%	0.0%	1.40%	0.0%	0.6%	0.0%	0.0%	0.0%	0.60%	0.50%	0.50%	0.0%	0.51%	0.56%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	82	6	6	13	6	1	6	0	0	4	1	0	0	3	0	1	0	0	0	0	0	0	3	1	1	3	0	1	1	2	2	5	2	1	2	0	0	0	0	0	0	0	6	0	0	4	0	1					
		0.52%	0.67%	0.44%	1.01%	0.51%	0.76%	0.63%	0.0%	0.0%	0.53%	0.55%	0.0%	0.0%	0.42%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	1.05%	0.98%	0.43%	0.0%	0.44%	0.60%	1.25%	1.32%	0.76%	1.63%	1.51%	1.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	2.06%	0.0%	0.57%					
25	"8. ""Народно-республиканская партия России"""	27	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	2	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	4	4	0	1	0	3	0					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.87%	0.57%	0.0%	0.0%	1.40%	4.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.81%	1.51%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	2.40%	0.28%	0.0%	2.12%	0.0%	1.68%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	35	3	2	4	3	1	2	0	3	1	1	0	0	1	1	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	1					
		0.22%	0.33%	0.14%	0.31%	0.25%	0.76%	0.21%	0.0%	2.60%	0.13%	0.55%	0.0%	0.0%	0.14%	0.72%	2.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.51%	0.0%	0.57%					
27	"10. ""Аграрная партия России"""	764	18	35	34	28	6	82	13	3	58	3	1	7	21	4	9	8	12	3	6	3	2	45	10	13	46	12	10	11	8	13	49	7	3	4	17	1	66	7	9	4	5	43	9	2	5	5	4					
		4.87%	2.02%	2.60%	2.64%	2.40%	4.58%	8.71%	7.30%	2.60%	7.78%	1.66%	0.87%	4.02%	3.00%	2.91%	6.33%	17.02%	7.05%	2.83%	2.31%	4.05%	4.44%	7.45%	10.52%	12.74%	6.67%	5.0%	4.42%	6.62%	5.03%	8.60%	7.53%	5.73%	4.54%	3.33%	11.97%	1.14%	13.2%	8.23%	5.92%	7.40%	3.01%	3.11%	4.54%	4.25%	2.57%	2.80%	2.29%					
28	"11. ""Истинные патриоты России"""	48	3	5	1	1	1	7	0	0	2	4	4	1	0	0	0	0	1	2	1	0	0	6	1	0	0	0	3	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.30%	0.33%	0.37%	0.07%	0.08%	0.76%	0.74%	0.0%	0.0%	0.26%	2.22%	3.50%	0.57%	0.0%	0.0%	0.0%	0.0%	0.58%	1.88%	0.38%	0.0%	0.0%	0.99%	1.05%	0.0%	0.0%	0.0%	1.32%	0.0%	1.25%	0.66%	0.15%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	140	20	5	11	8	1	6	3	0	6	4	0	1	4	1	5	3	2	2	1	1	0	5	0	0	1	3	4	2	2	1	3	3	3	0	4	3	3	1	2	0	1	4	5	0	2	2	2					
		0.89%	2.24%	0.37%	0.85%	0.68%	0.76%	0.63%	1.68%	0.0%	0.80%	2.22%	0.0%	0.57%	0.57%	0.72%	3.52%	6.38%	1.17%	1.88%	0.38%	1.35%	0.0%	0.82%	0.0%	0.0%	0.14%	1.25%	1.76%	1.20%	1.25%	0.66%	0.46%	2.45%	4.54%	0.0%	2.81%	3.44%	0.6%	1.17%	1.31%	0.0%	0.60%	0.28%	2.52%	0.0%	1.03%	1.12%	1.14%					
30	"13. ""Демократическая партия России"""	50	2	2	5	5	0	5	0	1	3	0	1	0	5	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	4	1	1	0	0	1	3	0	0	0	0	2	2	0	0	1	0					
		0.31%	0.22%	0.14%	0.38%	0.42%	0.0%	0.53%	0.0%	0.86%	0.40%	0.0%	0.87%	0.0%	0.71%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.14%	0.83%	0.0%	0.0%	0.0%	0.66%	0.61%	0.81%	1.51%	0.0%	0.0%	1.14%	0.6%	0.0%	0.0%	0.0%	0.0%	0.14%	1.01%	0.0%	0.0%	0.56%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	28	2	2	2	3	1	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	1	0	0	1	1	0					
		0.17%	0.22%	0.14%	0.15%	0.25%	0.76%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	1.14%	0.0%	0.72%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.83%	1.40%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.07%	0.0%	0.0%	0.51%	0.56%	0.0%					
32	"15. ""Партия СЛОН"""	13	1	2	2	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0					
		0.08%	0.11%	0.14%	0.15%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.14%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	2.12%	0.0%	0.56%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	529	39	90	66	50	6	30	7	1	7	5	1	1	24	2	4	1	3	6	9	0	0	15	1	0	25	4	3	2	2	0	21	0	0	2	3	8	19	0	6	0	5	42	8	3	5	3	0					
		3.37%	4.38%	6.71%	5.13%	4.29%	4.58%	3.18%	3.93%	0.86%	0.93%	2.77%	0.87%	0.57%	3.43%	1.45%	2.81%	2.12%	1.76%	5.66%	3.47%	0.0%	0.0%	2.48%	1.05%	0.0%	3.62%	1.66%	1.32%	1.20%	1.25%	0.0%	3.23%	0.0%	0.0%	1.66%	2.11%	9.19%	3.8%	0.0%	3.94%	0.0%	3.01%	3.04%	4.04%	6.38%	2.57%	1.68%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	97	1	3	13	4	1	5	3	1	3	2	1	5	9	0	0	0	0	1	0	0	0	3	0	0	8	3	2	0	1	1	4	1	1	0	1	0	5	0	1	0	1	4	1	1	4	1	2					
		0.61%	0.11%	0.22%	1.01%	0.34%	0.76%	0.53%	1.68%	0.86%	0.40%	1.11%	0.87%	2.87%	1.28%	0.0%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	1.16%	1.25%	0.88%	0.0%	0.62%	0.66%	0.61%	0.81%	1.51%	0.0%	0.70%	0.0%	1.0%	0.0%	0.65%	0.0%	0.60%	0.28%	0.50%	2.12%	2.06%	0.56%	1.14%					
35	"18. ""ЛДПР"""	2700	228	265	230	300	27	134	19	14	128	29	15	17	87	22	24	8	17	9	30	9	0	91	12	8	144	64	36	26	29	28	78	18	18	26	20	18	94	16	35	5	42	185	40	1	20	10	24					
		17.21%	25.64%	19.76%	17.88%	25.75%	20.61%	14.24%	10.67%	12.17%	17.18%	16.11%	13.15%	9.77%	12.46%	16.05%	16.90%	17.02%	10.0%	8.49%	11.58%	12.16%	0.0%	15.06%	12.63%	7.84%	20.89%	26.66%	15.92%	15.66%	18.23%	18.54%	12.0%	14.75%	27.27%	21.66%	14.08%	20.68%	18.8%	18.82%	23.02%	9.25%	25.30%	13.39%	20.20%	2.12%	10.30%	5.61%	13.79%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	295	18	28	24	19	1	22	0	3	9	5	3	3	12	1	3	0	4	1	4	1	0	17	1	1	19	8	4	3	5	3	4	4	1	2	3	1	11	3	4	0	3	25	1	1	6	2	2					
		1.88%	2.02%	2.08%	1.86%	1.63%	0.76%	2.33%	0.0%	2.60%	1.20%	2.77%	2.63%	1.72%	1.71%	0.72%	2.11%	0.0%	2.35%	0.94%	1.54%	1.35%	0.0%	2.81%	1.05%	0.98%	2.75%	3.33%	1.76%	1.80%	3.14%	1.98%	0.61%	3.27%	1.51%	1.66%	2.11%	1.14%	2.2%	3.52%	2.63%	0.0%	1.80%	1.81%	0.50%	2.12%	3.09%	1.12%	1.14%					
37	"20. ""Политическая партия ""Единая Россия"""	6028	330	493	470	416	48	423	79	56	284	77	48	87	278	73	27	11	91	51	111	32	38	222	40	29	254	98	66	53	58	40	264	46	12	38	40	24	181	27	57	31	56	525	71	24	79	98	72					
		38.43%	37.12%	36.76%	36.54%	35.70%	36.64%	44.95%	44.38%	48.69%	38.12%	42.77%	42.10%	50.0%	39.82%	53.28%	19.01%	23.40%	53.52%	48.11%	42.85%	43.24%	84.44%	36.75%	42.10%	28.43%	36.86%	40.83%	29.20%	31.92%	36.47%	26.49%	40.61%	37.70%	18.18%	31.66%	28.16%	27.58%	36.2%	31.76%	37.5%	57.40%	33.73%	38.01%	35.85%	51.06%	40.72%	55.05%	41.37%					
38	"21. ""Российская Конституционно-демократическая партия"""	26	1	2	2	2	0	0	0	0	0	1	3	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	2	0	0	0	0	1	1	0	0	0	0					
		0.16%	0.11%	0.14%	0.15%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	2.63%	0.0%	0.14%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	1.35%	2.22%	0.0%	1.05%	0.0%	0.14%	0.0%	0.0%	0.0%	0.62%	0.0%	0.15%	0.81%	0.0%	0.0%	0.70%	1.14%	0.4%	0.0%	0.0%	0.0%	0.0%	0.07%	0.50%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	36	4	5	5	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	1	0	3	0	0	0	0	3	0	0	0	0	1					
		0.22%	0.44%	0.37%	0.38%	0.08%	0.0%	0.10%	0.0%	0.0%	0.13%	0.55%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.70%	0.0%	0.6%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.57%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2995	152	231	274	178	12	124	31	17	145	18	21	16	174	15	51	7	22	12	73	16	2	104	11	40	104	14	63	51	41	38	148	8	15	20	18	17	61	25	29	12	23	393	39	10	46	25	49					
		19.09%	17.09%	17.22%	21.30%	15.27%	9.16%	13.17%	17.41%	14.78%	19.46%	10.0%	18.42%	9.19%	24.92%	10.94%	35.91%	14.89%	12.94%	11.32%	28.18%	21.62%	4.44%	17.21%	11.57%	39.21%	15.09%	5.83%	27.87%	30.72%	25.78%	25.16%	22.76%	6.55%	22.72%	16.66%	12.67%	19.54%	12.2%	29.41%	19.07%	22.22%	13.85%	28.45%	19.69%	21.27%	23.71%	14.04%	28.16%					
																																																						
41	Против всех	429	19	48	30	44	5	25	1	3	19	5	2	8	25	2	2	1	5	4	4	3	0	30	5	2	14	9	6	8	0	5	10	11	1	5	2	2	7	3	5	1	3	31	4	0	2	2	6					
		2.73%	2.13%	3.57%	2.33%	3.77%	3.81%	2.65%	0.56%	2.60%	2.55%	2.77%	1.75%	4.59%	3.58%	1.45%	1.40%	2.12%	2.94%	3.77%	1.54%	4.05%	0.0%	4.96%	5.26%	1.96%	2.03%	3.75%	2.65%	4.81%	0.0%	3.31%	1.53%	9.01%	1.51%	4.16%	1.40%	2.29%	1.4%	3.52%	3.28%	1.85%	1.80%	2.24%	2.02%	0.0%	1.03%	1.12%	3.44%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
