Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Торжокская городская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1216									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	595	25	25	25	25	25	35	25	25	25	35	25	25	25	25	25	25	25	25	25	25	25	25	25	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	303	5	15	21	15	18	32	12	10	7	27	17	18	23	14	11	8	7	7	9	9	5	13	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	192	8	16	5	10	14	14	14	11	13	6	1	6	7	4	7	3	3	15	14	4	1	8	1	7									
14	Число погашенных неиспользованных открепительных удостоверений	292	20	10	4	10	7	3	13	15	18	8	8	7	2	11	14	17	18	18	16	16	20	12	25	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	2	2	2	0	3	4	2	1	0	0	4	4	0	0	1	3	3	0	5	2	4	2	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	216	6	11	7	10	8	24	7	8	6	21	10	11	17	10	12	6	5	6	8	8	0	12	2	1									
		1.55%	0.95%	1.53%	0.98%	1.39%	1.12%	2.40%	1.61%	1.43%	1.43%	2.97%	1.72%	1.64%	2.20%	1.55%	1.66%	1.18%	0.89%	1.57%	1.94%	1.49%	0.00%	1.79%	0.95%	1.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	327	15	18	24	21	19	21	9	7	11	15	20	14	16	14	20	19	9	13	9	8	11	10	3	1									
		2.35%	2.37%	2.51%	3.35%	2.91%	2.65%	2.10%	2.07%	1.25%	2.63%	2.12%	3.43%	2.09%	2.08%	2.17%	2.77%	3.73%	1.60%	3.39%	2.18%	1.49%	2.06%	1.49%	1.43%	1.09%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	301	16	13	19	9	20	7	8	7	7	26	6	12	29	15	24	9	20	6	7	9	8	20	1	3									
		2.16%	2.53%	1.81%	2.65%	1.25%	2.79%	0.70%	1.84%	1.25%	1.67%	3.68%	1.03%	1.79%	3.76%	2.33%	3.32%	1.77%	3.56%	1.57%	1.70%	1.68%	1.50%	2.99%	0.48%	3.26%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5490	266	255	245	262	250	442	185	209	165	272	233	274	302	244	293	199	238	149	185	211	237	235	94	45									
		39.42%	42.09%	35.52%	34.17%	36.29%	34.92%	44.16%	42.63%	37.25%	39.38%	38.47%	39.97%	40.83%	39.17%	37.89%	40.53%	39.10%	42.35%	38.90%	44.90%	39.29%	44.47%	35.07%	44.76%	48.91%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	128	2	6	9	5	13	19	8	4	4	1	4	5	5	7	7	5	4	7	4	4	0	5	0	0									
		0.92%	0.32%	0.84%	1.26%	0.69%	1.82%	1.90%	1.84%	0.71%	0.95%	0.14%	0.69%	0.75%	0.65%	1.09%	0.97%	0.98%	0.71%	1.83%	0.97%	0.74%	0.00%	0.75%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	3	1	0	1	2	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0									
		0.09%	0.00%	0.42%	0.14%	0.00%	0.14%	0.20%	0.00%	0.18%	0.24%	0.14%	0.17%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2344	70	107	115	123	120	232	67	103	83	113	86	96	127	111	101	73	91	74	73	108	85	140	29	17									
		16.83%	11.08%	14.90%	16.04%	17.04%	16.76%	23.18%	15.44%	18.36%	19.81%	15.98%	14.75%	14.31%	16.47%	17.24%	13.97%	14.34%	16.19%	19.32%	17.72%	20.11%	15.95%	20.90%	13.81%	18.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	134	4	9	6	4	11	7	5	8	6	7	0	7	3	6	9	8	7	3	0	10	6	8	0	0									
		0.96%	0.63%	1.25%	0.84%	0.55%	1.54%	0.70%	1.15%	1.43%	1.43%	0.99%	0.00%	1.04%	0.39%	0.93%	1.24%	1.57%	1.25%	0.78%	0.00%	1.86%	1.13%	1.19%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	143	5	2	6	9	8	12	4	5	4	9	10	9	11	4	1	4	6	4	6	7	2	11	3	1									
		1.03%	0.79%	0.28%	0.84%	1.25%	1.12%	1.20%	0.92%	0.89%	0.95%	1.27%	1.72%	1.34%	1.43%	0.62%	0.14%	0.79%	1.07%	1.04%	1.46%	1.30%	0.38%	1.64%	1.43%	1.09%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	1	0	1	0	4	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1									
		0.09%	0.16%	0.14%	0.00%	0.14%	0.00%	0.40%	0.00%	0.00%	0.24%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.30%	0.00%	1.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	174	9	9	10	15	9	9	1	10	11	9	11	8	4	4	10	8	8	6	2	8	3	7	1	2									
		1.25%	1.42%	1.25%	1.39%	2.08%	1.26%	0.90%	0.23%	1.78%	2.63%	1.27%	1.89%	1.19%	0.52%	0.62%	1.38%	1.57%	1.42%	1.57%	0.49%	1.49%	0.56%	1.04%	0.48%	2.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2379	118	144	172	146	153	99	78	109	53	110	104	137	132	104	119	88	85	51	62	78	87	106	32	12									
		17.08%	18.67%	20.06%	23.99%	20.22%	21.37%	9.89%	17.97%	19.43%	12.65%	15.56%	17.84%	20.42%	17.12%	16.15%	16.46%	17.29%	15.12%	13.32%	15.05%	14.53%	16.32%	15.82%	15.24%	13.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	1	0	6	1	4	10	1	2	2	5	1	4	2	2	2	0	1	2	2	1	2	3	0	0									
		0.39%	0.16%	0.00%	0.84%	0.14%	0.56%	0.99%	0.23%	0.36%	0.48%	0.71%	0.17%	0.60%	0.26%	0.31%	0.28%	0.00%	0.18%	0.52%	0.49%	0.19%	0.38%	0.45%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1922	98	116	85	106	87	94	53	81	59	104	83	77	109	110	113	81	73	56	42	73	75	99	41	7									
		13.80%	15.51%	16.16%	11.85%	14.68%	12.15%	9.39%	12.21%	14.44%	14.08%	14.71%	14.24%	11.48%	14.14%	17.08%	15.63%	15.91%	12.99%	14.62%	10.19%	13.59%	14.07%	14.78%	19.52%	7.61%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
