Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Кинельская городская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	264	16	2	9	8	7	5	2	1	8	25	9	7	14	8	1	5	12	5	5	5	2	4	2	15	28	5	1	19	6	12	16									
		1.09%	1.45%	0.39%	1.17%	1.42%	0.94%	1.03%	0.39%	0.14%	0.79%	1.40%	0.76%	0.99%	1.30%	1.20%	0.14%	0.90%	1.54%	1.00%	0.87%	0.59%	0.59%	1.19%	0.91%	1.11%	2.98%	0.54%	0.18%	1.95%	0.81%	1.06%	1.93%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	601	28	20	25	29	16	12	12	17	30	31	34	17	22	19	14	12	27	11	12	12	7	10	6	29	37	4	6	31	18	20	33									
		2.49%	2.53%	3.89%	3.25%	5.16%	2.15%	2.46%	2.33%	2.30%	2.97%	1.74%	2.87%	2.41%	2.04%	2.84%	1.96%	2.17%	3.47%	2.20%	2.09%	1.43%	2.07%	2.97%	2.74%	2.14%	3.93%	0.43%	1.06%	3.19%	2.44%	1.77%	3.99%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	370	14	5	13	9	8	16	8	15	18	17	31	13	9	11	6	4	16	6	4	13	4	2	3	30	21	10	8	17	13	15	11									
		1.53%	1.27%	0.97%	1.69%	1.60%	1.08%	3.29%	1.55%	2.03%	1.78%	0.95%	2.62%	1.84%	0.83%	1.64%	0.84%	0.72%	2.06%	1.20%	0.70%	1.55%	1.18%	0.59%	1.37%	2.22%	2.23%	1.08%	1.42%	1.75%	1.76%	1.33%	1.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14458	707	325	484	314	521	304	345	416	574	1234	610	472	767	367	524	356	465	271	420	458	215	203	116	647	421	653	316	495	392	661	405									
		59.82%	63.92%	63.23%	62.94%	55.87%	70.12%	62.42%	66.99%	56.29%	56.89%	69.21%	51.52%	66.95%	71.02%	54.86%	73.18%	64.38%	59.77%	54.31%	73.30%	54.46%	63.61%	60.24%	52.97%	47.82%	44.74%	70.67%	56.03%	50.93%	53.12%	58.44%	48.97%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	144	8	1	6	0	4	0	1	2	5	7	11	5	6	4	1	3	1	2	2	4	2	2	1	20	20	4	1	9	5	4	3									
		0.60%	0.72%	0.19%	0.78%	0.00%	0.54%	0.00%	0.19%	0.27%	0.50%	0.39%	0.93%	0.71%	0.56%	0.60%	0.14%	0.54%	0.13%	0.40%	0.35%	0.48%	0.59%	0.59%	0.46%	1.48%	2.13%	0.43%	0.18%	0.93%	0.68%	0.35%	0.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	165	4	2	6	6	6	2	2	2	4	13	3	4	9	2	4	1	2	5	0	5	2	2	0	16	9	4	3	11	11	15	10									
		0.68%	0.36%	0.39%	0.78%	1.07%	0.81%	0.41%	0.39%	0.27%	0.40%	0.73%	0.25%	0.57%	0.83%	0.30%	0.56%	0.18%	0.26%	1.00%	0.00%	0.59%	0.59%	0.59%	0.00%	1.18%	0.96%	0.43%	0.53%	1.13%	1.49%	1.33%	1.21%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3136	115	77	122	93	74	59	53	106	148	191	177	82	117	86	82	75	48	84	51	135	42	40	41	179	153	91	65	169	126	139	116									
		12.98%	10.40%	14.98%	15.86%	16.55%	9.96%	12.11%	10.29%	14.34%	14.67%	10.71%	14.95%	11.63%	10.83%	12.86%	11.45%	13.56%	6.17%	16.83%	8.90%	16.05%	12.43%	11.87%	18.72%	13.23%	16.26%	9.85%	11.52%	17.39%	17.07%	12.29%	14.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	171	7	2	6	6	2	2	3	5	5	8	4	7	5	7	4	4	3	3	11	11	4	6	3	12	15	3	5	8	5	2	3									
		0.71%	0.63%	0.39%	0.78%	1.07%	0.27%	0.41%	0.58%	0.68%	0.50%	0.45%	0.34%	0.99%	0.46%	1.05%	0.56%	0.72%	0.39%	0.60%	1.92%	1.31%	1.18%	1.78%	1.37%	0.89%	1.59%	0.32%	0.89%	0.82%	0.68%	0.18%	0.36%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	196	5	4	6	3	4	2	0	4	4	16	10	3	10	9	3	4	3	3	7	19	7	1	0	20	17	3	2	11	8	6	2									
		0.81%	0.45%	0.78%	0.78%	0.53%	0.54%	0.41%	0.00%	0.54%	0.40%	0.90%	0.84%	0.43%	0.93%	1.35%	0.42%	0.72%	0.39%	0.60%	1.22%	2.26%	2.07%	0.30%	0.00%	1.48%	1.81%	0.32%	0.35%	1.13%	1.08%	0.53%	0.24%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	2	0	0	1	1	0	0	3	2	0	1	0	0	0	1	1	1	1	0	2	1	1	0	2	0	0	1	2	0	0	2									
		0.10%	0.18%	0.00%	0.00%	0.18%	0.13%	0.00%	0.00%	0.41%	0.20%	0.00%	0.08%	0.00%	0.00%	0.00%	0.14%	0.18%	0.13%	0.20%	0.00%	0.24%	0.30%	0.30%	0.00%	0.15%	0.00%	0.00%	0.18%	0.21%	0.00%	0.00%	0.24%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	260	7	4	3	4	4	6	5	7	12	12	14	6	18	6	4	6	4	8	5	10	3	7	5	23	14	11	8	11	15	6	12									
		1.08%	0.63%	0.78%	0.39%	0.71%	0.54%	1.23%	0.97%	0.95%	1.19%	0.67%	1.18%	0.85%	1.67%	0.90%	0.56%	1.08%	0.51%	1.60%	0.87%	1.19%	0.89%	2.08%	2.28%	1.70%	1.49%	1.19%	1.42%	1.13%	2.03%	0.53%	1.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2805	133	52	47	66	70	54	63	101	105	137	182	64	78	103	53	59	42	68	24	91	31	38	30	273	142	99	53	130	99	180	138									
		11.61%	12.03%	10.12%	6.11%	11.74%	9.42%	11.09%	12.23%	13.67%	10.41%	7.68%	15.37%	9.08%	7.22%	15.40%	7.40%	10.67%	5.40%	13.63%	4.19%	10.82%	9.17%	11.28%	13.70%	20.18%	15.09%	10.71%	9.40%	13.37%	13.41%	15.92%	16.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	3	0	2	0	1	1	1	4	0	4	6	1	1	0	2	2	2	3	0	4	0	1	0	6	9	1	2	3	2	2	6									
		0.29%	0.27%	0.00%	0.26%	0.00%	0.13%	0.21%	0.19%	0.54%	0.00%	0.22%	0.51%	0.14%	0.09%	0.00%	0.28%	0.36%	0.26%	0.60%	0.00%	0.48%	0.00%	0.30%	0.00%	0.44%	0.96%	0.11%	0.35%	0.31%	0.27%	0.18%	0.73%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	776	26	11	17	12	16	14	15	37	46	67	66	24	19	18	11	21	12	20	24	33	12	12	6	51	32	10	13	25	22	50	34									
		3.21%	2.35%	2.14%	2.21%	2.14%	2.15%	2.87%	2.91%	5.01%	4.56%	3.76%	5.57%	3.40%	1.76%	2.69%	1.54%	3.80%	1.54%	4.01%	4.19%	3.92%	3.55%	3.56%	2.74%	3.77%	3.40%	1.08%	2.30%	2.57%	2.98%	4.42%	4.11%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
