Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Лотошинская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202					
27	"10. ""Аграрная партия России"""	637	46	34	46	39	21	55	43	106	49	37	31	44	4	36	46					
		6.05%	4.17%	2.97%	3.59%	7.60%	4.84%	4.55%	5.26%	28.57%	14.58%	4.94%	7.61%	6.98%	2.31%	7.10%	5.42%					
28	"11. ""Истинные патриоты России"""	13	1	1	1	0	3	0	1	1	1	0	1	0	0	1	2					
		0.12%	0.09%	0.08%	0.07%	0.0%	0.69%	0.0%	0.12%	0.26%	0.29%	0.0%	0.24%	0.0%	0.0%	0.19%	0.23%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	126	12	7	9	7	4	29	10	2	4	5	4	6	7	7	13					
		1.19%	1.08%	0.61%	0.70%	1.36%	0.92%	2.40%	1.22%	0.53%	1.19%	0.66%	0.98%	0.95%	4.04%	1.38%	1.53%					
30	"13. ""Демократическая партия России"""	41	4	4	8	4	0	6	2	0	1	2	3	4	1	2	0					
		0.38%	0.36%	0.35%	0.62%	0.77%	0.0%	0.49%	0.24%	0.0%	0.29%	0.26%	0.73%	0.63%	0.57%	0.39%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	1	1	0	1	3	6	1	1	0	1	0	0	0	1	2					
		0.17%	0.09%	0.08%	0.0%	0.19%	0.69%	0.49%	0.12%	0.26%	0.0%	0.13%	0.0%	0.0%	0.0%	0.19%	0.23%					
32	"15. ""Партия СЛОН"""	22	3	0	0	1	1	3	4	1	0	3	0	1	1	0	4					
		0.20%	0.27%	0.0%	0.0%	0.19%	0.23%	0.24%	0.48%	0.26%	0.0%	0.40%	0.0%	0.15%	0.57%	0.0%	0.47%					
33	"16. ""Родина"" (народно-патриотический союз)"""	839	94	123	126	44	27	94	50	14	22	70	38	39	16	30	52					
		7.97%	8.52%	10.78%	9.83%	8.57%	6.23%	7.78%	6.11%	3.77%	6.54%	9.35%	9.33%	6.19%	9.24%	5.91%	6.13%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	2	4	2	4	2	6	1	1	2	0	4	5	2	1	4					
		0.38%	0.18%	0.35%	0.15%	0.77%	0.46%	0.49%	0.12%	0.26%	0.59%	0.0%	0.98%	0.79%	1.15%	0.19%	0.47%					
35	"18. ""ЛДПР"""	1551	173	161	208	83	54	227	89	40	36	129	50	58	31	61	151					
		14.74%	15.68%	14.11%	16.23%	16.17%	12.47%	18.79%	10.89%	10.78%	10.71%	17.24%	12.28%	9.20%	17.91%	12.03%	17.80%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	194	17	21	19	15	5	19	17	5	7	11	5	16	1	11	25					
		1.84%	1.54%	1.84%	1.48%	2.92%	1.15%	1.57%	2.08%	1.34%	2.08%	1.47%	1.22%	2.53%	0.57%	2.16%	2.94%					
37	"20. ""Политическая партия ""Единая Россия"""	4323	416	480	560	209	199	461	351	111	147	311	171	292	72	180	363					
		41.10%	37.71%	42.06%	43.71%	40.74%	45.95%	38.16%	42.96%	29.91%	43.75%	41.57%	42.01%	46.34%	41.61%	35.50%	42.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	2	4	3	1	1	0	1	0	2	0	2	1	0	2	2					
		0.19%	0.18%	0.35%	0.23%	0.19%	0.23%	0.0%	0.12%	0.0%	0.59%	0.0%	0.49%	0.15%	0.0%	0.39%	0.23%					
39	"22. ""Развитие предпринимательства"""	34	6	3	3	0	0	8	2	0	0	3	0	3	2	0	4					
		0.32%	0.54%	0.26%	0.23%	0.0%	0.0%	0.66%	0.24%	0.0%	0.0%	0.40%	0.0%	0.47%	1.15%	0.0%	0.47%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	802	96	81	77	32	28	89	81	16	15	57	40	54	4	87	45					
		7.62%	8.70%	7.09%	6.01%	6.23%	6.46%	7.36%	9.91%	4.31%	4.46%	7.62%	9.82%	8.57%	2.31%	17.15%	5.30%					
																						
41	Против всех	416	50	41	74	10	10	43	26	25	12	36	15	16	9	22	27					
		3.95%	4.53%	3.59%	5.77%	1.94%	2.30%	3.55%	3.18%	6.73%	3.57%	4.81%	3.68%	2.53%	5.20%	4.33%	3.18%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
