Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																
Дата голосования: 04.12.2011																																																																																
																																																																																
Наименование Избирательной комиссии:    Курганская Западная																																																																																
																																																																																
Сводная таблица результатов выборов																																																																																
																																																																																
		Сумма	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №130	УИК №133	УИК №135	УИК №136	УИК №138	УИК №139	УИК №140	УИК №290	УИК №291	УИК №910	УИК №911	УИК №912					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1901	31	25	27	25	32	30	32	30	31	35	35	27	36	36	36	33	24	28	18	16	31	31	16	27	20	18	21	15	18	12	24	20	23	20	25	30	21	21	26	31	15	31	30	30	31	24	27	36	43	30	31	30	26	30	36	34	23	31	42	30	32	8	20	15	42	28	18	0	0	0	26	32	33					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1796	28	25	27	24	31	30	32	29	31	32	35	27	33	31	35	33	24	28	17	15	30	30	14	26	16	18	21	14	11	12	21	20	23	20	25	30	21	20	26	25	15	30	29	23	31	24	27	32	40	28	31	29	24	29	36	27	22	28	39	29	32	3	20	15	42	28	13	0	0	0	21	31	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1513	22	24	19	21	25	19	33	19	19	16	20	14	29	8	25	20	20	13	21	32	14	23	20	12	20	11	53	16	12	18	10	16	33	19	26	30	18	11	10	15	9	18	18	19	19	28	25	43	31	24	19	21	20	27	26	46	28	20	15	14	17	5	15	12	14	18	22	0	49	34	12	19	20					
14	Число погашенных неиспользованных открепительных удостоверений	105	3	0	0	1	1	0	0	1	0	3	0	0	3	5	1	0	0	0	1	1	1	1	2	1	4	0	0	1	7	0	3	0	0	0	0	0	0	1	0	6	0	1	1	7	0	0	0	4	3	2	0	1	2	1	0	7	1	3	3	1	0	5	0	0	0	0	5	0	0	0	5	1	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	1	0	1	0	0	0	0	1	1	2	0	0	0	2	0	0	0	3	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	1	2	0	1	0	0	0	2	1	0	0	0	1	0	0	0	1	0	1	0	0	2	1	0	2	2	0	0	0	1	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12416	171	190	153	208	191	187	258	189	218	248	269	223	237	159	207	168	230	202	88	212	159	180	128	134	130	140	130	81	18	137	164	181	218	163	129	204	143	126	184	150	88	201	217	166	170	183	223	262	257	207	227	193	231	228	170	230	191	217	187	186	220	36	146	142	185	128	76	15	4	3	175	179	166					
		17.41%	19.08%	16.55%	21.49%	20.25%	17.02%	17.43%	18.59%	16.59%	18.33%	18.97%	19.38%	18.40%	19.17%	16.48%	17.72%	13.42%	16.69%	17.31%	13.64%	20.25%	17.49%	19.98%	17.14%	14.57%	16.77%	17.93%	15.26%	14.59%	14.88%	14.44%	15.10%	18.23%	17.69%	16.60%	13.16%	17.91%	17.29%	15.35%	17.41%	16.16%	15.02%	16.18%	17.51%	15.89%	17.78%	18.71%	18.54%	17.29%	16.70%	19.94%	19.20%	19.75%	21.81%	20.23%	18.54%	20.76%	15.11%	18.50%	18.59%	17.21%	17.04%	16.98%	14.43%	16.45%	15.33%	21.23%	16.10%	3.46%	8.16%	8.82%	17.48%	19.65%	17.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	13952	171	244	164	235	258	173	288	232	219	250	261	263	241	179	231	251	263	237	168	188	193	187	192	212	172	194	211	120	29	236	276	159	209	164	229	174	188	178	222	225	124	210	245	177	174	163	203	272	246	174	184	164	172	170	163	155	218	186	180	161	243	38	243	194	283	86	111	175	16	6	162	193	175					
		19.57%	19.08%	21.25%	23.03%	22.88%	22.99%	16.12%	20.75%	20.37%	18.42%	19.13%	18.80%	21.70%	19.50%	18.55%	19.78%	20.05%	19.09%	20.31%	26.05%	17.96%	21.23%	20.75%	25.70%	23.04%	22.19%	24.84%	24.77%	21.62%	23.97%	24.87%	25.41%	16.01%	16.96%	16.70%	23.37%	15.28%	22.73%	21.68%	21.00%	24.25%	21.16%	16.91%	19.77%	16.94%	18.20%	16.67%	16.87%	17.95%	15.98%	16.76%	15.57%	16.79%	16.24%	15.08%	17.78%	13.99%	17.25%	15.86%	17.89%	14.89%	18.82%	17.92%	24.01%	22.48%	23.45%	14.26%	23.52%	40.32%	32.65%	17.65%	16.18%	21.19%	17.99%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	736	14	10	10	7	5	12	13	9	12	10	15	14	18	8	12	11	14	11	2	4	6	11	4	7	8	10	3	10	1	10	12	6	14	8	8	17	6	11	13	6	9	14	10	13	5	10	14	11	19	17	8	9	13	11	13	11	16	24	8	17	9	2	9	11	13	6	5	4	1	1	10	14	17					
		1.03%	1.56%	0.87%	1.40%	0.68%	0.45%	1.12%	0.94%	0.79%	1.01%	0.77%	1.08%	1.16%	1.46%	0.83%	1.03%	0.88%	1.02%	0.94%	0.31%	0.38%	0.66%	1.22%	0.54%	0.76%	1.03%	1.28%	0.35%	1.80%	0.83%	1.05%	1.10%	0.60%	1.14%	0.81%	0.82%	1.49%	0.73%	1.34%	1.23%	0.65%	1.54%	1.13%	0.81%	1.24%	0.52%	1.02%	1.16%	0.73%	1.23%	1.64%	0.68%	0.92%	1.23%	0.98%	1.42%	0.99%	1.27%	2.05%	0.80%	1.57%	0.70%	0.94%	0.89%	1.27%	1.08%	0.99%	1.06%	0.92%	2.04%	2.94%	0.99%	1.54%	1.75%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16646	195	259	127	237	258	294	365	288	306	312	319	248	291	222	261	270	283	272	109	279	187	181	114	180	130	111	150	93	19	161	206	219	312	285	254	284	189	209	222	198	96	312	284	277	267	255	340	404	380	270	287	265	251	300	225	310	327	319	259	298	348	32	249	188	201	159	118	13	9	11	272	166	255					
		23.34%	21.76%	22.56%	17.84%	23.08%	22.99%	27.40%	26.30%	25.29%	25.74%	23.87%	22.98%	20.46%	23.54%	23.01%	22.35%	21.57%	20.54%	23.31%	16.90%	26.65%	20.57%	20.09%	15.26%	19.57%	16.77%	14.21%	17.61%	16.76%	15.70%	16.97%	18.97%	22.05%	25.32%	29.02%	25.92%	24.93%	22.85%	25.46%	21.00%	21.34%	16.38%	25.12%	22.92%	26.51%	27.93%	26.07%	28.26%	26.67%	24.69%	26.01%	24.28%	27.12%	23.70%	26.62%	24.54%	27.98%	25.87%	27.20%	25.75%	27.57%	26.96%	15.09%	24.60%	21.78%	16.65%	26.37%	25.00%	2.99%	18.37%	32.35%	27.17%	18.22%	26.21%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2417	25	33	20	21	20	32	35	46	47	36	43	47	32	36	45	40	40	37	10	35	27	22	17	16	15	18	9	10	4	29	22	32	22	30	14	29	24	30	52	19	16	36	62	52	41	37	54	57	58	54	76	47	35	59	35	57	52	51	36	56	53	6	43	33	38	18	12	6	2	0	45	31	38					
		3.39%	2.79%	2.87%	2.81%	2.04%	1.78%	2.98%	2.52%	4.04%	3.95%	2.75%	3.10%	3.88%	2.59%	3.73%	3.85%	3.19%	2.90%	3.17%	1.55%	3.34%	2.97%	2.44%	2.28%	1.74%	1.94%	2.30%	1.06%	1.80%	3.31%	3.06%	2.03%	3.22%	1.79%	3.05%	1.43%	2.55%	2.90%	3.65%	4.92%	2.05%	2.73%	2.90%	5.00%	4.98%	4.29%	3.78%	4.49%	3.76%	3.77%	5.20%	6.43%	4.81%	3.31%	5.24%	3.82%	5.14%	4.11%	4.35%	3.58%	5.18%	4.11%	2.83%	4.25%	3.82%	3.15%	2.99%	2.54%	1.38%	4.08%	0.00%	4.50%	3.40%	3.91%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	23955	298	394	227	302	366	355	411	352	368	431	461	399	408	345	388	489	530	386	257	304	324	308	282	349	303	298	342	234	48	351	392	384	427	314	337	400	268	244	342	315	246	446	405	336	285	315	351	491	546	299	380	278	343	343	287	332	441	360	321	339	397	97	308	288	467	192	145	212	17	13	312	317	313					
		33.59%	33.26%	34.32%	31.88%	29.41%	32.62%	33.08%	29.61%	30.90%	30.95%	32.98%	33.21%	32.92%	33.01%	35.75%	33.22%	39.06%	38.46%	33.08%	39.84%	29.04%	35.64%	34.18%	37.75%	37.93%	39.10%	38.16%	40.14%	42.16%	39.67%	36.99%	36.10%	38.67%	34.66%	31.98%	34.39%	35.12%	32.41%	29.72%	32.36%	33.94%	41.98%	35.91%	32.69%	32.15%	29.81%	32.21%	29.18%	32.41%	35.48%	28.81%	32.15%	28.45%	32.39%	30.43%	31.30%	29.96%	34.89%	30.69%	31.91%	31.36%	30.75%	45.75%	30.43%	33.37%	38.69%	31.84%	30.72%	48.85%	34.69%	38.24%	31.17%	34.80%	32.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	448	10	6	7	3	9	5	10	14	7	11	4	8	4	10	8	6	7	8	4	6	3	2	8	6	5	1	2	2	0	4	5	1	7	7	2	15	4	12	14	5	1	8	8	12	5	6	4	6	9	6	14	8	7	9	9	8	7	7	6	9	6	0	3	1	7	6	1	3	0	0	13	4	3					
		0.63%	1.12%	0.52%	0.98%	0.29%	0.80%	0.47%	0.72%	1.23%	0.59%	0.84%	0.29%	0.66%	0.32%	1.04%	0.68%	0.48%	0.51%	0.69%	0.62%	0.57%	0.33%	0.22%	1.07%	0.65%	0.65%	0.13%	0.23%	0.36%	0.00%	0.42%	0.46%	0.10%	0.57%	0.71%	0.20%	1.32%	0.48%	1.46%	1.32%	0.54%	0.17%	0.64%	0.65%	1.15%	0.52%	0.61%	0.33%	0.40%	0.58%	0.58%	1.18%	0.82%	0.66%	0.80%	0.98%	0.72%	0.55%	0.60%	0.60%	0.83%	0.46%	0.00%	0.30%	0.12%	0.58%	0.99%	0.21%	0.69%	0.00%	0.00%	1.30%	0.44%	0.31%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
