Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №15																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №2293	УИК №2294	УИК №2295									
14	Число погашенных неиспользованных открепительных удостоверений	286	10	12	20	22	29	19	7	23	17	17	10	14	7	12	9	22	7	6	23	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	167	7	4	9	9	5	1	17	7	9	8	5	5	14	10	10	3	1	36	7	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	264	12	8	12	9	10	10	16	10	16	12	24	18	10	22	14	12	10	24	10	4	1	0									
		1.78%	1.54%	0.99%	2.16%	1.36%	3.00%	2.31%	1.25%	1.37%	2.60%	1.51%	2.89%	2.44%	1.48%	1.46%	1.60%	1.60%	1.34%	3.07%	2.31%	0.90%	1.72%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	180	8	14	6	7	4	8	12	18	12	8	15	3	8	11	8	7	12	11	6	1	1	0									
		1.21%	1.03%	1.73%	1.08%	1.06%	1.20%	1.85%	0.94%	2.47%	1.95%	1.01%	1.81%	0.41%	1.18%	0.73%	0.91%	0.93%	1.61%	1.41%	1.39%	0.23%	1.72%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	353	22	23	10	22	11	19	19	24	29	15	22	18	17	17	17	18	25	7	15	2	1	0									
		2.38%	2.82%	2.85%	1.80%	3.33%	3.30%	4.40%	1.49%	3.29%	4.72%	1.89%	2.65%	2.44%	2.51%	1.13%	1.94%	2.40%	3.35%	0.90%	3.46%	0.45%	1.72%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7315	357	432	247	264	165	160	657	328	245	388	386	347	293	1006	427	334	313	363	205	354	28	16									
		49.28%	45.77%	53.53%	44.42%	40.00%	49.55%	37.04%	51.49%	44.93%	39.84%	48.93%	46.45%	47.02%	43.34%	66.89%	48.69%	44.47%	41.96%	46.42%	47.34%	79.91%	48.28%	69.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	201	10	8	5	13	4	13	15	10	15	6	12	8	7	21	6	13	8	20	3	2	1	1									
		1.35%	1.28%	0.99%	0.90%	1.97%	1.20%	3.01%	1.18%	1.37%	2.44%	0.76%	1.44%	1.08%	1.04%	1.40%	0.68%	1.73%	1.07%	2.56%	0.69%	0.45%	1.72%	4.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	32	1	3	4	2	1	1	3	2	1	1	2	4	1	0	0	2	3	0	0	1	0	0									
		0.22%	0.13%	0.37%	0.72%	0.30%	0.30%	0.23%	0.24%	0.27%	0.16%	0.13%	0.24%	0.54%	0.15%	0.00%	0.00%	0.27%	0.40%	0.00%	0.00%	0.23%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2200	120	127	84	101	42	54	250	100	106	120	98	115	111	209	115	107	115	125	46	39	14	2									
		14.82%	15.38%	15.74%	15.11%	15.30%	12.61%	12.50%	19.59%	13.70%	17.24%	15.13%	11.79%	15.58%	16.42%	13.90%	13.11%	14.25%	15.42%	15.98%	10.62%	8.80%	24.14%	8.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	152	6	11	5	11	2	0	12	8	10	7	10	12	15	9	8	8	3	4	7	2	0	2									
		1.02%	0.77%	1.36%	0.90%	1.67%	0.60%	0.00%	0.94%	1.10%	1.63%	0.88%	1.20%	1.63%	2.22%	0.60%	0.91%	1.07%	0.40%	0.51%	1.62%	0.45%	0.00%	8.70%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	961	53	31	59	60	21	37	53	59	44	45	70	63	46	39	61	65	57	54	42	1	1	0									
		6.47%	6.79%	3.84%	10.61%	9.09%	6.31%	8.56%	4.15%	8.08%	7.15%	5.67%	8.42%	8.54%	6.80%	2.59%	6.96%	8.66%	7.64%	6.91%	9.70%	0.23%	1.72%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	3	2	1	2	0	2	2	1	1	3	1	2	2	2	1	1	1	0	0	0	1	0									
		0.19%	0.38%	0.25%	0.18%	0.30%	0.00%	0.46%	0.16%	0.14%	0.16%	0.38%	0.12%	0.27%	0.30%	0.13%	0.11%	0.13%	0.13%	0.00%	0.00%	0.00%	1.72%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	554	37	23	23	32	13	25	36	36	23	32	39	32	25	31	39	28	26	30	21	2	1	0									
		3.73%	4.74%	2.85%	4.14%	4.85%	3.90%	5.79%	2.82%	4.93%	3.74%	4.04%	4.69%	4.34%	3.70%	2.06%	4.45%	3.73%	3.49%	3.84%	4.85%	0.45%	1.72%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1507	85	66	48	101	29	60	106	77	65	92	94	71	89	85	95	87	101	83	44	22	6	1									
		10.15%	10.90%	8.18%	8.63%	15.30%	8.71%	13.89%	8.31%	10.55%	10.57%	11.60%	11.31%	9.62%	13.17%	5.65%	10.83%	11.58%	13.54%	10.61%	10.16%	4.97%	10.34%	4.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	3	4	0	1	0	0	7	3	1	1	3	2	2	3	1	4	3	4	2	1	0	0									
		0.30%	0.38%	0.50%	0.00%	0.15%	0.00%	0.00%	0.55%	0.41%	0.16%	0.13%	0.36%	0.27%	0.30%	0.20%	0.11%	0.53%	0.40%	0.51%	0.46%	0.23%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	578	43	32	23	18	13	20	43	33	24	38	29	24	30	14	52	36	41	34	20	7	3	1									
		3.89%	5.51%	3.97%	4.14%	2.73%	3.90%	4.63%	3.37%	4.52%	3.90%	4.79%	3.49%	3.25%	4.44%	0.93%	5.93%	4.79%	5.50%	4.35%	4.62%	1.58%	5.17%	4.35%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
