Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Афанасьевская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	9	6	2	0	0	0	0	0	0	2	1	0	1	1	0	0	10	1	0	3	0	0	1	1	1	0	0	0	2	0									
		0.72%	0.81%	0.93%	1.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.44%	1.27%	0.00%	0.32%	1.20%	0.00%	0.00%	2.53%	0.75%	0.00%	0.83%	0.00%	0.00%	0.98%	0.78%	0.45%	0.00%	0.00%	0.00%	1.11%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	711	155	100	2	11	21	16	5	44	6	10	11	5	41	4	10	7	40	7	6	44	14	12	11	11	25	7	29	5	14	38									
		12.56%	13.89%	15.55%	1.80%	9.17%	17.07%	11.51%	10.64%	22.45%	9.52%	12.20%	13.92%	4.90%	13.31%	4.82%	18.52%	11.67%	10.13%	5.26%	6.38%	12.22%	15.38%	13.79%	10.78%	8.53%	11.31%	7.87%	13.43%	10.64%	7.78%	19.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	2	0	0	0	0	1	0	2	0	2	1									
		0.35%	0.54%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.76%	0.00%	1.06%	0.56%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.93%	0.00%	1.11%	0.52%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	283	97	59	3	2	6	9	4	5	2	5	2	5	5	3	1	0	15	2	0	9	3	6	3	7	5	1	9	5	3	7									
		4.99%	8.69%	9.18%	2.70%	1.67%	4.88%	6.47%	8.51%	2.55%	3.17%	6.10%	2.53%	4.90%	1.62%	3.61%	1.85%	0.00%	3.80%	1.50%	0.00%	2.50%	3.30%	6.90%	2.94%	5.43%	2.26%	1.12%	4.17%	10.64%	1.67%	3.66%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
