Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Сортавальская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151									
		17.54%	15.25%	18.74%	17.81%	16.00%	15.14%	16.61%	15.65%	17.50%	22.73%	17.30%	18.75%	16.67%	17.96%	17.05%	21.13%	18.10%	20.98%	14.94%	22.75%	20.40%	14.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	85	10	2	3	5	9	14	7	3	2	14	1	2	2	0	0	0	1	2	5	1	2									
		0.86%	1.20%	0.44%	0.82%	0.62%	1.12%	1.61%	0.79%	1.88%	0.91%	2.03%	0.11%	0.83%	0.50%	0.00%	0.00%	0.00%	0.45%	1.15%	1.18%	0.11%	1.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	127	11	10	5	15	11	23	11	2	3	7	2	3	5	1	0	1	1	4	1	10	1									
		1.29%	1.32%	2.18%	1.37%	1.86%	1.36%	2.65%	1.24%	1.25%	1.36%	1.02%	0.22%	1.25%	1.25%	0.57%	0.00%	0.86%	0.45%	2.30%	0.24%	1.12%	0.77%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.22%	0.00%	0.00%	0.25%	0.12%	0.11%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	288	39	11	13	21	41	37	26	2	2	7	28	5	13	4	1	2	4	1	4	21	6									
		2.92%	4.68%	2.40%	3.56%	2.61%	5.09%	4.27%	2.93%	1.25%	0.91%	1.02%	3.07%	2.08%	3.24%	2.27%	1.41%	1.72%	1.79%	0.57%	0.95%	2.35%	4.62%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1017	100	36	47	97	109	93	89	14	27	91	90	20	44	20	6	3	20	6	38	59	8									
		10.32%	12.00%	7.84%	12.88%	12.03%	13.52%	10.73%	10.02%	8.75%	12.27%	13.23%	9.87%	8.33%	10.97%	11.36%	8.45%	2.59%	8.93%	3.45%	9.00%	6.61%	6.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	6	2	2	4	11	2	4	0	1	3	1	0	7	2	0	1	4	1	2	5	3									
		0.62%	0.72%	0.44%	0.55%	0.50%	1.36%	0.23%	0.45%	0.00%	0.45%	0.44%	0.11%	0.00%	1.75%	1.14%	0.00%	0.86%	1.79%	0.57%	0.47%	0.56%	2.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1749	172	65	63	158	145	177	152	20	22	131	190	44	69	51	19	17	39	59	50	102	4									
		17.76%	20.65%	14.16%	17.26%	19.60%	17.99%	20.42%	17.12%	12.50%	10.00%	19.04%	20.83%	18.33%	17.21%	28.98%	26.76%	14.66%	17.41%	33.91%	11.85%	11.43%	3.08%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
