Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
"Наименование Избирательной комиссии:    Тверь, Заволжская"																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2149	25	43	37	40	41	41	29	27	40	23	48	38	32	33	48	43	50	63	37	70	36	36	49	47	28	26	30	36	38	33	28	39	57	35	48	41	41	68	26	26	49	37	51	33	47	31	43	28	37	42	44	58	73	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1978	22	38	36	39	41	32	28	27	38	16	43	20	29	32	41	43	44	59	36	67	35	28	45	47	28	26	28	36	38	32	24	38	56	29	48	41	41	63	24	25	48	37	36	30	39	30	43	27	33	34	43	57	58	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1605	11	16	17	7	9	7	23	11	11	13	15	20	12	15	13	10	17	21	8	28	12	23	15	41	16	11	5	9	18	7	9	18	344	15	29	11	20	19	26	12	9	30	32	18	76	24	15	18	20	48	13	9	28	231	42	8	40					
14	Число погашенных неиспользованных открепительных удостоверений	171	3	5	1	1	0	9	1	0	2	7	5	18	3	1	7	0	6	4	1	3	1	8	4	0	0	0	2	0	0	1	4	1	1	6	0	0	0	5	2	1	1	0	15	3	8	1	0	1	4	8	1	1	15	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	531	6	1	6	10	6	17	5	9	7	12	5	12	14	8	5	5	5	6	7	13	3	9	6	1	12	10	10	6	8	21	16	5	27	4	12	5	4	7	6	6	6	10	13	0	10	12	7	0	5	11	11	8	101	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	13394	192	232	257	281	288	260	366	291	252	150	178	253	244	288	270	214	267	247	240	293	271	174	313	253	193	168	199	269	328	190	223	255	204	256	235	288	229	340	254	184	226	332	258	218	264	323	248	160	190	317	285	282	211	126	29	17	19					
		21.99%	22.33%	23.46%	22.12%	23.13%	24.89%	23.11%	27.21%	25.78%	22.28%	22.73%	23.42%	22.88%	22.39%	20.48%	20.39%	20.11%	23.80%	21.67%	23.28%	20.29%	22.51%	16.34%	23.82%	16.64%	21.23%	21.73%	23.78%	24.02%	28.13%	20.56%	25.69%	22.81%	16.76%	21.82%	20.78%	21.38%	18.05%	24.06%	24.47%	20.84%	20.47%	20.54%	23.45%	23.62%	19.92%	20.89%	21.21%	25.36%	22.04%	27.71%	22.75%	24.46%	14.22%	16.60%	23.77%	32.69%	17.12%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7694	118	115	182	169	150	181	155	147	172	95	92	143	142	176	226	140	155	157	116	166	144	180	165	166	113	131	110	129	145	90	120	141	230	160	126	154	129	156	100	99	138	177	123	82	148	144	166	69	101	158	179	149	206	56	8	1	4					
		12.63%	13.72%	11.63%	15.66%	13.91%	12.96%	16.09%	11.52%	13.02%	15.21%	14.39%	12.11%	12.93%	13.03%	12.52%	17.07%	13.16%	13.81%	13.77%	11.25%	11.50%	11.96%	16.90%	12.56%	10.92%	12.43%	16.95%	13.14%	11.52%	12.44%	9.74%	13.82%	12.61%	18.90%	13.64%	11.14%	11.43%	10.17%	11.04%	9.63%	11.21%	12.50%	10.95%	11.18%	8.88%	11.17%	9.31%	14.20%	10.94%	11.72%	13.81%	14.29%	12.92%	13.88%	7.38%	6.56%	1.92%	3.60%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	999	19	20	14	15	13	21	24	22	21	7	17	17	11	26	17	26	18	29	13	23	26	22	15	35	18	17	13	18	20	21	14	16	13	20	17	25	17	19	7	18	13	27	16	15	20	35	18	14	15	16	25	17	19	1	3	0	1					
		1.64%	2.21%	2.02%	1.20%	1.23%	1.12%	1.87%	1.78%	1.95%	1.86%	1.06%	2.24%	1.54%	1.01%	1.85%	1.28%	2.44%	1.60%	2.54%	1.26%	1.59%	2.16%	2.07%	1.14%	2.30%	1.98%	2.20%	1.55%	1.61%	1.72%	2.27%	1.61%	1.43%	1.07%	1.71%	1.50%	1.86%	1.34%	1.34%	0.67%	2.04%	1.18%	1.67%	1.45%	1.63%	1.51%	2.26%	1.54%	2.22%	1.74%	1.40%	1.99%	1.47%	1.28%	0.13%	2.46%	0.00%	0.90%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16636	227	274	328	385	284	331	371	285	256	164	200	292	309	349	357	302	297	323	279	498	354	280	384	481	202	158	181	307	296	264	200	292	269	281	363	396	428	417	321	258	306	504	341	279	418	502	290	151	205	248	249	277	454	119	20	16	14					
		27.32%	26.40%	27.70%	28.23%	31.69%	24.55%	29.42%	27.58%	25.24%	22.63%	24.85%	26.32%	26.40%	28.35%	24.82%	26.96%	28.38%	26.47%	28.33%	27.06%	34.49%	29.40%	26.29%	29.22%	31.64%	22.22%	20.44%	21.62%	27.41%	25.39%	28.57%	23.04%	26.12%	22.10%	23.96%	32.10%	29.40%	33.73%	29.51%	30.92%	29.22%	27.72%	31.19%	31.00%	30.23%	31.55%	32.47%	24.81%	23.93%	23.78%	21.68%	19.87%	24.02%	30.59%	15.68%	16.39%	30.77%	12.61%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4669	60	73	102	83	71	59	89	85	65	45	81	84	62	147	96	81	65	84	79	101	95	96	109	133	55	30	31	101	84	53	65	115	79	133	102	113	85	138	100	92	111	164	83	106	111	151	83	65	69	55	69	87	65	21	6	0	2					
		7.67%	6.98%	7.38%	8.78%	6.83%	6.14%	5.24%	6.62%	7.53%	5.75%	6.82%	10.66%	7.59%	5.69%	10.46%	7.25%	7.61%	5.79%	7.37%	7.66%	6.99%	7.89%	9.01%	8.30%	8.75%	6.05%	3.88%	3.70%	9.02%	7.20%	5.74%	7.49%	10.29%	6.49%	11.34%	9.02%	8.39%	6.70%	9.77%	9.63%	10.42%	10.05%	10.15%	7.55%	11.48%	8.38%	9.77%	7.10%	10.30%	8.00%	4.81%	5.51%	7.55%	4.38%	2.77%	4.92%	0.00%	1.80%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16244	229	256	247	263	327	248	316	282	340	183	178	280	293	385	337	279	280	276	281	332	286	280	301	426	307	247	297	278	271	285	233	280	405	293	270	342	360	321	234	217	285	378	256	206	338	355	333	161	267	327	413	321	499	418	55	17	70					
		26.67%	26.63%	25.88%	21.26%	21.65%	28.26%	22.04%	23.49%	24.98%	30.06%	27.73%	23.42%	25.32%	26.88%	27.38%	25.45%	26.22%	24.96%	24.21%	27.26%	22.99%	23.75%	26.29%	22.91%	28.03%	33.77%	31.95%	35.48%	24.82%	23.24%	30.84%	26.84%	25.04%	33.28%	24.98%	23.87%	25.39%	28.37%	22.72%	22.54%	24.58%	25.82%	23.39%	23.27%	22.32%	25.51%	22.96%	28.49%	25.52%	30.97%	28.58%	32.96%	27.84%	33.63%	55.07%	45.08%	32.69%	63.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	470	3	7	10	9	10	4	10	4	7	11	4	16	7	10	6	12	11	6	6	11	10	15	9	7	3	9	2	6	12	5	7	9	12	11	9	11	4	12	7	2	9	18	6	13	14	10	17	3	8	10	12	8	9	7	0	0	0					
		0.77%	0.35%	0.71%	0.86%	0.74%	0.86%	0.36%	0.74%	0.35%	0.62%	1.67%	0.53%	1.45%	0.64%	0.71%	0.45%	1.13%	0.98%	0.53%	0.58%	0.76%	0.83%	1.41%	0.68%	0.46%	0.33%	1.16%	0.24%	0.54%	1.03%	0.54%	0.81%	0.81%	0.99%	0.94%	0.80%	0.82%	0.32%	0.85%	0.67%	0.23%	0.82%	1.11%	0.55%	1.41%	1.06%	0.65%	1.45%	0.48%	0.93%	0.87%	0.96%	0.69%	0.61%	0.92%	0.00%	0.00%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
