Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Шиловская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	168	1	1	2	1	0	1	1	0	1	3	0	0	0	0	1	0	3	2	2	2	1	2	3	1	0	4	2	0	1	0	2	0	0	2	2	0	0	15	3	15	24	10	10	2	5	9	1	0	16	17									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	164	0	0	1	2	2	1	2	5	9	6	1	1	0	2	3	0	2	0	1	0	2	1	3	3	1	5	3	1	1	2	2	2	2	7	3	3	4	2	0	5	6	13	9	12	11	3	7	0	6	7									
14	Число погашенных неиспользованных открепительных удостоверений	93	1	0	1	0	2	4	0	1	2	0	1	1	1	2	0	1	0	0	0	3	1	0	4	2	2	3	5	1	0	3	0	2	2	1	0	3	1	0	12	0	1	0	5	8	5	1	4	5	1	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	2	0	2	2	0	0	0	1	0	0	1	4	2	2	3	2	1	4	1	1	0	1	1	9									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	169	0	3	4	6	1	4	1	0	0	3	1	1	0	2	3	1	0	0	0	2	1	5	1	0	5	14	3	1	1	1	0	3	2	5	1	1	1	12	5	1	5	14	6	6	9	4	2	1	21	6									
		0.92%	0.00%	2.97%	1.03%	3.08%	0.53%	0.80%	0.50%	0.00%	0.00%	0.91%	0.70%	1.25%	0.00%	0.77%	2.31%	1.56%	0.00%	0.00%	0.00%	0.96%	0.63%	1.77%	0.23%	0.00%	2.60%	4.55%	0.83%	0.73%	0.77%	0.29%	0.00%	1.82%	1.23%	1.70%	0.55%	0.57%	0.98%	1.05%	0.36%	0.07%	0.46%	2.12%	0.94%	0.78%	2.40%	1.06%	0.97%	0.37%	2.18%	0.65%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	333	5	1	6	3	3	6	6	0	5	4	0	2	0	3	2	7	0	1	5	5	3	5	7	3	1	9	13	2	2	8	8	4	2	6	7	7	1	24	13	24	4	21	0	5	13	18	3	6	31	19									
		1.81%	2.10%	0.99%	1.55%	1.54%	1.58%	1.20%	3.00%	0.00%	1.89%	1.22%	0.00%	2.50%	0.00%	1.15%	1.54%	10.94%	0.00%	1.14%	1.59%	2.39%	1.90%	1.77%	1.63%	0.90%	0.52%	2.92%	3.58%	1.46%	1.54%	2.34%	3.90%	2.42%	1.23%	2.04%	3.83%	4.00%	0.98%	2.10%	0.93%	1.75%	0.37%	3.18%	0.00%	0.65%	3.47%	4.76%	1.46%	2.25%	3.22%	2.05%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	218	0	0	9	3	2	7	1	2	0	4	2	2	2	5	2	0	0	0	6	2	1	4	6	2	0	12	4	1	0	4	2	0	2	1	1	1	2	28	19	15	3	10	0	5	6	3	0	5	19	13									
		1.18%	0.00%	0.00%	2.33%	1.54%	1.05%	1.40%	0.50%	5.71%	0.00%	1.22%	1.40%	2.50%	0.83%	1.92%	1.54%	0.00%	0.00%	0.00%	1.91%	0.96%	0.63%	1.42%	1.40%	0.60%	0.00%	3.90%	1.10%	0.73%	0.00%	1.17%	0.98%	0.00%	1.23%	0.34%	0.55%	0.57%	1.96%	2.45%	1.37%	1.09%	0.27%	1.52%	0.00%	0.65%	1.60%	0.79%	0.00%	1.87%	1.98%	1.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13129	177	76	312	15	154	375	172	22	201	246	101	58	234	171	79	27	263	72	250	131	125	191	344	292	152	174	233	105	103	283	180	111	116	197	157	104	70	787	1059	1051	875	364	440	582	174	270	150	190	482	632									
		71.31%	74.37%	75.25%	80.62%	7.69%	81.05%	75.00%	86.00%	62.86%	76.14%	75.00%	70.63%	72.50%	97.50%	65.77%	60.77%	42.19%	85.67%	81.82%	79.62%	62.68%	79.11%	67.73%	80.19%	87.69%	79.17%	56.49%	64.19%	76.64%	79.23%	82.75%	87.80%	67.27%	71.17%	67.01%	85.79%	59.43%	68.63%	68.97%	76.13%	76.66%	80.13%	55.15%	68.64%	75.98%	46.40%	71.43%	72.82%	71.16%	50.10%	68.10%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	200	0	0	0	159	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	3	1	0	0	1	1	3	2	0	0	2	0	0	0	0	0	1	0	1	1	0	2	3	0	5	2	0	0	0	4	3									
		1.09%	0.00%	0.00%	0.00%	81.54%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	1.14%	0.00%	1.44%	0.63%	0.00%	0.00%	0.30%	0.52%	0.97%	0.55%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.09%	0.07%	0.00%	0.18%	0.45%	0.00%	0.65%	0.53%	0.00%	0.00%	0.00%	0.42%	0.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	1	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0									
		0.09%	0.00%	0.99%	0.00%	2.56%	0.00%	0.00%	0.50%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.31%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1877	13	11	38	0	11	42	11	6	28	38	21	9	4	25	28	12	23	11	24	37	21	41	44	21	16	45	54	13	16	15	9	25	22	48	5	30	19	87	98	87	105	85	93	76	62	48	21	31	139	109									
		10.19%	5.46%	10.89%	9.82%	0.00%	5.79%	8.40%	5.50%	17.14%	10.61%	11.59%	14.69%	11.25%	1.67%	9.62%	21.54%	18.75%	7.49%	12.50%	7.64%	17.70%	13.29%	14.54%	10.26%	6.31%	8.33%	14.61%	14.88%	9.49%	12.31%	4.39%	4.39%	15.15%	13.50%	16.33%	2.73%	17.14%	18.63%	7.62%	7.05%	6.35%	9.62%	12.88%	14.51%	9.92%	16.53%	12.70%	10.19%	11.61%	14.45%	11.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	55	0	0	0	4	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	3	6	3	2	3	2	2	6	0	0	2	5	5									
		0.30%	0.00%	0.00%	0.00%	2.05%	0.00%	0.40%	0.00%	0.00%	0.76%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	1.21%	0.00%	0.68%	0.00%	0.00%	0.00%	0.26%	0.43%	0.22%	0.18%	0.45%	0.31%	0.26%	1.60%	0.00%	0.00%	0.75%	0.52%	0.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	2	2	2	0	1	0	1	1	2	3	0	1	0	0	0	1	2	1	2	0	4	6	6	0	3	1	1	3	1	1	0	3	3									
		0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.77%	1.56%	0.00%	2.27%	0.64%	0.96%	0.00%	0.35%	0.00%	0.30%	0.52%	0.65%	0.83%	0.00%	0.77%	0.00%	0.00%	0.00%	0.61%	0.68%	0.55%	1.14%	0.00%	0.35%	0.43%	0.44%	0.00%	0.45%	0.16%	0.13%	0.80%	0.26%	0.49%	0.00%	0.31%	0.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	3	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.14%	0.00%	0.09%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.31%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	1	0	0	4	0	0	2	0	1	1	0	0	0	0	5	6	6	1	6	0	3	0	0	2	1	7	1									
		0.32%	0.00%	1.98%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.91%	0.63%	0.00%	0.47%	0.30%	0.00%	0.00%	1.10%	0.00%	0.00%	0.58%	0.00%	0.61%	0.61%	0.00%	0.00%	0.00%	0.00%	0.44%	0.43%	0.44%	0.09%	0.91%	0.00%	0.39%	0.00%	0.00%	0.97%	0.37%	0.73%	0.11%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1585	12	7	18	0	13	35	7	5	27	24	16	5	0	32	11	14	14	1	10	16	5	19	21	9	11	37	32	9	7	13	3	9	12	25	10	23	8	90	111	123	49	124	97	71	70	23	19	19	170	99									
		8.61%	5.04%	6.93%	4.65%	0.00%	6.84%	7.00%	3.50%	14.29%	10.23%	7.32%	11.19%	6.25%	0.00%	12.31%	8.46%	21.88%	4.56%	1.14%	3.18%	7.66%	3.16%	6.74%	4.90%	2.70%	5.73%	12.01%	8.82%	6.57%	5.38%	3.80%	1.46%	5.45%	7.36%	8.50%	5.46%	13.14%	7.84%	7.89%	7.98%	8.97%	4.49%	18.79%	15.13%	9.27%	18.67%	6.08%	9.22%	7.12%	17.67%	10.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	0	0	0	0	1	1	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	3	0	0	0	1	1									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.53%	0.20%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.13%	0.80%	0.00%	0.00%	0.00%	0.10%	0.11%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	505	0	0	0	0	3	15	0	0	1	2	2	3	0	9	1	2	7	0	6	3	0	12	2	3	2	7	10	5	0	11	3	0	2	6	1	5	1	82	63	55	8	21	0	7	20	9	5	9	65	37									
		2.74%	0.00%	0.00%	0.00%	0.00%	1.58%	3.00%	0.00%	0.00%	0.38%	0.61%	1.40%	3.75%	0.00%	3.46%	0.77%	3.13%	2.28%	0.00%	1.91%	1.44%	0.00%	4.26%	0.47%	0.90%	1.04%	2.27%	2.75%	3.65%	0.00%	3.22%	1.46%	0.00%	1.23%	2.04%	0.55%	2.86%	0.98%	7.19%	4.53%	4.01%	0.73%	3.18%	0.00%	0.91%	5.33%	2.38%	2.43%	3.37%	6.76%	3.99%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
