Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    ТИК Лысьвенского МР																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049					
		14.56%	18.76%	16.96%	14.89%	14.99%	12.79%	15.60%	15.79%	14.11%	13.51%	14.62%	15.01%	14.83%	14.95%	15.31%	19.41%	14.59%	12.32%	14.23%	13.01%	13.93%	12.77%	14.83%	15.70%	17.58%	15.76%	14.79%	15.82%	18.90%	16.99%	14.13%	7.92%	8.86%	13.49%	11.54%	12.87%	17.65%	4.40%	4.66%	9.29%	11.40%	14.06%	12.07%	15.70%	14.21%	13.16%	8.86%	18.28%	8.66%	12.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2467	43	47	56	23	23	24	68	32	50	88	63	109	85	127	51	76	102	108	79	89	95	105	57	47	106	68	78	89	88	98	4	18	9	0	8	10	25	10	4	60	22	9	7	5	9	44	16	15	18					
		6.76%	5.68%	5.82%	6.41%	4.72%	4.39%	4.51%	7.30%	5.57%	6.49%	7.31%	6.02%	7.09%	5.80%	8.64%	6.04%	6.64%	7.53%	6.86%	7.45%	9.68%	9.33%	9.79%	7.85%	7.38%	9.94%	7.51%	7.81%	5.95%	5.67%	6.99%	1.32%	4.99%	2.38%	0.00%	2.94%	4.90%	6.87%	2.74%	2.86%	7.68%	5.84%	5.17%	4.07%	2.73%	7.89%	7.96%	5.52%	5.91%	5.98%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	313	1	6	11	6	4	1	11	2	1	16	10	12	15	20	6	7	26	18	9	16	10	4	4	6	7	6	7	7	16	9	4	3	3	0	2	2	1	2	1	3	1	2	2	2	0	4	2	2	3					
		0.86%	0.13%	0.74%	1.26%	1.23%	0.76%	0.19%	1.18%	0.35%	0.13%	1.33%	0.96%	0.78%	1.02%	1.36%	0.71%	0.61%	1.92%	1.14%	0.85%	1.74%	0.98%	0.37%	0.55%	0.94%	0.66%	0.66%	0.70%	0.47%	1.03%	0.64%	1.32%	0.83%	0.79%	0.00%	0.74%	0.98%	0.27%	0.55%	0.71%	0.38%	0.27%	1.15%	1.16%	1.09%	0.00%	0.72%	0.69%	0.79%	0.99%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23197	483	518	570	330	363	377	606	373	523	778	676	967	954	847	517	714	809	966	633	515	627	602	425	386	620	570	588	927	960	897	256	265	254	102	192	126	247	279	95	560	258	113	107	131	81	413	196	186	215					
		63.61%	63.80%	64.11%	65.29%	67.76%	69.27%	70.86%	65.09%	64.98%	67.92%	64.62%	64.63%	62.91%	65.12%	57.62%	61.18%	62.36%	59.70%	61.37%	59.66%	56.04%	61.59%	56.16%	58.54%	60.60%	58.16%	62.91%	58.86%	61.92%	61.82%	64.03%	84.49%	73.41%	67.20%	78.46%	70.59%	61.76%	67.86%	76.44%	67.86%	71.70%	68.44%	64.94%	62.21%	71.58%	71.05%	74.68%	67.59%	73.23%	71.43%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	449	7	16	5	3	3	5	9	12	7	19	7	23	10	34	3	17	19	22	16	24	8	21	14	12	14	11	20	20	25	20	1	0	2	1	0	2	4	1	0	5	3	0	0	0	0	1	0	1	2					
		1.23%	0.92%	1.98%	0.57%	0.62%	0.57%	0.94%	0.97%	2.09%	0.91%	1.58%	0.67%	1.50%	0.68%	2.31%	0.36%	1.48%	1.40%	1.40%	1.51%	2.61%	0.79%	1.96%	1.93%	1.88%	1.31%	1.21%	2.00%	1.34%	1.61%	1.43%	0.33%	0.00%	0.53%	0.77%	0.00%	0.98%	1.10%	0.27%	0.00%	0.64%	0.80%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.39%	0.66%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
