Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Волотовская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.64%					
33	"16. ""Родина"" (народно-патриотический союз)"""	113	44	8	1	3	8	4	6	16	10	4	4	5					
		3.82%	4.55%	3.22%	1.81%	1.35%	5.75%	1.86%	5.30%	10.73%	3.67%	2.18%	1.67%	3.24%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	7	1	0	0	0	0	2	0	2	1	1	0	0					
		0.23%	0.10%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	1.34%	0.36%	0.54%	0.0%	0.0%					
35	"18. ""ЛДПР"""	394	146	35	4	34	24	28	11	19	30	22	17	24					
		13.33%	15.11%	14.11%	7.27%	15.38%	17.26%	13.02%	9.73%	12.75%	11.02%	12.02%	7.11%	15.58%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	80	31	6	4	1	4	6	1	3	6	4	8	6					
		2.70%	3.20%	2.41%	7.27%	0.45%	2.87%	2.79%	0.88%	2.01%	2.20%	2.18%	3.34%	3.89%					
37	"20. ""Политическая партия ""Единая Россия"""	1522	446	133	32	103	69	114	66	55	167	104	139	94					
		51.52%	46.16%	53.62%	58.18%	46.60%	49.64%	53.02%	58.40%	36.91%	61.39%	56.83%	58.15%	61.03%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	3	1	0	1	0	0	1	1	1	0	3	0					
		0.37%	0.31%	0.40%	0.0%	0.45%	0.0%	0.0%	0.88%	0.67%	0.36%	0.0%	1.25%	0.0%					
39	"22. ""Развитие предпринимательства"""	6	2	0	0	0	0	0	2	0	2	0	0	0					
		0.20%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	1.76%	0.0%	0.73%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	253	90	15	6	13	11	19	8	17	16	19	34	5					
		8.56%	9.31%	6.04%	10.90%	5.88%	7.91%	8.83%	7.07%	11.40%	5.88%	10.38%	14.22%	3.24%					
																			
41	Против всех	110	40	8	3	15	7	4	1	9	14	3	2	4					
		3.72%	4.14%	3.22%	5.45%	6.78%	5.03%	1.86%	0.88%	6.04%	5.14%	1.63%	0.83%	2.59%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
