Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Псковская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	0	2	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	1	2	0	0	1	0	2	0	0									
		0.13%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.41%	0.00%	0.75%	0.18%	0.00%	0.17%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	1.50%	0.00%	0.18%	0.49%	0.00%	0.00%	0.07%	0.00%	0.41%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1904	72	64	114	38	153	13	15	37	40	60	37	47	21	72	85	88	71	49	34	47	21	26	10	59	41	8	64	21	12	68	51	8	15	205	32	63	26	17									
		14.93%	19.05%	15.09%	15.32%	15.77%	14.75%	8.50%	14.15%	19.27%	14.49%	18.35%	15.16%	29.01%	15.67%	13.14%	18.60%	14.57%	11.41%	13.80%	15.81%	17.47%	11.93%	17.33%	15.38%	17.05%	16.47%	11.11%	20.06%	15.79%	9.09%	12.36%	12.53%	7.55%	12.00%	14.11%	13.79%	13.04%	16.99%	15.45%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	61	1	3	7	2	8	0	0	1	1	2	2	1	0	1	1	4	5	1	0	2	0	0	0	1	1	0	0	0	0	1	2	0	0	7	5	2	0	0									
		0.48%	0.26%	0.71%	0.94%	0.83%	0.77%	0.00%	0.00%	0.52%	0.36%	0.61%	0.82%	0.62%	0.00%	0.18%	0.22%	0.66%	0.80%	0.28%	0.00%	0.74%	0.00%	0.00%	0.00%	0.29%	0.40%	0.00%	0.00%	0.00%	0.00%	0.18%	0.49%	0.00%	0.00%	0.48%	2.16%	0.41%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	120	5	9	14	1	11	2	0	0	0	4	0	0	0	7	4	2	11	5	3	1	0	0	3	4	1	1	3	2	0	6	3	0	2	9	2	5	0	0									
		0.94%	1.32%	2.12%	1.88%	0.41%	1.06%	1.31%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	1.28%	0.88%	0.33%	1.77%	1.41%	1.40%	0.37%	0.00%	0.00%	4.62%	1.16%	0.40%	1.39%	0.94%	1.50%	0.00%	1.09%	0.74%	0.00%	1.60%	0.62%	0.86%	1.04%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	2	4	3	0	0	1	0	0	3	0	0	0	0	1	4	0	0	2	3	0	0	1	0	0	0	0	0	0	0	2	1	0	1	2	0	0	0	0									
		0.24%	0.53%	0.94%	0.40%	0.00%	0.00%	0.65%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.18%	0.88%	0.00%	0.00%	0.56%	1.40%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.25%	0.00%	0.80%	0.14%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	504	16	20	62	16	65	1	0	10	8	5	20	5	3	17	23	13	31	13	9	8	1	5	0	8	4	3	15	6	2	28	18	3	4	42	5	12	1	2									
		3.95%	4.23%	4.72%	8.33%	6.64%	6.27%	0.65%	0.00%	5.21%	2.90%	1.53%	8.20%	3.09%	2.24%	3.10%	5.03%	2.15%	4.98%	3.66%	4.19%	2.97%	0.57%	3.33%	0.00%	2.31%	1.61%	4.17%	4.70%	4.51%	1.52%	5.09%	4.42%	2.83%	3.20%	2.89%	2.16%	2.48%	0.65%	1.82%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1824	70	79	100	34	145	35	23	25	39	35	23	17	20	95	59	144	117	61	19	46	34	12	11	50	34	10	43	15	12	82	56	11	23	119	37	64	15	10									
		14.31%	18.52%	18.63%	13.44%	14.11%	13.98%	22.88%	21.70%	13.02%	14.13%	10.70%	9.43%	10.49%	14.93%	17.34%	12.91%	23.84%	18.81%	17.18%	8.84%	17.10%	19.32%	8.00%	16.92%	14.45%	13.65%	13.89%	13.48%	11.28%	9.09%	14.91%	13.76%	10.38%	18.40%	8.19%	15.95%	13.25%	9.80%	9.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	70	5	4	4	1	12	0	0	0	0	1	0	1	1	6	2	5	3	0	4	0	0	2	0	1	2	1	0	0	0	7	0	0	0	3	0	4	0	1									
		0.55%	1.32%	0.94%	0.54%	0.41%	1.16%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.62%	0.75%	1.09%	0.44%	0.83%	0.48%	0.00%	1.86%	0.00%	0.00%	1.33%	0.00%	0.29%	0.80%	1.39%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.21%	0.00%	0.83%	0.00%	0.91%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	830	20	43	64	18	88	11	4	20	7	6	10	7	7	41	16	70	65	25	6	11	7	7	1	20	13	1	9	5	5	37	35	7	3	68	20	36	16	1									
		6.51%	5.29%	10.14%	8.60%	7.47%	8.49%	7.19%	3.77%	10.42%	2.54%	1.83%	4.10%	4.32%	5.22%	7.48%	3.50%	11.59%	10.45%	7.04%	2.79%	4.09%	3.98%	4.67%	1.54%	5.78%	5.22%	1.39%	2.82%	3.76%	3.79%	6.73%	8.60%	6.60%	2.40%	4.68%	8.62%	7.45%	10.46%	0.91%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
