Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Онгудайская  																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК  69	УИК  70	УИК  71	УИК  72	УИК  73	УИК  74	УИК  75	УИК  76	УИК  77	УИК  78	УИК  79	УИК  80	УИК  81	УИК  82	УИК  83	УИК  84	УИК  85	УИК  86	УИК  87	УИК  88	УИК  89	УИК  90	УИК  91	УИК  92	УИК  93	УИК  94					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.09%	0.0%	0.40%	0.28%	0.0%	0.55%	0.0%	0.57%	1.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	22	0	0	0	0	0	0	1	3	0	2	6	2	1	2	0	0	1	0	0	0	0	0	1	0	3	0					
		0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	1.57%	0.0%	0.19%	0.58%	0.56%	0.40%	0.56%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.68%	0.0%					
25	"8. ""Народно-республиканская партия России"""	11	0	0	2	3	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1					
		0.15%	0.0%	0.0%	1.56%	0.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.28%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	0	0	0	5	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0					
		0.17%	0.0%	0.0%	0.0%	1.56%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	3697	89	84	81	158	87	85	187	128	123	398	378	132	157	187	148	105	227	64	20	38	118	135	73	76	319	100					
		53.07%	64.02%	86.59%	63.28%	49.52%	64.92%	62.04%	64.26%	67.01%	76.87%	39.05%	36.69%	37.07%	63.56%	52.67%	78.30%	58.65%	71.60%	36.78%	38.46%	45.23%	56.73%	42.45%	51.40%	58.01%	73.16%	75.75%					
28	"11. ""Истинные патриоты России"""	12	0	0	0	1	1	0	1	1	0	5	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.17%	0.0%	0.0%	0.0%	0.31%	0.74%	0.0%	0.34%	0.52%	0.0%	0.49%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	86	0	4	1	0	3	1	2	0	1	3	6	5	8	0	2	0	3	2	0	3	7	2	0	2	9	22					
		1.23%	0.0%	4.12%	0.78%	0.0%	2.23%	0.72%	0.68%	0.0%	0.62%	0.29%	0.58%	1.40%	3.23%	0.0%	1.05%	0.0%	0.94%	1.14%	0.0%	3.57%	3.36%	0.62%	0.0%	1.52%	2.06%	16.66%					
30	"13. ""Демократическая партия России"""	12	0	0	0	0	0	0	0	0	1	0	3	2	1	0	0	0	0	0	0	0	1	1	1	0	2	0					
		0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.29%	0.56%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.31%	0.70%	0.0%	0.45%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.92%	0.0%	0.0%	0.62%	0.70%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.28%	0.52%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	117	1	2	3	4	0	0	3	3	1	24	32	2	5	6	1	2	0	4	0	1	4	11	6	0	2	0					
		1.67%	0.71%	2.06%	2.34%	1.25%	0.0%	0.0%	1.03%	1.57%	0.62%	2.35%	3.10%	0.56%	2.02%	1.69%	0.52%	1.11%	0.0%	2.29%	0.0%	1.19%	1.92%	3.45%	4.22%	0.0%	0.45%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	25	0	0	1	1	1	0	1	0	1	3	1	2	1	1	1	0	3	1	0	0	1	2	2	0	2	0					
		0.35%	0.0%	0.0%	0.78%	0.31%	0.74%	0.0%	0.34%	0.0%	0.62%	0.29%	0.09%	0.56%	0.40%	0.28%	0.52%	0.0%	0.94%	0.57%	0.0%	0.0%	0.48%	0.62%	1.40%	0.0%	0.45%	0.0%					
35	"18. ""ЛДПР"""	186	1	0	3	6	2	0	2	2	0	49	66	2	3	6	1	2	2	13	3	2	3	15	2	0	1	0					
		2.67%	0.71%	0.0%	2.34%	1.88%	1.49%	0.0%	0.68%	1.04%	0.0%	4.80%	6.40%	0.56%	1.21%	1.69%	0.52%	1.11%	0.63%	7.47%	5.76%	2.38%	1.44%	4.71%	1.40%	0.0%	0.22%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	62	3	2	12	0	2	1	4	3	1	5	10	1	0	6	0	1	2	1	0	0	0	7	1	0	0	0					
		0.89%	2.15%	2.06%	9.37%	0.0%	1.49%	0.72%	1.37%	1.57%	0.62%	0.49%	0.97%	0.28%	0.0%	1.69%	0.0%	0.55%	0.63%	0.57%	0.0%	0.0%	0.0%	2.20%	0.70%	0.0%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1566	21	2	1	79	21	22	48	32	14	304	320	139	36	91	24	49	41	45	22	20	36	82	34	31	49	3					
		22.48%	15.10%	2.06%	0.78%	24.76%	15.67%	16.05%	16.49%	16.75%	8.75%	29.83%	31.06%	39.04%	14.57%	25.63%	12.69%	27.37%	12.93%	25.86%	42.30%	23.80%	17.30%	25.78%	23.94%	23.66%	11.23%	2.27%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	0	0	0	1	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0					
		0.15%	0.0%	0.0%	0.0%	0.31%	0.0%	0.72%	0.0%	0.0%	0.0%	0.29%	0.09%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.45%	0.0%					
39	"22. ""Развитие предпринимательства"""	7	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.10%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	486	10	2	9	36	9	11	10	5	9	102	82	33	9	20	2	6	15	23	1	4	19	28	12	6	23	0					
		6.97%	7.19%	2.06%	7.03%	11.28%	6.71%	8.02%	3.43%	2.61%	5.62%	10.00%	7.96%	9.26%	3.64%	5.63%	1.05%	3.35%	4.73%	13.21%	1.92%	4.76%	9.13%	8.80%	8.45%	4.58%	5.27%	0.0%					
																																	
41	Против всех	113	3	1	1	3	1	3	3	6	0	20	19	7	5	7	0	1	2	5	1	3	2	5	1	3	5	6					
		1.62%	2.15%	1.03%	0.78%	0.94%	0.74%	2.18%	1.03%	3.14%	0.0%	1.96%	1.84%	1.96%	2.02%	1.97%	0.0%	0.55%	0.63%	2.87%	1.92%	3.57%	0.96%	1.57%	0.70%	2.29%	1.14%	4.54%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
