Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
"Наименование Избирательной комиссии:    Воронеж, Железнодорожная"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954					
14	Число погашенных неиспользованных открепительных удостоверений	309	0	4	2	4	0	1	1	2	2	4	5	8	2	3	1	0	132	0	3	2	2	5	2	4	2	3	2	0	66	5	3	2	4	1	2	0	3	1	2	3	2	0	0	5	0	0	0	3	2	0	3	2	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	200	1	0	0	0	0	0	0	1	2	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	1550	21	12	39	41	28	39	42	38	31	29	27	33	24	41	35	26	27	22	39	33	45	38	37	41	26	31	30	29	24	17	33	32	21	32	36	28	38	31	26	25	20	38	32	20	21	32	12	16	19	34	25	7	18	9					
		2.51%	1.88%	2.09%	3.01%	3.49%	2.11%	3.31%	3.18%	3.24%	2.48%	1.88%	1.77%	2.33%	2.31%	3.22%	2.87%	2.78%	2.37%	2.31%	2.94%	2.44%	2.71%	3.42%	2.83%	3.16%	2.32%	2.79%	2.78%	2.80%	2.50%	1.63%	2.71%	2.55%	1.82%	2.54%	3.10%	2.17%	3.02%	2.57%	2.76%	2.45%	1.82%	2.69%	2.96%	2.09%	2.28%	2.84%	1.14%	1.47%	3.26%	3.28%	2.17%	0.85%	1.90%	1.06%					
19	2.Всероссийская политическая партия «Гражданская Сила»	850	14	7	25	9	13	15	20	13	9	18	15	20	13	18	30	16	18	19	21	20	36	25	29	18	24	13	28	17	13	8	27	27	15	15	8	16	16	13	14	7	15	15	14	17	12	7	9	9	11	10	14	6	6	3					
		1.38%	1.26%	1.22%	1.93%	0.77%	0.98%	1.27%	1.51%	1.11%	0.72%	1.17%	0.98%	1.41%	1.25%	1.42%	2.46%	1.71%	1.58%	1.99%	1.58%	1.48%	2.17%	2.25%	2.22%	1.39%	2.14%	1.17%	2.60%	1.64%	1.36%	0.77%	2.22%	2.15%	1.30%	1.19%	0.69%	1.24%	1.27%	1.08%	1.48%	0.69%	1.37%	1.06%	1.29%	1.78%	1.30%	0.62%	0.86%	0.82%	1.89%	0.96%	1.22%	0.73%	0.63%	0.35%					
20	3.Политическая партия «Демократическая партия России»	87	3	2	4	3	0	1	0	3	0	1	0	3	0	4	0	1	1	2	3	2	0	2	3	4	0	2	2	0	7	0	5	0	1	2	3	2	1	1	2	0	2	2	2	2	0	0	0	4	1	1	2	0	0	1					
		0.14%	0.27%	0.35%	0.31%	0.26%	0.00%	0.08%	0.00%	0.26%	0.00%	0.06%	0.00%	0.21%	0.00%	0.31%	0.00%	0.11%	0.09%	0.21%	0.23%	0.15%	0.00%	0.18%	0.23%	0.31%	0.00%	0.18%	0.19%	0.00%	0.73%	0.00%	0.41%	0.00%	0.09%	0.16%	0.26%	0.15%	0.08%	0.08%	0.21%	0.00%	0.18%	0.14%	0.18%	0.21%	0.00%	0.00%	0.00%	0.37%	0.17%	0.10%	0.17%	0.00%	0.00%	0.12%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	13227	252	108	308	291	229	320	329	302	250	315	216	318	284	229	189	246	321	236	363	341	479	290	342	319	326	269	291	250	186	224	250	266	272	251	262	290	253	244	185	193	235	313	183	218	176	159	116	169	87	192	183	105	89	113					
		21.43%	22.60%	18.78%	23.78%	24.74%	17.30%	27.14%	24.91%	25.75%	19.97%	20.43%	14.18%	22.47%	27.36%	18.00%	15.50%	26.28%	28.16%	24.82%	27.38%	25.18%	28.84%	26.10%	26.19%	24.61%	29.08%	24.23%	26.99%	24.13%	19.40%	21.46%	20.54%	21.23%	23.63%	19.94%	22.55%	22.43%	20.11%	20.27%	19.62%	18.94%	21.42%	22.12%	16.91%	22.78%	19.11%	14.12%	11.05%	15.49%	14.95%	18.51%	15.90%	12.73%	9.41%	13.34%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	429	6	5	1	9	9	10	10	9	7	3	9	18	5	8	4	7	12	9	17	11	13	15	13	4	10	9	12	6	0	5	12	6	5	12	17	15	6	7	4	10	8	8	5	5	2	13	6	7	6	3	12	1	2	1					
		0.69%	0.54%	0.87%	0.08%	0.77%	0.68%	0.85%	0.76%	0.77%	0.56%	0.19%	0.59%	1.27%	0.48%	0.63%	0.33%	0.75%	1.05%	0.95%	1.28%	0.81%	0.78%	1.35%	0.99%	0.31%	0.89%	0.81%	1.11%	0.58%	0.00%	0.48%	0.99%	0.48%	0.43%	0.95%	1.46%	1.16%	0.48%	0.58%	0.42%	0.98%	0.73%	0.57%	0.46%	0.52%	0.22%	1.15%	0.57%	0.64%	1.03%	0.29%	1.04%	0.12%	0.21%	0.12%					
23	6.Политическая партия «Партия социальной справедливости»	146	4	1	1	2	2	2	5	0	5	5	1	5	1	5	1	2	3	1	2	4	5	2	5	5	2	6	1	0	3	3	3	3	2	5	2	2	4	4	3	0	6	8	3	0	5	1	2	0	1	4	0	1	0	3					
		0.24%	0.36%	0.17%	0.08%	0.17%	0.15%	0.17%	0.38%	0.00%	0.40%	0.32%	0.07%	0.35%	0.10%	0.39%	0.08%	0.21%	0.26%	0.11%	0.15%	0.30%	0.30%	0.18%	0.38%	0.39%	0.18%	0.54%	0.09%	0.00%	0.31%	0.29%	0.25%	0.24%	0.17%	0.40%	0.17%	0.15%	0.32%	0.33%	0.32%	0.00%	0.55%	0.57%	0.28%	0.00%	0.54%	0.09%	0.19%	0.00%	0.17%	0.39%	0.00%	0.12%	0.00%	0.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	8357	107	84	135	152	125	147	176	121	162	244	258	220	106	148	204	101	179	149	174	146	178	132	164	222	134	184	127	148	165	210	173	157	153	148	186	161	168	158	100	125	158	195	138	98	105	151	207	162	112	184	161	89	133	133					
		13.54%	9.60%	14.61%	10.42%	12.93%	9.44%	12.47%	13.32%	10.32%	12.94%	15.82%	16.94%	15.55%	10.21%	11.64%	16.74%	10.79%	15.70%	15.67%	13.12%	10.78%	10.72%	11.88%	12.56%	17.13%	11.95%	16.58%	11.78%	14.29%	17.21%	20.11%	14.22%	12.53%	13.29%	11.76%	16.01%	12.45%	13.35%	13.12%	10.60%	12.27%	14.40%	13.78%	12.75%	10.24%	11.40%	13.41%	19.71%	14.85%	19.24%	17.74%	13.99%	10.79%	14.06%	15.70%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5282	105	63	113	112	90	96	132	116	61	95	52	89	115	100	77	83	77	82	108	138	157	87	103	107	87	108	117	95	57	84	119	95	111	125	80	132	116	101	73	102	106	141	100	71	104	96	82	86	42	108	107	100	102	77					
		8.56%	9.42%	10.96%	8.73%	9.52%	6.80%	8.14%	9.99%	9.89%	4.87%	6.16%	3.41%	6.29%	11.08%	7.86%	6.32%	8.87%	6.75%	8.62%	8.14%	10.19%	9.45%	7.83%	7.89%	8.26%	7.76%	9.73%	10.85%	9.17%	5.94%	8.05%	9.78%	7.58%	9.64%	9.93%	6.88%	10.21%	9.22%	8.39%	7.74%	10.01%	9.66%	9.96%	9.24%	7.42%	11.29%	8.53%	7.81%	7.88%	7.22%	10.41%	9.30%	12.12%	10.78%	9.09%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	504	9	5	6	9	8	16	14	12	14	8	19	11	5	8	17	4	13	6	14	8	22	8	15	13	12	9	5	8	4	10	9	19	9	12	10	15	8	11	2	3	8	7	6	3	15	11	5	9	5	6	5	5	3	6					
		0.82%	0.81%	0.87%	0.46%	0.77%	0.60%	1.36%	1.06%	1.02%	1.12%	0.52%	1.25%	0.78%	0.48%	0.63%	1.39%	0.43%	1.14%	0.63%	1.06%	0.59%	1.32%	0.72%	1.15%	1.00%	1.07%	0.81%	0.46%	0.77%	0.42%	0.96%	0.74%	1.52%	0.78%	0.95%	0.86%	1.16%	0.64%	0.91%	0.21%	0.29%	0.73%	0.49%	0.55%	0.31%	1.63%	0.98%	0.48%	0.82%	0.86%	0.58%	0.43%	0.61%	0.32%	0.71%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29339	558	267	630	504	784	482	537	507	679	785	884	644	432	675	622	411	444	395	527	609	671	462	556	524	446	442	422	443	474	461	549	603	527	619	517	590	611	605	507	525	515	661	564	501	446	638	585	603	281	459	604	499	575	478					
		47.52%	50.04%	46.43%	48.65%	42.86%	59.21%	40.88%	40.65%	43.22%	54.23%	50.91%	58.04%	45.51%	41.62%	53.07%	51.03%	43.91%	38.95%	41.54%	39.74%	44.98%	40.40%	41.58%	42.57%	40.43%	39.79%	39.82%	39.15%	42.76%	49.43%	44.16%	45.11%	48.12%	45.79%	49.17%	44.49%	45.63%	48.57%	50.25%	53.76%	51.52%	46.95%	46.71%	52.13%	52.35%	48.43%	56.66%	55.71%	55.27%	48.28%	44.26%	52.48%	60.48%	60.78%	56.43%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1277	26	13	24	32	29	38	38	38	19	22	24	34	36	25	28	30	26	22	34	30	42	36	28	25	43	24	32	33	13	17	24	25	27	21	23	28	22	18	15	18	14	11	14	10	19	9	12	13	13	23	23	9	15	10					
		2.07%	2.33%	2.26%	1.85%	2.72%	2.19%	3.22%	2.88%	3.24%	1.52%	1.43%	1.58%	2.40%	3.47%	1.97%	2.30%	3.21%	2.28%	2.31%	2.56%	2.22%	2.53%	3.24%	2.14%	1.93%	3.84%	2.16%	2.97%	3.19%	1.36%	1.63%	1.97%	1.99%	2.35%	1.67%	1.98%	2.17%	1.75%	1.50%	1.59%	1.77%	1.28%	0.78%	1.29%	1.04%	2.06%	0.80%	1.14%	1.19%	2.23%	2.22%	1.99%	1.09%	1.59%	1.18%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
