Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Черлакская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3587	29	202	156	204	275	241	263	34	39	166	26	41	43	331	31	57	40	43	130	35	17	6	62	31	27	8	10	115	42	16	184	67	52	12	35	34	149	15	8	19	39	18	127	71	37									
		38.84%	29.90%	32.95%	34.67%	31.53%	30.80%	34.18%	43.91%	36.96%	61.90%	40.79%	40.63%	52.56%	56.58%	38.27%	40.26%	53.27%	45.98%	52.44%	36.52%	54.69%	42.50%	15.38%	54.39%	55.36%	27.84%	33.33%	52.63%	35.94%	68.85%	35.56%	40.62%	42.95%	50.49%	30.00%	42.68%	58.62%	40.49%	26.79%	28.57%	39.58%	66.10%	38.30%	42.76%	57.72%	46.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	0	3	0	3	6	4	2	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	2	0	0	1	0	0	1	1	0									
		0.34%	0.00%	0.49%	0.00%	0.46%	0.67%	0.57%	0.33%	0.00%	1.59%	0.00%	0.00%	1.28%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	2.22%	0.00%	0.00%	0.00%	0.00%	0.00%	1.72%	0.54%	0.00%	0.00%	2.08%	0.00%	0.00%	0.34%	0.81%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.93%	0.00%	1.22%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.97%	0.00%	1.22%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1435	25	124	83	111	194	103	104	10	10	61	11	6	8	83	8	17	21	9	50	4	1	8	6	2	7	3	0	53	4	8	76	43	15	4	6	3	51	9	11	12	4	5	30	18	14									
		15.54%	25.77%	20.23%	18.44%	17.16%	21.72%	14.61%	17.36%	10.87%	15.87%	14.99%	17.19%	7.69%	10.53%	9.60%	10.39%	15.89%	24.14%	10.98%	14.04%	6.25%	2.50%	20.51%	5.26%	3.57%	7.22%	12.50%	0.00%	16.56%	6.56%	17.78%	16.78%	27.56%	14.56%	10.00%	7.32%	5.17%	13.86%	16.07%	39.29%	25.00%	6.78%	10.64%	10.10%	14.63%	17.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	0	7	1	2	2	5	2	0	0	2	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0									
		0.32%	0.00%	1.14%	0.22%	0.31%	0.22%	0.71%	0.33%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	3.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	109	2	12	5	9	11	15	7	0	0	5	0	1	0	19	0	0	0	0	2	1	0	0	0	0	0	0	0	4	0	0	7	1	0	1	0	0	5	0	0	0	0	0	1	1	0									
		1.18%	2.06%	1.96%	1.11%	1.39%	1.23%	2.13%	1.17%	0.00%	0.00%	1.23%	0.00%	1.28%	0.00%	2.20%	0.00%	0.00%	0.00%	0.00%	0.56%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.25%	0.00%	0.00%	1.55%	0.64%	0.00%	2.50%	0.00%	0.00%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.81%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	1	0	0	0	3	1	1	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0									
		0.18%	1.03%	0.00%	0.00%	0.00%	0.34%	0.14%	0.17%	0.00%	1.59%	0.25%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	5.26%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	70	4	5	6	3	7	3	0	0	0	5	1	1	0	12	0	1	1	1	4	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	2	0	2	0	0	0	4	0	2									
		0.76%	4.12%	0.82%	1.33%	0.46%	0.78%	0.43%	0.00%	0.00%	0.00%	1.23%	1.56%	1.28%	0.00%	1.39%	0.00%	0.93%	1.15%	1.22%	1.12%	0.00%	2.50%	0.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	1.72%	0.54%	0.00%	7.14%	0.00%	0.00%	0.00%	1.35%	0.00%	2.50%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2537	26	169	131	209	248	200	124	34	0	94	15	21	15	293	23	21	14	22	113	19	14	18	34	14	48	10	7	89	3	16	121	30	26	16	18	10	88	17	6	13	13	14	84	19	18									
		27.47%	26.80%	27.57%	29.11%	32.30%	27.77%	28.37%	20.70%	36.96%	0.00%	23.10%	23.44%	26.92%	19.74%	33.87%	29.87%	19.63%	16.09%	26.83%	31.74%	29.69%	35.00%	46.15%	29.82%	25.00%	49.48%	41.67%	36.84%	27.81%	4.92%	35.56%	26.71%	19.23%	25.24%	40.00%	21.95%	17.24%	23.91%	30.36%	21.43%	27.08%	22.03%	29.79%	28.28%	15.45%	22.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	0	2	0	3	2	1	4	0	0	0	1	0	0	7	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0									
		0.34%	0.00%	0.33%	0.00%	0.46%	0.22%	0.14%	0.67%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	1.22%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	257	2	15	8	19	37	27	19	1	0	18	3	0	1	22	2	3	2	0	5	1	0	1	2	2	1	0	1	14	4	1	8	3	1	1	5	5	14	1	0	0	0	2	5	0	1									
		2.78%	2.06%	2.45%	1.78%	2.94%	4.14%	3.83%	3.17%	1.09%	0.00%	4.42%	4.69%	0.00%	1.32%	2.54%	2.60%	2.80%	2.30%	0.00%	1.40%	1.56%	0.00%	2.56%	1.75%	3.57%	1.03%	0.00%	5.26%	4.38%	6.56%	2.22%	1.77%	1.92%	0.97%	2.50%	6.10%	8.62%	3.80%	1.79%	0.00%	0.00%	0.00%	4.26%	1.68%	0.00%	1.25%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
