Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Шатойская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №456									
		0.03%	0.08%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	4	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0									
		0.04%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.46%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	2	1	1	1	1	1	1	1	2	1	2	1	0	1	0	1	0	1									
		0.18%	0.17%	0.17%	0.34%	0.31%	0.40%	0.58%	0.15%	0.51%	0.20%	0.40%	0.63%	0.23%	0.00%	0.32%	0.00%	0.46%	0.00%	0.03%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.40%	0.58%	0.00%	0.51%	0.00%	0.40%	0.00%	0.23%	0.00%	0.32%	0.77%	0.00%	0.81%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	1									
		0.11%	0.08%	0.00%	0.34%	0.31%	0.40%	0.00%	0.15%	0.00%	0.10%	0.00%	0.31%	0.00%	0.28%	0.00%	0.77%	0.46%	0.00%	0.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	2	1	3	2	1	1	2	1	3	1	2	3	1	2	1	1	0	1									
		0.29%	0.17%	0.17%	1.01%	0.63%	0.40%	0.58%	0.30%	0.51%	0.30%	0.40%	0.63%	0.70%	0.28%	0.65%	0.77%	0.46%	0.00%	0.03%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	112	11	9	4	7	3	2	4	1	15	2	2	3	4	3	1	2	1	38									
		1.15%	0.92%	1.50%	1.35%	2.20%	1.20%	1.16%	0.59%	0.51%	1.49%	0.79%	0.63%	0.70%	1.12%	0.97%	0.77%	0.92%	0.81%	1.30%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
