Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																			
Дата голосования: 02.12.2007																																																																			
																																																																			
Наименование Избирательной комиссии:    Пензенская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	1.Политическая партия «Аграрная партия России»	456	5	11	0	16	27	3	1	24	6	9	1	7	16	2	16	3	0	15	6	1	7	13	4	4	4	16	14	1	16	3	7	18	23	4	9	0	33	5	2	5	17	11	6	7	12	7	9	3	6	3	0	3	1	0	4	1	2	2	4	1					
		1.64%	0.58%	2.38%	0.00%	2.20%	1.37%	1.46%	1.01%	3.38%	2.04%	2.08%	2.50%	5.65%	1.47%	2.17%	1.40%	0.77%	0.00%	1.10%	0.44%	1.05%	1.86%	1.09%	1.05%	0.60%	1.54%	0.87%	1.68%	0.34%	3.84%	2.10%	3.26%	5.71%	3.41%	1.61%	1.31%	0.00%	2.23%	1.41%	6.45%	4.31%	2.19%	1.38%	1.67%	2.82%	2.67%	5.56%	2.88%	2.03%	2.07%	1.05%	0.00%	0.88%	1.11%	0.00%	1.56%	1.02%	0.88%	2.20%	1.76%	0.51%					
19	2.Всероссийская политическая партия «Гражданская Сила»	90	3	1	0	1	1	1	0	1	1	2	1	0	3	0	4	1	0	4	2	2	2	10	0	2	1	8	4	0	0	1	0	0	7	0	0	0	14	0	1	1	2	2	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1					
		0.32%	0.35%	0.22%	0.00%	0.14%	0.05%	0.49%	0.00%	0.14%	0.34%	0.46%	2.50%	0.00%	0.28%	0.00%	0.35%	0.26%	0.00%	0.29%	0.15%	2.11%	0.53%	0.84%	0.00%	0.30%	0.39%	0.43%	0.48%	0.00%	0.00%	0.70%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.95%	0.00%	3.23%	0.86%	0.26%	0.25%	0.28%	0.81%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.51%					
20	3.Политическая партия «Демократическая партия России»	31	4	1	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	3	0	1	0	2	0	0	0	0	0	0	3	0	1	0	2	2	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0					
		0.11%	0.46%	0.22%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.18%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.25%	0.00%	0.15%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.15%	0.00%	0.14%	0.56%	0.00%	0.00%	0.00%	0.13%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.34%	0.35%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3241	74	69	12	72	185	16	11	81	18	43	2	7	128	10	143	99	20	185	163	10	39	180	47	53	19	84	89	21	50	14	20	29	74	28	57	8	276	29	5	7	129	112	54	29	121	44	34	10	12	18	6	39	11	17	54	12	14	4	21	23					
		11.63%	8.55%	14.90%	13.04%	9.90%	9.40%	7.80%	11.11%	11.41%	6.12%	9.93%	5.00%	5.65%	11.79%	10.87%	12.52%	25.52%	14.29%	13.53%	11.95%	10.53%	10.37%	15.08%	12.30%	7.96%	7.34%	4.57%	10.67%	7.17%	11.99%	9.79%	9.30%	9.21%	10.98%	11.29%	8.27%	10.13%	18.65%	8.19%	16.13%	6.03%	16.58%	14.00%	15.00%	11.69%	26.89%	34.92%	10.86%	6.76%	4.14%	6.27%	6.59%	11.50%	12.22%	11.49%	21.09%	12.24%	6.14%	4.40%	9.25%	11.68%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	59	3	0	0	3	0	0	1	1	0	0	0	2	5	0	1	0	0	5	2	0	0	3	0	3	0	4	1	0	2	1	0	0	4	1	6	0	2	0	0	0	2	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0					
		0.21%	0.35%	0.00%	0.00%	0.41%	0.00%	0.00%	1.01%	0.14%	0.00%	0.00%	0.00%	1.61%	0.46%	0.00%	0.09%	0.00%	0.00%	0.37%	0.15%	0.00%	0.00%	0.25%	0.00%	0.45%	0.00%	0.22%	0.12%	0.00%	0.48%	0.70%	0.00%	0.00%	0.59%	0.40%	0.87%	0.00%	0.14%	0.00%	0.00%	0.00%	0.26%	0.13%	0.28%	0.00%	0.22%	0.00%	0.00%	0.68%	0.34%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	42	1	0	0	0	1	0	0	3	0	0	0	0	2	0	2	0	0	1	4	0	1	2	1	0	0	7	3	1	1	0	0	0	0	0	2	0	3	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0					
		0.15%	0.12%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.18%	0.00%	0.00%	0.07%	0.29%	0.00%	0.27%	0.17%	0.26%	0.00%	0.00%	0.38%	0.36%	0.34%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.20%	0.00%	0.00%	0.00%	0.26%	0.13%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.44%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1911	53	22	14	68	107	13	7	53	21	30	1	6	67	8	117	17	13	60	60	4	22	79	35	39	30	296	45	29	8	7	18	15	45	9	51	6	146	17	0	5	37	58	17	29	13	5	14	4	14	3	4	11	5	2	19	3	15	2	8	5					
		6.86%	6.12%	4.75%	15.22%	9.35%	5.44%	6.34%	7.07%	7.46%	7.14%	6.93%	2.50%	4.84%	6.17%	8.70%	10.25%	4.38%	9.29%	4.39%	4.40%	4.21%	5.85%	6.62%	9.16%	5.86%	11.58%	16.09%	5.40%	9.90%	1.92%	4.90%	8.37%	4.76%	6.68%	3.63%	7.40%	7.59%	9.86%	4.80%	0.00%	4.31%	4.76%	7.25%	4.72%	11.69%	2.89%	3.97%	4.47%	2.70%	4.83%	1.05%	4.40%	3.24%	5.56%	1.35%	7.42%	3.06%	6.58%	2.20%	3.52%	2.54%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1253	49	29	0	39	54	10	0	41	12	29	1	5	42	7	43	12	2	78	34	1	14	77	19	28	9	55	30	26	25	9	16	13	46	19	22	1	113	13	2	4	53	36	13	10	11	1	15	7	6	5	1	13	1	0	15	1	16	3	13	4					
		4.50%	5.66%	6.26%	0.00%	5.36%	2.74%	4.88%	0.00%	5.77%	4.08%	6.70%	2.50%	4.03%	3.87%	7.61%	3.77%	3.09%	1.43%	5.71%	2.49%	1.05%	3.72%	6.45%	4.97%	4.20%	3.47%	2.99%	3.60%	8.87%	5.99%	6.29%	7.44%	4.13%	6.82%	7.66%	3.19%	1.27%	7.64%	3.67%	6.45%	3.45%	6.81%	4.50%	3.61%	4.03%	2.44%	0.79%	4.79%	4.73%	2.07%	1.74%	1.10%	3.83%	1.11%	0.00%	5.86%	1.02%	7.02%	3.30%	5.73%	2.03%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	173	5	1	6	1	11	2	0	3	3	1	0	0	5	0	10	7	0	12	4	2	10	9	1	7	3	10	6	2	2	2	2	0	4	3	5	0	13	0	0	0	1	3	2	5	1	0	1	0	0	0	1	0	0	0	1	0	1	2	2	1					
		0.62%	0.58%	0.22%	6.52%	0.14%	0.56%	0.98%	0.00%	0.42%	1.02%	0.23%	0.00%	0.00%	0.46%	0.00%	0.88%	1.80%	0.00%	0.88%	0.29%	2.11%	2.66%	0.75%	0.26%	1.05%	1.16%	0.54%	0.72%	0.68%	0.48%	1.40%	0.93%	0.00%	0.59%	1.21%	0.73%	0.00%	0.88%	0.00%	0.00%	0.00%	0.13%	0.38%	0.56%	2.02%	0.22%	0.00%	0.32%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.39%	0.00%	0.44%	2.20%	0.88%	0.51%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20210	650	316	56	516	1572	160	78	497	225	314	34	97	810	65	784	234	103	992	1065	74	271	797	271	524	189	1341	613	209	309	104	146	236	457	179	530	63	845	285	21	94	524	564	264	164	280	65	229	122	246	255	78	270	71	129	157	79	173	78	174	162					
		72.53%	75.06%	68.25%	60.87%	70.98%	79.88%	78.05%	78.79%	70.00%	76.53%	72.52%	85.00%	78.23%	74.59%	70.65%	68.65%	60.31%	73.57%	72.57%	78.08%	77.89%	72.07%	66.75%	70.94%	78.68%	72.97%	72.88%	73.50%	71.33%	74.10%	72.73%	67.91%	74.92%	67.80%	72.18%	76.92%	79.75%	57.09%	80.51%	67.74%	81.03%	67.35%	70.50%	73.33%	66.13%	62.22%	51.59%	73.16%	82.43%	84.83%	88.85%	85.71%	79.65%	78.89%	87.16%	61.33%	80.61%	75.88%	85.71%	76.65%	82.23%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	95	3	6	0	4	6	0	0	2	0	3	0	0	0	0	1	1	0	5	7	1	2	8	1	2	1	9	2	2	0	1	0	3	3	1	1	0	6	0	0	0	2	0	0	0	6	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0					
		0.34%	0.35%	1.30%	0.00%	0.55%	0.30%	0.00%	0.00%	0.28%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.09%	0.26%	0.00%	0.37%	0.51%	1.05%	0.53%	0.67%	0.26%	0.30%	0.39%	0.49%	0.24%	0.68%	0.00%	0.70%	0.00%	0.95%	0.45%	0.40%	0.15%	0.00%	0.41%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	1.33%	0.00%	1.28%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
