Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Пензенская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	438	12	123	5	12	10	4	4	6	7	2	3	4	9	2	5	6	17	6	2	10	8	6	5	19	11	4	3	3	1	2	2	5	0	2	7	3	8	4	31	8	2	5	3	2	7	5	1	4	9	4	8	7					
14	Число погашенных неиспользованных открепительных удостоверений	127	2	2	2	2	1	5	3	2	0	2	0	3	0	3	0	0	2	4	5	1	12	0	0	7	10	0	1	1	0	2	2	0	3	1	2	9	7	2	6	0	0	0	4	2	7	2	0	2	4	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2037	17	11	2	88	101	16	8	37	80	23	36	1	81	10	87	40	11	15	6	66	82	47	5	123	65	80	14	20	16	24	3	25	7	36	46	26	45	28	132	31	10	34	12	9	18	12	19	6	69	32	69	156					
		6.80%	1.71%	2.23%	0.84%	8.84%	8.68%	8.79%	6.35%	9.16%	10.99%	7.62%	7.19%	0.99%	5.60%	12.20%	7.10%	11.14%	9.02%	3.21%	3.55%	4.34%	5.89%	8.23%	5.21%	7.61%	7.22%	8.52%	3.49%	6.80%	5.65%	8.92%	2.00%	5.59%	4.52%	8.63%	11.17%	6.99%	5.12%	12.12%	6.81%	3.21%	2.94%	6.87%	5.63%	3.54%	6.19%	3.69%	7.66%	3.09%	10.73%	11.64%	9.53%	9.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2903	20	27	6	116	149	24	19	40	119	53	22	12	165	8	147	32	16	26	16	88	118	45	10	85	71	105	20	21	19	24	0	34	12	32	58	36	53	36	340	90	15	48	12	29	25	18	15	8	101	18	78	222					
		9.69%	2.01%	5.47%	2.52%	11.65%	12.80%	13.19%	15.08%	9.90%	16.35%	17.55%	4.39%	11.88%	11.41%	9.76%	12.00%	8.91%	13.11%	5.57%	9.47%	5.79%	8.48%	7.88%	10.42%	5.26%	7.89%	11.18%	4.99%	7.14%	6.71%	8.92%	0.00%	7.61%	7.74%	7.67%	14.08%	9.68%	6.03%	15.58%	17.55%	9.33%	4.41%	9.70%	5.63%	11.42%	8.59%	5.54%	6.05%	4.12%	15.71%	6.55%	10.77%	13.82%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	168	2	7	2	1	11	0	0	5	2	1	1	0	1	1	13	5	0	1	1	10	10	0	2	7	10	5	3	1	0	1	0	1	0	0	1	0	3	3	22	4	0	0	4	0	0	1	1	0	8	3	4	10					
		0.56%	0.20%	1.42%	0.84%	0.10%	0.95%	0.00%	0.00%	1.24%	0.27%	0.33%	0.20%	0.00%	0.07%	1.22%	1.06%	1.39%	0.00%	0.21%	0.59%	0.66%	0.72%	0.00%	2.08%	0.43%	1.11%	0.53%	0.75%	0.34%	0.00%	0.37%	0.00%	0.22%	0.00%	0.00%	0.24%	0.00%	0.34%	1.30%	1.14%	0.41%	0.00%	0.00%	1.88%	0.00%	0.00%	0.31%	0.40%	0.00%	1.24%	1.09%	0.55%	0.62%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4269	38	48	5	199	243	34	28	85	132	61	139	31	205	6	200	65	17	47	10	133	155	52	18	183	247	232	56	57	26	46	5	63	9	45	48	57	66	31	226	22	11	71	11	29	43	37	46	25	110	36	108	372					
		14.25%	3.82%	9.72%	2.10%	19.98%	20.88%	18.68%	22.22%	21.04%	18.13%	20.20%	27.74%	30.69%	14.18%	7.32%	16.33%	18.11%	13.93%	10.06%	5.92%	8.76%	11.14%	9.11%	18.75%	11.32%	27.44%	24.71%	13.97%	19.39%	9.19%	17.10%	3.33%	14.09%	5.81%	10.79%	11.65%	15.32%	7.51%	13.42%	11.67%	2.28%	3.24%	14.34%	5.16%	11.42%	14.78%	11.38%	18.55%	12.89%	17.11%	13.09%	14.92%	23.16%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	321	2	6	0	3	21	4	1	6	5	2	1	0	28	1	7	1	0	0	3	23	25	5	0	18	8	8	4	0	2	3	0	3	2	0	5	0	13	5	36	5	3	4	0	1	2	1	3	1	18	2	9	21					
		1.07%	0.20%	1.21%	0.00%	0.30%	1.80%	2.20%	0.79%	1.49%	0.69%	0.66%	0.20%	0.00%	1.94%	1.22%	0.57%	0.28%	0.00%	0.00%	1.78%	1.51%	1.80%	0.88%	0.00%	1.11%	0.89%	0.85%	0.99%	0.00%	0.71%	1.12%	0.00%	0.67%	1.29%	0.00%	1.21%	0.00%	1.48%	2.16%	1.86%	0.52%	0.88%	0.81%	0.00%	0.39%	0.69%	0.31%	1.21%	0.52%	2.80%	0.73%	1.24%	1.31%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18726	671	257	160	546	617	102	66	229	372	155	298	57	948	56	760	211	75	371	133	1078	971	394	60	948	477	499	277	192	207	167	117	317	121	304	251	246	613	126	1034	810	301	334	165	168	185	240	159	150	329	177	446	779					
		62.52%	67.51%	52.02%	67.23%	54.82%	53.01%	56.04%	52.38%	56.68%	51.10%	51.32%	59.48%	56.44%	65.56%	68.29%	62.04%	58.77%	61.48%	79.44%	78.70%	70.97%	69.76%	69.00%	62.50%	58.63%	53.00%	53.14%	69.08%	65.31%	73.14%	62.08%	78.00%	70.92%	78.06%	72.90%	60.92%	66.13%	69.74%	54.55%	53.38%	83.94%	88.53%	67.47%	77.46%	66.14%	63.57%	73.85%	64.11%	77.32%	51.17%	64.36%	61.60%	48.51%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	100	5	2	0	6	3	0	1	1	3	2	1	0	2	0	3	1	0	1	0	5	3	0	0	6	4	5	1	2	3	3	0	1	1	0	2	1	0	0	15	3	0	0	2	0	0	0	0	0	4	0	2	6					
		0.33%	0.50%	0.40%	0.00%	0.60%	0.26%	0.00%	0.79%	0.25%	0.41%	0.66%	0.20%	0.00%	0.14%	0.00%	0.24%	0.28%	0.00%	0.21%	0.00%	0.33%	0.22%	0.00%	0.00%	0.37%	0.44%	0.53%	0.25%	0.68%	1.06%	1.12%	0.00%	0.22%	0.65%	0.00%	0.49%	0.27%	0.00%	0.00%	0.77%	0.31%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.28%	0.37%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
