Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Изобильненская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	986	15	30	23	10	35	10	20	35	29	25	15	15	10	25	25	20	15	40	17	15	15	10	15	10	47	45	25	20	5	40	25	10	25	25	5	5	25	15	10	25	5	20	5	5	10	7	13	15	15	30	10	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	616	12	22	20	7	29	5	9	22	23	24	10	14	6	11	22	16	8	28	12	10	2	10	8	8	47	38	14	8	2	25	15	3	17	9	0	1	20	3	2	11	3	10	1	0	5	3	13	6	5	12	1	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	407	9	15	21	8	8	0	14	19	4	5	1	14	2	9	14	9	12	5	5	3	5	5	4	5	27	8	8	4	4	7	4	2	5	7	5	4	5	8	7	6	3	4	7	3	4	4	4	10	16	15	10	8	12					
14	Число погашенных неиспользованных открепительных удостоверений	370	3	8	3	3	6	5	11	13	6	1	5	1	4	14	3	4	7	12	5	5	13	0	7	2	0	7	11	12	3	15	10	7	8	16	5	4	5	12	8	14	2	10	4	5	5	4	0	9	10	18	9	5	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	60	2	1	1	0	7	1	0	2	1	2	0	1	0	3	2	1	0	0	1	3	0	0	2	1	0	3	0	0	0	1	2	0	1	2	0	0	4	0	1	2	2	0	0	0	1	0	1	1	1	4	0	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	731	24	21	21	5	21	7	14	19	21	11	10	18	8	13	10	13	14	27	18	15	18	18	17	15	30	22	9	2	4	27	20	5	26	20	0	9	20	21	7	19	4	22	8	1	6	4	12	12	11	19	6	4	3					
		1.57%	2.15%	1.61%	2.16%	0.59%	1.37%	1.77%	2.16%	1.84%	1.84%	1.16%	1.64%	1.55%	1.23%	1.28%	0.82%	1.42%	1.57%	2.18%	1.70%	1.51%	1.49%	2.26%	1.65%	1.86%	1.57%	1.46%	1.17%	0.31%	1.02%	1.83%	1.36%	1.12%	2.68%	1.56%	0.00%	2.27%	1.45%	2.35%	2.32%	2.07%	1.10%	1.61%	5.06%	0.83%	0.80%	0.72%	1.18%	1.28%	1.41%	1.78%	2.03%	1.43%	0.89%					
19	2.Всероссийская политическая партия «Гражданская Сила»	247	7	12	12	7	12	2	9	4	4	8	1	5	4	2	3	6	3	9	12	11	10	4	14	9	9	9	1	2	0	4	2	2	2	0	0	1	7	7	2	3	1	3	0	0	3	1	1	6	3	4	1	2	1					
		0.53%	0.63%	0.92%	1.23%	0.83%	0.78%	0.51%	1.39%	0.39%	0.35%	0.84%	0.16%	0.43%	0.62%	0.20%	0.24%	0.66%	0.34%	0.73%	1.13%	1.11%	0.83%	0.50%	1.36%	1.12%	0.47%	0.60%	0.13%	0.31%	0.00%	0.27%	0.14%	0.45%	0.21%	0.00%	0.00%	0.25%	0.51%	0.78%	0.66%	0.33%	0.27%	0.22%	0.00%	0.00%	0.40%	0.18%	0.10%	0.64%	0.39%	0.37%	0.34%	0.72%	0.30%					
20	3.Политическая партия «Демократическая партия России»	35	0	3	0	1	0	0	1	0	2	0	1	2	0	0	0	1	0	0	1	2	0	0	1	1	1	0	0	0	0	2	0	0	2	4	0	1	1	2	1	0	0	0	0	0	2	0	0	0	0	2	0	1	0					
		0.08%	0.00%	0.23%	0.00%	0.12%	0.00%	0.00%	0.15%	0.00%	0.18%	0.00%	0.16%	0.17%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.09%	0.20%	0.00%	0.00%	0.10%	0.12%	0.05%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.21%	0.31%	0.00%	0.25%	0.07%	0.22%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.36%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4672	149	157	114	87	145	51	91	147	169	135	85	133	73	136	206	124	120	124	111	110	102	80	92	84	138	80	55	51	33	102	102	23	50	100	6	30	162	111	33	92	47	133	13	15	63	40	57	86	53	108	20	23	21					
		10.04%	13.36%	12.00%	11.72%	10.26%	9.44%	12.88%	14.04%	14.24%	14.81%	14.21%	13.98%	11.44%	11.25%	13.44%	16.82%	13.57%	13.45%	10.02%	10.48%	11.09%	8.46%	10.04%	8.92%	10.42%	7.24%	5.32%	7.14%	7.81%	8.42%	6.90%	6.93%	5.15%	5.15%	7.78%	2.82%	7.58%	11.75%	12.42%	10.93%	10.02%	12.88%	9.73%	8.23%	12.40%	8.40%	7.18%	5.63%	9.15%	6.80%	10.12%	6.78%	8.24%	6.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	514	11	20	15	8	12	5	22	9	28	30	13	12	3	6	13	3	15	13	28	25	32	8	17	10	9	9	2	9	1	14	4	1	8	2	0	7	42	2	4	1	4	12	0	0	4	1	3	7	1	4	1	0	4					
		1.10%	0.99%	1.53%	1.54%	0.94%	0.78%	1.26%	3.40%	0.87%	2.45%	3.16%	2.14%	1.03%	0.46%	0.59%	1.06%	0.33%	1.68%	1.05%	2.64%	2.52%	2.65%	1.00%	1.65%	1.24%	0.47%	0.60%	0.26%	1.38%	0.26%	0.95%	0.27%	0.22%	0.82%	0.16%	0.00%	1.77%	3.05%	0.22%	1.32%	0.11%	1.10%	0.88%	0.00%	0.00%	0.53%	0.18%	0.30%	0.74%	0.13%	0.37%	0.34%	0.00%	1.19%					
23	6.Политическая партия «Партия социальной справедливости»	67	0	0	1	3	4	1	0	1	1	0	0	1	0	1	0	2	2	2	2	4	3	3	1	5	1	3	1	2	1	1	2	1	0	2	0	0	1	2	0	1	0	0	0	1	0	0	3	2	3	2	1	0	0					
		0.14%	0.00%	0.00%	0.10%	0.35%	0.26%	0.25%	0.00%	0.10%	0.09%	0.00%	0.00%	0.09%	0.00%	0.10%	0.00%	0.22%	0.22%	0.16%	0.19%	0.40%	0.25%	0.38%	0.10%	0.62%	0.05%	0.20%	0.13%	0.31%	0.26%	0.07%	0.14%	0.22%	0.00%	0.16%	0.00%	0.00%	0.07%	0.22%	0.00%	0.11%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.30%	0.21%	0.39%	0.19%	0.34%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3184	78	81	55	44	105	26	49	69	69	59	44	57	55	79	95	61	61	122	90	63	130	96	100	64	119	83	46	44	25	57	95	23	92	90	10	23	104	95	19	70	13	61	7	9	25	27	48	58	64	83	11	11	20					
		6.84%	6.99%	6.19%	5.65%	5.19%	6.84%	6.57%	7.56%	6.69%	6.05%	6.21%	7.24%	4.90%	8.47%	7.81%	7.76%	6.67%	6.84%	9.86%	8.50%	6.35%	10.78%	12.05%	9.70%	7.94%	6.24%	5.51%	5.97%	6.74%	6.38%	3.85%	6.45%	5.15%	9.48%	6.99%	4.69%	5.81%	7.54%	10.63%	6.29%	7.63%	3.56%	4.46%	4.43%	7.44%	3.33%	4.85%	4.74%	6.17%	8.22%	7.78%	3.73%	3.94%	5.93%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7263	188	257	186	118	225	74	85	174	195	143	98	201	110	170	183	110	132	71	247	260	275	151	185	174	147	117	68	109	36	209	317	90	208	392	38	51	229	135	64	126	28	138	15	11	89	37	102	148	82	193	32	9	31					
		15.60%	16.86%	19.65%	19.12%	13.92%	14.65%	18.69%	13.12%	16.86%	17.09%	15.05%	16.12%	17.28%	16.95%	16.80%	14.94%	12.04%	14.80%	5.74%	23.32%	26.21%	22.80%	18.95%	17.94%	21.59%	7.71%	7.77%	8.83%	16.69%	9.18%	14.13%	21.54%	20.13%	21.44%	30.48%	17.84%	12.88%	16.61%	15.10%	21.19%	13.73%	7.67%	10.10%	9.49%	9.09%	11.87%	6.64%	10.07%	15.74%	10.53%	18.09%	10.85%	3.23%	9.20%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	373	5	13	11	6	9	1	2	13	8	9	6	10	5	6	14	15	9	10	13	3	11	8	10	6	24	22	4	5	2	11	8	1	3	14	1	7	9	9	1	8	0	8	0	0	10	2	1	1	4	8	3	2	2					
		0.80%	0.45%	0.99%	1.13%	0.71%	0.59%	0.25%	0.31%	1.26%	0.70%	0.95%	0.99%	0.86%	0.77%	0.59%	1.14%	1.64%	1.01%	0.81%	1.23%	0.30%	0.91%	1.00%	0.97%	0.74%	1.26%	1.46%	0.52%	0.77%	0.51%	0.74%	0.54%	0.22%	0.31%	1.09%	0.47%	1.77%	0.65%	1.01%	0.33%	0.87%	0.00%	0.59%	0.00%	0.00%	1.33%	0.36%	0.10%	0.11%	0.51%	0.75%	1.02%	0.72%	0.59%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28593	640	714	542	545	983	222	364	573	618	539	337	700	376	578	666	567	519	813	502	464	594	407	572	413	1397	1130	574	425	278	1032	899	291	570	645	156	258	791	490	169	590	262	977	114	83	542	435	771	596	547	625	220	224	254					
		61.43%	57.40%	54.59%	55.70%	64.27%	63.99%	56.06%	56.17%	55.52%	54.16%	56.74%	55.43%	60.19%	57.94%	57.11%	54.37%	62.04%	58.18%	65.72%	47.40%	46.77%	49.25%	51.07%	55.48%	51.24%	73.26%	75.08%	74.55%	65.08%	70.92%	69.78%	61.07%	65.10%	58.76%	50.16%	73.24%	65.15%	57.36%	54.81%	55.96%	64.27%	71.78%	71.47%	72.15%	68.60%	72.27%	78.10%	76.11%	63.40%	70.22%	58.58%	74.58%	80.29%	75.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	395	3	19	10	6	11	4	3	11	13	8	6	13	10	7	15	3	4	12	24	25	19	15	19	12	13	11	2	1	3	9	9	1	2	7	0	4	3	8	1	5	4	8	0	1	2	4	6	6	4	8	0	1	0					
		0.85%	0.27%	1.45%	1.03%	0.71%	0.72%	1.01%	0.46%	1.07%	1.14%	0.84%	0.99%	1.12%	1.54%	0.69%	1.22%	0.33%	0.45%	0.97%	2.27%	2.52%	1.58%	1.88%	1.84%	1.49%	0.68%	0.73%	0.26%	0.15%	0.77%	0.61%	0.61%	0.22%	0.21%	0.54%	0.00%	1.01%	0.22%	0.89%	0.33%	0.54%	1.10%	0.59%	0.00%	0.83%	0.27%	0.72%	0.59%	0.64%	0.51%	0.75%	0.00%	0.36%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
