Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Шумячская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	681	140	119	31	26	29	15	23	21	133	31	31	20	33	18	11									
		18.40%	19.77%	16.60%	28.70%	21.85%	26.61%	16.13%	21.10%	16.80%	23.54%	15.27%	29.81%	8.55%	14.41%	10.91%	9.73%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	3	3	1	1	0	0	0	1	4	0	0	0	2	2	0									
		0.46%	0.42%	0.42%	0.93%	0.84%	0.00%	0.00%	0.00%	0.80%	0.71%	0.00%	0.00%	0.00%	0.87%	1.21%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	6	5	2	2	1	0	0	0	1	0	0	0	1	0	1									
		0.51%	0.85%	0.70%	1.85%	1.68%	0.92%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.44%	0.00%	0.88%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0									
		0.05%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	8	3	0	0	0	0	0	1	1	0	1	0	0	2	0									
		0.43%	1.13%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.18%	0.00%	0.96%	0.00%	0.00%	1.21%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	848	192	193	10	29	18	31	19	27	171	37	8	23	56	22	12									
		22.91%	27.12%	26.92%	9.26%	24.37%	16.51%	33.33%	17.43%	21.60%	30.27%	18.23%	7.69%	9.83%	24.45%	13.33%	10.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	1	5	0	1	0	0	0	1	1	0	0	0	0	0	0									
		0.24%	0.14%	0.70%	0.00%	0.84%	0.00%	0.00%	0.00%	0.80%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	57	17	11	1	2	4	0	1	0	2	1	2	4	6	5	1									
		1.54%	2.40%	1.53%	0.93%	1.68%	3.67%	0.00%	0.92%	0.00%	0.35%	0.49%	1.92%	1.71%	2.62%	3.03%	0.88%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
