Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Шаховская 																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №3063	УИК №3064	УИК №3065	УИК №3066	УИК №3067	УИК №3068	УИК №3069	УИК №3070	УИК №3071	УИК №3072	УИК №3073	УИК №3074	УИК №3075	УИК №3076	УИК №3077					
38	"21. ""Российская Конституционно-демократическая партия"""	14	3	2	2	2	0	1	1	1	1	1	0	0	0	0	0					
		0.13%	0.27%	0.23%	0.20%	0.18%	0.0%	0.21%	0.19%	0.18%	0.13%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	20	2	2	1	1	1	1	1	4	0	2	0	0	1	4	0					
		0.19%	0.18%	0.23%	0.10%	0.09%	0.23%	0.21%	0.19%	0.72%	0.0%	0.46%	0.0%	0.0%	0.16%	0.39%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	830	88	87	95	85	45	54	40	37	68	17	50	17	34	75	38					
		8.12%	8.17%	10.02%	9.54%	7.74%	10.39%	11.84%	7.73%	6.73%	9.41%	3.91%	9.52%	4.38%	5.51%	7.33%	7.39%					
																						
41	Против всех	492	55	41	47	77	11	12	27	17	33	22	20	16	33	54	27					
		4.81%	5.11%	4.72%	4.72%	7.01%	2.54%	2.63%	5.22%	3.09%	4.57%	5.06%	3.80%	4.12%	5.34%	5.27%	5.25%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
