Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Менделеевская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.10%	0.19%	0.00%	0.00%	0.00%	0.55%	0.00%	1.74%	0.21%	0.20%	0.00%	2.58%	0.00%	0.00%	0.12%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	33	0	0	0	0	2	0	0	0	0	1	1	4	1	2	0	16	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.11%	0.10%	0.54%	0.10%	0.20%	0.00%	3.17%	0.00%	0.35%	0.12%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19787	195	412	325	322	936	521	514	999	903	834	1023	541	911	964	972	293	1002	283	787	1147	273	586	194	125	282	88	730	298	413	263	376	428	441	252	573	136	445									
		95.35%	94.66%	98.10%	98.48%	96.99%	96.69%	99.24%	96.07%	98.81%	96.78%	92.36%	97.99%	72.42%	95.29%	94.98%	97.49%	58.13%	96.99%	97.92%	93.69%	96.96%	98.20%	99.32%	97.98%	98.43%	98.26%	100.00%	97.99%	99.00%	100.00%	99.25%	98.17%	99.07%	99.10%	99.21%	97.45%	100.00%	98.89%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	11	0	0	0	0	2	0	0	0	0	0	1	4	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.54%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.12%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	233	4	1	0	2	4	0	10	3	6	6	2	27	3	17	0	80	13	2	21	10	0	1	2	1	2	0	5	0	0	1	2	2	1	1	2	0	2									
		1.12%	1.94%	0.24%	0.00%	0.60%	0.41%	0.00%	1.87%	0.30%	0.64%	0.66%	0.19%	3.61%	0.31%	1.67%	0.00%	15.87%	1.26%	0.69%	2.50%	0.85%	0.00%	0.17%	1.01%	0.79%	0.70%	0.00%	0.67%	0.00%	0.00%	0.38%	0.52%	0.46%	0.22%	0.39%	0.34%	0.00%	0.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	0	0	0	0	2	0	0	0	0	3	1	2	3	3	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.33%	0.10%	0.27%	0.31%	0.30%	0.00%	0.79%	0.00%	0.00%	0.12%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	12	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.11%	0.10%	0.13%	0.10%	0.10%	0.00%	0.60%	0.00%	0.00%	0.12%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.12%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	0	0	0	0	2	0	0	0	0	0	1	0	2	2	0	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.21%	0.20%	0.00%	1.39%	0.00%	0.00%	0.12%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	472	7	6	5	8	6	3	11	9	24	41	10	134	30	18	24	56	16	3	19	10	5	3	2	1	3	0	5	2	0	1	2	2	2	0	1	0	3									
		2.27%	3.40%	1.43%	1.52%	2.41%	0.62%	0.57%	2.06%	0.89%	2.57%	4.54%	0.96%	17.94%	3.14%	1.77%	2.41%	11.11%	1.55%	1.04%	2.26%	0.85%	1.80%	0.51%	1.01%	0.79%	1.05%	0.00%	0.67%	0.66%	0.00%	0.38%	0.52%	0.46%	0.45%	0.00%	0.17%	0.00%	0.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	0	0	0	1	0	0	0	0	2	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.13%	0.10%	0.10%	0.00%	0.00%	0.00%	0.00%	0.12%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	44	0	1	0	0	2	0	0	0	0	3	1	5	1	3	0	12	2	0	1	6	0	0	0	0	0	0	0	1	0	0	3	0	1	1	1	0	0									
		0.21%	0.00%	0.24%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.33%	0.10%	0.67%	0.10%	0.30%	0.00%	2.38%	0.19%	0.00%	0.12%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.78%	0.00%	0.22%	0.39%	0.17%	0.00%	0.00%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
